	TCGA.EM.A4FV.01A.11R.A250.07	TCGA.EM.A3AQ.01A.11R.A20F.07	TCGA.EL.A3ZP.01A.11R.A23N.07	TCGA.EL.A3TB.01A.11R.A22L.07	TCGA.BJ.A0Z5.01A.11R.A10U.07	TCGA.FY.A40K.01A.11R.A23N.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.DJ.A3UK.01A.11R.A22L.07	TCGA.FE.A232.01A.11R.A14Y.07	TCGA.EM.A22P.01A.11R.A19O.07	TCGA.EL.A3CO.01A.11R.A19O.07	TCGA.ET.A40T.01A.11R.A23N.07	TCGA.FE.A3PD.01A.11R.A220.07	TCGA.ET.A40R.01A.11R.A23N.07	TCGA.EL.A3D4.01A.11R.A19O.07	TCGA.BJ.A2NA.01A.12R.A19O.07	TCGA.H2.A3RH.01A.11R.A220.07	TCGA.E3.A3E1.01A.11R.A20F.07	TCGA.DJ.A3UN.01A.11R.A22L.07	TCGA.DJ.A4UQ.01A.11R.A250.07	TCGA.FE.A237.01A.11R.A16R.07	TCGA.BJ.A0Z3.01A.11R.A13Y.07	TCGA.MK.A4N9.01A.11R.A250.07	TCGA.GE.A2C6.01A.11R.A16R.07	TCGA.ET.A39R.01A.11R.A19O.07	TCGA.CE.A3MD.01A.11R.A20F.07	TCGA.ET.A40S.01A.11R.A23N.07	TCGA.DJ.A3V0.01A.11R.A22U.07	TCGA.CE.A13K.01A.11R.A10U.07	TCGA.J8.A42S.01A.11R.A23N.07	TCGA.DJ.A4V5.01A.11R.A250.07	TCGA.DO.A1JZ.11A.11R.A13Y.07	GTEX.OIZH.2626.SM.2HMJM	GTEX.14ASI.0726.SM.5Q5DC	GTEX.14ABY.0926.SM.5Q5DY	GTEX.113JC.0126.SM.5EGJW	GTEX.SUCS.0226.SM.32PLQ	GTEX.WH7G.0526.SM.3NMBI	GTEX.1192X.1126.SM.5EGGU	GTEX.1399T.0126.SM.5KM15	GTEX.YEC4.0626.SM.5CVLU	GTEX.S341.0226.SM.5S2VG	GTEX.131XH.0526.SM.5DUX7	GTEX.13FLV.0226.SM.5J2OF	GTEX.ZTX8.0626.SM.59HKC	GTEX.QDVJ.0226.SM.2I5FV	GTEX.12ZZZ.1226.SM.59HK1	GTEX.OIZI.0726.SM.2XCEI	GTEX.ZYFC.0926.SM.5GZWW	GTEX.OHPM.2626.SM.33HC5	GTEX.11EM3.0126.SM.5985K	GTEX.WHPG.0226.SM.3NMB9	GTEX.1313W.0726.SM.5EGK1	GTEX.11EQ9.0626.SM.5A5K1	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Y5V6.0526.SM.4VBRV	GTEX.1122O.0226.SM.5N9DA	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.13X6J.0826.SM.5LU32	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZZ64.0126.SM.5GZXA	GTEX.ZYFG.0626.SM.5GZYA	GTEX.111CU.0226.SM.5GZXC	GTEX.WL46.0126.SM.3TW8I	GTEX.XLM4.0726.SM.4AT64	GTEX.13JVG.0926.SM.5IJE1	GTEX.P78B.0526.SM.2I5F7	GTEX.XUZC.0126.SM.4BOO6	GTEX.RVPV.1226.SM.2TF73	GTEX.1399U.0326.SM.5P9G5	GTEX.ZLWG.0526.SM.4WWFB	GTEX.132NY.1026.SM.5P9IY	GTEX.SJXC.0726.SM.2XCFJ	GTEX.VJYA.0426.SM.3GIJK	GTEX.11P7K.0226.SM.5986Z	GTEX.YEC3.0826.SM.4WWFP	GTEX.13FLW.0326.SM.5J2M4	GTEX.ZAK1.0726.SM.5HL8Q	GTEX.139T6.0326.SM.5J2LY	GTEX.T2IS.0626.SM.32QP6	GTEX.PX3G.2626.SM.2I3EG	GTEX.OOBK.2626.SM.2HMKY	GTEX.12WSN.0726.SM.5GCMS	GTEX.11OF3.0626.SM.5BC4Y	GTEX.YFCO.0326.SM.4W1ZP	GTEX.ZY6K.0226.SM.5SIAY	GTEX.1192W.0126.SM.5EGGS	GTEX.ZA64.0426.SM.5HL96	GTEX.12BJ1.0426.SM.5FQSO	GTEX.1212Z.0426.SM.5FQT6	GTEX.OHPK.2626.SM.2HMK9	GTEX.QLQ7.0726.SM.2I5G2	GTEX.T6MO.0226.SM.32QOL	GTEX.XGQ4.0426.SM.4AT4I	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.12WSJ.0326.SM.5GCMT	GTEX.13D11.0226.SM.5LZXL	GTEX.11VI4.0226.SM.5GU6C	GTEX.X8HC.0726.SM.46MWG	GTEX.VUSG.0426.SM.3GIKD	GTEX.ZVZP.1026.SM.5GICI	GTEX.S4P3.0226.SM.3K2BD	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.13VXU.0826.SM.5KLZ2	GTEX.Z9EW.0226.SM.5CVM7	GTEX.111FC.1026.SM.5GZX1
FBXO36	62.56	58.3	53.19	61.25	67.12	59.13	47.17	75.64	71.5	58.71	92.7	57.89	56.68	59.97	56.68	63.89	83.45	87.03	68.55	52.08	65.26	61.25	70.51	81.71	80.01	39.79	44.57	68.55	39.5	56.28	26.86	172.65	127.0	199.85	211.31	138.1	127.89	161.02	120.94	158.79	167.9	136.19	190.34	165.57	185.11	117.6	242.88	204.07	197.09	163.28	131.51	137.14	129.69	127.89	100.13	158.79	100.83	129.69	150.17	102.25	186.4	150.17	110.43	145.02	112.77	96.68	109.66	127.0	175.07	183.82	189.02	161.02	157.68	159.9	241.19	165.57	127.0	108.14	177.53	121.79	183.82	105.15	202.66	133.36	102.97	214.27	154.42	109.66	115.16	198.47	164.42	185.11	156.59	137.14	154.42	111.21	121.79	143.01	102.97	109.66	145.02	124.37	118.43	144.01	115.97	180.02	87.65	73.03	136.19	180.02	125.24	156.59
FPGT	166.73	102.25	118.43	121.79	101.54	152.28	70.51	165.57	143.01	152.28	145.02	165.57	129.69	103.69	81.14	154.42	173.85	135.24	123.5	109.66	149.12	153.34	133.36	103.69	164.42	154.42	126.12	86.43	178.77	110.43	161.02	289.02	379.04	285.03	447.82	141.02	244.57	295.11	191.67	271.48	231.32	339.14	289.02	232.94	316.37	258.57	265.87	532.74	295.11	368.65	215.77	327.56	299.25	249.73	248.0	297.17	387.02	209.84	281.09	244.57	297.17	251.48	249.73	279.14	236.21	258.57	181.28	249.73	291.04	217.27	327.56	258.57	228.13	351.14	521.76	376.41	206.94	244.57	305.55	246.28	232.94	312.0	406.31	214.27	299.25	406.31	214.27	281.09	297.17	291.04	195.72	253.23	246.28	223.41	262.2	271.48	191.67	253.23	273.37	217.27	277.2	194.36	289.02	224.97	281.09	260.38	186.4	132.44	253.23	297.17	255.0	336.79
GBAS	1175.27	780.44	759.08	890.44	796.86	1015.93	866.07	1073.91	915.51	866.07	1088.92	915.51	967.76	961.07	830.75	1159.07	1233.75	1216.75	890.44	1059.11	1088.92	1044.52	954.43	1066.48	909.17	921.88	988.12	1030.12	753.83	981.29	967.76	1388.16	1936.53	3443.31	3928.15	860.08	1883.54	3235.01	2319.15	2855.44	2061.24	2682.69	2701.35	1909.85	1769.57	1551.09	3614.55	3768.09	2240.11	3716.2	1628.26	2520.38	2502.97	1806.78	2090.03	1651.0	2400.97	2090.03	2468.49	2627.46	2178.83	2915.45	1794.29	1794.29	1950.0	1508.65	2104.58	1832.01	2319.15	1991.0	2271.4	1286.18	2816.11	2104.58	2935.74	3540.14	1561.89	1857.6	2468.49	1674.06	2119.22	2645.74	1991.0	1313.23	1769.57	2720.15	3081.75	2591.27	1721.16	1151.06	2935.74	2485.67	1572.76	1662.49	2664.15	2303.12	2047.0	2915.45	1819.35	2090.03	2555.58	1059.11	2758.13	2417.67	2485.67	1923.14	2240.11	1870.53	2351.53	2287.2	1781.89	3146.52
GHR	13.72	15.8	12.36	8.13	10.79	18.7	12.74	21.47	19.82	51.35	88.88	20.41	7.22	14.56	25.72	20.11	41.22	27.64	14.14	34.02	13.72	22.92	14.67	20.86	8.19	18.29	11.47	24.99	9.63	16.39	18.16	101.54	178.77	80.01	141.02	70.51	129.69	185.11	138.1	73.03	58.71	75.11	111.99	44.57	124.37	25.72	167.9	353.59	65.72	295.11	246.28	88.88	111.99	119.26	84.04	147.06	117.6	63.45	187.71	124.37	172.65	75.11	162.14	94.67	67.12	146.03	62.12	31.9	112.77	56.68	111.21	87.03	117.6	39.79	187.71	84.63	75.11	43.63	69.03	122.64	137.14	149.12	138.1	55.49	77.79	246.28	82.29	39.79	39.5	181.28	81.71	74.58	180.02	126.12	72.52	72.52	53.19	73.03	47.84	93.35	54.33	24.28	251.48	113.56	181.28	110.43	56.68	31.45	87.03	138.1	128.79	139.07
GJA1	1685.71	1572.76	1551.09	1369.04	884.29	1359.57	1268.46	1378.57	1242.34	2739.08	3564.78	1417.35	2047.0	1259.69	866.07	1151.06	1594.73	1350.18	1583.71	2224.63	1745.2	1066.48	2451.44	3124.78	1794.29	2047.0	2537.92	1216.75	1950.0	2895.31	1551.09	3491.39	6164.49	6037.61	7803.01	2133.97	2485.67	5255.91	2777.33	9151.82	3716.2	2645.74	4704.07	6561.36	7230.1	3540.14	9474.59	5954.47	3639.7	6294.04	2816.11	3614.55	5441.3	1857.6	1519.15	1457.23	5076.84	2997.45	2835.7	1832.01	5872.48	4095.0	3874.05	3742.05	5147.73	1936.53	6745.86	1023.0	5219.6	4481.23	4268.94	2209.26	5041.77	6294.04	4639.29	8247.98	2855.44	2573.36	4972.34	5441.3	4704.07	3060.45	1870.53	4298.64	2956.17	6164.49	3874.05	4736.79	2271.4	2645.74	6792.79	6699.25	1628.26	7433.4	3794.3	1519.15	3039.3	3081.75	1819.35	2468.49	3794.3	4704.07	11827.67	6164.49	4358.66	4358.66	1870.53	3103.19	3742.05	5555.65	2976.74	4358.66
GOLGA4	785.88	743.43	540.19	514.56	961.07	753.83	633.73	693.58	629.35	848.22	1023.0	665.29	759.08	674.59	555.41	954.43	708.18	928.3	656.11	796.86	954.43	819.3	780.44	802.41	679.29	785.88	624.99	555.41	738.29	612.11	713.11	1030.12	1378.57	1745.2	1331.57	1030.12	759.08	1001.93	1259.69	1295.13	909.17	995.0	1191.69	1008.9	1081.39	1233.75	1617.0	1870.53	1583.71	1250.98	890.44	1044.52	1286.18	842.36	947.83	860.08	1216.75	967.76	713.11	1023.0	1378.57	1104.13	1088.92	1104.13	988.12	1208.34	1359.57	1167.14	1096.5	1066.48	1498.22	1044.52	780.44	1313.23	1963.57	1359.57	780.44	836.53	1015.93	1304.15	896.64	1030.12	1037.29	1277.29	1001.93	1950.0	1096.5	1119.56	954.43	896.64	1059.11	1030.12	848.22	1233.75	1143.1	1059.11	1151.06	1088.92	1378.57	854.13	1066.48	1001.93	1277.29	1175.27	1127.35	1159.07	1561.89	1427.22	1051.79	1651.0	1561.89	1991.0
GPR143	41.81	47.17	40.36	49.56	50.63	68.07	50.63	60.39	50.98	62.56	81.71	31.0	48.18	40.36	23.25	64.8	32.13	59.13	26.28	52.82	20.86	44.89	57.49	35.0	53.95	58.71	70.01	50.98	23.76	37.32	73.03	42.11	75.64	61.68	90.77	47.5	61.68	54.33	55.49	151.22	68.07	47.84	119.26	63.89	108.14	21.01	104.42	89.51	52.82	85.22	41.52	42.71	95.34	25.91	40.07	28.45	49.56	36.53	69.52	80.57	105.89	90.14	44.57	58.3	65.26	99.43	58.71	28.24	41.52	37.05	202.66	29.06	44.57	59.55	76.17	82.29	46.18	47.17	182.55	41.52	108.14	64.34	62.12	78.89	29.48	78.34	125.24	84.04	63.45	105.15	61.68	82.29	30.34	67.12	83.45	51.71	60.82	24.63	35.5	36.79	65.72	51.35	120.94	100.83	14.89	77.79	35.0	52.45	68.07	127.89	76.17	82.29
HDHD2	780.44	743.43	503.95	791.35	703.28	656.11	563.18	813.63	660.68	753.83	624.99	656.11	813.63	669.92	785.88	684.02	884.29	785.88	941.27	571.05	688.78	718.08	753.83	688.78	651.58	759.08	587.13	511.0	748.61	660.68	603.67	902.89	1111.82	1295.13	1628.26	638.15	780.44	890.44	896.64	1127.35	974.5	947.83	1388.16	1044.52	796.86	1059.11	1551.09	1286.18	1081.39	1378.57	785.88	1001.93	1066.48	791.35	698.41	713.11	1030.12	733.19	890.44	743.43	1268.46	884.29	909.17	915.51	825.0	872.1	981.29	878.17	1225.22	915.51	1268.46	842.36	928.3	1037.29	1794.29	1369.04	872.1	825.0	1208.34	819.3	961.07	1135.2	981.29	878.17	808.0	1199.98	947.83	961.07	934.76	947.83	813.63	1143.1	684.02	866.07	981.29	785.88	718.08	1023.0	909.17	813.63	928.3	693.58	1015.93	934.76	830.75	934.76	961.07	1143.1	1037.29	1388.16	928.3	1369.04
HEBP1	2163.77	1651.0	1551.09	2701.35	2075.59	1806.78	2335.28	2193.99	2303.12	1896.65	2400.97	1857.6	1769.57	2032.85	2047.0	2032.85	2104.58	2335.28	2193.99	2367.9	1651.0	2119.22	1551.09	1639.59	1674.06	2061.24	1561.89	2193.99	1757.34	2417.67	1733.13	2777.33	4836.35	5995.9	4543.8	2271.4	3716.2	4802.93	4836.35	4010.71	4639.29	3491.39	3955.48	2915.45	4671.57	2555.58	5041.77	3768.09	3982.99	5594.3	3847.29	3039.3	3716.2	2796.65	3081.75	2664.15	3665.02	2835.7	3847.29	3690.52	3742.05	3742.05	4010.71	4010.71	3901.01	3794.3	4268.94	2739.08	4836.35	2956.17	4210.15	3124.78	4903.87	3303.0	3190.46	3874.05	3235.01	3443.31	4607.24	3060.45	4210.15	5183.54	2935.74	3742.05	2682.69	3614.55	5633.22	3982.99	2555.58	3665.02	4607.24	3443.31	3124.78	3614.55	4802.93	2271.4	6652.97	3614.55	3235.01	6037.61	5041.77	2047.0	4298.64	4481.23	3982.99	2796.65	4388.98	3372.43	3325.99	4607.24	4639.29	4639.29
HLTF	289.02	158.79	163.28	220.32	231.32	318.57	138.1	295.11	232.94	279.14	277.2	248.0	234.57	197.09	193.01	244.57	291.04	224.97	307.69	269.6	209.84	299.25	265.87	239.52	265.87	234.57	181.28	158.79	295.11	193.01	218.79	444.72	571.05	414.87	567.1	169.07	395.18	395.18	323.03	454.09	329.84	384.34	457.25	457.25	406.31	400.71	466.88	620.67	500.46	713.11	316.37	406.31	358.54	332.14	336.79	358.54	457.25	260.38	426.57	358.54	447.82	444.72	343.89	483.38	305.55	293.07	287.01	299.25	493.56	336.79	409.15	400.71	409.15	547.75	941.27	642.59	341.51	295.11	525.39	358.54	339.14	371.22	486.75	307.69	384.34	555.41	361.04	500.46	514.56	395.18	353.59	438.59	297.17	305.55	563.18	400.71	211.31	447.82	466.88	351.14	473.41	336.79	665.29	363.56	397.93	473.41	305.55	191.67	426.57	532.74	397.93	457.25
IMPACT	258.57	309.83	241.19	320.8	348.71	232.94	323.03	420.68	299.25	341.51	463.65	256.78	289.02	281.09	241.19	361.04	358.54	435.55	307.69	307.69	271.48	287.01	251.48	262.2	301.33	373.81	229.72	420.68	249.73	267.73	275.28	490.14	813.63	780.44	1015.93	267.73	490.14	559.28	579.04	599.49	514.56	476.71	825.0	518.15	511.0	500.46	836.53	872.1	633.73	780.44	463.65	563.18	579.04	409.15	540.19	503.95	587.13	500.46	463.65	346.29	813.63	688.78	417.77	466.88	432.53	563.18	473.41	435.55	708.18	503.95	928.3	514.56	620.67	583.07	1066.48	995.0	460.44	429.54	679.29	438.59	547.75	780.44	738.29	518.15	503.95	703.28	571.05	473.41	493.56	438.59	540.19	536.45	358.54	480.04	575.03	454.09	532.74	603.67	397.93	429.54	536.45	441.64	599.49	563.18	620.67	536.45	660.68	409.15	503.95	848.22	473.41	647.07
IQCH	51.35	22.75	19.25	23.42	26.28	51.35	21.47	44.89	46.84	23.08	54.33	30.34	22.75	38.95	21.01	19.25	48.87	34.51	29.27	31.45	26.67	36.27	42.41	38.4	24.46	16.63	17.77	18.43	13.83	36.79	27.44	114.36	115.97	180.02	111.99	63.45	65.26	90.14	69.52	117.6	49.21	46.84	201.25	117.6	59.13	136.19	175.07	183.82	155.5	173.85	64.8	97.36	115.97	31.9	114.36	43.63	91.41	38.4	111.21	67.59	96.01	61.68	64.8	48.52	81.71	116.78	122.64	77.79	81.14	63.89	115.16	53.95	51.35	131.51	368.65	77.79	59.97	65.26	111.21	108.9	93.35	101.54	105.89	48.87	78.34	111.21	46.18	44.57	96.01	82.29	76.71	128.79	50.98	48.18	97.36	49.91	47.5	53.57	73.54	38.4	69.52	42.41	89.51	73.54	102.25	102.97	78.89	97.36	71.5	136.19	63.0	116.78
IQGAP2	656.11	153.34	204.07	92.7	150.17	223.41	122.64	285.03	154.42	211.31	688.78	190.34	316.37	293.07	323.03	91.41	547.75	211.31	209.84	262.2	74.06	165.57	68.55	113.56	121.79	98.73	336.79	173.85	237.86	176.29	140.04	902.89	1498.22	1159.07	2997.45	267.73	642.59	1447.15	1477.58	1407.55	775.05	409.15	738.29	934.76	780.44	1781.89	1605.83	1819.35	909.17	4450.27	389.72	1745.2	1769.57	206.94	587.13	450.94	1127.35	379.04	961.07	651.58	1508.65	1781.89	297.17	309.83	651.58	1051.79	669.92	1066.48	1844.76	249.73	1896.65	217.27	928.3	2271.4	6745.86	1096.5	279.14	579.04	1191.69	559.28	638.15	3716.2	921.88	1008.9	764.36	1733.13	743.43	2537.92	1175.27	351.14	353.59	1088.92	316.37	389.72	1857.6	854.13	339.14	684.02	1023.0	2255.7	669.92	348.71	3303.0	967.76	1745.2	2701.35	941.27	703.28	878.17	2367.9	543.96	4038.61
KDM1B	249.73	175.07	128.79	155.5	267.73	218.79	156.59	231.32	220.32	215.77	289.02	226.54	182.55	154.42	117.6	239.52	229.72	316.37	258.57	220.32	343.89	239.52	178.77	190.34	180.02	165.57	149.12	161.02	169.07	180.02	191.67	521.76	753.83	620.67	830.75	320.8	358.54	551.56	409.15	444.72	813.63	703.28	454.09	607.87	447.82	432.53	884.29	769.69	543.96	764.36	426.57	406.31	616.37	460.44	441.64	555.41	738.29	669.92	669.92	830.75	555.41	447.82	490.14	500.46	409.15	454.09	486.75	559.28	665.29	497.0	486.75	503.95	665.29	638.15	796.86	819.3	660.68	500.46	813.63	420.68	599.49	575.03	571.05	555.41	420.68	559.28	708.18	1313.23	878.17	775.05	417.77	466.88	412.0	470.14	718.08	728.11	532.74	836.53	543.96	392.44	603.67	339.14	400.71	555.41	651.58	490.14	616.37	248.0	486.75	624.99	503.95	713.11
KIAA1324	14.78	9.34	33.3	18.56	5.41	23.25	9.34	10.63	28.04	26.1	145.02	31.0	52.08	28.04	115.16	9.41	470.14	26.1	40.64	127.89	33.78	54.72	11.73	42.41	36.27	15.68	346.29	9.93	21.16	42.11	24.46	532.74	473.41	656.11	743.43	183.82	1304.15	32.59	813.63	1304.15	301.33	63.45	1437.15	480.04	567.1	21.63	616.37	1923.14	256.78	796.86	575.03	251.48	123.5	10.88	43.32	595.34	348.71	429.54	265.87	432.53	616.37	244.57	198.47	395.18	47.84	312.0	217.27	13.22	195.72	373.81	518.15	529.06	117.6	368.65	1487.87	567.1	37.05	64.34	1250.98	226.54	974.5	1159.07	36.27	260.38	29.48	336.79	660.68	130.6	329.84	1745.2	1745.2	376.41	409.15	457.25	1378.57	318.57	703.28	241.19	120.1	178.77	1208.34	211.31	463.65	432.53	351.14	152.28	151.22	157.68	195.72	1304.15	988.12	75.11
KLF3	473.41	395.18	392.44	323.03	379.04	514.56	242.88	426.57	346.29	507.46	490.14	414.87	356.05	299.25	339.14	511.0	579.04	514.56	395.18	536.45	432.53	454.09	373.81	409.15	435.55	400.71	371.22	320.8	463.65	395.18	450.94	395.18	567.1	698.41	713.11	559.28	563.18	759.08	532.74	728.11	775.05	579.04	529.06	555.41	651.58	603.67	575.03	825.0	563.18	947.83	599.49	571.05	620.67	571.05	599.49	612.11	813.63	571.05	579.04	366.09	607.87	693.58	656.11	536.45	454.09	493.56	358.54	607.87	497.0	503.95	493.56	532.74	543.96	547.75	567.1	665.29	633.73	525.39	679.29	612.11	679.29	656.11	555.41	466.88	612.11	988.12	579.04	633.73	466.88	583.07	547.75	583.07	473.41	551.56	764.36	525.39	624.99	638.15	447.82	559.28	684.02	514.56	587.13	525.39	748.61	511.0	470.14	507.46	559.28	607.87	656.11	674.59
KLHL8	105.89	97.36	103.69	127.0	101.54	112.77	108.9	120.94	119.26	108.9	275.28	110.43	170.25	153.34	78.34	111.21	153.34	139.07	85.22	153.34	102.97	113.56	105.89	95.34	118.43	134.3	134.3	87.03	126.12	105.15	138.1	363.56	314.17	353.59	483.38	154.42	214.27	249.73	262.2	323.03	289.02	271.48	363.56	246.28	363.56	336.79	500.46	447.82	182.55	409.15	307.69	356.05	220.32	242.88	167.9	232.94	320.8	191.67	426.57	218.79	395.18	248.0	320.8	209.84	463.65	217.27	223.41	181.28	397.93	343.89	320.8	234.57	256.78	295.11	647.07	551.56	176.29	180.02	343.89	194.36	229.72	366.09	486.75	297.17	223.41	420.68	211.31	312.0	287.01	297.17	293.07	208.38	137.14	379.04	356.05	289.02	320.8	228.13	291.04	165.57	320.8	241.19	420.68	351.14	171.45	208.38	262.2	348.71	224.97	460.44	301.33	406.31
LAYN	166.73	106.63	146.03	244.57	52.45	218.79	102.97	136.19	152.28	177.53	392.44	163.28	89.51	361.04	221.86	83.45	150.17	88.26	125.24	189.02	153.34	151.22	75.11	125.24	108.14	88.88	80.01	143.01	136.19	119.26	205.5	825.0	733.19	825.0	1233.75	860.08	343.89	679.29	1037.29	1350.18	579.04	438.59	1135.2	665.29	713.11	132.44	1127.35	1143.1	660.68	1340.84	633.73	241.19	915.51	470.14	379.04	334.46	435.55	638.15	780.44	743.43	1313.23	466.88	543.96	503.95	361.04	1104.13	988.12	229.72	647.07	1208.34	674.59	698.41	796.86	473.41	1191.69	854.13	332.14	191.67	348.71	1286.18	1037.29	1001.93	1259.69	417.77	198.47	769.69	974.5	738.29	836.53	915.51	825.0	1781.89	1037.29	665.29	397.93	660.68	909.17	363.56	769.69	718.08	262.2	563.18	1119.56	1081.39	718.08	429.54	368.65	341.51	583.07	1662.49	599.49	420.68
LINC00908	45.85	2.76	36.53	89.51	69.03	13.72	58.3	88.88	13.22	20.86	33.06	32.13	41.81	24.11	46.84	40.07	78.89	53.19	80.01	29.27	51.35	57.49	53.95	18.43	71.5	15.45	32.82	34.75	27.44	67.12	60.82	96.68	120.1	115.97	165.57	16.39	62.12	138.1	82.29	161.02	78.34	45.21	105.15	36.01	44.25	3.79	201.25	209.84	99.43	146.03	34.51	106.63	149.12	41.81	25.72	151.22	97.36	59.55	102.25	65.26	186.4	85.22	57.49	39.5	32.82	121.79	111.21	64.34	89.51	53.19	104.42	14.35	87.65	134.3	110.43	53.95	38.95	48.18	429.54	139.07	137.14	117.6	130.6	41.22	18.56	113.56	94.67	60.39	146.03	73.03	63.0	69.03	28.86	92.7	95.34	84.63	108.14	83.45	122.64	23.59	48.52	18.29	381.68	96.68	80.01	38.67	57.89	25.54	162.14	101.54	47.17	183.82
LRP2	447.82	164.42	285.03	595.34	255.0	95.34	197.09	507.46	267.73	232.94	738.29	327.56	567.1	429.54	403.5	161.02	381.68	392.44	267.73	599.49	147.06	150.17	98.04	67.59	371.22	353.59	217.27	249.73	915.51	232.94	435.55	1477.58	2720.15	4512.4	4869.99	633.73	1662.49	1709.26	5995.9	2720.15	981.29	1225.22	3874.05	1857.6	2061.24	896.64	4512.4	2303.12	1167.14	5913.33	753.83	2701.35	1051.79	688.78	470.14	1096.5	1388.16	387.02	4123.49	890.44	2255.7	2796.65	733.19	995.0	1397.83	6079.61	1870.53	1030.12	2664.15	612.11	3060.45	1143.1	1073.91	2224.63	6079.61	1923.14	842.36	718.08	4181.07	1551.09	1551.09	2816.11	759.08	503.95	1350.18	2816.11	1923.14	3847.29	941.27	967.76	2451.44	2303.12	262.2	1340.84	3928.15	624.99	2335.28	1417.35	1378.57	1508.65	3768.09	441.64	5594.3	2351.53	1487.87	1175.27	1225.22	1044.52	1857.6	5995.9	1001.93	2758.13
LYRM5	612.11	665.29	529.06	540.19	633.73	486.75	575.03	529.06	514.56	547.75	703.28	518.15	733.19	595.34	454.09	723.08	698.41	713.11	563.18	521.76	563.18	583.07	738.29	587.13	583.07	791.35	723.08	525.39	587.13	665.29	447.82	432.53	620.67	995.0	1088.92	595.34	665.29	759.08	791.35	954.43	854.13	753.83	884.29	1015.93	718.08	825.0	1457.23	1286.18	753.83	1044.52	713.11	941.27	947.83	624.99	684.02	733.19	1167.14	642.59	540.19	651.58	947.83	651.58	738.29	769.69	748.61	583.07	753.83	878.17	684.02	587.13	1135.2	743.43	878.17	896.64	1870.53	1304.15	514.56	723.08	941.27	738.29	890.44	1088.92	651.58	591.22	669.92	1167.14	941.27	703.28	743.43	693.58	759.08	896.64	368.65	723.08	819.3	830.75	743.43	961.07	775.05	921.88	669.92	595.34	1143.1	674.59	842.36	813.63	1135.2	947.83	723.08	981.29	872.1	1104.13
LYRM7	89.51	58.71	57.49	51.71	70.01	55.89	43.32	72.52	50.63	75.11	89.51	65.72	94.01	75.11	50.63	73.54	128.79	67.12	56.68	86.43	65.72	96.01	63.0	72.01	71.5	84.04	48.52	43.02	99.43	55.89	73.54	153.34	159.9	155.5	211.31	47.17	104.42	189.02	143.01	178.77	102.25	96.01	193.01	148.09	120.1	127.0	218.79	435.55	158.79	934.76	96.68	167.9	171.45	124.37	120.1	133.36	173.85	97.36	147.06	113.56	248.0	157.68	102.25	111.99	98.73	147.06	110.43	132.44	173.85	95.34	191.67	106.63	105.15	167.9	312.0	275.28	92.05	108.14	155.5	108.14	85.22	156.59	178.77	135.24	130.6	260.38	137.14	148.09	172.65	108.9	132.44	120.1	108.9	123.5	140.04	120.94	80.01	110.43	142.01	107.38	119.26	104.42	153.34	127.0	111.21	176.29	122.64	120.1	145.02	224.97	134.3	171.45
MAP7	327.56	202.66	197.09	197.09	258.57	387.02	178.77	297.17	291.04	215.77	234.57	242.88	249.73	206.94	141.02	316.37	297.17	309.83	285.03	279.14	351.14	312.0	325.29	281.09	262.2	186.4	209.84	194.36	232.94	258.57	267.73	500.46	511.0	334.46	500.46	518.15	368.65	536.45	441.64	426.57	473.41	476.71	457.25	470.14	543.96	356.05	397.93	555.41	285.03	555.41	379.04	426.57	318.57	318.57	395.18	420.68	457.25	351.14	540.19	376.41	392.44	409.15	414.87	444.72	420.68	281.09	346.29	620.67	435.55	423.61	384.34	392.44	476.71	358.54	521.76	511.0	412.0	371.22	460.44	327.56	480.04	389.72	358.54	412.0	460.44	470.14	423.61	503.95	514.56	483.38	490.14	473.41	277.2	406.31	521.76	473.41	403.5	536.45	389.72	376.41	511.0	221.86	417.77	417.77	426.57	381.68	332.14	336.79	363.56	432.53	429.54	450.94
