	GTEX.117YW.1826.SM.5PNY5	GTEX.13O3O.0726.SM.5J1N7	GTEX.12584.1426.SM.5EGJ9	GTEX.13OVH.1026.SM.5J2NP	GTEX.147F4.0926.SM.5Q5EO	GTEX.11O72.1326.SM.5BC5A	GTEX.XOT4.1426.SM.4B65T	GTEX.13G51.0426.SM.5K7Z5	GTEX.144GO.0226.SM.5LUB1	GTEX.131XH.0426.SM.5DUWU	GTEX.13OW6.2526.SM.5IJEC	GTEX.11NUK.2426.SM.5BC4U	GTEX.13PVQ.2126.SM.5L3FW	GTEX.13S7M.1826.SM.5RQK6	GTEX.11GSP.2126.SM.5HL5E	GTEX.ZYY3.1726.SM.5EGH3	TCGA.EL.A4K2.01A.11R.A250.07	TCGA.BJ.A18Y.01A.11R.A13Y.07	TCGA.EM.A3AI.01A.11R.A206.07	TCGA.EM.A2CK.01A.11R.A180.07	TCGA.EM.A22K.01A.11R.A180.07	TCGA.EL.A3T6.11A.11R.A220.07	TCGA.BJ.A2NA.11A.11R.A19O.07	TCGA.EL.A3MX.11A.11R.A21D.07	TCGA.EL.A3N3.11A.11R.A20F.07	TCGA.ET.A2N5.11B.11R.A18C.07	TCGA.EL.A3H7.11A.11R.A21D.07	GTEX.OIZH.2626.SM.2HMJM	GTEX.14ASI.0726.SM.5Q5DC	GTEX.14ABY.0926.SM.5Q5DY	GTEX.113JC.0126.SM.5EGJW	GTEX.WH7G.0526.SM.3NMBI	GTEX.R55E.0826.SM.2TC5M	GTEX.YEC4.0626.SM.5CVLU	GTEX.T6MN.0626.SM.32PM9	GTEX.S341.0226.SM.5S2VG	GTEX.11GS4.0826.SM.5986J	GTEX.13OW8.0126.SM.5IJE5	GTEX.ZVP2.0426.SM.57WC2	GTEX.131XH.0526.SM.5DUX7	GTEX.13FLV.0226.SM.5J2OF	GTEX.ZTX8.0626.SM.59HKC	GTEX.QDVJ.0226.SM.2I5FV	GTEX.12ZZZ.1226.SM.59HK1	GTEX.13N1W.0826.SM.5MR5J	GTEX.ZYFC.0926.SM.5GZWW	GTEX.WWYW.0826.SM.3NB2X	GTEX.11EM3.0126.SM.5985K	GTEX.12WSK.0926.SM.5CVNQ	GTEX.117XS.0526.SM.5987Q	GTEX.1313W.0726.SM.5EGK1	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Y5V6.0526.SM.4VBRV	GTEX.SNOS.0226.SM.32PLR	GTEX.WHSE.0626.SM.4RGNF	GTEX.13O61.0226.SM.5KM52	GTEX.13X6J.0826.SM.5LU32	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZZ64.0126.SM.5GZXA	GTEX.WVLH.0626.SM.3MJG7	GTEX.ZYFG.0626.SM.5GZYA	GTEX.11NSD.0126.SM.5987F	GTEX.WL46.0126.SM.3TW8I	GTEX.131YS.0726.SM.5P9G9	GTEX.XLM4.0726.SM.4AT64	GTEX.12WSC.0826.SM.5EQ5Q	GTEX.13JVG.0926.SM.5IJE1	GTEX.P78B.0526.SM.2I5F7	GTEX.XUZC.0126.SM.4BOO6	GTEX.RVPV.1226.SM.2TF73	GTEX.1399R.0126.SM.5IFEV	GTEX.1399U.0326.SM.5P9G5	GTEX.ZLWG.0526.SM.4WWFB	GTEX.132NY.1026.SM.5P9IY	GTEX.11TTK.0826.SM.5N9EG	GTEX.139UW.0126.SM.5KM1B	GTEX.YEC3.0826.SM.4WWFP	GTEX.WK11.0926.SM.3NMAU	GTEX.139T6.0326.SM.5J2LY	GTEX.T2IS.0626.SM.32QP6	GTEX.PX3G.2626.SM.2I3EG	GTEX.12WSN.0726.SM.5GCMS	GTEX.YFCO.0326.SM.4W1ZP	GTEX.11ZVC.0126.SM.5986G	GTEX.ZY6K.0226.SM.5SIAY	GTEX.1192W.0126.SM.5EGGS	GTEX.12BJ1.0426.SM.5FQSO	GTEX.1212Z.0426.SM.5FQT6	GTEX.QLQ7.0726.SM.2I5G2	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.13D11.0226.SM.5LZXL	GTEX.QXCU.0326.SM.2TC63	GTEX.ZVZP.1026.SM.5GICI	GTEX.13OW6.0726.SM.5L3FX	GTEX.11O72.2326.SM.5BC7H	GTEX.WYBS.1926.SM.3NM8N	GTEX.13PVQ.0726.SM.5L3GI	GTEX.OXRP.0326.SM.33HBJ	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.13VXU.0826.SM.5KLZ2	GTEX.Z9EW.0226.SM.5CVM7	GTEX.13O21.2226.SM.5MR3L	GTEX.111FC.1026.SM.5GZX1	GTEX.ZUA1.0926.SM.4YCDX
WDR83OS	4095.0	2240.11	3589.58	3716.2	1832.01	3443.31	3540.14	4450.27	2555.58	3190.46	2935.74	1781.89	3039.3	3901.01	3665.02	3235.01	6745.86	6426.31	5751.61	6745.86	6426.31	6294.04	7803.01	6207.38	4736.79	6607.01	4607.24	7382.04	9025.81	7130.55	4512.4	6250.56	8305.36	6037.61	6607.01	4869.99	6471.02	7537.18	5791.62	7589.61	5183.54	5711.87	4869.99	7966.99	5441.3	6207.38	5954.47	5711.87	5006.93	5672.41	7695.57	5183.54	5711.87	6561.36	6792.79	4123.49	6607.01	7911.95	7911.95	5594.3	6250.56	5872.48	6561.36	8022.41	8078.22	7911.95	7803.01	4575.41	6699.25	7857.29	8191.0	7803.01	5791.62	7180.15	5147.73	7589.61	4869.99	6079.61	7911.95	6840.04	8022.41	5441.3	5292.48	7485.11	4869.99	5711.87	5711.87	5751.61	5672.41	5913.33	6561.36	5555.65	8078.22	4543.8	5555.65	5633.22	4836.35	7230.1	4575.41	7485.11	7280.4	6983.79	8078.22	6250.56	5751.61	7433.4	7081.29
ZBED1	121.79	112.77	150.17	197.09	126.12	117.6	80.01	137.14	147.06	255.0	141.02	143.01	218.79	60.39	71.5	76.17	205.5	223.41	140.04	220.32	249.73	121.79	246.28	217.27	162.14	212.78	158.79	195.72	289.02	234.57	91.41	228.13	297.17	221.86	190.34	173.85	144.01	140.04	241.19	218.79	117.6	246.28	191.67	202.66	135.24	169.07	89.51	223.41	152.28	146.03	172.65	149.12	256.78	215.77	258.57	185.11	194.36	273.37	205.5	224.97	163.28	175.07	239.52	232.94	154.42	140.04	205.5	129.69	209.84	176.29	215.77	271.48	172.65	190.34	150.17	170.25	142.01	138.1	229.72	221.86	236.21	182.55	172.65	193.01	154.42	165.57	159.9	251.48	151.22	214.27	234.57	169.07	248.0	156.59	208.38	152.28	172.65	157.68	135.24	143.01	232.94	201.25	226.54	221.86	202.66	262.2	173.85
ZBTB3	34.26	33.06	30.78	48.18	17.25	45.85	37.59	17.25	18.7	28.04	64.8	27.44	60.82	67.59	55.49	92.05	143.01	183.82	155.5	128.79	146.03	25.35	171.45	201.25	69.52	157.68	54.72	199.85	88.88	95.34	37.59	127.0	104.42	94.67	59.55	115.97	44.89	49.91	144.01	64.8	75.11	124.37	117.6	29.7	66.65	81.14	87.03	117.6	116.78	84.04	85.82	123.5	142.01	186.4	81.71	31.45	112.77	90.77	157.68	63.45	84.63	127.89	209.84	84.63	103.69	64.34	61.25	115.97	173.85	147.06	115.16	166.73	113.56	90.77	146.03	90.77	21.63	124.37	96.01	72.52	152.28	171.45	104.42	166.73	101.54	119.26	92.7	108.14	86.43	115.97	98.73	139.07	143.01	63.45	139.07	130.6	40.64	97.36	41.52	65.26	96.68	154.42	37.59	121.79	127.89	201.25	112.77
ZBTB45	44.57	84.63	46.18	113.56	47.5	89.51	89.51	57.49	78.34	116.78	145.02	49.21	91.41	102.25	100.83	83.45	320.8	307.69	312.0	232.94	305.55	189.02	249.73	387.02	128.79	260.38	180.02	283.05	262.2	229.72	161.02	226.54	305.55	255.0	199.85	273.37	202.66	198.47	283.05	229.72	185.11	373.81	228.13	202.66	195.72	153.34	138.1	258.57	231.32	157.68	239.52	260.38	366.09	260.38	260.38	121.79	244.57	260.38	287.01	218.79	189.02	309.83	320.8	301.33	234.57	201.25	226.54	162.14	291.04	305.55	215.77	258.57	239.52	316.37	249.73	262.2	217.27	242.88	256.78	285.03	226.54	291.04	202.66	307.69	248.0	246.28	255.0	262.2	194.36	258.57	314.17	264.03	346.29	236.21	277.2	220.32	120.1	220.32	209.84	153.34	234.57	248.0	242.88	242.88	285.03	244.57	264.03
ZC3H10	30.34	87.03	52.45	75.11	63.45	135.24	85.22	73.03	64.34	63.89	37.85	22.75	36.79	59.13	31.0	41.22	190.34	201.25	256.78	161.02	182.55	87.65	221.86	258.57	123.5	269.6	99.43	249.73	202.66	202.66	102.97	194.36	273.37	178.77	193.01	204.07	109.66	131.51	236.21	191.67	152.28	197.09	154.42	166.73	117.6	148.09	148.09	173.85	172.65	136.19	185.11	155.5	221.86	194.36	287.01	90.14	226.54	217.27	239.52	170.25	138.1	204.07	279.14	223.41	246.28	145.02	171.45	149.12	267.73	275.28	169.07	251.48	198.47	212.78	138.1	214.27	113.56	140.04	218.79	191.67	231.32	249.73	198.47	189.02	170.25	198.47	182.55	208.38	163.28	202.66	150.17	183.82	244.57	98.04	206.94	156.59	100.13	187.71	114.36	157.68	186.4	206.94	155.5	208.38	209.84	244.57	253.23
ZC3HC1	35.0	96.01	78.34	118.43	65.72	140.04	92.7	102.97	75.11	105.15	107.38	46.84	82.87	100.83	85.82	83.45	279.14	271.48	532.74	239.52	279.14	209.84	299.25	231.32	264.03	279.14	187.71	334.46	285.03	260.38	117.6	264.03	251.48	264.03	224.97	262.2	189.02	171.45	291.04	242.88	190.34	246.28	275.28	198.47	94.01	181.28	155.5	244.57	226.54	164.42	279.14	237.86	267.73	262.2	242.88	125.24	264.03	275.28	293.07	242.88	193.01	253.23	299.25	255.0	281.09	191.67	223.41	114.36	297.17	295.11	236.21	325.29	260.38	277.2	249.73	217.27	190.34	283.05	241.19	269.6	255.0	343.89	297.17	289.02	206.94	281.09	223.41	251.48	180.02	297.17	260.38	260.38	295.11	316.37	301.33	273.37	134.3	176.29	218.79	183.82	226.54	251.48	198.47	251.48	291.04	267.73	283.05
ZKSCAN4	16.39	19.82	8.85	32.36	24.11	35.76	34.26	19.25	19.82	18.29	31.22	8.92	15.8	32.59	20.86	28.45	70.01	67.59	88.26	79.45	80.01	29.06	91.41	82.29	57.08	92.05	21.78	85.22	78.89	82.29	44.25	87.65	134.3	69.52	73.03	82.29	40.36	48.18	92.05	54.72	38.67	93.35	100.13	46.5	39.79	38.67	23.08	61.25	84.04	28.86	86.43	72.52	81.71	80.57	87.03	14.45	69.52	69.03	102.25	55.49	39.5	94.67	109.66	94.01	120.1	58.71	51.71	55.49	109.66	102.97	54.33	99.43	81.14	80.01	57.08	71.5	60.39	72.52	79.45	79.45	144.01	133.36	74.58	79.45	46.18	87.03	75.64	73.03	29.91	67.12	60.82	75.64	93.35	41.81	84.04	58.71	33.06	73.54	41.22	44.57	66.65	116.78	38.95	77.25	80.01	105.89	96.01
ZNF174	47.84	47.17	32.82	61.68	46.5	56.28	72.52	53.57	71.0	77.25	89.51	40.93	99.43	109.66	77.25	47.17	229.72	246.28	420.68	220.32	228.13	91.41	231.32	234.57	136.19	187.71	87.65	201.25	223.41	189.02	101.54	194.36	223.41	187.71	185.11	190.34	107.38	149.12	193.01	193.01	120.1	193.01	181.28	145.02	142.01	167.9	77.25	147.06	193.01	137.14	211.31	180.02	244.57	201.25	251.48	112.77	170.25	202.66	208.38	178.77	120.94	214.27	229.72	209.84	248.0	137.14	142.01	146.03	211.31	177.53	195.72	205.5	159.9	172.65	201.25	201.25	140.04	166.73	177.53	176.29	242.88	199.85	217.27	185.11	152.28	197.09	228.13	180.02	147.06	150.17	186.4	194.36	228.13	133.36	185.11	178.77	100.83	170.25	113.56	166.73	142.01	217.27	161.02	224.97	201.25	215.77	221.86
ZNF2	5.54	22.43	13.62	19.25	18.16	30.78	20.11	20.86	26.28	21.94	14.78	10.31	12.93	29.48	20.26	21.94	67.59	62.56	55.1	67.12	52.45	27.44	74.58	92.05	45.53	73.03	24.99	81.71	85.82	77.25	30.34	51.71	99.43	63.89	57.08	68.55	42.41	57.89	58.71	41.22	34.51	68.55	74.06	71.0	50.63	49.21	36.53	49.56	64.34	44.25	71.5	55.49	63.45	72.52	97.36	42.11	56.28	63.89	83.45	56.28	49.21	66.65	108.14	87.65	85.82	69.52	61.68	36.79	108.9	108.9	54.72	89.51	64.8	61.68	57.08	70.01	38.4	45.85	90.77	69.52	88.88	100.13	67.59	64.34	49.21	80.57	44.89	73.03	40.64	81.71	55.49	56.68	70.51	34.75	80.57	47.5	41.52	53.19	58.71	37.32	71.5	92.7	58.71	70.01	67.12	89.51	92.7
ZNF205	83.45	52.45	58.3	93.35	66.65	111.99	124.37	95.34	53.95	111.21	185.11	42.11	84.63	107.38	88.88	82.87	348.71	336.79	432.53	314.17	366.09	186.4	320.8	414.87	165.57	305.55	186.4	320.8	289.02	237.86	155.5	264.03	343.89	244.57	281.09	291.04	161.02	265.87	262.2	262.2	234.57	299.25	205.5	228.13	171.45	234.57	256.78	217.27	303.44	249.73	339.14	283.05	289.02	262.2	293.07	148.09	248.0	297.17	303.44	198.47	253.23	289.02	371.22	412.0	293.07	237.86	239.52	223.41	361.04	320.8	255.0	343.89	224.97	264.03	303.44	332.14	242.88	327.56	323.03	239.52	325.29	228.13	320.8	314.17	295.11	320.8	285.03	262.2	183.82	172.65	325.29	260.38	334.46	204.07	258.57	234.57	167.9	356.05	211.31	251.48	412.0	381.68	251.48	241.19	314.17	379.04	343.89
ZNF212	45.85	59.97	25.91	42.71	52.82	92.05	74.06	64.34	82.87	75.11	94.67	85.22	127.89	98.73	73.54	77.79	228.13	239.52	412.0	241.19	223.41	143.01	244.57	265.87	183.82	244.57	165.57	258.57	231.32	228.13	148.09	226.54	253.23	246.28	169.07	223.41	190.34	186.4	209.84	199.85	159.9	249.73	226.54	150.17	171.45	111.99	189.02	201.25	205.5	128.79	231.32	236.21	237.86	232.94	223.41	133.36	163.28	258.57	224.97	214.27	185.11	251.48	309.83	279.14	248.0	182.55	169.07	149.12	279.14	275.28	198.47	279.14	256.78	220.32	172.65	248.0	172.65	182.55	258.57	186.4	234.57	265.87	208.38	255.0	218.79	189.02	199.85	211.31	148.09	194.36	212.78	221.86	236.21	397.93	234.57	206.94	128.79	187.71	173.85	190.34	204.07	273.37	194.36	246.28	253.23	246.28	289.02
ZNF282	108.14	142.01	120.94	128.79	96.68	111.99	146.03	128.79	114.36	99.43	189.02	87.65	193.01	197.09	212.78	157.68	327.56	336.79	429.54	283.05	293.07	198.47	341.51	420.68	215.77	303.44	220.32	332.14	283.05	255.0	194.36	301.33	363.56	273.37	281.09	289.02	214.27	236.21	287.01	329.84	244.57	351.14	271.48	226.54	269.6	239.52	297.17	251.48	305.55	228.13	351.14	318.57	366.09	281.09	325.29	234.57	255.0	275.28	351.14	260.38	255.0	323.03	351.14	348.71	332.14	264.03	258.57	220.32	339.14	283.05	277.2	285.03	305.55	279.14	299.25	264.03	262.2	242.88	295.11	299.25	395.18	303.44	287.01	305.55	301.33	218.79	327.56	343.89	260.38	246.28	320.8	332.14	314.17	397.93	295.11	281.09	191.67	256.78	297.17	248.0	305.55	397.93	267.73	303.44	329.84	260.38	343.89
ZNF30	16.15	12.18	8.92	16.75	21.63	23.59	30.78	18.56	14.89	11.21	23.93	12.0	13.93	26.67	14.89	12.0	63.45	67.59	76.71	98.04	64.8	15.11	67.59	62.56	54.72	59.13	24.63	63.45	73.03	69.52	18.43	33.3	89.51	41.52	55.49	31.45	23.25	29.48	41.81	41.52	48.52	43.02	53.95	63.89	17.13	71.5	27.05	24.63	49.56	48.18	74.58	49.91	45.85	54.33	55.1	12.45	39.79	74.06	58.71	28.04	41.22	40.64	74.06	69.03	74.06	41.81	59.55	54.33	66.65	57.49	56.28	61.25	40.64	37.05	86.43	41.52	27.25	39.22	84.04	29.48	130.6	71.5	57.89	59.13	51.35	63.0	52.45	24.99	35.25	28.04	34.51	46.84	61.68	18.97	35.5	55.89	36.27	61.68	40.36	56.28	54.72	83.45	52.45	65.72	55.49	107.38	78.89
ZNF319	28.45	99.43	67.59	78.34	33.78	41.22	45.21	37.85	55.89	90.14	66.65	42.41	58.71	85.22	42.71	72.01	206.94	417.77	189.02	273.37	285.03	124.37	275.28	348.71	191.67	209.84	83.45	323.03	332.14	258.57	76.17	260.38	309.83	358.54	154.42	228.13	100.13	127.89	262.2	303.44	121.79	256.78	150.17	253.23	132.44	127.0	98.04	283.05	185.11	111.99	220.32	169.07	332.14	325.29	332.14	71.0	237.86	244.57	444.72	258.57	129.69	239.52	336.79	325.29	224.97	154.42	167.9	149.12	341.51	204.07	208.38	279.14	224.97	289.02	166.73	141.02	151.22	189.02	239.52	417.77	190.34	260.38	273.37	327.56	162.14	258.57	194.36	232.94	139.07	195.72	289.02	287.01	289.02	117.6	334.46	194.36	92.7	224.97	100.13	162.14	176.29	234.57	229.72	262.2	318.57	279.14	248.0
ZNF362	84.63	107.38	96.01	215.77	198.47	183.82	281.09	248.0	66.18	226.54	178.77	121.79	316.37	215.77	143.01	206.94	555.41	669.92	486.75	603.67	638.15	258.57	511.0	575.03	409.15	551.56	309.83	656.11	483.38	457.25	178.77	579.04	764.36	389.72	466.88	429.54	285.03	318.57	507.46	463.65	486.75	514.56	463.65	409.15	346.29	361.04	251.48	454.09	486.75	312.0	521.76	476.71	540.19	403.5	547.75	217.27	376.41	583.07	555.41	432.53	406.31	438.59	571.05	555.41	473.41	260.38	587.13	329.84	591.22	466.88	571.05	493.56	476.71	409.15	493.56	336.79	332.14	423.61	483.38	511.0	483.38	583.07	426.57	435.55	547.75	334.46	511.0	387.02	353.59	316.37	447.82	454.09	547.75	555.41	395.18	454.09	214.27	325.29	307.69	241.19	327.56	514.56	521.76	490.14	518.15	624.99	540.19
ZNF408	120.1	64.8	32.13	69.03	67.59	94.67	57.89	74.06	108.9	53.57	229.72	193.01	145.02	108.14	131.51	161.02	199.85	204.07	229.72	183.82	167.9	102.25	215.77	189.02	119.26	214.27	87.03	186.4	218.79	147.06	153.34	178.77	218.79	169.07	115.16	158.79	120.1	167.9	195.72	125.24	90.14	206.94	121.79	124.37	173.85	140.04	110.43	161.02	153.34	130.6	186.4	150.17	171.45	163.28	223.41	98.73	158.79	198.47	206.94	163.28	100.83	170.25	205.5	234.57	218.79	178.77	138.1	148.09	189.02	217.27	120.1	223.41	149.12	170.25	103.69	166.73	138.1	122.64	228.13	181.28	201.25	193.01	155.5	186.4	146.03	146.03	127.89	165.57	143.01	129.69	169.07	145.02	189.02	182.55	178.77	124.37	95.34	171.45	164.42	142.01	180.02	208.38	96.01	152.28	150.17	229.72	229.72
ZNF425	3.89	2.39	5.68	8.51	7.17	8.13	5.77	9.06	10.16	10.79	25.72	0.74	5.96	10.47	14.35	7.63	67.12	60.39	90.77	66.18	52.82	20.56	62.12	94.67	39.22	87.65	33.78	88.26	107.38	101.54	24.11	70.01	138.1	93.35	47.84	37.59	46.5	41.22	69.03	60.82	54.72	67.59	63.45	63.45	38.67	47.84	26.1	55.49	68.07	34.26	131.51	57.89	70.01	51.71	75.11	19.68	58.3	82.29	112.77	47.5	54.72	54.33	99.43	115.16	97.36	47.5	68.07	20.86	99.43	68.55	54.33	99.43	48.52	42.71	54.33	104.42	52.82	35.0	127.89	63.89	58.71	93.35	71.5	69.03	41.81	58.3	61.25	57.89	30.12	43.63	43.32	86.43	60.82	22.26	40.07	74.06	32.13	67.59	50.27	49.91	48.52	77.25	80.57	70.01	72.01	86.43	90.14
ZNF48	70.51	30.34	26.67	55.1	52.82	65.26	73.03	95.34	44.25	50.63	58.71	22.59	37.32	73.54	47.17	38.67	111.99	150.17	223.41	132.44	136.19	91.41	147.06	204.07	87.65	105.89	60.82	140.04	151.22	112.77	131.51	114.36	143.01	123.5	94.67	102.97	67.59	73.03	139.07	108.9	81.71	126.12	108.14	85.82	83.45	96.68	67.12	88.26	113.56	85.22	97.36	113.56	123.5	111.21	162.14	105.89	129.69	147.06	135.24	112.77	98.73	115.16	162.14	117.6	106.63	68.55	92.05	88.88	149.12	122.64	118.43	120.94	113.56	149.12	100.83	115.16	138.1	114.36	124.37	112.77	130.6	121.79	106.63	126.12	85.82	118.43	96.68	135.24	75.11	127.0	119.26	115.97	153.34	76.71	139.07	96.68	76.71	140.04	73.54	112.77	106.63	130.6	92.05	129.69	115.97	133.36	139.07
ZNF625-ZNF20	8.38	20.11	2.92	24.28	23.59	42.41	15.8	14.56	20.56	9.78	6.36	11.55	4.86	9.93	6.21	13.12	68.07	76.71	74.58	67.12	55.49	25.35	72.52	69.52	45.85	72.01	36.01	82.29	116.78	91.41	53.57	77.25	81.71	69.03	48.18	59.13	27.64	43.63	59.97	38.95	34.75	52.82	78.34	62.56	47.84	75.11	52.45	42.41	72.52	18.56	66.18	47.5	65.72	83.45	50.27	25.17	54.72	74.06	35.0	36.01	22.43	57.08	90.14	82.29	64.8	64.8	44.25	81.14	81.14	51.71	70.01	70.51	59.55	58.3	58.71	91.41	42.41	47.84	123.5	42.71	100.83	68.55	64.34	57.08	61.25	51.71	42.11	70.01	61.25	43.63	71.0	72.52	68.55	32.13	46.84	54.33	32.36	75.64	35.5	59.97	65.72	82.87	46.84	67.12	56.28	106.63	91.41
ZNF691	26.86	50.63	52.82	83.45	52.82	99.43	63.45	65.72	56.28	43.32	94.01	48.18	77.79	135.24	102.97	106.63	361.04	420.68	438.59	412.0	444.72	198.47	435.55	366.09	189.02	351.14	122.64	346.29	269.6	291.04	185.11	356.05	379.04	305.55	217.27	279.14	215.77	256.78	309.83	224.97	215.77	353.59	392.44	281.09	197.09	208.38	255.0	244.57	314.17	211.31	325.29	249.73	351.14	376.41	426.57	181.28	253.23	281.09	332.14	232.94	226.54	353.59	483.38	420.68	334.46	325.29	277.2	264.03	447.82	381.68	226.54	483.38	285.03	260.38	299.25	395.18	208.38	267.73	320.8	329.84	460.44	285.03	346.29	400.71	229.72	346.29	320.8	262.2	199.85	275.28	314.17	379.04	343.89	115.97	303.44	273.37	172.65	293.07	186.4	320.8	361.04	483.38	249.73	334.46	320.8	361.04	426.57
ZNF768	647.07	121.79	132.44	198.47	132.44	299.25	242.88	189.02	295.11	249.73	379.04	90.14	185.11	353.59	265.87	262.2	738.29	748.61	1059.11	607.87	723.08	567.1	728.11	884.29	460.44	775.05	551.56	759.08	748.61	633.73	379.04	764.36	733.19	656.11	651.58	738.29	473.41	656.11	647.07	638.15	595.34	669.92	540.19	503.95	486.75	551.56	718.08	547.75	559.28	571.05	728.11	638.15	775.05	723.08	825.0	500.46	674.59	753.83	802.41	514.56	579.04	567.1	941.27	802.41	723.08	595.34	555.41	514.56	825.0	647.07	738.29	921.88	571.05	656.11	718.08	651.58	480.04	713.11	780.44	669.92	693.58	660.68	684.02	769.69	575.03	764.36	651.58	536.45	543.96	514.56	674.59	674.59	819.3	607.87	669.92	674.59	423.61	660.68	514.56	679.29	802.41	872.1	633.73	571.05	633.73	842.36	775.05
ZNF786	4.39	15.22	21.32	17.0	15.56	40.07	25.54	26.47	16.63	19.53	33.54	3.56	23.93	40.64	21.78	40.36	83.45	108.14	167.9	85.82	114.36	41.52	97.36	135.24	75.11	75.11	39.22	115.16	127.0	105.15	32.59	79.45	154.42	94.67	82.87	64.34	94.67	64.34	83.45	91.41	64.8	70.01	87.65	80.57	43.63	48.18	54.33	53.19	68.55	57.08	119.26	65.72	103.69	103.69	74.58	35.76	80.57	110.43	98.04	66.18	74.58	95.34	144.01	127.89	136.19	87.03	88.26	43.63	125.24	96.01	73.03	116.78	62.56	87.65	96.68	69.03	68.55	67.12	127.89	80.57	115.16	120.1	108.14	89.51	67.12	111.99	74.58	54.72	61.68	94.67	56.28	87.03	96.68	35.0	76.71	82.29	43.94	89.51	47.84	80.01	82.29	89.51	75.64	94.01	111.99	111.99	100.83
ZNF79	14.45	32.13	22.59	25.35	37.85	56.68	30.56	47.17	34.02	37.32	41.52	17.25	39.5	44.89	23.93	20.41	75.11	73.03	116.78	73.54	80.01	57.49	91.41	115.16	53.19	84.63	57.08	132.44	118.43	81.14	46.5	75.64	120.94	95.34	59.97	94.67	58.71	69.03	84.63	62.12	57.49	82.29	76.17	86.43	43.94	39.5	51.71	71.5	75.11	64.34	95.34	74.58	84.04	85.22	153.34	65.72	77.79	88.26	97.36	75.11	69.03	74.58	137.14	96.68	108.9	80.57	90.14	54.72	110.43	130.6	48.52	87.65	67.59	94.01	59.13	83.45	65.26	85.22	103.69	101.54	108.14	108.9	81.14	76.71	50.27	75.11	59.97	88.88	68.07	101.54	83.45	77.25	122.64	61.68	82.29	75.11	57.49	85.22	64.8	57.89	88.26	79.45	74.58	78.89	90.77	115.16	171.45
ZNF835	2.05	2.61	1.89	5.36	4.62	7.4	1.25	4.39	3.06	3.29	11.04	0.17	0.13	13.32	0.36	2.97	39.5	66.65	28.04	25.17	49.91	5.63	57.08	98.04	27.64	42.41	10.39	53.57	73.54	96.68	3.69	55.89	109.66	42.71	26.86	43.32	10.63	29.48	43.02	33.78	23.25	39.5	26.67	42.11	14.35	40.36	6.94	12.18	27.44	20.56	43.32	33.78	57.89	54.33	65.26	8.71	33.06	45.53	59.97	20.71	17.64	55.89	100.83	110.43	74.06	40.36	51.35	24.63	75.11	72.01	54.33	71.5	26.28	32.13	23.93	49.21	17.0	23.59	50.27	16.03	47.17	38.95	37.32	50.63	32.82	50.98	35.25	17.77	17.13	16.88	21.94	33.54	70.01	5.87	40.07	17.77	6.62	55.1	7.57	28.24	49.21	63.45	41.52	40.07	67.12	76.17	77.79
ZNF879	2.34	7.28	6.62	21.01	20.56	55.49	15.22	20.11	14.89	9.13	6.46	1.04	4.86	37.32	16.51	5.36	57.08	114.36	61.68	60.39	74.06	31.9	67.59	94.01	48.52	80.57	29.91	111.99	77.79	107.38	35.76	74.58	103.69	66.18	58.71	90.14	57.49	55.1	50.27	42.11	42.71	70.01	76.71	55.89	32.13	38.95	52.82	40.36	61.68	54.72	87.03	65.72	107.38	80.57	84.63	46.18	69.03	78.34	87.03	49.91	56.28	55.89	149.12	76.71	94.67	55.1	71.0	54.33	100.13	71.0	50.27	121.79	50.27	89.51	70.51	59.97	45.53	64.8	73.54	56.68	76.17	94.67	86.43	84.04	52.45	70.51	92.7	63.89	53.19	65.72	42.11	81.71	110.43	34.75	71.0	74.06	46.84	61.25	55.1	52.45	76.17	83.45	63.45	75.64	87.65	97.36	84.63
ZSWIM3	4.43	12.09	18.56	18.84	19.39	32.59	27.25	26.28	27.64	12.55	13.83	5.32	13.32	14.56	18.16	21.63	63.89	69.52	41.22	41.22	63.0	12.83	64.8	65.72	33.78	82.29	15.0	77.25	60.39	57.08	19.82	49.21	70.01	55.1	40.07	49.21	25.17	52.08	54.33	26.67	25.72	67.59	63.89	29.7	22.1	27.84	17.25	39.22	32.59	20.56	59.55	45.21	67.12	70.01	63.89	19.39	60.39	50.63	72.01	50.27	29.91	65.72	92.05	60.82	76.17	36.53	50.98	28.45	80.57	76.17	53.19	92.7	53.95	57.49	50.98	51.71	29.48	49.91	63.0	44.89	76.17	84.63	65.72	66.18	31.9	78.89	35.76	54.33	33.3	55.89	43.32	52.82	72.01	18.03	52.45	34.51	19.39	41.52	25.35	28.65	50.27	64.34	40.64	49.91	70.51	70.51	67.59
