	TCGA.2K.A9WE.01A.11R.A38C.07	TCGA.KV.A6GD.01A.11R.A31O.07	TCGA.4A.A93Y.01A.11R.A37K.07	TCGA.A4.A48D.01A.11R.A24Z.07	TCGA.GL.A4EM.01A.11R.A24Z.07	TCGA.Y8.A8S1.01A.11R.A37K.07	TCGA.B1.5398.01A.02R.1592.07	TCGA.IA.A83V.01A.11R.A355.07	TCGA.IA.A83T.01A.11R.A355.07	TCGA.DD.AACX.01A.11R.A41C.07	TCGA.2Y.A9GW.01A.11R.A38B.07	TCGA.G3.A5SM.01A.12R.A28V.07	TCGA.DD.A4NQ.01A.21R.A28V.07	TCGA.DD.A1EG.01A.11R.A213.07	TCGA.DD.AAEI.01A.11R.A41C.07	TCGA.DD.AACL.01A.11R.A41C.07	TCGA.G3.AAV3.01A.11R.A37K.07	TCGA.DD.AAE1.01A.11R.A41C.07	TCGA.EP.A3JL.01A.11R.A213.07	TCGA.FV.A2QQ.01A.11R.A22L.07	TCGA.DD.A4NR.01A.11R.A311.07	TCGA.G3.A7M7.01A.12R.A352.07	TCGA.K7.A5RG.01A.11R.A28V.07	TCGA.DD.AACQ.01A.11R.A41C.07	TCGA.DD.AACZ.01A.11R.A41C.07	TCGA.CC.A3MC.01A.11R.A22L.07	TCGA.CC.5262.01A.01R.A131.07	TCGA.EP.A2KB.01A.11R.A180.07	TCGA.T1.A6J8.01A.11R.A32O.07	TCGA.DD.AACP.01A.11R.A41C.07	TCGA.DD.AACT.01A.11R.A41C.07	TCGA.ED.A7XP.01A.11R.A352.07	TCGA.O8.A75V.01A.11R.A32O.07	TCGA.BD.A3EP.01A.11R.A22L.07	TCGA.CC.A7IK.01A.12R.A33R.07	TCGA.DD.A39Y.01A.11R.A213.07	TCGA.MI.A75H.01A.11R.A32O.07	TCGA.DD.AAC8.01A.11R.A41C.07	TCGA.DD.A1EL.01A.11R.A155.07	TCGA.HP.A5MZ.01A.21R.A27V.07	TCGA.G3.AAV5.01A.11R.A37K.07	TCGA.EP.A2KC.01A.11R.A213.07	TCGA.CC.A5UE.01A.11R.A28V.07	TCGA.GJ.A3OU.01A.31R.A38B.07	TCGA.GJ.A6C0.01A.12R.A311.07	TCGA.UB.A7MD.01A.12R.A352.07	TCGA.MI.A75E.01A.11R.A32O.07	GTEX.YFC4.1526.SM.5IFJS	GTEX.X4EO.1126.SM.4QARQ	GTEX.ZYT6.0626.SM.5E45V	GTEX.13N11.0926.SM.5IJG2	GTEX.145MF.0826.SM.5QGQA	GTEX.139TS.1426.SM.5IFJD	GTEX.P78B.1326.SM.3P611	GTEX.1399R.1226.SM.5P9GF	GTEX.Q734.0326.SM.48U15	GTEX.R53T.0326.SM.48FEC	TCGA.L4.A4E6.01A.11R.A24H.07	TCGA.75.6203.01A.11R.1755.07	TCGA.38.4631.01A.01R.1755.07	TCGA.95.7043.01A.11R.1949.07	TCGA.91.6829.11A.01R.1858.07	TCGA.91.6836.11A.01R.1858.07	TCGA.38.4632.11A.01R.1755.07	TCGA.38.4626.11A.01R.1758.07	GTEX.P44H.1126.SM.48TBU	GTEX.12WSG.0326.SM.5FQU3	GTEX.13D11.0326.SM.5LZXX	GTEX.1313W.0926.SM.5EQ56	GTEX.ZZPU.0526.SM.5E44U	GTEX.13RTJ.1126.SM.5S2UJ	GTEX.QV44.0926.SM.2S1RH	GTEX.ZYFG.0226.SM.5GIDT	GTEX.P4QR.1026.SM.2I5GP	GTEX.ZTTD.1126.SM.51MRP	GTEX.S4Q7.0426.SM.3K2BJ	GTEX.V1D1.0826.SM.3P5ZA	GTEX.YB5E.0726.SM.4VDSH	GTEX.139YR.0926.SM.5LZYB	GTEX.XUJ4.1426.SM.4BONT	GTEX.ZAB4.0626.SM.5CVN3	GTEX.139T6.0426.SM.5IJEM	GTEX.R55G.0826.SM.2TC5U	GTEX.12696.1026.SM.5FQUV	GTEX.13FLV.0426.SM.5KLZA	GTEX.ZAB5.0626.SM.5PNVB	GTEX.P78B.0926.SM.2I5FA	GTEX.132QS.0726.SM.5IJE9	GTEX.PWOO.0726.SM.2I3EB	GTEX.11NUK.0826.SM.5HL4U	GTEX.WH7G.0726.SM.3NMBM	GTEX.Y8E4.0526.SM.4V6GC	GTEX.WVJS.0826.SM.4MVNR	GTEX.ZPIC.0626.SM.57WDY	GTEX.131XE.0726.SM.5HL9K	GTEX.11P81.0226.SM.5HL5M	GTEX.T8EM.0326.SM.3DB7F	GTEX.XBED.0826.SM.47JYC	GTEX.Y8LW.0326.SM.4VBQ9	GTEX.SUCS.0626.SM.32PM5	GTEX.NFK9.1026.SM.2HMK1	GTEX.13OW8.1726.SM.5L3GO	GTEX.14A6H.0526.SM.5NQAZ	TCGA.18.3411.01A.01R.0980.07	TCGA.77.8007.11A.01R.2187.07	TCGA.AJ.A3BG.01A.11R.A19W.07
SLC35A1	371.22	301.33	373.81	234.57	262.2	173.85	293.07	400.71	271.48	299.25	215.77	214.27	299.25	156.59	191.67	287.01	156.59	400.71	194.36	217.27	217.27	187.71	376.41	409.15	277.2	228.13	309.83	392.44	131.51	301.33	167.9	320.8	221.86	289.02	339.14	228.13	193.01	204.07	289.02	265.87	186.4	463.65	447.82	309.83	309.83	229.72	242.88	334.46	244.57	384.34	248.0	291.04	209.84	417.77	417.77	339.14	486.75	780.44	764.36	1508.65	507.46	872.1	1059.11	941.27	860.08	1051.79	656.11	723.08	669.92	967.76	591.22	669.92	1250.98	642.59	748.61	633.73	543.96	1096.5	551.56	813.63	679.29	909.17	974.5	780.44	511.0	928.3	1561.89	785.88	358.54	934.76	1250.98	1208.34	1191.69	1167.14	775.05	1111.82	1104.13	743.43	2367.9	1044.52	591.22	780.44	1001.93	201.25	791.35	429.54
SMC5	108.9	124.37	86.43	33.78	38.67	13.32	25.17	56.28	50.63	141.02	116.78	64.34	291.04	106.63	107.38	127.0	90.77	172.65	88.26	123.5	183.82	72.52	253.23	132.44	224.97	92.05	60.39	205.5	81.14	87.03	75.11	140.04	68.07	129.69	336.79	59.13	99.43	126.12	217.27	131.51	56.28	173.85	118.43	138.1	193.01	130.6	65.26	186.4	273.37	110.43	224.97	81.14	110.43	113.56	84.04	139.07	110.43	275.28	241.19	117.6	127.0	265.87	346.29	202.66	220.32	514.56	384.34	211.31	281.09	232.94	267.73	170.25	275.28	384.34	397.93	167.9	223.41	205.5	138.1	249.73	312.0	237.86	212.78	265.87	532.74	248.0	186.4	232.94	133.36	466.88	212.78	264.03	279.14	244.57	318.57	269.6	466.88	239.52	309.83	206.94	414.87	466.88	248.0	111.21	231.32	105.15
SNX25	73.54	76.17	138.1	37.59	65.26	30.34	52.08	64.8	35.25	153.34	80.01	108.14	224.97	54.72	77.25	132.44	232.94	56.28	71.0	63.45	130.6	117.6	84.63	39.22	87.03	85.82	126.12	84.04	57.49	102.97	81.14	148.09	68.07	91.41	142.01	88.26	153.34	125.24	103.69	106.63	78.89	173.85	161.02	115.97	144.01	107.38	94.67	108.9	127.89	52.08	60.82	75.11	83.45	105.15	127.89	155.5	248.0	409.15	607.87	84.04	120.1	638.15	753.83	583.07	503.95	555.41	400.71	961.07	320.8	866.07	511.0	473.41	1628.26	708.18	500.46	547.75	371.22	967.76	669.92	1340.84	616.37	961.07	1639.59	435.55	460.44	414.87	967.76	1143.1	412.0	718.08	1794.29	753.83	307.69	1561.89	417.77	1044.52	1963.57	1909.85	2835.7	2163.77	1119.56	1388.16	599.49	34.75	536.45	62.56
SOS2	244.57	193.01	279.14	167.9	156.59	114.36	157.68	182.55	149.12	164.42	127.0	115.97	62.12	88.88	70.51	96.68	125.24	105.15	68.55	75.11	111.99	50.63	187.71	115.97	120.94	111.21	108.9	90.77	178.77	83.45	82.87	145.02	67.59	229.72	159.9	47.84	106.63	108.14	65.72	117.6	65.72	124.37	92.7	181.28	166.73	80.57	115.97	118.43	189.02	90.14	86.43	78.89	77.79	81.71	135.24	129.69	117.6	285.03	361.04	145.02	212.78	312.0	358.54	234.57	244.57	759.08	493.56	211.31	297.17	406.31	226.54	271.48	329.84	400.71	199.85	351.14	287.01	242.88	229.72	409.15	256.78	361.04	389.72	368.65	463.65	507.46	366.09	256.78	136.19	343.89	346.29	351.14	312.0	346.29	312.0	368.65	395.18	384.34	397.93	287.01	395.18	387.02	241.19	239.52	228.13	88.88
STARD9	40.64	28.65	39.5	4.39	13.42	11.73	15.45	21.63	12.09	23.76	21.47	12.64	30.34	12.55	22.43	25.17	16.27	12.74	13.62	12.36	36.27	12.0	32.13	14.89	31.45	13.72	7.75	6.31	16.63	29.27	7.06	25.91	9.63	44.57	23.42	5.82	15.0	13.52	20.26	31.9	7.34	28.24	31.45	27.25	36.01	16.63	9.63	7.69	13.93	10.16	13.12	6.94	11.73	7.34	5.32	15.56	5.63	152.28	88.88	2.27	10.88	112.77	178.77	32.36	56.68	178.77	208.38	40.64	50.98	85.82	41.22	43.94	88.88	137.14	49.21	26.86	161.02	74.58	27.84	158.79	109.66	124.37	75.11	186.4	145.02	239.52	157.68	149.12	45.53	256.78	91.41	132.44	143.01	49.91	69.03	96.68	40.64	55.49	60.82	97.36	221.86	106.63	159.9	5.45	57.08	3.59
SYNE3	10.24	7.51	31.0	3.86	13.03	10.63	13.93	5.41	2.71	14.24	24.63	22.43	5.11	14.67	13.72	16.51	13.83	23.76	11.47	7.94	14.14	10.47	49.56	6.78	14.35	8.51	11.55	10.31	13.72	10.47	12.18	14.78	8.92	38.67	17.64	5.11	9.48	5.59	4.43	17.13	3.96	12.74	3.38	33.06	84.04	8.99	17.77	8.32	3.32	12.74	14.14	14.67	11.47	23.42	35.76	22.26	24.99	34.26	29.48	5.11	4.94	31.45	50.98	20.11	20.26	113.56	85.82	35.76	40.36	47.5	31.0	28.45	55.49	206.94	43.94	10.88	48.87	20.26	223.41	57.08	110.43	42.11	27.44	141.02	103.69	65.72	20.71	39.22	25.54	93.35	33.06	26.47	48.18	36.79	32.82	36.27	53.95	35.76	10.16	45.85	64.8	52.45	38.4	6.67	31.45	1.53
TANC1	104.42	140.04	221.86	101.54	102.25	110.43	121.79	141.02	77.25	48.87	136.19	111.21	157.68	94.67	64.8	39.5	59.13	112.77	74.06	66.65	111.99	63.45	107.38	140.04	93.35	78.89	108.14	59.55	72.52	76.71	115.97	138.1	50.63	106.63	48.52	50.27	52.08	55.89	104.42	156.59	63.0	112.77	44.57	164.42	126.12	61.68	71.0	76.71	180.02	32.59	122.64	41.81	37.59	62.12	50.98	108.9	53.19	429.54	346.29	176.29	221.86	341.51	454.09	248.0	241.19	633.73	669.92	277.2	336.79	249.73	217.27	312.0	420.68	480.04	341.51	234.57	329.84	265.87	363.56	466.88	493.56	406.31	412.0	387.02	612.11	447.82	450.94	769.69	205.5	575.03	325.29	441.64	400.71	281.09	379.04	366.09	759.08	426.57	595.34	417.77	995.0	460.44	351.14	220.32	341.51	114.36
TANK	642.59	587.13	620.67	295.11	389.72	141.02	417.77	285.03	224.97	769.69	536.45	444.72	583.07	698.41	473.41	620.67	603.67	612.11	351.14	551.56	603.67	406.31	890.44	591.22	915.51	669.92	429.54	587.13	536.45	426.57	473.41	785.88	316.37	563.18	825.0	307.69	587.13	743.43	967.76	775.05	473.41	525.39	785.88	743.43	583.07	514.56	480.04	688.78	974.5	543.96	450.94	587.13	775.05	379.04	529.06	665.29	486.75	866.07	860.08	1583.71	638.15	995.0	1015.93	1378.57	1216.75	1427.22	830.75	1073.91	1359.57	1008.9	1295.13	878.17	1143.1	1407.55	934.76	941.27	872.1	780.44	854.13	1119.56	1051.79	1051.79	872.1	961.07	1417.35	764.36	988.12	866.07	543.96	884.29	909.17	854.13	954.43	909.17	1066.48	909.17	1096.5	1037.29	1008.9	723.08	808.0	1135.2	1096.5	1073.91	1397.83	423.61
TBX2	60.82	96.01	320.8	29.06	176.29	199.85	76.71	166.73	67.12	18.43	285.03	177.53	108.14	173.85	72.52	44.25	193.01	195.72	181.28	88.26	95.34	218.79	90.77	94.01	44.57	212.78	258.57	79.45	86.43	1183.45	71.5	157.68	175.07	281.09	106.63	155.5	118.43	141.02	67.12	392.44	53.57	161.02	52.45	346.29	38.12	180.02	170.25	53.57	161.02	74.06	62.56	46.18	77.25	43.32	71.5	134.3	39.5	1151.06	825.0	85.82	166.73	928.3	921.88	381.68	514.56	3212.66	2895.31	665.29	175.07	988.12	490.14	753.83	866.07	1295.13	1519.15	819.3	1572.76	842.36	423.61	1119.56	1477.58	1359.57	915.51	1322.37	607.87	1529.73	1066.48	743.43	397.93	1286.18	656.11	872.1	3060.45	547.75	1832.01	1066.48	460.44	616.37	1225.22	551.56	2090.03	854.13	2047.0	93.35	808.0	50.63
TCF4	114.36	75.11	269.6	29.7	36.53	25.35	78.34	51.71	37.59	18.03	116.78	105.15	26.1	87.03	43.94	36.79	46.5	49.56	59.97	49.91	75.11	50.27	159.9	14.78	71.5	53.95	82.29	34.26	43.94	13.93	55.89	151.22	56.28	180.02	194.36	13.83	55.49	36.01	35.76	191.67	18.29	46.5	10.39	253.23	51.71	125.24	78.34	27.84	26.1	61.25	39.22	30.78	37.32	39.22	64.34	182.55	39.22	441.64	463.65	56.68	125.24	256.78	559.28	441.64	228.13	791.35	1059.11	301.33	387.02	307.69	651.58	381.68	339.14	1051.79	447.82	241.19	260.38	211.31	291.04	514.56	1242.34	348.71	563.18	775.05	1870.53	819.3	486.75	518.15	101.54	947.83	336.79	389.72	466.88	226.54	1313.23	454.09	698.41	412.0	599.49	182.55	909.17	624.99	629.35	688.78	366.09	16.88
TCF7L2	177.53	136.19	182.55	175.07	124.37	88.26	271.48	147.06	144.01	182.55	178.77	267.73	116.78	180.02	107.38	218.79	231.32	414.87	157.68	181.28	202.66	118.43	221.86	147.06	201.25	267.73	153.34	406.31	264.03	185.11	206.94	289.02	126.12	218.79	327.56	87.03	224.97	269.6	153.34	234.57	153.34	246.28	149.12	220.32	228.13	183.82	176.29	153.34	403.5	244.57	185.11	152.28	181.28	102.25	236.21	332.14	180.02	229.72	387.02	269.6	75.64	748.61	507.46	157.68	447.82	748.61	529.06	244.57	624.99	327.56	392.44	218.79	336.79	373.81	202.66	173.85	514.56	521.76	246.28	376.41	490.14	297.17	224.97	638.15	607.87	684.02	620.67	198.47	392.44	1104.13	293.07	381.68	616.37	267.73	320.8	476.71	406.31	423.61	435.55	483.38	934.76	432.53	343.89	153.34	173.85	71.5
TET2	73.54	46.84	48.52	20.56	16.88	10.39	18.84	32.36	32.59	23.08	34.75	16.75	23.42	16.51	17.9	17.38	29.91	17.77	15.11	17.0	36.27	17.9	50.27	28.45	37.32	25.17	22.92	18.43	11.13	16.88	15.45	28.04	8.71	39.22	53.57	7.4	30.34	13.03	18.56	35.5	12.09	41.22	28.24	41.22	43.94	35.76	21.16	53.57	21.16	19.53	21.78	19.39	25.35	29.91	25.72	44.57	23.59	129.69	107.38	59.97	80.01	133.36	164.42	83.45	120.1	346.29	132.44	82.87	148.09	87.65	97.36	96.01	105.89	138.1	71.0	115.97	191.67	88.88	131.51	105.15	156.59	116.78	70.51	136.19	206.94	151.22	125.24	51.71	84.63	186.4	74.58	113.56	101.54	64.8	135.24	224.97	101.54	69.52	89.51	63.45	110.43	123.5	135.24	55.89	98.04	31.22
THAP6	137.14	107.38	112.77	68.07	94.67	31.0	82.87	81.14	66.18	149.12	127.0	100.83	97.36	84.04	70.01	64.8	112.77	84.63	88.26	101.54	126.12	98.04	148.09	128.79	84.04	92.05	126.12	88.88	103.69	79.45	92.7	123.5	46.5	105.15	120.94	82.87	105.15	97.36	108.9	120.94	102.25	145.02	96.01	108.9	138.1	131.51	115.97	128.79	71.0	145.02	110.43	149.12	109.66	154.42	138.1	148.09	223.41	197.09	169.07	132.44	178.77	191.67	186.4	115.97	161.02	403.5	177.53	205.5	185.11	199.85	161.02	148.09	281.09	144.01	149.12	151.22	177.53	177.53	82.29	205.5	169.07	217.27	158.79	373.81	111.99	183.82	165.57	197.09	100.83	309.83	173.85	195.72	130.6	181.28	164.42	320.8	255.0	197.09	214.27	153.34	253.23	336.79	148.09	273.37	163.28	108.9
TIE1	113.56	125.24	624.99	51.35	80.01	384.34	109.66	109.66	76.71	74.06	281.09	417.77	45.21	242.88	132.44	91.41	181.28	197.09	237.86	157.68	206.94	185.11	253.23	199.85	98.04	185.11	389.72	121.79	178.77	69.03	162.14	384.34	267.73	612.11	164.42	29.48	271.48	158.79	99.43	567.1	65.72	234.57	51.35	575.03	66.18	444.72	406.31	40.64	47.5	124.37	223.41	87.03	102.97	156.59	277.2	329.84	110.43	791.35	764.36	43.02	232.94	376.41	967.76	559.28	476.71	2485.67	1769.57	616.37	417.77	638.15	447.82	438.59	525.39	1096.5	1059.11	698.41	2627.46	1313.23	490.14	878.17	1167.14	1127.35	679.29	1322.37	934.76	1397.83	1225.22	470.14	323.03	1605.83	624.99	934.76	1199.98	497.0	1331.57	1143.1	974.5	595.34	518.15	316.37	1662.49	703.28	1397.83	57.49	733.19	102.97
TMEM204	75.64	217.27	638.15	131.51	186.4	825.0	102.25	332.14	134.3	97.36	400.71	381.68	78.89	351.14	162.14	115.97	173.85	132.44	363.56	346.29	176.29	241.19	237.86	74.58	84.63	275.28	454.09	68.55	260.38	77.79	368.65	287.01	346.29	395.18	143.01	62.56	400.71	137.14	72.52	684.02	110.43	180.02	75.11	679.29	94.67	256.78	409.15	112.77	400.71	100.13	185.11	94.67	181.28	147.06	275.28	579.04	144.01	536.45	540.19	123.5	279.14	529.06	884.29	860.08	629.35	1583.71	1359.57	743.43	175.07	1794.29	563.18	325.29	995.0	1369.04	633.73	1628.26	2240.11	1977.24	466.88	1397.83	669.92	1605.83	981.29	1322.37	1369.04	1015.93	1030.12	909.17	447.82	384.34	1529.73	1259.69	1467.37	1369.04	1487.87	884.29	830.75	2193.99	1963.57	1685.71	1295.13	2119.22	1143.1	199.85	796.86	117.6
TMX3	293.07	226.54	209.84	137.14	132.44	56.68	157.68	211.31	149.12	90.14	309.83	145.02	327.56	127.89	84.63	153.34	146.03	307.69	142.01	115.97	460.44	110.43	483.38	201.25	262.2	248.0	132.44	129.69	144.01	131.51	135.24	351.14	73.54	291.04	208.38	77.79	131.51	90.77	180.02	271.48	115.16	346.29	156.59	285.03	173.85	181.28	142.01	332.14	215.77	244.57	343.89	226.54	105.89	197.09	108.9	97.36	60.82	642.59	409.15	165.57	381.68	587.13	450.94	429.54	384.34	473.41	743.43	483.38	616.37	397.93	483.38	293.07	559.28	320.8	620.67	412.0	406.31	271.48	381.68	406.31	629.35	441.64	470.14	450.94	629.35	525.39	395.18	281.09	236.21	1037.29	366.09	543.96	273.37	423.61	457.25	444.72	1183.45	507.46	665.29	532.74	764.36	603.67	463.65	457.25	483.38	150.17
TNKS2	236.21	169.07	271.48	165.57	155.5	129.69	271.48	218.79	143.01	221.86	211.31	186.4	155.5	127.0	108.14	133.36	165.57	198.47	105.89	94.01	205.5	102.25	256.78	82.87	197.09	117.6	109.66	175.07	167.9	167.9	187.71	291.04	115.97	199.85	314.17	59.97	142.01	209.84	181.28	199.85	141.02	248.0	96.68	255.0	150.17	114.36	127.0	176.29	305.55	173.85	126.12	149.12	118.43	186.4	135.24	187.71	158.79	395.18	384.34	197.09	189.02	406.31	503.95	403.5	339.14	698.41	447.82	361.04	532.74	420.68	361.04	329.84	473.41	493.56	346.29	271.48	325.29	353.59	379.04	470.14	339.14	346.29	403.5	518.15	595.34	463.65	480.04	555.41	215.77	518.15	387.02	356.05	228.13	334.46	285.03	397.93	748.61	480.04	713.11	409.15	521.76	595.34	218.79	224.97	363.56	132.44
TOR1AIP1	397.93	373.81	583.07	426.57	373.81	275.28	595.34	457.25	406.31	447.82	406.31	376.41	518.15	376.41	199.85	197.09	476.71	339.14	273.37	309.83	291.04	145.02	447.82	457.25	297.17	518.15	323.03	291.04	414.87	406.31	466.88	1135.2	325.29	361.04	629.35	198.47	669.92	583.07	303.44	500.46	334.46	575.03	384.34	457.25	332.14	384.34	379.04	223.41	361.04	420.68	170.25	432.53	255.0	285.03	656.11	507.46	607.87	591.22	836.53	470.14	507.46	743.43	954.43	830.75	791.35	633.73	928.3	896.64	540.19	1340.84	890.44	748.61	1044.52	995.0	693.58	808.0	902.89	872.1	733.19	1233.75	878.17	961.07	1008.9	1407.55	620.67	1268.46	1023.0	878.17	470.14	684.02	995.0	830.75	947.83	1143.1	1073.91	941.27	1127.35	1081.39	1044.52	1001.93	1250.98	599.49	854.13	836.53	638.15	387.02
UBP1	426.57	460.44	460.44	480.04	366.09	251.48	409.15	329.84	265.87	363.56	540.19	525.39	417.77	674.59	612.11	384.34	417.77	532.74	368.65	493.56	583.07	358.54	819.3	334.46	529.06	339.14	490.14	651.58	629.35	563.18	351.14	642.59	417.77	521.76	866.07	293.07	353.59	348.71	529.06	543.96	281.09	563.18	314.17	591.22	547.75	303.44	460.44	395.18	414.87	435.55	332.14	334.46	297.17	656.11	497.0	688.78	483.38	909.17	791.35	536.45	476.71	890.44	1001.93	813.63	713.11	1397.83	1540.37	872.1	860.08	1096.5	642.59	866.07	825.0	525.39	1023.0	708.18	698.41	551.56	503.95	796.86	674.59	934.76	878.17	1295.13	854.13	872.1	961.07	813.63	444.72	1757.34	599.49	967.76	392.44	1023.0	909.17	909.17	1583.71	1023.0	1199.98	995.0	1397.83	981.29	733.19	633.73	796.86	454.09
USHBP1	24.99	39.79	94.01	16.88	13.83	113.56	31.22	25.91	43.02	20.71	74.06	72.01	16.88	41.52	44.89	31.9	40.36	53.95	89.51	62.12	43.63	43.32	62.56	35.0	22.75	54.72	62.56	25.91	32.82	17.13	36.79	78.89	64.34	88.88	32.82	9.93	94.01	38.12	34.51	132.44	20.56	58.71	17.38	142.01	12.27	76.17	75.11	21.47	14.14	41.22	64.8	23.42	23.76	27.84	41.22	53.95	27.84	211.31	138.1	10.96	35.76	153.34	262.2	92.7	211.31	486.75	387.02	108.9	54.33	289.02	46.5	63.45	127.89	154.42	273.37	287.01	575.03	316.37	75.11	178.77	81.14	309.83	90.77	503.95	41.52	403.5	334.46	201.25	97.36	193.01	291.04	327.56	289.02	161.02	384.34	285.03	104.42	153.34	197.09	169.07	395.18	106.63	325.29	3.82	157.68	13.22
UTRN	195.72	150.17	392.44	156.59	126.12	94.67	438.59	127.89	66.18	173.85	161.02	275.28	244.57	128.79	201.25	246.28	106.63	251.48	82.87	89.51	218.79	94.01	397.93	37.05	466.88	103.69	106.63	176.29	91.41	82.29	120.94	291.04	67.59	241.19	503.95	68.07	76.71	127.0	279.14	181.28	70.51	163.28	89.51	361.04	162.14	161.02	64.34	118.43	133.36	98.73	91.41	108.9	53.57	109.66	299.25	279.14	260.38	708.18	872.1	76.71	307.69	723.08	1233.75	490.14	460.44	791.35	1151.06	624.99	297.17	1233.75	514.56	361.04	759.08	1551.09	389.72	363.56	363.56	463.65	884.29	1498.22	1001.93	1030.12	1519.15	1487.87	1397.83	2537.92	808.0	995.0	138.1	1286.18	1216.75	769.69	633.73	1295.13	808.0	1167.14	1388.16	2061.24	1023.0	813.63	1870.53	941.27	638.15	145.02	555.41	32.82
VIPR1	12.27	6.94	18.16	6.67	7.82	20.86	3.76	7.22	11.21	4.54	38.95	11.91	0.0	11.64	6.52	9.34	17.13	8.58	11.73	12.27	10.31	16.27	21.63	5.06	5.41	17.9	9.41	6.78	54.72	9.85	108.9	111.99	43.63	35.25	40.36	127.89	23.42	12.36	4.31	36.79	37.85	13.03	26.47	13.52	13.72	83.45	23.42	128.79	473.41	595.34	748.61	363.56	318.57	366.09	860.08	111.21	511.0	1037.29	1583.71	23.76	161.02	1909.85	2591.27	647.07	2739.08	4671.57	3103.19	947.83	214.27	1733.13	89.51	236.21	2193.99	5041.77	718.08	775.05	1104.13	2240.11	988.12	3491.39	769.69	1023.0	2351.53	1781.89	1674.06	4181.07	3303.0	2384.37	301.33	872.1	3564.78	2664.15	2451.44	819.3	4268.94	1745.2	571.05	2224.63	1963.57	2609.3	2997.45	5831.91	2758.13	33.78	684.02	25.54
WDR7	103.69	62.56	125.24	83.45	75.64	66.18	148.09	79.45	64.34	58.3	66.65	57.89	58.3	41.22	45.21	40.07	83.45	41.22	52.08	29.91	54.33	43.02	118.43	60.82	59.13	86.43	35.25	44.89	53.95	22.26	51.71	104.42	31.45	53.19	76.17	26.67	48.87	46.18	42.11	53.95	31.45	63.45	36.79	89.51	56.28	68.55	62.56	72.52	67.59	40.93	117.6	63.45	61.68	77.25	110.43	108.14	130.6	115.16	142.01	32.82	101.54	170.25	176.29	121.79	94.67	150.17	143.01	104.42	82.29	134.3	124.37	109.66	100.83	224.97	169.07	90.14	156.59	87.03	155.5	132.44	164.42	130.6	190.34	232.94	162.14	234.57	120.94	96.68	86.43	147.06	149.12	116.78	106.63	138.1	155.5	194.36	157.68	194.36	109.66	105.89	154.42	164.42	99.43	69.03	96.01	27.64
WFS1	295.11	323.03	551.56	232.94	420.68	684.02	395.18	309.83	412.0	309.83	366.09	356.05	575.03	450.94	157.68	441.64	780.44	251.48	409.15	420.68	476.71	368.65	343.89	540.19	454.09	669.92	356.05	108.9	902.89	473.41	698.41	1340.84	559.28	429.54	253.23	285.03	269.6	373.81	567.1	332.14	389.72	346.29	463.65	486.75	450.94	483.38	343.89	414.87	141.02	141.02	175.07	98.73	285.03	265.87	277.2	262.2	299.25	1143.1	1295.13	356.05	305.55	1233.75	1397.83	567.1	866.07	967.76	1662.49	988.12	450.94	1950.0	529.06	307.69	1378.57	1340.84	928.3	921.88	713.11	1508.65	1030.12	2163.77	1199.98	1896.65	1909.85	1991.0	607.87	2468.49	1733.13	2303.12	567.1	2417.67	1733.13	1477.58	2287.2	2047.0	1617.0	1561.89	1001.93	1561.89	2090.03	1883.54	1540.37	1457.23	1487.87	111.21	733.19	1111.82
XRN1	102.97	69.52	84.63	58.3	35.0	16.88	52.08	48.18	33.06	96.01	116.78	101.54	102.97	73.54	87.65	56.68	80.01	128.79	50.63	50.63	116.78	49.91	231.32	111.21	98.04	85.22	50.27	99.43	94.67	49.21	89.51	189.02	56.28	98.73	182.55	39.79	64.34	76.17	68.07	108.9	45.53	122.64	80.01	138.1	140.04	95.34	64.8	102.97	74.06	80.57	93.35	84.04	77.79	105.89	106.63	143.01	121.79	150.17	144.01	102.97	113.56	163.28	220.32	150.17	108.9	426.57	208.38	101.54	211.31	132.44	195.72	108.9	158.79	275.28	127.89	88.88	115.97	128.79	154.42	193.01	231.32	141.02	119.26	223.41	297.17	150.17	112.77	164.42	74.58	287.01	117.6	113.56	201.25	93.35	147.06	155.5	162.14	197.09	202.66	128.79	279.14	287.01	133.36	88.26	135.24	27.25
YLPM1	389.72	397.93	447.82	242.88	341.51	301.33	480.04	409.15	387.02	170.25	305.55	209.84	190.34	205.5	201.25	309.83	329.84	325.29	197.09	231.32	314.17	190.34	260.38	267.73	205.5	197.09	226.54	265.87	234.57	323.03	212.78	242.88	172.65	249.73	420.68	151.22	205.5	258.57	198.47	229.72	211.31	271.48	123.5	307.69	264.03	260.38	209.84	195.72	217.27	158.79	441.64	115.16	117.6	258.57	279.14	275.28	218.79	587.13	587.13	191.67	684.02	540.19	620.67	291.04	332.14	981.29	743.43	660.68	301.33	624.99	387.02	647.07	785.88	503.95	713.11	432.53	480.04	486.75	435.55	575.03	703.28	595.34	591.22	1135.2	358.54	1023.0	698.41	454.09	507.46	791.35	559.28	679.29	389.72	679.29	693.58	884.29	1167.14	616.37	595.34	723.08	915.51	607.87	486.75	346.29	371.22	251.48
