	TCGA.CH.5739.01A.11R.1580.07	TCGA.EJ.7331.01A.11R.2118.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.XK.AAJ3.01A.11R.A41O.07	TCGA.G9.7522.01A.11R.2263.07	TCGA.CH.5764.01A.21R.1580.07	TCGA.EJ.5526.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.5527.01A.01R.1580.07	TCGA.VN.A88R.01A.11R.A36G.07	TCGA.G9.6351.01A.21R.1965.07	TCGA.VN.A88K.01A.11R.A352.07	TCGA.J4.A67T.01A.11R.A311.07	TCGA.EJ.5516.01A.01R.1580.07	TCGA.EJ.7327.01A.11R.2118.07	TCGA.EJ.AB27.01A.11R.A41O.07	TCGA.HC.7748.01A.11R.2118.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.V1.A8X3.01A.11R.A37L.07	TCGA.CH.5750.01A.11R.1580.07	TCGA.HC.7749.01A.11R.2118.07	TCGA.KK.A8IM.01A.11R.A36G.07	TCGA.HC.7212.01A.11R.2118.07	TCGA.G9.6384.01A.11R.1789.07	TCGA.V1.A8ML.01A.11R.A37L.07	TCGA.M7.A720.01A.12R.A32O.07	TCGA.EJ.5508.01A.02R.1580.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.YL.A8SO.01B.31R.A37L.07	TCGA.Y6.A8TL.01A.21R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.CH.5746.01A.11R.1580.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.YL.A8SI.01A.11R.A41O.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.YL.A8SA.01A.21R.A37L.07	TCGA.HC.7738.01A.11R.2118.07	TCGA.CH.5753.01A.11R.1580.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.EJ.8470.01A.11R.2403.07	TCGA.J4.A83L.01A.11R.A352.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.EJ.8468.01A.21R.2403.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.EJ.7788.01A.11R.2118.07	TCGA.G9.A9S7.01A.11R.A41O.07	TCGA.EJ.5505.01A.01R.1580.07	TCGA.VN.A88O.01A.11R.A352.07	TCGA.WW.A8ZI.01A.11R.A37L.07	TCGA.YL.A8SQ.01B.11R.A37L.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.EJ.7781.01A.11R.2118.07	TCGA.EJ.5495.01A.01R.1580.07	TCGA.EJ.A8FS.01A.11R.A352.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.J4.8198.01A.11R.2263.07	TCGA.2A.A8VV.01A.11R.A37L.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.H9.7775.01A.11R.2118.07	TCGA.XK.AAJR.01A.11R.A41O.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.KK.A7B3.01A.11R.A33R.07	TCGA.CH.5790.01A.11R.1580.07	TCGA.EJ.7115.01A.11R.2118.07	TCGA.EJ.5496.01A.01R.1580.07	TCGA.HC.7819.01A.11R.2118.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.EJ.7789.01A.11R.2118.07	TCGA.YL.A8S9.01A.11R.A37L.07	TCGA.KK.A59Y.01A.11R.A26U.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.VP.A87D.01A.11R.A352.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.XA.A8JR.01A.11R.A36G.07	TCGA.XK.AAJP.01A.11R.A41O.07	TCGA.HC.8213.01A.11R.A29R.07	TCGA.EJ.5542.01A.01R.1580.07	TCGA.EJ.5515.01A.01R.1580.07	TCGA.EJ.A6RA.01A.11R.A33R.07	TCGA.Y6.A9XI.01A.11R.A41O.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.EJ.5530.01A.01R.1580.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.EJ.5497.01A.02R.1580.07	TCGA.VP.A875.01A.31R.A352.07	TCGA.V1.A8MK.01A.11R.A36G.07	TCGA.EJ.7786.01A.11R.2118.07	TCGA.CH.5762.01A.11R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.VN.A88N.01A.11R.A36G.07	TCGA.G9.6377.01A.11R.1965.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.HC.8258.01A.11R.2263.07	TCGA.G9.7519.01A.11R.2263.07	TCGA.2A.A8VO.01A.11R.A37L.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.KK.A6E5.01A.11R.A311.07	TCGA.EJ.A7NH.01A.12R.A33R.07	TCGA.2A.A8VL.01A.21R.A37L.07	TCGA.HC.7077.01A.11R.1965.07	TCGA.J4.A83N.01A.11R.A352.07	TCGA.EJ.A7NF.01A.11R.A33R.07	TCGA.HC.7819.11A.01R.2118.07	TCGA.EJ.7115.11A.01R.2118.07	TCGA.G9.6384.11A.01R.1858.07	TCGA.EJ.7317.11A.01R.2118.07	TCGA.EJ.7314.11A.01R.2118.07	TCGA.HC.8259.11A.01R.2263.07	TCGA.G9.6342.11A.02R.1965.07
MAPK1	1250.98	1639.59	273.37	587.13	813.63	1378.57	1151.06	718.08	1233.75	323.03	450.94	529.06	563.18	1457.23	1508.65	785.88	1359.57	389.72	785.88	1119.56	651.58	902.89	1259.69	1233.75	447.82	698.41	1340.84	674.59	346.29	595.34	547.75	1037.29	928.3	728.11	836.53	665.29	961.07	733.19	473.41	708.18	909.17	915.51	748.61	1322.37	420.68	1427.22	371.22	1340.84	567.1	866.07	587.13	249.73	253.23	1757.34	1519.15	718.08	307.69	1135.2	500.46	305.55	848.22	813.63	511.0	309.83	567.1	432.53	1119.56	915.51	1023.0	934.76	1295.13	1066.48	669.92	332.14	656.11	1583.71	1044.52	607.87	559.28	540.19	518.15	1551.09	1304.15	316.37	733.19	785.88	1313.23	356.05	738.29	1437.15	563.18	624.99	1286.18	1322.37	363.56	486.75	629.35	1183.45	728.11	518.15	543.96	426.57	450.94	688.78	400.71	860.08	460.44	384.34	1322.37	1044.52	791.35	1350.18	1508.65	896.64	441.64
MAPK8	638.15	728.11	262.2	309.83	620.67	743.43	808.0	412.0	866.07	255.0	412.0	480.04	371.22	947.83	769.69	420.68	753.83	438.59	426.57	718.08	616.37	511.0	785.88	551.56	277.2	447.82	688.78	486.75	303.44	371.22	246.28	679.29	441.64	409.15	329.84	651.58	579.04	1119.56	463.65	432.53	612.11	400.71	483.38	708.18	285.03	703.28	507.46	536.45	320.8	389.72	441.64	301.33	264.03	753.83	723.08	450.94	314.17	743.43	543.96	327.56	559.28	432.53	343.89	241.19	441.64	426.57	819.3	486.75	718.08	713.11	575.03	309.83	642.59	417.77	490.14	728.11	647.07	299.25	384.34	392.44	555.41	836.53	575.03	291.04	555.41	457.25	830.75	269.6	514.56	723.08	490.14	389.72	435.55	769.69	297.17	463.65	403.5	579.04	414.87	346.29	329.84	454.09	332.14	429.54	366.09	371.22	511.0	460.44	629.35	583.07	358.54	642.59	651.58	511.0	299.25
MED1	423.61	476.71	248.0	251.48	301.33	521.76	447.82	283.05	563.18	249.73	236.21	267.73	281.09	438.59	507.46	305.55	507.46	226.54	307.69	389.72	361.04	371.22	547.75	432.53	283.05	271.48	514.56	283.05	208.38	281.09	267.73	417.77	346.29	275.28	277.2	221.86	373.81	616.37	241.19	309.83	400.71	323.03	277.2	379.04	201.25	457.25	236.21	412.0	303.44	307.69	301.33	220.32	193.01	435.55	457.25	299.25	190.34	414.87	287.01	208.38	316.37	325.29	269.6	202.66	285.03	258.57	450.94	361.04	441.64	381.68	409.15	466.88	327.56	202.66	279.14	529.06	356.05	279.14	244.57	334.46	248.0	476.71	368.65	241.19	320.8	320.8	450.94	221.86	325.29	457.25	273.37	271.48	381.68	525.39	234.57	244.57	229.72	403.5	301.33	220.32	237.86	223.41	262.2	318.57	214.27	323.03	246.28	258.57	368.65	275.28	273.37	339.14	412.0	265.87	220.32
MFAP3	376.41	403.5	135.24	165.57	229.72	384.34	395.18	187.71	493.56	131.51	229.72	291.04	199.85	490.14	429.54	193.01	441.64	167.9	215.77	316.37	269.6	221.86	463.65	334.46	197.09	197.09	486.75	262.2	126.12	183.82	161.02	314.17	211.31	191.67	220.32	182.55	246.28	371.22	193.01	220.32	339.14	229.72	172.65	348.71	182.55	307.69	164.42	320.8	175.07	204.07	226.54	114.36	117.6	358.54	497.0	173.85	171.45	299.25	185.11	138.1	264.03	249.73	231.32	132.44	191.67	186.4	376.41	256.78	309.83	309.83	341.51	381.68	190.34	189.02	166.73	447.82	293.07	178.77	154.42	180.02	189.02	447.82	325.29	136.19	231.32	226.54	353.59	133.36	201.25	366.09	178.77	224.97	283.05	426.57	125.24	159.9	198.47	341.51	198.47	172.65	170.25	178.77	194.36	185.11	157.68	208.38	173.85	147.06	291.04	279.14	178.77	291.04	389.72	221.86	226.54
MGA	242.88	237.86	68.07	121.79	120.94	295.11	287.01	105.15	256.78	90.14	108.14	126.12	113.56	229.72	318.57	127.89	291.04	105.89	121.79	228.13	147.06	166.73	293.07	291.04	74.06	129.69	299.25	108.9	63.0	119.26	120.94	215.77	141.02	98.73	113.56	140.04	150.17	279.14	63.89	109.66	206.94	161.02	111.99	185.11	90.77	232.94	111.99	206.94	105.89	180.02	161.02	61.68	54.72	305.55	289.02	147.06	72.52	251.48	108.14	69.03	153.34	105.89	90.77	82.29	112.77	77.25	236.21	178.77	221.86	170.25	211.31	251.48	141.02	80.01	113.56	281.09	208.38	115.16	96.68	123.5	121.79	273.37	181.28	81.14	142.01	149.12	275.28	73.03	138.1	239.52	135.24	113.56	183.82	260.38	81.14	96.01	116.78	218.79	129.69	78.89	83.45	139.07	94.01	139.07	97.36	141.02	100.83	108.14	198.47	154.42	134.3	165.57	199.85	134.3	88.88
MIB1	289.02	409.15	83.45	128.79	177.53	412.0	387.02	185.11	500.46	112.77	149.12	77.25	175.07	368.65	323.03	183.82	334.46	145.02	209.84	262.2	221.86	223.41	172.65	318.57	183.82	152.28	397.93	137.14	128.79	181.28	177.53	293.07	197.09	198.47	177.53	175.07	237.86	358.54	153.34	143.01	291.04	202.66	170.25	232.94	212.78	264.03	127.0	325.29	171.45	190.34	197.09	38.95	87.65	371.22	387.02	169.07	151.22	269.6	177.53	115.97	220.32	175.07	147.06	139.07	198.47	129.69	283.05	239.52	291.04	242.88	325.29	323.03	244.57	137.14	152.28	187.71	195.72	180.02	180.02	164.42	218.79	406.31	432.53	105.89	204.07	137.14	264.03	110.43	163.28	400.71	151.22	193.01	307.69	373.81	127.0	169.07	156.59	255.0	162.14	115.16	158.79	175.07	153.34	156.59	181.28	115.97	117.6	120.1	318.57	241.19	212.78	301.33	336.79	232.94	158.79
MKL2	579.04	547.75	54.72	163.28	273.37	507.46	514.56	156.59	698.41	74.58	169.07	142.01	197.09	660.68	679.29	169.07	518.15	115.16	197.09	366.09	295.11	341.51	473.41	466.88	122.64	237.86	571.05	251.48	214.27	193.01	187.71	400.71	194.36	223.41	211.31	209.84	289.02	674.59	131.51	157.68	305.55	314.17	193.01	395.18	112.77	466.88	115.16	371.22	131.51	260.38	251.48	52.82	50.98	674.59	599.49	165.57	101.54	476.71	167.9	98.04	231.32	237.86	242.88	102.25	198.47	185.11	336.79	389.72	376.41	293.07	395.18	409.15	249.73	116.78	202.66	503.95	351.14	173.85	136.19	186.4	214.27	567.1	429.54	120.1	232.94	275.28	409.15	69.52	232.94	529.06	237.86	209.84	384.34	373.81	118.43	123.5	134.3	358.54	212.78	134.3	149.12	236.21	131.51	277.2	150.17	237.86	116.78	137.14	406.31	400.71	206.94	423.61	547.75	305.55	137.14
MRE11A	295.11	318.57	85.82	120.1	161.02	249.73	395.18	114.36	303.44	102.25	108.14	232.94	178.77	361.04	323.03	154.42	295.11	114.36	152.28	343.89	181.28	221.86	155.5	241.19	112.77	211.31	305.55	166.73	142.01	141.02	108.9	228.13	180.02	211.31	125.24	101.54	176.29	289.02	186.4	109.66	232.94	124.37	140.04	381.68	127.89	318.57	181.28	197.09	163.28	180.02	231.32	112.77	87.65	244.57	353.59	223.41	114.36	249.73	249.73	94.67	189.02	143.01	143.01	111.99	149.12	162.14	305.55	178.77	258.57	208.38	248.0	248.0	165.57	85.22	139.07	253.23	170.25	107.38	147.06	143.01	177.53	327.56	265.87	96.01	187.71	165.57	249.73	118.43	166.73	307.69	198.47	204.07	187.71	262.2	95.34	137.14	131.51	224.97	172.65	108.14	122.64	129.69	142.01	181.28	129.69	145.02	115.16	124.37	195.72	198.47	115.16	215.77	275.28	154.42	107.38
MTMR4	381.68	470.14	211.31	314.17	264.03	532.74	435.55	323.03	567.1	232.94	246.28	281.09	175.07	417.77	470.14	332.14	444.72	242.88	490.14	441.64	301.33	400.71	607.87	376.41	287.01	371.22	460.44	336.79	209.84	320.8	303.44	518.15	309.83	287.01	267.73	441.64	426.57	441.64	237.86	361.04	429.54	301.33	299.25	379.04	316.37	414.87	287.01	441.64	234.57	392.44	351.14	217.27	191.67	733.19	476.71	323.03	234.57	368.65	218.79	248.0	381.68	403.5	265.87	256.78	305.55	265.87	341.51	361.04	454.09	414.87	500.46	441.64	454.09	155.5	358.54	476.71	400.71	256.78	228.13	373.81	244.57	460.44	400.71	256.78	318.57	343.89	518.15	234.57	281.09	490.14	318.57	314.17	483.38	432.53	231.32	291.04	239.52	521.76	316.37	279.14	265.87	339.14	327.56	368.65	291.04	368.65	264.03	348.71	371.22	339.14	262.2	441.64	363.56	262.2	234.57
MTX3	145.02	153.34	15.34	54.72	62.56	153.34	166.73	52.45	154.42	10.63	37.59	21.32	54.72	145.02	248.0	76.17	145.02	31.0	88.88	100.83	77.25	87.65	166.73	127.0	38.12	63.89	189.02	31.67	17.51	53.19	53.57	118.43	89.51	68.07	42.41	47.17	80.57	166.73	34.02	38.12	133.36	78.34	66.65	157.68	40.36	120.1	24.11	116.78	48.52	84.04	108.9	11.47	15.22	212.78	176.29	68.55	16.03	123.5	47.5	6.62	85.82	48.18	40.93	22.1	45.85	22.26	121.79	87.65	111.21	108.9	135.24	129.69	58.3	19.39	47.17	130.6	112.77	47.5	56.68	29.27	48.52	139.07	142.01	17.13	85.22	92.7	142.01	15.45	72.52	149.12	52.08	41.52	133.36	154.42	17.13	33.3	34.26	117.6	62.56	27.84	46.84	36.01	37.85	82.29	35.0	81.14	27.84	36.01	133.36	102.25	62.12	120.1	142.01	92.05	25.54
N4BP2	135.24	112.77	23.25	47.84	66.65	159.9	152.28	47.5	163.28	23.93	53.95	72.01	76.71	138.1	152.28	65.26	146.03	41.22	87.03	139.07	73.03	80.01	139.07	89.51	50.63	49.21	153.34	43.63	37.05	61.25	63.0	132.44	71.0	50.63	44.25	108.14	76.71	98.73	70.01	55.49	99.43	88.26	59.13	102.97	60.82	102.25	43.63	86.43	55.89	90.77	85.22	13.42	23.25	130.6	132.44	57.49	31.45	126.12	76.71	27.84	74.58	50.63	45.21	56.28	64.34	53.57	109.66	70.01	127.89	158.79	80.01	108.9	76.71	52.08	37.32	120.94	100.83	41.22	50.27	34.75	107.38	167.9	126.12	38.95	78.34	87.65	126.12	26.86	78.34	157.68	81.71	56.28	107.38	126.12	39.79	31.45	56.28	102.25	45.85	34.02	57.49	71.5	52.82	63.0	71.0	88.26	69.52	74.58	113.56	71.0	55.1	88.88	100.83	69.03	43.32
NARG2	825.0	638.15	327.56	381.68	463.65	825.0	866.07	432.53	988.12	409.15	417.77	483.38	450.94	890.44	813.63	473.41	759.08	376.41	490.14	769.69	591.22	579.04	860.08	698.41	470.14	518.15	1037.29	466.88	303.44	395.18	273.37	718.08	521.76	476.71	332.14	547.75	647.07	921.88	406.31	441.64	698.41	476.71	457.25	607.87	444.72	723.08	429.54	607.87	406.31	599.49	463.65	397.93	299.25	728.11	909.17	412.0	426.57	718.08	575.03	358.54	551.56	454.09	450.94	403.5	473.41	563.18	819.3	543.96	934.76	647.07	575.03	559.28	559.28	414.87	397.93	587.13	529.06	454.09	376.41	426.57	629.35	896.64	688.78	414.87	547.75	629.35	791.35	348.71	579.04	884.29	473.41	435.55	591.22	878.17	409.15	476.71	493.56	599.49	384.34	312.0	400.71	454.09	403.5	540.19	521.76	476.71	450.94	607.87	620.67	713.11	397.93	624.99	616.37	540.19	327.56
NR2C2	228.13	217.27	35.25	71.0	93.35	265.87	204.07	77.25	228.13	44.89	57.08	122.64	121.79	181.28	299.25	81.14	293.07	43.32	157.68	224.97	143.01	151.22	267.73	229.72	58.71	120.1	211.31	92.7	74.58	85.82	94.67	187.71	96.68	116.78	59.55	127.89	133.36	166.73	59.97	45.85	158.79	85.22	69.03	155.5	49.21	221.86	62.56	123.5	81.14	137.14	108.14	47.17	34.26	289.02	316.37	72.01	53.57	255.0	87.65	27.64	127.89	92.05	66.65	63.45	95.34	80.57	194.36	143.01	164.42	186.4	163.28	218.79	99.43	55.49	95.34	251.48	206.94	64.8	82.29	93.35	64.8	253.23	163.28	36.01	139.07	132.44	267.73	39.79	100.83	197.09	123.5	82.29	147.06	199.85	63.45	76.71	70.51	166.73	112.77	37.85	91.41	104.42	63.89	143.01	67.12	140.04	60.39	81.14	171.45	170.25	72.01	154.42	221.86	102.97	49.21
NUP153	414.87	379.04	112.77	176.29	246.28	432.53	476.71	209.84	457.25	172.65	198.47	234.57	320.8	441.64	441.64	234.57	409.15	208.38	248.0	473.41	265.87	293.07	450.94	423.61	178.77	241.19	480.04	246.28	164.42	208.38	171.45	356.05	285.03	211.31	253.23	253.23	277.2	507.46	165.57	211.31	371.22	287.01	215.77	371.22	195.72	346.29	183.82	341.51	226.54	303.44	334.46	117.6	114.36	426.57	497.0	234.57	119.26	395.18	165.57	189.02	258.57	239.52	251.48	157.68	226.54	169.07	351.14	283.05	351.14	320.8	336.79	395.18	239.52	158.79	195.72	473.41	316.37	186.4	193.01	248.0	232.94	441.64	348.71	155.5	185.11	236.21	371.22	140.04	228.13	381.68	295.11	218.79	303.44	466.88	152.28	202.66	279.14	334.46	237.86	144.01	177.53	194.36	177.53	221.86	165.57	246.28	189.02	193.01	351.14	275.28	303.44	312.0	420.68	237.86	218.79
PARP11	490.14	409.15	127.89	145.02	293.07	521.76	460.44	239.52	503.95	76.71	220.32	144.01	232.94	454.09	476.71	220.32	444.72	144.01	327.56	366.09	301.33	351.14	429.54	256.78	177.53	223.41	483.38	135.24	105.15	159.9	144.01	361.04	277.2	223.41	182.55	244.57	293.07	387.02	154.42	224.97	348.71	246.28	232.94	323.03	197.09	373.81	232.94	356.05	144.01	155.5	283.05	92.05	130.6	417.77	395.18	81.14	113.56	339.14	217.27	144.01	403.5	251.48	75.11	166.73	194.36	156.59	426.57	232.94	460.44	395.18	361.04	181.28	334.46	244.57	178.77	351.14	277.2	163.28	214.27	191.67	242.88	463.65	397.93	139.07	248.0	312.0	406.31	105.15	273.37	420.68	147.06	181.28	348.71	368.65	120.94	190.34	171.45	361.04	185.11	220.32	202.66	157.68	187.71	185.11	229.72	279.14	231.32	241.19	312.0	223.41	158.79	348.71	301.33	217.27	144.01
PBRM1	473.41	633.73	135.24	229.72	334.46	599.49	607.87	221.86	638.15	152.28	221.86	228.13	262.2	620.67	808.0	279.14	708.18	218.79	343.89	547.75	395.18	366.09	785.88	543.96	195.72	277.2	723.08	277.2	165.57	236.21	221.86	497.0	327.56	265.87	267.73	312.0	346.29	343.89	178.77	260.38	429.54	283.05	258.57	435.55	217.27	587.13	214.27	483.38	273.37	289.02	224.97	120.94	133.36	642.59	728.11	248.0	157.68	503.95	215.77	201.25	384.34	269.6	212.78	189.02	218.79	217.27	532.74	397.93	551.56	435.55	435.55	525.39	332.14	206.94	228.13	703.28	476.71	249.73	204.07	297.17	283.05	733.19	529.06	186.4	299.25	353.59	633.73	140.04	299.25	591.22	271.48	255.0	460.44	551.56	180.02	241.19	215.77	400.71	283.05	176.29	202.66	253.23	194.36	283.05	186.4	414.87	231.32	236.21	493.56	389.72	332.14	470.14	629.35	297.17	239.52
PHC3	500.46	470.14	60.82	105.89	224.97	500.46	493.56	151.22	733.19	141.02	156.59	201.25	211.31	518.15	587.13	215.77	738.29	162.14	242.88	376.41	256.78	256.78	607.87	503.95	107.38	199.85	540.19	171.45	84.04	190.34	106.63	318.57	281.09	186.4	187.71	223.41	218.79	603.67	146.03	117.6	309.83	221.86	156.59	780.44	126.12	438.59	199.85	371.22	138.1	186.4	197.09	84.63	68.55	583.07	536.45	145.02	82.29	444.72	175.07	111.99	253.23	145.02	116.78	106.63	176.29	146.03	460.44	336.79	435.55	819.3	366.09	309.83	171.45	169.07	162.14	981.29	277.2	150.17	126.12	148.09	161.02	764.36	483.38	105.15	197.09	258.57	525.39	112.77	239.52	791.35	232.94	154.42	327.56	490.14	95.34	127.89	182.55	289.02	221.86	102.97	146.03	110.43	111.99	212.78	172.65	255.0	135.24	140.04	406.31	327.56	244.57	426.57	476.71	228.13	108.9
PHF3	656.11	656.11	166.73	275.28	463.65	642.59	813.63	305.55	728.11	217.27	356.05	447.82	371.22	703.28	669.92	392.44	660.68	332.14	371.22	511.0	521.76	435.55	656.11	642.59	325.29	420.68	743.43	346.29	283.05	389.72	253.23	540.19	395.18	373.81	412.0	358.54	444.72	633.73	242.88	329.84	536.45	376.41	353.59	567.1	287.01	575.03	371.22	476.71	348.71	447.82	397.93	171.45	159.9	633.73	769.69	361.04	289.02	624.99	406.31	265.87	473.41	358.54	323.03	226.54	376.41	301.33	591.22	490.14	571.05	486.75	486.75	529.06	444.72	231.32	323.03	665.29	438.59	320.8	341.51	204.07	353.59	665.29	555.41	264.03	414.87	409.15	571.05	226.54	343.89	642.59	392.44	387.02	466.88	612.11	267.73	334.46	327.56	507.46	384.34	255.0	325.29	329.84	279.14	403.5	301.33	397.93	307.69	287.01	624.99	450.94	368.65	507.46	607.87	438.59	283.05
PHIP	339.14	343.89	54.33	92.05	145.02	417.77	476.71	106.63	397.93	37.85	115.16	167.9	169.07	412.0	353.59	134.3	366.09	106.63	183.82	289.02	197.09	208.38	397.93	248.0	136.19	139.07	397.93	92.05	74.06	116.78	81.14	277.2	169.07	145.02	139.07	199.85	208.38	341.51	99.43	121.79	241.19	159.9	177.53	211.31	142.01	329.84	140.04	244.57	119.26	214.27	176.29	83.45	75.64	312.0	371.22	156.59	79.45	348.71	176.29	67.12	182.55	125.24	130.6	150.17	146.03	138.1	316.37	234.57	303.44	271.48	217.27	387.02	186.4	135.24	99.43	267.73	256.78	118.43	131.51	101.54	234.57	420.68	320.8	117.6	164.42	205.5	283.05	65.26	167.9	334.46	189.02	156.59	232.94	361.04	107.38	130.6	131.51	246.28	137.14	90.77	153.34	138.1	91.41	169.07	166.73	182.55	123.5	167.9	273.37	191.67	150.17	234.57	314.17	178.77	121.79
PIK3C2A	591.22	684.02	115.97	201.25	314.17	718.08	718.08	215.77	748.61	170.25	260.38	269.6	316.37	872.1	674.59	264.03	728.11	206.94	358.54	500.46	379.04	389.72	718.08	563.18	205.5	275.28	713.11	395.18	154.42	246.28	212.78	480.04	279.14	293.07	228.13	346.29	395.18	629.35	220.32	204.07	432.53	267.73	305.55	457.25	208.38	620.67	202.66	400.71	215.77	297.17	265.87	94.01	111.21	647.07	1111.82	221.86	178.77	555.41	275.28	120.1	518.15	309.83	260.38	165.57	264.03	185.11	551.56	327.56	583.07	483.38	457.25	525.39	275.28	138.1	208.38	665.29	470.14	251.48	215.77	248.0	325.29	753.83	559.28	139.07	314.17	435.55	624.99	134.3	303.44	599.49	255.0	301.33	457.25	563.18	169.07	236.21	231.32	507.46	265.87	166.73	248.0	224.97	218.79	285.03	244.57	403.5	206.94	208.38	463.65	403.5	285.03	500.46	713.11	366.09	194.36
PIK3CA	244.57	305.55	50.63	100.13	135.24	208.38	303.44	108.14	392.44	81.14	103.69	154.42	169.07	376.41	327.56	117.6	279.14	104.42	178.77	258.57	186.4	156.59	232.94	187.71	87.65	158.79	275.28	154.42	94.01	121.79	92.05	158.79	135.24	158.79	118.43	113.56	149.12	329.84	100.83	96.01	165.57	137.14	138.1	283.05	120.94	260.38	81.71	194.36	88.26	163.28	157.68	42.71	52.82	275.28	303.44	147.06	82.87	217.27	104.42	56.28	176.29	120.1	130.6	64.34	141.02	105.15	262.2	195.72	191.67	189.02	228.13	142.01	185.11	70.01	120.94	234.57	178.77	105.15	141.02	110.43	131.51	264.03	293.07	72.01	113.56	126.12	211.31	105.89	106.63	285.03	119.26	115.16	223.41	305.55	69.52	80.57	115.16	185.11	145.02	93.35	126.12	95.34	127.0	127.89	77.25	106.63	97.36	100.83	209.84	194.36	132.44	236.21	346.29	145.02	100.13
PIKFYVE	287.01	279.14	119.26	145.02	208.38	275.28	271.48	131.51	301.33	99.43	163.28	97.36	199.85	563.18	299.25	187.71	466.88	163.28	309.83	353.59	191.67	275.28	463.65	423.61	218.79	163.28	381.68	226.54	126.12	176.29	110.43	221.86	204.07	215.77	140.04	248.0	154.42	307.69	148.09	178.77	363.56	182.55	165.57	339.14	182.55	400.71	136.19	327.56	163.28	301.33	260.38	83.45	100.13	329.84	417.77	127.89	65.72	201.25	167.9	117.6	208.38	138.1	212.78	153.34	147.06	124.37	379.04	191.67	299.25	226.54	323.03	178.77	118.43	123.5	102.97	334.46	289.02	258.57	144.01	204.07	135.24	329.84	339.14	103.69	170.25	307.69	454.09	108.14	177.53	339.14	119.26	181.28	269.6	518.15	105.89	169.07	106.63	289.02	136.19	93.35	127.89	205.5	127.0	211.31	177.53	209.84	199.85	159.9	228.13	198.47	142.01	262.2	327.56	204.07	92.05
PLEKHM3	76.17	82.29	10.31	19.53	44.25	98.04	74.06	24.99	110.43	7.69	25.35	20.26	31.22	96.68	113.56	38.12	141.02	15.0	44.57	63.45	36.53	55.89	185.11	120.1	28.86	40.07	97.36	45.85	11.91	29.06	24.99	57.08	41.52	43.94	40.07	61.25	44.25	102.25	20.86	26.28	46.5	30.56	33.06	71.5	13.62	57.08	24.11	48.87	23.42	15.22	44.25	11.04	5.92	121.79	124.37	27.84	6.62	75.64	26.86	15.45	44.89	31.22	19.53	12.74	23.59	9.41	81.14	57.08	71.0	68.55	67.12	64.8	47.5	12.74	27.84	115.16	76.71	37.59	29.91	43.94	25.35	69.03	70.01	15.91	84.04	53.57	100.13	15.22	36.53	72.52	46.5	24.46	63.45	88.26	12.18	15.68	25.72	52.45	34.75	9.27	22.75	26.86	24.99	47.84	26.1	51.71	23.42	24.11	82.87	69.03	32.36	82.29	104.42	40.64	19.82
POLR2B	1051.79	1191.69	633.73	748.61	1008.9	1233.75	1242.34	753.83	1159.07	629.35	718.08	802.41	796.86	1407.55	1216.75	909.17	1233.75	620.67	1119.56	1208.34	1008.9	1304.15	1242.34	1001.93	748.61	1073.91	1378.57	967.76	708.18	902.89	629.35	1167.14	921.88	813.63	660.68	1008.9	1015.93	1183.45	571.05	642.59	1104.13	878.17	733.19	1369.04	703.28	1175.27	928.3	1104.13	708.18	896.64	1044.52	1295.13	665.29	1277.29	1268.46	854.13	651.58	1044.52	890.44	743.43	1008.9	1066.48	551.56	708.18	796.86	802.41	1151.06	896.64	1225.22	1001.93	1001.93	1066.48	836.53	753.83	780.44	1233.75	1135.2	723.08	769.69	921.88	954.43	1250.98	1183.45	718.08	796.86	713.11	1225.22	665.29	1008.9	1216.75	1191.69	836.53	1023.0	1259.69	616.37	802.41	674.59	1008.9	915.51	559.28	708.18	486.75	830.75	775.05	748.61	878.17	796.86	884.29	934.76	967.76	638.15	954.43	1151.06	974.5	633.73
