	TCGA.ZF.AA4N.01A.11R.A38B.07	TCGA.BT.A20X.01A.11R.A16R.07	TCGA.FD.A43Y.01A.21R.A26T.07	TCGA.PQ.A6FI.01A.11R.A31N.07	TCGA.CU.A3YL.01A.11R.A22U.07	TCGA.DK.A3IM.01A.11R.A20F.07	TCGA.BT.A42E.01A.11R.A23W.07	TCGA.G2.A3IB.01A.11R.A20F.07	TCGA.FD.A3N6.01A.11R.A21D.07	TCGA.ZF.AA4W.01A.12R.A38B.07	TCGA.G2.A2EJ.01A.11R.A180.07	TCGA.C4.A0F1.01A.11R.A034.07	GTEX.U3ZN.1626.SM.4DXTZ	TCGA.IR.A3LC.01A.11R.A213.07	TCGA.C5.A1ML.01A.11R.A14Y.07	TCGA.C5.A902.01A.11R.A37O.07	TCGA.UC.A7PD.01A.11R.A352.07	TCGA.JW.A5VI.01A.11R.A28H.07	TCGA.C5.A7CL.01A.11R.A32P.07	TCGA.ZJ.A8QQ.01A.11R.A37O.07	TCGA.C5.A907.01A.11R.A37O.07	TCGA.C5.A2LV.01A.11R.A18M.07	TCGA.EK.A2RE.01A.11R.A18M.07	TCGA.GH.A9DA.01A.21R.A37O.07	TCGA.VS.A950.01A.11R.A42T.07	TCGA.EK.A2H0.01A.11R.A180.07	TCGA.Z6.A8JD.01A.11R.A36D.31	TCGA.LN.A8HZ.01A.11R.A36D.31	TCGA.LN.A8I0.01A.11R.A36D.31	TCGA.L5.A88W.01A.11R.A354.31	TCGA.JY.A93F.01A.21R.A37I.31	TCGA.IG.A3I8.01A.11R.A24K.31	TCGA.LN.A7HV.01A.21R.A354.31	TCGA.LN.A49U.01A.31R.A260.31	TCGA.VR.A8EZ.01A.11R.A36D.31	TCGA.VR.A8ET.01A.11R.A406.31	TCGA.LN.A49M.01A.21R.A260.31	TCGA.LN.A4MR.01A.11R.A28J.31	TCGA.LN.A49K.01A.11R.A24K.31	TCGA.LN.A49R.01A.11R.A24K.31	TCGA.Z6.A9VB.01A.21R.A37I.31	TCGA.LN.A4A9.01A.11R.A28J.31	TCGA.V5.AASV.01A.11R.A38D.31	TCGA.LN.A8I1.01A.11R.A36D.31	TCGA.L5.A4OM.01A.11R.A260.31	TCGA.IG.A97I.01A.11R.A38D.31	TCGA.LN.A7HZ.01A.31R.A354.31	TCGA.V5.A7RC.01B.11R.A406.31	TCGA.IG.A3QL.01A.11R.A24K.31	TCGA.IG.A6QS.01A.12R.A336.31	TCGA.L5.A43H.01A.11R.A24K.31	TCGA.CV.A45U.01A.12R.A24H.07	TCGA.CV.6961.01A.21R.1915.07	TCGA.CV.5970.01A.11R.1686.07	TCGA.BB.8601.01A.11R.2403.07	TCGA.CN.4726.01A.01R.1436.07	TCGA.F7.A50J.01A.21R.A28V.07	TCGA.BA.5556.01A.01R.1514.07	TCGA.CQ.7063.01A.11R.2403.07	TCGA.CV.7183.01A.11R.2016.07	TCGA.P3.A6T3.01A.11R.A34R.07	TCGA.CQ.A4CE.01A.11R.A266.07	TCGA.D6.A4Z9.01A.11R.A24Z.07	TCGA.BB.7863.01A.11R.2232.07	TCGA.CN.4734.01A.01R.1436.07	TCGA.C9.A480.01A.12R.A24H.07	TCGA.HD.8634.01A.11R.2403.07	TCGA.CN.5365.01A.01R.1436.07	TCGA.DQ.7592.01A.11R.2081.07	TCGA.BA.5557.01A.01R.1514.07	TCGA.CQ.6222.01A.11R.1915.07	TCGA.BB.4227.01A.01R.1873.07	TCGA.CR.6493.01A.11R.1873.07	TCGA.UF.A7JH.01A.21R.A34R.07	TCGA.CV.7252.01A.11R.2016.07	TCGA.CV.6959.01A.11R.1915.07	TCGA.H7.7774.01A.21R.2081.07	TCGA.CV.A6JY.01A.11R.A31N.07	TCGA.CV.A465.01A.11R.A266.07	TCGA.CV.A45O.01A.21R.A24H.07	TCGA.BA.4076.01A.01R.1436.07	TCGA.CV.A463.01A.11R.A266.07	TCGA.T2.A6X2.01A.12R.A34R.07	TCGA.IQ.7631.01A.11R.2081.07	TCGA.CN.4729.01A.01R.1436.07	TCGA.CR.7395.01A.11R.2016.07	TCGA.CV.7253.01A.11R.2016.07	TCGA.CR.6471.01A.11R.1873.07	TCGA.CN.4722.01A.01R.1436.07	TCGA.CV.5979.01A.11R.1686.07	TCGA.MT.A51W.01A.21R.A266.07	TCGA.CR.7372.01A.11R.2016.07	TCGA.H7.A6C4.01A.11R.A30B.07	TCGA.BB.A5HZ.01A.21R.A28V.07	TCGA.CN.A49A.01A.11R.A24H.07	TCGA.CV.5434.01A.01R.1686.07	TCGA.CV.5977.01A.11R.1686.07	TCGA.CN.A63V.01A.11R.A466.07	TCGA.CV.7434.01A.11R.2132.07	TCGA.CR.7394.01A.11R.2016.07	TCGA.CV.6953.01A.11R.1915.07	TCGA.CV.A45P.01A.11R.A24H.07	TCGA.CQ.5331.01A.02R.1873.07	TCGA.CN.4725.01A.01R.1436.07	TCGA.BB.A6UO.01A.12R.A34R.07	TCGA.BA.5151.01A.01R.1436.07	TCGA.CN.6998.01A.23R.2016.07	TCGA.CN.5369.01A.01R.1436.07	TCGA.F7.A61S.01A.11R.A28V.07	TCGA.UF.A71E.01A.31R.A34R.07	TCGA.CN.6018.01A.11R.1686.07	TCGA.BA.5558.01A.01R.1514.07	TCGA.CV.7432.01A.11R.2132.07	TCGA.CQ.A4CD.01A.21R.A24Z.07	TCGA.CQ.6223.01A.11R.1915.07	TCGA.IQ.A61J.01A.11R.A30B.07	TCGA.CR.7401.01A.11R.2016.07	TCGA.CQ.6229.01A.11R.1915.07	TCGA.CX.7085.01A.21R.2016.07	TCGA.DQ.5629.01A.01R.1873.07	TCGA.CQ.6220.01A.11R.1915.07	TCGA.CR.6491.01A.11R.1873.07	TCGA.CV.A45V.01A.21R.A24Z.07	TCGA.D6.A4ZB.01A.11R.A24Z.07	TCGA.IQ.7632.01A.11R.2081.07	TCGA.CN.A642.01A.12R.A30B.07	TCGA.CQ.5324.01A.01R.1686.07	TCGA.UF.A7JC.01A.21R.A34R.07	TCGA.CV.A45Y.01A.11R.A24Z.07	TCGA.P3.A6T7.01A.11R.A34R.07	TCGA.CQ.6218.01A.11R.1915.07	TCGA.RS.A6TO.01A.32R.A34R.07	TCGA.CN.4742.01A.02R.1514.07	TCGA.CQ.5332.01A.01R.1686.07	TCGA.UF.A7J9.01A.12R.A34R.07	TCGA.CV.6952.01A.11R.1915.07	TCGA.CQ.7071.01A.12R.A30B.07	TCGA.CQ.5326.01A.01R.1873.07	TCGA.CV.6945.01A.11R.1915.07	TCGA.CV.6003.01A.11R.1686.07	TCGA.CV.7411.01A.11R.2081.07	TCGA.CV.7423.01A.11R.2081.07	TCGA.CV.7425.01A.11R.2081.07	TCGA.MT.A67F.01A.11R.A30B.07	TCGA.CQ.5327.01A.01R.1686.07	TCGA.C9.A47Z.01A.11R.A24H.07	TCGA.CN.5373.01A.01R.1436.07	TCGA.CV.5432.01A.02R.1686.07	TCGA.CV.7425.11A.01R.2081.07	TCGA.CV.6961.11A.01R.1915.07	TCGA.38.4625.01A.01R.1206.07.1	TCGA.63.5128.01A.01R.1443.07	TCGA.90.A4ED.01A.31R.A24Z.07	TCGA.58.A46N.01A.11R.A24H.07	TCGA.56.7730.01A.11R.2125.07	GTEX.XV7Q.2426.SM.4BRV8	GTEX.11WQK.2926.SM.5EQKT
PPOX	327.56	197.09	329.84	251.48	796.86	470.14	503.95	146.03	183.82	336.79	110.43	454.09	151.22	358.54	429.54	1119.56	371.22	332.14	872.1	397.93	316.37	332.14	131.51	307.69	486.75	470.14	343.89	457.25	599.49	289.02	395.18	426.57	480.04	454.09	507.46	287.01	400.71	314.17	563.18	529.06	320.8	426.57	334.46	988.12	571.05	339.14	647.07	466.88	511.0	483.38	497.0	293.07	118.43	102.25	295.11	228.13	129.69	153.34	181.28	108.14	162.14	173.85	271.48	129.69	88.26	358.54	154.42	211.31	127.0	63.0	141.02	543.96	187.71	356.05	177.53	115.16	94.67	138.1	130.6	111.99	163.28	164.42	171.45	318.57	126.12	117.6	125.24	65.72	186.4	255.0	148.09	108.14	215.77	251.48	521.76	251.48	158.79	295.11	118.43	94.01	182.55	154.42	112.77	164.42	175.07	130.6	119.26	145.02	186.4	275.28	156.59	163.28	165.57	417.77	106.63	236.21	164.42	147.06	148.09	169.07	79.45	157.68	147.06	329.84	124.37	368.65	108.9	163.28	293.07	142.01	127.89	167.9	96.68	242.88	218.79	114.36	120.1	93.35	190.34	152.28	83.45	146.03	106.63	191.67	198.47	84.04	133.36	271.48	195.72	145.02	0.39	197.09	1286.18	373.81	536.45	151.22	57.08
PPP1R3E	260.38	62.56	177.53	73.54	389.72	95.34	176.29	140.04	182.55	121.79	40.64	53.95	136.19	98.73	177.53	71.0	176.29	111.21	500.46	151.22	110.43	120.94	78.34	53.57	102.25	214.27	214.27	256.78	297.17	75.64	195.72	314.17	150.17	353.59	447.82	151.22	150.17	309.83	521.76	312.0	291.04	318.57	239.52	400.71	334.46	314.17	480.04	226.54	193.01	226.54	289.02	229.72	56.28	29.91	165.57	41.81	55.89	35.25	55.49	36.79	53.95	108.14	56.28	47.17	30.34	131.51	90.77	51.71	56.68	39.5	94.67	175.07	24.99	162.14	37.59	42.41	44.57	82.87	77.79	69.52	66.18	51.71	108.9	175.07	38.12	52.45	82.87	60.39	87.03	69.03	34.02	69.52	50.63	58.71	84.04	170.25	73.54	78.34	29.06	61.68	44.89	50.63	29.48	55.49	55.49	29.48	29.27	47.84	63.0	246.28	55.49	32.13	26.86	87.03	63.0	125.24	52.82	80.01	49.21	88.88	55.49	38.95	128.79	293.07	57.08	156.59	21.32	94.67	102.97	67.12	33.06	155.5	31.0	56.28	220.32	39.79	42.11	26.47	97.36	114.36	30.56	23.76	54.72	64.8	60.39	104.42	55.1	163.28	78.34	42.71	0.58	293.07	353.59	429.54	476.71	42.41	11.73
PRPF3	738.29	493.56	890.44	1769.57	1135.2	1388.16	791.35	559.28	532.74	503.95	656.11	802.41	555.41	813.63	1216.75	1896.65	878.17	1304.15	2835.7	1135.2	1572.76	819.3	813.63	915.51	575.03	1437.15	1051.79	995.0	1111.82	785.88	1044.52	1540.37	1143.1	1498.22	1127.35	1508.65	974.5	1950.0	1617.0	1183.45	1104.13	2148.82	1191.69	1259.69	1519.15	896.64	1477.58	1135.2	1259.69	1183.45	1561.89	603.67	490.14	429.54	988.12	253.23	579.04	417.77	529.06	303.44	532.74	579.04	660.68	397.93	473.41	819.3	529.06	547.75	575.03	293.07	547.75	830.75	490.14	688.78	403.5	583.07	343.89	511.0	638.15	543.96	476.71	483.38	808.0	718.08	514.56	371.22	371.22	476.71	366.09	738.29	511.0	325.29	599.49	463.65	1151.06	915.51	633.73	571.05	583.07	341.51	450.94	503.95	607.87	660.68	587.13	409.15	400.71	718.08	540.19	830.75	397.93	563.18	674.59	909.17	457.25	775.05	384.34	579.04	429.54	842.36	343.89	435.55	507.46	825.0	414.87	830.75	334.46	1088.92	669.92	684.02	412.0	708.18	262.2	612.11	785.88	473.41	503.95	493.56	470.14	547.75	283.05	507.46	463.65	616.37	438.59	511.0	389.72	503.95	435.55	312.0	1.19	1191.69	1936.53	961.07	1350.18	285.03	271.48
PRR24	346.29	595.34	332.14	293.07	1111.82	307.69	642.59	291.04	271.48	361.04	183.82	285.03	281.09	205.5	417.77	693.58	536.45	260.38	647.07	470.14	896.64	493.56	470.14	529.06	426.57	361.04	463.65	660.68	2240.11	417.77	381.68	1073.91	1407.55	785.88	1350.18	603.67	748.61	1651.0	1044.52	775.05	708.18	1286.18	1208.34	2468.49	551.56	2335.28	878.17	616.37	1216.75	555.41	995.0	860.08	277.2	336.79	139.07	159.9	341.51	228.13	325.29	325.29	253.23	473.41	258.57	205.5	181.28	403.5	220.32	301.33	563.18	339.14	312.0	353.59	239.52	483.38	297.17	201.25	423.61	463.65	221.86	954.43	171.45	343.89	536.45	1001.93	159.9	285.03	775.05	447.82	277.2	323.03	327.56	291.04	320.8	802.41	743.43	559.28	343.89	830.75	253.23	299.25	387.02	435.55	381.68	105.15	432.53	158.79	271.48	376.41	323.03	624.99	234.57	283.05	229.72	361.04	409.15	343.89	463.65	607.87	343.89	206.94	175.07	256.78	376.41	718.08	314.17	368.65	454.09	312.0	595.34	928.3	406.31	583.07	348.71	587.13	647.07	258.57	253.23	170.25	961.07	299.25	480.04	187.71	275.28	325.29	392.44	193.01	325.29	503.95	409.15	264.03	0.57	447.82	743.43	397.93	466.88	187.71	142.01
QTRT1	1388.16	1096.5	753.83	1159.07	2573.36	954.43	1745.2	638.15	941.27	2609.3	612.11	825.0	503.95	525.39	1008.9	2645.74	1437.15	1628.26	909.17	1322.37	674.59	1594.73	708.18	536.45	1233.75	1487.87	2384.37	1617.0	1572.76	1286.18	1350.18	2555.58	1540.37	1628.26	2075.59	1159.07	1159.07	2047.0	1896.65	2163.77	1175.27	1685.71	2451.44	2400.97	1359.57	1540.37	2209.26	1369.04	2075.59	1991.0	1721.16	1467.37	764.36	497.0	1540.37	447.82	1259.69	607.87	884.29	551.56	796.86	1127.35	842.36	708.18	497.0	693.58	890.44	376.41	379.04	457.25	525.39	780.44	551.56	1259.69	836.53	633.73	392.44	775.05	769.69	507.46	748.61	620.67	848.22	1594.73	466.88	713.11	318.57	293.07	738.29	595.34	738.29	656.11	651.58	1674.06	1295.13	1216.75	1066.48	2451.44	902.89	521.76	785.88	934.76	723.08	356.05	1250.98	518.15	543.96	559.28	1111.82	1322.37	791.35	860.08	642.59	1331.57	368.65	967.76	629.35	693.58	525.39	759.08	441.64	808.0	679.29	1388.16	432.53	1991.0	633.73	540.19	1397.83	1015.93	551.56	1350.18	329.84	836.53	988.12	612.11	563.18	412.0	656.11	674.59	444.72	591.22	532.74	642.59	819.3	629.35	511.0	1447.15	961.07	543.96	0.99	454.09	2335.28	1721.16	1617.0	497.0	167.9
RAB11B	2209.26	2537.92	1617.0	1844.76	4328.55	1313.23	1769.57	813.63	1388.16	1832.01	1605.83	1498.22	1457.23	974.5	1709.26	3124.78	2997.45	3540.14	2133.97	1963.57	1051.79	1819.35	1519.15	2451.44	2240.11	1540.37	3018.3	1991.0	2645.74	1991.0	1857.6	2997.45	2777.33	1733.13	2335.28	2224.63	1639.59	2835.7	2335.28	2997.45	2255.7	2367.9	2739.08	2997.45	2271.4	2004.85	2701.35	2004.85	2875.3	2271.4	2255.7	1923.14	1199.98	1733.13	2384.37	890.44	1233.75	1572.76	1745.2	1350.18	1950.0	1721.16	1639.59	1030.12	1277.29	1447.15	1844.76	808.0	1991.0	1674.06	2047.0	1977.24	1819.35	2451.44	1757.34	2018.8	1477.58	1242.34	1594.73	1295.13	1685.71	1467.37	1639.59	2956.17	1096.5	1551.09	988.12	1709.26	1583.71	2451.44	1216.75	2119.22	1369.04	2255.7	2104.58	1977.24	2319.15	3564.78	1662.49	1508.65	1628.26	1551.09	1781.89	1143.1	2178.83	1250.98	1605.83	1519.15	1617.0	1674.06	1844.76	1662.49	2224.63	2163.77	1096.5	1819.35	2018.8	1651.0	1594.73	2075.59	1340.84	1551.09	1709.26	2133.97	1417.35	1832.01	1844.76	1605.83	2855.44	909.17	1350.18	1407.55	1457.23	2303.12	2555.58	1540.37	1191.69	769.69	1477.58	1709.26	1457.23	1572.76	1594.73	1313.23	1572.76	1508.65	1733.13	1950.0	1662.49	1685.71	536.45	1519.15	2956.17	3280.18	1781.89	1066.48	842.36
RABL2A	154.42	73.54	115.16	82.29	316.37	119.26	209.84	88.88	97.36	133.36	63.89	120.1	86.43	269.6	486.75	275.28	198.47	114.36	356.05	173.85	197.09	62.56	130.6	111.99	127.89	204.07	412.0	381.68	397.93	195.72	215.77	743.43	228.13	486.75	441.64	147.06	183.82	400.71	703.28	660.68	414.87	511.0	450.94	1081.39	988.12	387.02	285.03	571.05	629.35	314.17	532.74	163.28	84.63	52.45	281.09	42.11	68.55	80.57	100.13	34.26	65.26	67.12	72.52	24.81	43.32	122.64	85.22	47.5	83.45	34.02	64.8	159.9	92.7	92.05	53.19	119.26	45.21	42.41	130.6	29.48	201.25	63.89	77.79	121.79	98.73	35.76	67.59	47.5	67.59	140.04	65.72	35.76	90.14	45.85	429.54	199.85	52.82	98.73	60.82	64.8	26.47	66.65	51.35	104.42	70.01	47.5	40.93	82.87	75.11	127.89	106.63	42.41	82.29	105.89	39.22	198.47	52.82	80.01	110.43	244.57	39.5	77.25	66.65	212.78	56.68	152.28	65.72	69.03	182.55	66.18	55.1	153.34	95.34	320.8	244.57	86.43	59.13	76.17	67.12	100.13	41.52	66.65	37.05	58.71	82.29	104.42	53.95	202.66	45.21	60.82	0.13	176.29	825.0	336.79	728.11	61.25	54.72
RDH5	47.84	34.26	53.95	32.36	150.17	16.15	70.01	49.21	52.08	16.27	23.59	52.82	15.22	24.63	114.36	137.14	50.98	93.35	117.6	77.79	121.79	46.84	16.15	63.89	51.35	45.21	117.6	91.41	194.36	44.57	36.53	224.97	88.26	110.43	98.04	111.99	111.99	96.01	145.02	218.79	50.98	356.05	178.77	165.57	351.14	115.16	133.36	170.25	40.36	134.3	142.01	56.68	68.55	58.3	55.1	40.36	21.01	13.42	47.17	16.51	16.63	66.18	30.78	24.99	35.76	107.38	16.39	43.63	94.01	44.25	114.36	120.94	18.7	143.01	24.11	80.01	46.5	28.45	73.54	30.78	28.24	30.78	59.55	109.66	68.55	21.47	21.94	15.11	57.49	17.38	19.53	16.75	129.69	45.85	74.58	78.34	21.16	41.81	35.25	36.53	13.42	48.87	31.67	91.41	53.95	24.28	34.51	41.81	33.78	30.56	52.82	16.88	11.3	38.12	19.53	74.06	45.85	82.29	78.34	11.73	33.78	19.82	46.5	75.64	28.24	99.43	34.02	14.67	49.91	18.16	12.74	127.89	38.4	40.93	111.99	24.11	22.92	53.57	33.54	22.43	8.92	38.4	16.15	54.72	49.91	33.06	24.63	38.4	24.81	23.42	0.66	28.86	125.24	64.34	151.22	40.36	13.12
RECQL4	1277.29	466.88	723.08	1417.35	728.11	409.15	1295.13	684.02	921.88	1508.65	301.33	279.14	242.88	638.15	866.07	1605.83	902.89	1427.22	878.17	1208.34	1417.35	1088.92	381.68	1073.91	1662.49	1111.82	1268.46	1794.29	1250.98	358.54	616.37	1259.69	679.29	2502.97	2796.65	83.45	775.05	1709.26	1685.71	2178.83	2367.9	748.61	1923.14	1159.07	1397.83	1225.22	4066.71	684.02	961.07	1437.15	500.46	1059.11	753.83	172.65	665.29	99.43	403.5	312.0	409.15	133.36	309.83	466.88	890.44	197.09	147.06	543.96	679.29	463.65	466.88	145.02	327.56	543.96	587.13	1508.65	253.23	540.19	124.37	387.02	297.17	191.67	441.64	279.14	389.72	199.85	500.46	279.14	264.03	665.29	260.38	389.72	441.64	417.77	336.79	483.38	759.08	1159.07	854.13	708.18	988.12	91.41	173.85	373.81	376.41	269.6	503.95	241.19	258.57	299.25	559.28	693.58	389.72	679.29	493.56	1304.15	217.27	187.71	297.17	267.73	169.07	532.74	305.55	346.29	301.33	457.25	320.8	866.07	376.41	316.37	796.86	620.67	384.34	780.44	258.57	723.08	708.18	435.55	201.25	334.46	1216.75	583.07	113.56	497.0	241.19	341.51	323.03	426.57	190.34	802.41	314.17	172.65	0.62	753.83	420.68	1151.06	511.0	209.84	15.0
REM2	3.96	7.46	10.88	2.07	19.11	4.28	8.0	9.78	6.06	9.13	3.32	1.19	8.25	6.31	13.03	15.91	12.18	13.93	22.43	15.34	12.45	8.0	3.38	8.38	8.92	22.43	24.63	22.92	18.43	6.67	6.52	96.68	9.27	23.08	50.27	19.53	21.01	11.55	48.18	45.85	56.68	19.11	11.64	47.5	31.0	60.39	60.39	24.63	21.16	22.43	13.72	18.56	3.86	1.91	11.38	1.08	6.46	3.79	4.66	0.73	3.82	6.46	5.06	4.06	3.35	2.78	4.43	2.25	2.56	3.03	0.68	8.0	0.95	13.42	1.38	3.92	2.23	3.72	2.66	2.73	10.47	2.27	8.38	5.63	4.86	2.39	6.11	4.54	1.25	1.39	7.63	5.68	4.21	9.13	7.51	17.25	10.31	1.08	6.62	3.53	3.92	7.94	4.43	2.58	10.24	3.44	2.39	4.43	6.06	34.26	1.0	7.63	1.73	9.56	3.08	2.92	3.06	6.46	4.7	1.69	3.5	1.58	6.06	24.11	4.9	11.91	3.0	3.0	9.27	7.88	1.55	18.16	2.58	10.08	18.16	1.91	2.51	10.31	5.45	4.58	0.75	1.01	3.2	2.61	5.32	4.1	2.14	12.18	4.39	3.82	0.48	12.83	87.65	30.12	19.25	0.72	8.0
RP11-159D12.5	212.78	15.0	49.21	14.89	1304.15	61.25	63.89	58.3	57.49	343.89	56.28	24.46	127.89	108.9	63.45	57.89	70.01	85.82	173.85	120.94	281.09	178.77	62.12	12.27	60.39	153.34	80.57	161.02	87.65	61.68	170.25	253.23	65.72	56.28	150.17	57.08	112.77	73.54	163.28	205.5	197.09	246.28	228.13	126.12	195.72	146.03	348.71	132.44	80.01	269.6	96.01	25.54	18.29	13.62	69.52	6.06	9.63	8.65	28.45	4.31	31.22	94.01	81.71	26.47	22.43	21.01	23.93	23.93	2.12	5.54	24.11	59.97	5.54	37.05	11.64	17.64	5.36	26.86	43.63	44.25	84.04	26.86	36.79	60.82	19.11	13.52	19.97	7.57	20.71	38.12	19.68	12.74	11.47	51.71	40.36	41.52	65.72	107.38	26.28	17.77	12.09	26.86	22.43	35.76	71.5	21.94	38.67	39.22	35.25	63.45	20.56	6.01	6.21	8.45	8.0	34.26	8.19	65.26	8.65	7.63	59.97	17.13	26.47	86.43	18.84	110.43	13.83	34.02	74.58	104.42	10.96	28.65	9.85	18.03	44.89	37.05	25.72	20.71	53.19	55.49	32.13	6.52	14.67	39.5	26.47	19.11	0.0	40.93	20.11	9.85	0.96	60.82	128.79	248.0	353.59	9.27	20.56
RP11-5A19.5	74.58	14.24	25.35	2.71	63.45	15.56	103.69	26.86	52.08	10.79	9.93	2.39	41.22	25.54	157.68	42.71	67.59	28.45	102.97	58.3	41.52	12.74	29.06	20.26	98.73	45.21	191.67	185.11	171.45	38.67	56.28	265.87	72.52	316.37	97.36	195.72	140.04	82.87	228.13	381.68	217.27	555.41	79.45	341.51	256.78	204.07	329.84	193.01	88.88	116.78	189.02	76.17	14.14	5.63	60.82	3.66	26.67	6.78	22.75	25.91	10.96	49.91	21.94	17.9	15.0	32.82	45.85	23.76	10.39	0.0	7.22	37.05	10.08	64.34	19.82	9.48	1.71	7.4	33.78	7.82	73.03	19.53	30.12	154.42	10.31	4.7	9.13	0.0	9.78	13.62	6.57	4.62	18.56	9.7	56.68	99.43	19.11	63.0	19.11	3.41	17.9	17.64	6.16	9.06	35.76	12.55	5.73	5.68	25.91	26.47	5.28	4.82	3.26	33.3	6.46	32.59	4.54	8.19	12.64	21.63	19.25	14.24	26.1	108.14	16.39	47.5	8.25	12.93	81.14	33.3	5.87	17.25	0.0	34.02	54.72	9.13	10.39	5.77	70.01	7.06	12.09	17.77	6.21	6.31	16.63	22.75	16.63	27.84	8.38	7.4	1.19	65.26	150.17	108.14	68.07	11.47	1.19
RP11-644F5.10	13.62	21.78	21.94	21.94	36.01	5.28	13.52	25.35	17.64	9.13	8.65	9.63	7.06	10.0	59.55	50.63	19.11	32.36	50.98	31.9	22.59	58.71	12.09	40.64	11.47	22.1	34.51	35.76	75.11	22.43	15.11	86.43	27.84	48.52	42.11	26.1	52.82	30.78	80.57	87.65	31.67	115.16	61.68	60.39	152.28	43.32	70.51	48.18	15.91	38.12	53.19	9.93	13.03	36.79	26.28	6.89	5.45	6.36	17.0	3.92	21.63	23.76	12.45	6.41	20.11	26.67	9.27	19.53	17.13	7.94	29.27	15.8	3.26	46.84	21.78	16.51	8.92	10.08	26.67	7.46	21.01	15.11	18.16	25.54	28.65	30.34	17.38	9.13	20.71	6.62	7.94	3.76	19.39	8.0	25.54	34.02	33.54	28.86	27.44	8.51	2.68	8.71	10.96	17.25	13.83	4.82	6.89	17.77	21.32	9.06	16.88	9.48	6.06	29.27	2.81	21.01	13.22	14.67	17.0	4.82	33.3	8.19	8.85	21.32	6.41	19.68	7.22	5.15	26.67	8.19	18.43	61.25	15.34	10.88	52.08	4.13	3.08	25.91	31.67	9.2	3.56	37.05	5.96	8.78	8.32	10.0	6.16	23.42	5.54	2.41	0.52	15.56	36.01	21.78	54.72	8.25	2.01
RP4-583P15.15	77.25	31.45	62.56	44.57	171.45	27.25	73.03	32.36	33.78	24.81	24.63	10.88	41.22	24.81	105.89	72.01	54.33	76.71	72.01	95.34	93.35	16.51	45.85	96.01	55.1	58.71	80.57	70.51	87.65	43.63	57.08	127.0	85.82	107.38	92.05	148.09	78.89	78.89	108.9	165.57	88.88	152.28	142.01	120.94	106.63	102.97	75.11	140.04	56.68	63.0	87.03	65.72	14.78	13.62	34.02	2.58	34.75	17.64	24.46	5.59	11.82	67.12	56.68	11.73	13.12	29.27	37.85	29.91	32.82	7.57	26.28	28.45	8.51	96.68	21.16	32.59	8.58	41.81	31.45	36.79	40.93	21.78	70.01	55.1	25.91	3.03	10.47	11.91	17.9	11.04	15.22	10.31	19.97	24.28	64.8	38.95	15.8	56.28	13.83	15.34	17.38	31.0	19.82	22.92	23.59	9.78	13.93	34.51	54.33	46.5	13.52	17.9	11.91	44.57	16.15	28.65	4.78	19.53	31.9	10.47	23.42	9.7	41.22	63.0	14.24	37.32	16.51	14.45	71.0	67.12	8.51	32.36	1.97	11.82	38.95	18.56	19.68	8.45	65.26	14.67	12.36	14.89	25.54	25.91	34.02	31.0	11.55	40.36	15.45	11.91	0.75	48.87	262.2	74.06	70.01	21.63	20.71
RTEL1-TNFRSF6B	39.79	43.94	84.04	130.6	131.51	41.52	76.71	36.53	43.94	41.22	52.08	42.41	13.42	74.58	106.63	217.27	94.01	81.14	110.43	75.11	283.05	15.34	52.82	104.42	50.98	53.19	185.11	137.14	152.28	165.57	92.05	420.68	110.43	158.79	98.04	127.89	87.65	241.19	185.11	181.28	135.24	341.51	275.28	269.6	237.86	198.47	104.42	154.42	46.18	193.01	147.06	100.13	41.22	14.14	27.64	11.64	41.52	29.27	32.36	8.19	19.11	54.72	75.64	16.15	15.45	47.5	48.87	34.26	31.45	14.67	25.72	48.87	36.01	94.01	33.54	46.5	7.57	32.59	26.1	47.17	43.63	24.46	74.58	68.07	31.67	22.26	17.51	21.94	27.64	25.35	54.33	13.22	29.7	34.75	127.0	44.25	48.18	56.28	20.11	11.3	22.43	43.02	18.56	22.75	68.07	21.94	10.31	51.35	58.71	56.28	33.3	28.65	26.28	236.21	27.05	34.51	13.83	32.36	36.01	17.9	14.67	16.63	58.3	63.0	23.42	90.77	31.45	40.64	105.15	54.72	7.69	48.18	28.65	24.46	70.01	25.91	16.63	26.28	62.56	21.01	9.78	26.1	24.28	64.8	53.19	35.0	17.0	39.22	14.45	6.06	1.17	29.48	316.37	56.28	114.36	13.52	22.75
