	TCGA.E2.A1B1.01A.21R.A12P.07	TCGA.EW.A1IY.01A.11R.A13Q.07	TCGA.AR.A252.01A.11R.A169.07	TCGA.BH.A1EU.11A.23R.A137.07	TCGA.BH.A0BW.11A.12R.A115.07	TCGA.BH.A1EV.11A.24R.A137.07	TCGA.BH.A1EW.11B.33R.A137.07	TCGA.BH.A1FE.11B.14R.A13Q.07	TCGA.BH.A203.11A.42R.A169.07	TCGA.BH.A0DG.11A.43R.A12P.07	TCGA.BH.A0B7.11A.34R.A115.07	TCGA.E9.A1N4.11A.33R.A14M.07	TCGA.BH.A1FJ.11B.42R.A13Q.07	GTEX.WYVS.1726.SM.3NMAY	GTEX.ZZPU.0626.SM.5E43T	GTEX.11P81.1926.SM.5BC53	GTEX.13QIC.2326.SM.5LU5N	GTEX.U3ZN.1626.SM.4DXTZ	TCGA.R6.A6L4.01A.11R.A31P.31	TCGA.L5.A88T.01A.11R.A354.31	TCGA.L5.A88W.01A.11R.A354.31	TCGA.JY.A93F.01A.21R.A37I.31	TCGA.JY.A6FG.01A.11R.A336.31	TCGA.L5.A8NW.01A.11R.A37I.31	TCGA.L5.A4OE.01A.11R.A260.31	TCGA.L5.A8NQ.01A.11R.A36D.31	TCGA.L5.A8NK.01A.21R.A37I.31	TCGA.L7.A56G.01A.21R.A260.31	TCGA.KH.A6WC.01A.11R.A336.31	TCGA.R6.A6Y0.01B.11R.A336.31	TCGA.VR.A8EX.01A.11R.A36D.31	TCGA.Q9.A6FW.01A.31R.A31P.31	TCGA.VR.A8EU.01A.11R.A36D.31	TCGA.IC.A6RF.11A.21R.A336.31	TCGA.IC.A6RE.11A.12R.A336.31	GTEX.ZQUD.0426.SM.57WFR	GTEX.ZVP2.1326.SM.57WCE	GTEX.T6MO.0526.SM.4DM6R	GTEX.ZC5H.1326.SM.5HL7E	GTEX.14E6E.0726.SM.5S2R3	GTEX.ZE9C.1126.SM.4WWBD	GTEX.WRHK.0526.SM.4MVOF	GTEX.R55C.0826.SM.48FCL	GTEX.XOTO.2126.SM.4B64U	GTEX.111CU.0726.SM.5GZYD	GTEX.146FQ.1026.SM.5LU8I	GTEX.11P7K.1326.SM.5BC5G	GTEX.14H4A.1626.SM.5SI69	GTEX.13D11.1926.SM.5IFGB	GTEX.REY6.1326.SM.48FDO	GTEX.11NSD.1126.SM.5N9BQ	GTEX.ZPU1.1426.SM.4WWFU	GTEX.1399R.0826.SM.5IJEL	GTEX.139T6.0626.SM.5IFF9	GTEX.WQUQ.1626.SM.4OOSH	GTEX.S95S.0426.SM.4B64I	GTEX.W5WG.1626.SM.4LMKG	GTEX.ZG7Y.1126.SM.4WWEZ	GTEX.11GSP.1826.SM.5N9DQ	GTEX.11P81.0826.SM.5P9GR	GTEX.139YR.1726.SM.5IFFK	GTEX.ZDYS.0826.SM.4WWCR	GTEX.QV44.1126.SM.4R1KO	GTEX.11DXY.1426.SM.5N9CN	GTEX.13FLV.1126.SM.5J2NO	GTEX.XQ3S.1126.SM.4BOPK	GTEX.YEC3.2526.SM.4YCDN	GTEX.VUSG.1226.SM.4KKZF	GTEX.13QBU.1026.SM.5LU3R	GTEX.OXRN.1726.SM.3NM9B	GTEX.P4PQ.0626.SM.3NMCU	GTEX.U3ZH.1026.SM.4DXUZ	GTEX.OIZG.1026.SM.3LK5X	GTEX.XBEW.1326.SM.4AT63	GTEX.X4XY.1726.SM.46MVO	GTEX.14AS3.0626.SM.5QGQD	GTEX.133LE.0626.SM.5IFFJ	GTEX.OIZI.1426.SM.3NB1T	GTEX.1399S.1326.SM.5P9GH	GTEX.12ZZX.1326.SM.5DUWI	TCGA.CV.7252.11A.01R.2016.07	TCGA.CV.6962.11A.01R.1915.07	TCGA.CV.7416.11A.01R.2081.07	TCGA.CV.6943.11A.01R.1915.07	TCGA.CV.7183.11A.01R.2016.07	TCGA.CV.7424.11A.01R.2081.07	TCGA.CV.7103.11A.01R.2016.07	TCGA.HD.8635.11A.01R.2403.07	TCGA.CV.7177.11A.01R.2016.07	TCGA.CV.7437.11A.01R.2132.07	GTEX.ZQG8.2126.SM.4YCF1	GTEX.11ZTS.3026.SM.5EQM7	GTEX.XV7Q.2426.SM.4BRV8	GTEX.WFJO.2026.SM.4LVM3	GTEX.ZPU1.2326.SM.57WEP	GTEX.ZP4G.1926.SM.57WDZ	GTEX.ZT9W.2126.SM.51MSF
SLC25A46	808.0	753.83	733.19	785.88	575.03	728.11	830.75	738.29	775.05	656.11	587.13	607.87	878.17	612.11	743.43	842.36	738.29	220.32	343.89	368.65	343.89	329.84	289.02	507.46	323.03	299.25	412.0	397.93	432.53	329.84	260.38	356.05	376.41	426.57	356.05	599.49	480.04	392.44	279.14	638.15	301.33	665.29	325.29	256.78	633.73	713.11	698.41	559.28	583.07	555.41	521.76	733.19	476.71	764.36	397.93	307.69	529.06	417.77	202.66	638.15	521.76	733.19	500.46	381.68	226.54	208.38	612.11	371.22	532.74	171.45	540.19	595.34	358.54	358.54	151.22	435.55	860.08	759.08	346.29	397.93	642.59	473.41	426.57	595.34	961.07	579.04	511.0	708.18	490.14	457.25	1066.48	921.88	334.46	525.39	642.59	420.68	684.02
SLC30A6	414.87	595.34	466.88	384.34	336.79	435.55	420.68	493.56	395.18	358.54	318.57	307.69	463.65	507.46	366.09	409.15	379.04	100.83	269.6	177.53	158.79	131.51	125.24	220.32	185.11	134.3	201.25	217.27	165.57	206.94	159.9	169.07	256.78	177.53	129.69	244.57	182.55	155.5	171.45	253.23	189.02	262.2	155.5	120.94	249.73	285.03	246.28	232.94	253.23	215.77	287.01	249.73	194.36	248.0	194.36	153.34	242.88	190.34	79.45	283.05	209.84	260.38	208.38	77.79	67.12	150.17	202.66	161.02	214.27	144.01	249.73	249.73	138.1	171.45	162.14	198.47	379.04	285.03	171.45	72.01	228.13	176.29	140.04	215.77	229.72	251.48	237.86	264.03	206.94	173.85	251.48	159.9	159.9	211.31	154.42	232.94	199.85
SLC35A5	842.36	1023.0	934.76	921.88	785.88	961.07	954.43	1111.82	915.51	842.36	651.58	808.0	1216.75	1127.35	1286.18	1104.13	842.36	212.78	339.14	316.37	232.94	191.67	172.65	400.71	234.57	212.78	356.05	329.84	318.57	334.46	279.14	353.59	384.34	239.52	323.03	395.18	262.2	255.0	249.73	332.14	224.97	457.25	327.56	169.07	435.55	555.41	312.0	358.54	463.65	241.19	346.29	389.72	327.56	463.65	316.37	170.25	438.59	226.54	113.56	414.87	397.93	414.87	403.5	204.07	99.43	145.02	518.15	281.09	327.56	236.21	400.71	483.38	267.73	246.28	309.83	251.48	571.05	656.11	208.38	107.38	334.46	384.34	169.07	361.04	543.96	514.56	395.18	417.77	463.65	351.14	543.96	336.79	165.57	379.04	258.57	323.03	307.69
SMARCAD1	493.56	563.18	525.39	480.04	521.76	587.13	660.68	785.88	518.15	551.56	551.56	587.13	551.56	915.51	476.71	507.46	669.92	224.97	260.38	204.07	206.94	251.48	183.82	305.55	217.27	154.42	381.68	381.68	239.52	228.13	205.5	197.09	305.55	234.57	178.77	356.05	251.48	166.73	358.54	297.17	256.78	305.55	194.36	140.04	348.71	400.71	358.54	209.84	351.14	249.73	320.8	381.68	265.87	348.71	289.02	206.94	361.04	277.2	94.67	291.04	368.65	460.44	346.29	120.1	74.58	136.19	327.56	217.27	275.28	158.79	289.02	387.02	217.27	242.88	154.42	327.56	500.46	532.74	167.9	112.77	293.07	163.28	148.09	217.27	239.52	255.0	279.14	316.37	234.57	195.72	361.04	239.52	156.59	256.78	206.94	199.85	314.17
SMC3	981.29	718.08	1191.69	921.88	836.53	1051.79	1066.48	1259.69	941.27	1143.1	1051.79	1277.29	808.0	1259.69	967.76	1216.75	928.3	738.29	620.67	444.72	476.71	665.29	334.46	698.41	848.22	329.84	796.86	860.08	417.77	483.38	406.31	642.59	669.92	435.55	312.0	620.67	457.25	500.46	329.84	748.61	291.04	532.74	444.72	271.48	642.59	825.0	507.46	490.14	693.58	395.18	607.87	674.59	532.74	728.11	532.74	389.72	591.22	551.56	265.87	708.18	599.49	808.0	660.68	409.15	339.14	226.54	728.11	392.44	591.22	229.72	555.41	583.07	480.04	397.93	224.97	571.05	1023.0	718.08	511.0	423.61	688.78	529.06	497.0	616.37	285.03	647.07	633.73	665.29	591.22	647.07	708.18	769.69	500.46	620.67	647.07	656.11	890.44
SMEK2	1277.29	1721.16	1529.73	1216.75	1183.45	1191.69	1183.45	1447.15	1322.37	1295.13	1096.5	1191.69	1304.15	1369.04	1081.39	1369.04	1378.57	567.1	974.5	579.04	543.96	536.45	447.82	813.63	693.58	454.09	642.59	785.88	708.18	595.34	629.35	708.18	507.46	497.0	587.13	808.0	688.78	575.03	532.74	759.08	529.06	748.61	607.87	426.57	629.35	928.3	974.5	830.75	791.35	743.43	836.53	759.08	674.59	698.41	555.41	511.0	718.08	723.08	339.14	830.75	703.28	884.29	878.17	480.04	476.71	293.07	748.61	599.49	708.18	463.65	808.0	934.76	503.95	559.28	490.14	660.68	791.35	947.83	423.61	457.25	848.22	669.92	543.96	902.89	866.07	995.0	753.83	830.75	830.75	728.11	1008.9	769.69	500.46	633.73	563.18	612.11	764.36
SMU1	1529.73	1674.06	1437.15	1388.16	1183.45	1551.09	1651.0	1697.45	1417.35	1519.15	1447.15	1397.83	1721.16	2240.11	1572.76	1733.13	1617.0	848.22	1037.29	902.89	981.29	836.53	723.08	1081.39	921.88	842.36	1167.14	995.0	819.3	909.17	842.36	1096.5	693.58	848.22	748.61	934.76	872.1	713.11	647.07	915.51	555.41	848.22	860.08	669.92	1151.06	872.1	934.76	981.29	1081.39	688.78	1008.9	988.12	961.07	1059.11	703.28	748.61	796.86	902.89	567.1	1008.9	836.53	1023.0	1051.79	583.07	656.11	764.36	1081.39	638.15	967.76	532.74	961.07	1030.12	769.69	830.75	514.56	884.29	1167.14	1242.34	836.53	612.11	1151.06	988.12	1044.52	1127.35	842.36	1151.06	1159.07	1081.39	941.27	1081.39	1709.26	1088.92	1295.13	1417.35	1340.84	2075.59	921.88
SNX4	974.5	753.83	769.69	830.75	713.11	842.36	802.41	854.13	733.19	825.0	836.53	825.0	872.1	884.29	813.63	780.44	884.29	318.57	414.87	309.83	366.09	376.41	231.32	366.09	325.29	305.55	343.89	460.44	312.0	327.56	334.46	363.56	429.54	291.04	273.37	536.45	400.71	327.56	305.55	466.88	258.57	476.71	341.51	255.0	417.77	435.55	480.04	486.75	551.56	339.14	392.44	551.56	363.56	583.07	346.29	193.01	384.34	323.03	154.42	483.38	514.56	612.11	403.5	339.14	209.84	206.94	483.38	275.28	429.54	190.34	466.88	500.46	287.01	341.51	172.65	291.04	532.74	638.15	339.14	366.09	417.77	454.09	363.56	435.55	511.0	426.57	356.05	438.59	384.34	376.41	536.45	283.05	186.4	381.68	348.71	316.37	325.29
SRBD1	376.41	429.54	454.09	241.19	279.14	271.48	226.54	323.03	256.78	295.11	314.17	320.8	269.6	348.71	327.56	381.68	438.59	223.41	80.01	68.55	75.11	83.45	38.12	95.34	59.55	46.5	99.43	83.45	54.72	75.11	69.03	70.01	84.63	63.45	52.08	114.36	103.69	97.36	76.71	150.17	64.34	90.14	94.67	62.12	120.1	223.41	126.12	66.18	148.09	99.43	122.64	155.5	106.63	136.19	93.35	73.03	127.89	98.73	47.17	158.79	92.05	139.07	100.83	59.13	40.64	46.84	109.66	81.71	110.43	47.84	131.51	140.04	69.52	84.04	50.27	105.15	236.21	195.72	100.13	50.63	140.04	110.43	103.69	115.16	60.82	102.25	170.25	142.01	124.37	125.24	212.78	103.69	68.07	129.69	85.82	164.42	98.04
STAG1	429.54	583.07	447.82	583.07	450.94	607.87	432.53	693.58	563.18	532.74	540.19	638.15	616.37	660.68	483.38	620.67	551.56	171.45	134.3	237.86	224.97	363.56	169.07	323.03	281.09	205.5	273.37	361.04	239.52	232.94	264.03	253.23	409.15	312.0	211.31	279.14	217.27	197.09	127.89	318.57	120.1	267.73	204.07	182.55	253.23	441.64	194.36	223.41	291.04	224.97	265.87	249.73	202.66	314.17	187.71	121.79	253.23	189.02	170.25	295.11	234.57	403.5	231.32	320.8	202.66	101.54	314.17	181.28	237.86	122.64	199.85	265.87	194.36	147.06	127.89	211.31	387.02	301.33	178.77	166.73	297.17	226.54	163.28	265.87	155.5	353.59	260.38	271.48	246.28	269.6	232.94	229.72	137.14	248.0	125.24	154.42	146.03
STARD7	1963.57	2209.26	2148.82	1819.35	2271.4	2119.22	1674.06	1950.0	2255.7	2004.85	1950.0	1883.54	1923.14	1572.76	2163.77	1909.85	1540.37	1407.55	1250.98	1159.07	988.12	995.0	587.13	1073.91	995.0	921.88	1111.82	1551.09	802.41	1242.34	1159.07	1151.06	1208.34	1167.14	764.36	1242.34	1313.23	1143.1	674.59	1359.57	1088.92	1277.29	1151.06	651.58	1407.55	1857.6	1015.93	1225.22	1417.35	967.76	1304.15	1457.23	1037.29	1721.16	1119.56	934.76	1519.15	1216.75	830.75	1233.75	1096.5	1477.58	1208.34	373.81	483.38	961.07	1417.35	1030.12	1143.1	775.05	1167.14	1295.13	974.5	1159.07	616.37	1183.45	1662.49	1369.04	1397.83	595.34	1331.57	995.0	1119.56	1199.98	947.83	1487.87	1617.0	1583.71	1167.14	1397.83	1208.34	684.02	902.89	1594.73	1208.34	1498.22	1359.57
TBC1D5	435.55	423.61	764.36	928.3	698.41	902.89	728.11	860.08	775.05	836.53	723.08	764.36	684.02	703.28	819.3	860.08	884.29	193.01	197.09	271.48	190.34	164.42	204.07	285.03	197.09	220.32	275.28	234.57	244.57	197.09	211.31	214.27	165.57	172.65	242.88	264.03	212.78	204.07	275.28	536.45	191.67	312.0	234.57	171.45	295.11	400.71	303.44	320.8	376.41	138.1	241.19	309.83	320.8	389.72	283.05	166.73	334.46	215.77	215.77	363.56	293.07	400.71	316.37	273.37	320.8	127.89	397.93	287.01	277.2	191.67	332.14	312.0	299.25	205.5	262.2	241.19	353.59	490.14	211.31	208.38	366.09	327.56	237.86	361.04	107.38	447.82	454.09	361.04	205.5	241.19	389.72	406.31	320.8	406.31	244.57	309.83	211.31
TERF1	642.59	961.07	591.22	563.18	518.15	723.08	669.92	890.44	612.11	688.78	651.58	723.08	796.86	813.63	567.1	603.67	967.76	119.26	518.15	217.27	224.97	353.59	163.28	353.59	279.14	193.01	334.46	529.06	208.38	281.09	271.48	297.17	373.81	231.32	161.02	356.05	229.72	248.0	211.31	353.59	206.94	325.29	249.73	283.05	343.89	460.44	262.2	323.03	371.22	262.2	281.09	343.89	332.14	303.44	228.13	265.87	277.2	275.28	167.9	353.59	293.07	351.14	258.57	199.85	234.57	185.11	301.33	185.11	256.78	215.77	395.18	348.71	211.31	234.57	158.79	267.73	423.61	450.94	202.66	262.2	325.29	253.23	199.85	301.33	236.21	318.57	336.79	262.2	297.17	258.57	384.34	291.04	153.34	255.0	191.67	154.42	205.5
TFAM	947.83	669.92	947.83	775.05	647.07	836.53	961.07	1111.82	733.19	842.36	791.35	854.13	819.3	854.13	860.08	559.28	854.13	314.17	249.73	226.54	303.44	366.09	148.09	275.28	273.37	211.31	289.02	417.77	163.28	189.02	218.79	258.57	320.8	273.37	155.5	343.89	343.89	258.57	215.77	490.14	177.53	318.57	231.32	189.02	412.0	603.67	297.17	341.51	381.68	224.97	403.5	384.34	279.14	368.65	348.71	183.82	295.11	260.38	186.4	387.02	323.03	490.14	400.71	176.29	175.07	231.32	417.77	211.31	267.73	110.43	329.84	363.56	228.13	224.97	128.79	361.04	785.88	403.5	187.71	228.13	414.87	332.14	312.0	426.57	500.46	392.44	450.94	417.77	305.55	379.04	665.29	217.27	392.44	423.61	251.48	249.73	224.97
THAP5	669.92	493.56	684.02	607.87	497.0	642.59	796.86	713.11	563.18	571.05	454.09	620.67	759.08	660.68	403.5	447.82	571.05	88.88	173.85	108.14	112.77	125.24	81.71	244.57	151.22	90.14	202.66	175.07	94.01	86.43	131.51	208.38	232.94	159.9	108.9	269.6	129.69	109.66	141.02	126.12	135.24	148.09	125.24	78.34	217.27	244.57	157.68	111.99	187.71	141.02	177.53	201.25	149.12	154.42	98.04	133.36	115.97	140.04	57.89	156.59	191.67	224.97	170.25	57.08	61.25	98.04	154.42	109.66	187.71	93.35	169.07	209.84	126.12	107.38	111.99	117.6	265.87	244.57	87.65	89.51	251.48	137.14	109.66	256.78	249.73	239.52	215.77	206.94	212.78	170.25	221.86	66.65	90.77	153.34	111.21	136.19	81.71
TMEM184C	483.38	567.1	503.95	521.76	397.93	559.28	551.56	595.34	497.0	555.41	444.72	423.61	665.29	476.71	813.63	836.53	373.81	155.5	220.32	211.31	175.07	145.02	142.01	224.97	217.27	172.65	253.23	244.57	214.27	226.54	157.68	193.01	242.88	201.25	191.67	353.59	239.52	217.27	217.27	466.88	178.77	356.05	208.38	109.66	379.04	348.71	346.29	281.09	423.61	256.78	403.5	444.72	373.81	283.05	209.84	242.88	384.34	249.73	100.13	376.41	307.69	283.05	348.71	202.66	91.41	193.01	441.64	223.41	255.0	130.6	403.5	392.44	211.31	229.72	199.85	346.29	406.31	412.0	178.77	155.5	305.55	265.87	155.5	271.48	287.01	381.68	343.89	376.41	332.14	271.48	438.59	215.77	148.09	348.71	183.82	220.32	159.9
TMEM209	381.68	808.0	638.15	384.34	287.01	476.71	438.59	529.06	379.04	403.5	417.77	414.87	358.54	353.59	366.09	460.44	532.74	180.02	122.64	108.9	155.5	133.36	104.42	146.03	161.02	95.34	154.42	189.02	98.04	107.38	152.28	95.34	190.34	135.24	75.11	180.02	97.36	58.3	80.01	223.41	108.9	166.73	84.63	57.08	166.73	206.94	136.19	134.3	162.14	150.17	124.37	133.36	96.68	177.53	97.36	89.51	152.28	102.25	42.71	156.59	132.44	208.38	121.79	65.26	35.0	81.14	154.42	75.11	149.12	60.39	178.77	175.07	69.52	96.68	85.22	130.6	285.03	190.34	97.36	45.53	171.45	129.69	94.67	127.89	100.13	186.4	178.77	159.9	148.09	127.0	182.55	109.66	45.85	175.07	101.54	102.25	73.03
TMPO	1295.13	1268.46	1104.13	866.07	1350.18	1175.27	825.0	1605.83	934.76	1073.91	1088.92	1119.56	1008.9	1199.98	819.3	941.27	743.43	1159.07	728.11	660.68	660.68	603.67	176.29	995.0	967.76	470.14	884.29	1119.56	559.28	698.41	775.05	612.11	878.17	371.22	551.56	825.0	591.22	642.59	638.15	1159.07	674.59	981.29	493.56	392.44	830.75	1757.34	647.07	703.28	928.3	543.96	1088.92	902.89	791.35	1023.0	848.22	547.75	808.0	764.36	563.18	967.76	769.69	1111.82	1088.92	854.13	351.14	429.54	981.29	703.28	587.13	457.25	872.1	1044.52	656.11	511.0	291.04	808.0	2287.2	988.12	583.07	559.28	872.1	785.88	583.07	842.36	764.36	921.88	813.63	967.76	830.75	872.1	1583.71	1037.29	1104.13	1359.57	684.02	651.58	848.22
TNKS	251.48	412.0	387.02	397.93	293.07	368.65	426.57	423.61	420.68	435.55	353.59	373.81	325.29	532.74	279.14	320.8	327.56	94.01	156.59	169.07	153.34	146.03	120.1	208.38	134.3	151.22	221.86	186.4	186.4	135.24	142.01	132.44	133.36	142.01	156.59	220.32	90.77	138.1	144.01	152.28	129.69	206.94	133.36	106.63	178.77	221.86	177.53	155.5	218.79	157.68	124.37	170.25	148.09	229.72	115.16	117.6	157.68	123.5	66.18	156.59	194.36	221.86	135.24	262.2	139.07	97.36	151.22	109.66	162.14	89.51	165.57	208.38	102.97	90.77	107.38	99.43	164.42	275.28	112.77	182.55	161.02	167.9	74.58	142.01	71.0	208.38	185.11	172.65	144.01	123.5	73.54	115.97	52.45	120.94	120.1	75.64	72.01
TNPO1	1208.34	1977.24	1467.37	1167.14	928.3	1277.29	1733.13	1322.37	1225.22	1037.29	884.29	1023.0	1073.91	941.27	1498.22	1277.29	1844.76	343.89	429.54	463.65	483.38	454.09	248.0	638.15	559.28	387.02	669.92	563.18	420.68	403.5	341.51	490.14	559.28	395.18	392.44	656.11	503.95	397.93	406.31	967.76	305.55	629.35	444.72	232.94	723.08	909.17	830.75	559.28	688.78	616.37	780.44	775.05	713.11	813.63	497.0	327.56	748.61	543.96	303.44	808.0	651.58	780.44	688.78	497.0	454.09	217.27	748.61	476.71	547.75	312.0	571.05	796.86	483.38	521.76	325.29	595.34	928.3	748.61	486.75	532.74	571.05	567.1	514.56	656.11	612.11	679.29	575.03	848.22	642.59	507.46	785.88	435.55	417.77	559.28	299.25	547.75	234.57
TOM1L1	5831.91	1806.78	961.07	988.12	848.22	1037.29	1781.89	1529.73	947.83	1572.76	1250.98	1397.83	1081.39	1605.83	1059.11	1183.45	1322.37	1467.37	395.18	429.54	587.13	297.17	376.41	438.59	543.96	371.22	423.61	346.29	381.68	297.17	269.6	397.93	521.76	503.95	409.15	1044.52	728.11	693.58	551.56	1023.0	497.0	848.22	688.78	336.79	753.83	1322.37	791.35	708.18	878.17	769.69	718.08	981.29	860.08	1216.75	599.49	647.07	819.3	555.41	493.56	995.0	785.88	1104.13	759.08	595.34	555.41	334.46	981.29	791.35	842.36	320.8	638.15	1037.29	703.28	775.05	587.13	890.44	902.89	1051.79	591.22	753.83	748.61	483.38	547.75	842.36	1159.07	785.88	785.88	896.64	587.13	620.67	518.15	406.31	241.19	583.07	323.03	379.04	346.29
TRAPPC11	591.22	624.99	591.22	616.37	514.56	551.56	743.43	759.08	587.13	599.49	559.28	718.08	688.78	819.3	536.45	595.34	599.49	356.05	318.57	368.65	295.11	269.6	183.82	387.02	312.0	291.04	438.59	376.41	423.61	351.14	281.09	285.03	329.84	387.02	412.0	387.02	353.59	363.56	281.09	490.14	334.46	429.54	316.37	293.07	457.25	497.0	423.61	387.02	470.14	503.95	343.89	301.33	381.68	420.68	271.48	376.41	395.18	346.29	208.38	376.41	384.34	525.39	389.72	397.93	199.85	260.38	435.55	239.52	466.88	279.14	483.38	454.09	318.57	242.88	215.77	384.34	507.46	591.22	312.0	447.82	368.65	339.14	258.57	379.04	214.27	450.94	327.56	441.64	392.44	327.56	348.71	314.17	205.5	279.14	246.28	228.13	381.68
TRAPPC13	466.88	780.44	381.68	417.77	387.02	497.0	651.58	563.18	450.94	432.53	409.15	450.94	563.18	470.14	343.89	486.75	417.77	224.97	305.55	244.57	212.78	244.57	170.25	287.01	248.0	191.67	309.83	287.01	221.86	211.31	232.94	283.05	205.5	295.11	231.32	346.29	291.04	289.02	199.85	426.57	244.57	339.14	281.09	329.84	339.14	376.41	353.59	343.89	332.14	412.0	334.46	336.79	258.57	426.57	316.37	312.0	444.72	283.05	151.22	309.83	356.05	429.54	406.31	285.03	155.5	287.01	318.57	255.0	379.04	221.86	305.55	348.71	223.41	305.55	323.03	303.44	511.0	466.88	269.6	289.02	376.41	251.48	229.72	329.84	500.46	291.04	214.27	376.41	339.14	293.07	373.81	348.71	126.12	301.33	229.72	212.78	223.41
TRDMT1	106.63	132.44	103.69	171.45	106.63	156.59	115.16	180.02	135.24	115.16	100.13	122.64	132.44	70.51	97.36	177.53	267.73	7.88	28.86	49.91	30.78	38.67	26.67	48.87	46.18	39.22	72.01	61.25	31.45	38.95	48.52	43.63	50.63	25.54	29.7	53.19	48.18	40.07	48.18	64.8	30.34	56.28	53.95	41.81	59.13	85.22	24.99	47.84	60.82	29.06	45.21	50.27	58.3	45.85	70.01	23.59	30.34	42.41	29.27	64.8	50.63	59.55	32.59	37.32	33.54	38.12	67.12	34.51	59.97	22.43	65.72	80.01	31.9	31.22	29.27	52.08	77.25	69.52	37.32	23.08	75.11	31.9	36.27	62.12	68.07	55.1	58.71	100.13	58.71	56.28	81.71	51.71	34.75	39.22	36.01	27.64	18.29
TRPM7	476.71	500.46	463.65	507.46	420.68	507.46	511.0	629.35	490.14	486.75	500.46	547.75	503.95	587.13	381.68	466.88	480.04	98.04	241.19	232.94	190.34	171.45	122.64	400.71	232.94	126.12	289.02	339.14	197.09	164.42	211.31	209.84	226.54	202.66	152.28	307.69	194.36	193.01	159.9	255.0	122.64	287.01	212.78	106.63	237.86	348.71	279.14	234.57	281.09	171.45	193.01	212.78	175.07	312.0	181.28	164.42	246.28	170.25	92.05	229.72	177.53	309.83	242.88	209.84	125.24	58.71	273.37	183.82	199.85	113.56	224.97	309.83	147.06	172.65	96.01	236.21	417.77	379.04	147.06	132.44	264.03	152.28	135.24	226.54	180.02	255.0	253.23	256.78	186.4	152.28	291.04	112.77	106.63	140.04	95.34	115.97	138.1
TRUB1	435.55	450.94	460.44	397.93	351.14	454.09	559.28	463.65	406.31	356.05	395.18	438.59	400.71	490.14	318.57	376.41	490.14	258.57	169.07	98.04	116.78	177.53	88.88	202.66	94.67	81.71	183.82	220.32	112.77	107.38	132.44	117.6	106.63	249.73	94.01	206.94	153.34	116.78	172.65	262.2	170.25	158.79	130.6	77.25	231.32	371.22	202.66	134.3	206.94	193.01	231.32	244.57	171.45	251.48	218.79	126.12	220.32	175.07	102.97	271.48	271.48	329.84	208.38	142.01	88.88	144.01	221.86	157.68	217.27	140.04	214.27	255.0	149.12	157.68	106.63	211.31	343.89	283.05	142.01	165.57	239.52	211.31	190.34	206.94	366.09	297.17	283.05	285.03	248.0	194.36	368.65	182.55	123.5	206.94	231.32	241.19	197.09
TSNAX	1119.56	1794.29	1304.15	1104.13	988.12	1151.06	1605.83	1073.91	954.43	1030.12	915.51	961.07	1437.15	884.29	967.76	1081.39	1561.89	733.19	518.15	389.72	351.14	387.02	269.6	624.99	267.73	249.73	503.95	555.41	348.71	353.59	426.57	406.31	269.6	417.77	305.55	551.56	381.68	303.44	246.28	438.59	237.86	493.56	305.55	271.48	503.95	551.56	547.75	518.15	503.95	438.59	406.31	612.11	389.72	603.67	314.17	417.77	389.72	332.14	177.53	551.56	497.0	723.08	409.15	301.33	231.32	211.31	551.56	239.52	591.22	205.5	483.38	547.75	239.52	287.01	169.07	339.14	518.15	688.78	291.04	384.34	599.49	470.14	384.34	616.37	802.41	547.75	624.99	591.22	563.18	497.0	902.89	796.86	441.64	591.22	497.0	563.18	447.82
TTC26	131.51	693.58	172.65	155.5	105.15	204.07	173.85	177.53	94.67	147.06	175.07	115.16	159.9	178.77	152.28	166.73	170.25	30.12	40.93	63.45	61.68	81.14	23.93	63.89	60.39	51.35	82.29	127.0	37.85	45.21	63.45	41.22	111.99	40.64	19.53	51.71	27.44	17.64	25.91	61.68	28.24	32.82	34.75	20.41	56.68	88.88	21.47	46.18	51.35	37.32	40.93	59.55	32.13	46.5	36.79	52.08	42.11	48.18	29.7	61.68	49.91	52.45	46.5	14.03	16.27	30.34	31.67	13.03	46.5	21.16	61.25	51.71	35.5	33.78	33.3	26.86	132.44	75.64	18.43	16.15	64.34	25.17	29.7	46.5	27.64	40.07	54.33	61.25	67.59	68.07	68.55	37.59	50.63	37.05	39.5	32.13	14.24
TTC8	612.11	872.1	842.36	764.36	420.68	679.29	836.53	647.07	529.06	802.41	688.78	591.22	743.43	1037.29	497.0	660.68	759.08	154.42	305.55	267.73	224.97	327.56	115.16	295.11	149.12	220.32	447.82	251.48	269.6	226.54	297.17	287.01	283.05	267.73	182.55	289.02	206.94	183.82	185.11	193.01	176.29	267.73	217.27	158.79	305.55	295.11	164.42	139.07	181.28	208.38	180.02	295.11	236.21	346.29	224.97	175.07	228.13	162.14	150.17	202.66	198.47	293.07	224.97	228.13	165.57	104.42	190.34	158.79	281.09	98.73	232.94	260.38	166.73	215.77	116.78	205.5	336.79	293.07	187.71	105.89	228.13	176.29	193.01	220.32	223.41	244.57	244.57	224.97	194.36	242.88	177.53	187.71	96.68	156.59	214.27	158.79	158.79
