	TCGA.CH.5739.01A.11R.1580.07	TCGA.CH.5765.01A.11R.1580.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.XK.AAJ3.01A.11R.A41O.07	TCGA.G9.7522.01A.11R.2263.07	TCGA.EJ.7783.01A.11R.2118.07	TCGA.KK.A7AV.01A.11R.A32O.07	TCGA.EJ.5524.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.5527.01A.01R.1580.07	TCGA.TP.A8TV.01A.11R.A41O.07	TCGA.VN.A88R.01A.11R.A36G.07	TCGA.G9.6351.01A.21R.1965.07	TCGA.XJ.A83H.01A.11R.A352.07	TCGA.EJ.5516.01A.01R.1580.07	TCGA.EJ.7327.01A.11R.2118.07	TCGA.HC.7748.01A.11R.2118.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.V1.A8X3.01A.11R.A37L.07	TCGA.HC.7749.01A.11R.2118.07	TCGA.HC.7212.01A.11R.2118.07	TCGA.YL.A9WI.01A.11R.A37L.07	TCGA.V1.A8ML.01A.11R.A37L.07	TCGA.EJ.5508.01A.02R.1580.07	TCGA.EJ.7317.01A.31R.2118.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.YL.A8SO.01B.31R.A37L.07	TCGA.Y6.A8TL.01A.21R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.V1.A9ZG.01A.11R.A41O.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.YL.A8SI.01A.11R.A41O.07	TCGA.V1.A8MU.01A.11R.A37L.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.EJ.A6RC.01A.11R.A32O.07	TCGA.M7.A721.01A.12R.A32O.07	TCGA.HC.7738.01A.11R.2118.07	TCGA.ZG.A9L1.01A.11R.A41O.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.KK.A6E6.01A.11R.A311.07	TCGA.J4.A83L.01A.11R.A352.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.EJ.8468.01A.21R.2403.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.YL.A9WK.01A.11R.A37L.07	TCGA.EJ.7788.01A.11R.2118.07	TCGA.CH.5744.01A.11R.1580.07	TCGA.V1.A9OF.01A.11R.A41O.07	TCGA.G9.A9S7.01A.11R.A41O.07	TCGA.VN.A88O.01A.11R.A352.07	TCGA.WW.A8ZI.01A.11R.A37L.07	TCGA.V1.A8MG.01A.11R.A36G.07	TCGA.YL.A8SQ.01B.11R.A37L.07	TCGA.HC.7231.01A.11R.2118.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.EJ.5495.01A.01R.1580.07	TCGA.CH.5794.01A.11R.1580.07	TCGA.EJ.A8FS.01A.11R.A352.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.HC.8261.01A.11R.2263.07	TCGA.EJ.5522.01A.01R.1580.07	TCGA.2A.A8VV.01A.11R.A37L.07	TCGA.HC.7232.01A.11R.2118.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.YL.A9WJ.01A.11R.A37L.07	TCGA.H9.7775.01A.11R.2118.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.G9.7509.01A.11R.A41O.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.HC.7210.01A.11R.2118.07	TCGA.CH.5790.01A.11R.1580.07	TCGA.EJ.5496.01A.01R.1580.07	TCGA.HC.7819.01A.11R.2118.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.YL.A8S9.01A.11R.A37L.07	TCGA.CH.5769.01A.11R.1580.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.J4.A83M.01A.11R.A352.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.2A.AAYU.01A.11R.A41O.07	TCGA.VP.A87D.01A.11R.A352.07	TCGA.KC.A7F3.01A.21R.A33R.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.XA.A8JR.01A.11R.A36G.07	TCGA.XK.AAJP.01A.11R.A41O.07	TCGA.HC.8213.01A.11R.A29R.07	TCGA.HC.A9TH.01A.11R.A41O.07	TCGA.EJ.5542.01A.01R.1580.07	TCGA.CH.5754.01A.11R.1580.07	TCGA.EJ.A6RA.01A.11R.A33R.07	TCGA.HC.7081.01A.11R.1965.07	TCGA.EJ.7785.01A.11R.2118.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.YL.A8HM.01A.11R.A36G.07	TCGA.EJ.5530.01A.01R.1580.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.EJ.5497.01A.02R.1580.07	TCGA.VP.A875.01A.31R.A352.07	TCGA.ZG.A9LZ.01A.11R.A41O.07	TCGA.EJ.A65F.01A.21R.A311.07	TCGA.EJ.5498.01A.01R.1580.07	TCGA.V1.A8MK.01A.11R.A36G.07	TCGA.CH.5762.01A.11R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.EJ.A46B.01A.31R.A250.07	TCGA.VP.A87H.01A.11R.A352.07	TCGA.HC.7078.01A.11R.2118.07	TCGA.G9.6356.01A.11R.1789.07	TCGA.EJ.5499.01A.01R.1580.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.HC.8258.01A.11R.2263.07	TCGA.G9.7519.01A.11R.2263.07	TCGA.VN.A88L.01A.11R.A352.07	TCGA.2A.A8VO.01A.11R.A37L.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.EJ.A7NH.01A.12R.A33R.07	TCGA.2A.A8VL.01A.21R.A37L.07	TCGA.HC.7077.01A.11R.1965.07	TCGA.CH.5769.11A.01R.1580.07	TCGA.HC.8259.11A.01R.2263.07	TCGA.G9.6342.11A.02R.1965.07
SMAD5	567.1	493.56	139.07	209.84	253.23	660.68	232.94	764.36	169.07	764.36	177.53	177.53	297.17	244.57	703.28	679.29	713.11	262.2	312.0	351.14	813.63	236.21	234.57	713.11	221.86	204.07	209.84	237.86	199.85	341.51	271.48	251.48	258.57	253.23	228.13	260.38	283.05	358.54	194.36	267.73	406.31	277.2	202.66	483.38	221.86	339.14	466.88	297.17	267.73	297.17	221.86	341.51	267.73	343.89	403.5	125.24	162.14	629.35	389.72	234.57	186.4	204.07	693.58	376.41	400.71	158.79	279.14	249.73	258.57	242.88	334.46	264.03	444.72	688.78	547.75	420.68	376.41	255.0	486.75	189.02	269.6	521.76	373.81	332.14	299.25	199.85	218.79	244.57	336.79	356.05	780.44	384.34	182.55	583.07	764.36	316.37	206.94	651.58	165.57	141.02	579.04	351.14	343.89	323.03	684.02	249.73	547.75	186.4	189.02	231.32	265.87	373.81	483.38	420.68	221.86	156.59	346.29	214.27	264.03	258.57	199.85	316.37	432.53	289.02	277.2
SMEK2	1066.48	1088.92	389.72	579.04	748.61	961.07	599.49	1159.07	536.45	1183.45	432.53	426.57	693.58	647.07	1268.46	1037.29	947.83	616.37	638.15	698.41	1073.91	551.56	595.34	1127.35	480.04	693.58	470.14	583.07	426.57	684.02	688.78	575.03	591.22	651.58	591.22	587.13	796.86	660.68	466.88	642.59	629.35	728.11	633.73	764.36	591.22	660.68	988.12	620.67	669.92	780.44	543.96	785.88	551.56	890.44	995.0	381.68	463.65	1151.06	698.41	571.05	507.46	532.74	1175.27	769.69	791.35	309.83	607.87	819.3	507.46	547.75	785.88	723.08	698.41	967.76	1001.93	878.17	775.05	679.29	915.51	363.56	587.13	902.89	693.58	708.18	599.49	567.1	647.07	521.76	872.1	896.64	1225.22	753.83	500.46	842.36	941.27	713.11	503.95	934.76	444.72	688.78	1081.39	656.11	753.83	728.11	1081.39	647.07	1119.56	454.09	633.73	521.76	733.19	753.83	902.89	890.44	529.06	579.04	775.05	543.96	432.53	633.73	642.59	748.61	813.63	693.58	660.68
SNRNP27	902.89	1277.29	743.43	753.83	1159.07	1023.0	896.64	1963.57	1008.9	1135.2	693.58	1073.91	1183.45	860.08	1369.04	1001.93	1088.92	941.27	884.29	941.27	1119.56	684.02	1066.48	1208.34	866.07	1277.29	759.08	866.07	656.11	1216.75	1208.34	1066.48	842.36	848.22	836.53	915.51	819.3	1104.13	830.75	1037.29	1175.27	967.76	1030.12	1477.58	1088.92	842.36	1023.0	947.83	1051.79	1151.06	1159.07	1096.5	909.17	1104.13	775.05	764.36	743.43	1208.34	825.0	1175.27	830.75	909.17	1268.46	1250.98	1066.48	1023.0	896.64	1119.56	1008.9	796.86	1127.35	1088.92	1119.56	1216.75	1119.56	1151.06	941.27	1350.18	995.0	612.11	813.63	1119.56	1066.48	1073.91	961.07	928.3	1167.14	1081.39	1225.22	1081.39	1111.82	915.51	796.86	947.83	1066.48	890.44	866.07	1233.75	802.41	961.07	1081.39	796.86	796.86	928.3	1088.92	896.64	974.5	651.58	743.43	728.11	866.07	961.07	1008.9	1037.29	753.83	988.12	733.19	1001.93	688.78	947.83	866.07	954.43	785.88	974.5	915.51
SPOCK1	4937.99	6207.38	3349.13	346.29	5791.62	3716.2	2193.99	5403.7	2976.74	5183.54	1388.16	995.0	4239.45	2895.31	5555.65	4869.99	5006.93	4769.75	2720.15	5219.6	8421.31	642.59	4181.07	3820.7	2537.92	1639.59	591.22	1617.0	2104.58	5076.84	1477.58	1870.53	3018.3	4268.94	1135.2	3060.45	3820.7	5006.93	753.83	6079.61	4328.55	2400.97	1857.6	1030.12	961.07	848.22	4123.49	5791.62	3419.52	3690.52	1378.57	2555.58	1304.15	1605.83	5441.3	1397.83	2417.67	4358.66	4903.87	848.22	2319.15	3768.09	4671.57	4066.71	3515.68	3901.01	1519.15	6250.56	2835.7	1674.06	4095.0	1540.37	7032.37	4972.34	7331.05	5594.3	2287.2	4937.99	5219.6	3955.48	1572.76	3190.46	6699.25	4769.75	1304.15	1277.29	836.53	3794.3	4802.93	1870.53	6337.83	4388.98	1605.83	3039.3	6792.79	6121.9	1883.54	7180.15	2777.33	3235.01	7331.05	1304.15	3018.3	4210.15	3325.99	2976.74	1081.39	1529.73	2609.3	493.56	2400.97	3847.29	2796.65	3564.78	1242.34	1519.15	6037.61	1350.18	2835.7	2537.92	1697.45	7180.15	4769.75	1216.75	3124.78
SPOPL	371.22	486.75	98.73	145.02	194.36	460.44	132.44	587.13	178.77	490.14	64.34	64.8	177.53	180.02	575.03	395.18	400.71	176.29	234.57	244.57	480.04	90.77	120.1	406.31	190.34	217.27	81.14	126.12	99.43	265.87	201.25	176.29	156.59	172.65	166.73	142.01	190.34	205.5	89.51	193.01	234.57	224.97	190.34	273.37	195.72	108.9	409.15	220.32	218.79	182.55	189.02	248.0	170.25	258.57	182.55	40.07	106.63	480.04	231.32	190.34	82.87	151.22	438.59	198.47	444.72	104.42	202.66	293.07	96.01	141.02	198.47	169.07	267.73	403.5	387.02	291.04	283.05	299.25	295.11	113.56	195.72	387.02	279.14	363.56	84.63	130.6	138.1	118.43	255.0	314.17	438.59	217.27	114.36	356.05	466.88	239.52	77.79	400.71	74.06	194.36	412.0	248.0	277.2	293.07	438.59	162.14	409.15	76.17	151.22	146.03	181.28	208.38	343.89	309.83	143.01	132.44	236.21	156.59	171.45	180.02	134.3	273.37	279.14	177.53	155.5
STAG2	1008.9	981.29	409.15	460.44	551.56	1242.34	490.14	1477.58	454.09	1397.83	403.5	466.88	540.19	420.68	1457.23	1167.14	995.0	476.71	624.99	780.44	1199.98	400.71	466.88	1286.18	525.39	629.35	281.09	486.75	493.56	733.19	571.05	500.46	486.75	507.46	470.14	521.76	629.35	748.61	423.61	525.39	684.02	536.45	571.05	842.36	493.56	647.07	866.07	620.67	684.02	563.18	503.95	753.83	599.49	674.59	780.44	305.55	249.73	1111.82	571.05	493.56	368.65	536.45	1143.1	612.11	961.07	507.46	551.56	693.58	497.0	387.02	612.11	480.04	808.0	1151.06	1023.0	796.86	733.19	660.68	753.83	420.68	463.65	1081.39	674.59	890.44	450.94	412.0	429.54	511.0	703.28	633.73	1216.75	579.04	409.15	785.88	1151.06	571.05	480.04	915.51	368.65	571.05	1066.48	595.34	665.29	909.17	1175.27	473.41	941.27	412.0	483.38	387.02	708.18	624.99	860.08	866.07	476.71	366.09	595.34	457.25	476.71	607.87	447.82	651.58	638.15	579.04	525.39
STAM	339.14	429.54	211.31	258.57	346.29	384.34	232.94	248.0	293.07	412.0	301.33	165.57	336.79	251.48	429.54	414.87	432.53	242.88	277.2	387.02	358.54	289.02	220.32	409.15	316.37	285.03	191.67	307.69	209.84	264.03	301.33	226.54	209.84	291.04	258.57	289.02	299.25	260.38	211.31	260.38	253.23	293.07	264.03	325.29	275.28	167.9	332.14	275.28	283.05	246.28	228.13	251.48	209.84	264.03	381.68	152.28	170.25	351.14	309.83	287.01	253.23	295.11	470.14	256.78	318.57	191.67	255.0	323.03	120.1	228.13	277.2	264.03	414.87	285.03	379.04	346.29	368.65	316.37	228.13	244.57	136.19	435.55	323.03	260.38	187.71	244.57	231.32	289.02	341.51	299.25	438.59	287.01	241.19	329.84	381.68	275.28	251.48	316.37	180.02	273.37	400.71	223.41	346.29	169.07	387.02	239.52	392.44	178.77	339.14	185.11	295.11	253.23	366.09	371.22	277.2	251.48	246.28	232.94	224.97	241.19	361.04	305.55	211.31	297.17	325.29
STXBP3	748.61	813.63	406.31	497.0	583.07	684.02	571.05	1001.93	638.15	836.53	493.56	718.08	447.82	563.18	1096.5	660.68	651.58	698.41	612.11	555.41	607.87	457.25	633.73	928.3	540.19	753.83	507.46	559.28	447.82	521.76	599.49	555.41	629.35	503.95	486.75	624.99	518.15	591.22	551.56	486.75	656.11	638.15	624.99	1015.93	708.18	642.59	656.11	547.75	651.58	547.75	599.49	759.08	579.04	536.45	679.29	334.46	336.79	848.22	525.39	802.41	525.39	540.19	967.76	624.99	684.02	536.45	620.67	603.67	825.0	536.45	571.05	703.28	669.92	665.29	718.08	679.29	713.11	669.92	603.67	486.75	480.04	743.43	638.15	651.58	547.75	470.14	563.18	723.08	796.86	665.29	902.89	543.96	463.65	543.96	748.61	591.22	688.78	607.87	521.76	518.15	780.44	525.39	684.02	656.11	902.89	612.11	753.83	470.14	599.49	389.72	432.53	497.0	738.29	780.44	466.88	412.0	607.87	612.11	616.37	540.19	543.96	518.15	595.34	603.67	587.13
STXBP5	273.37	229.72	88.88	162.14	237.86	287.01	120.94	426.57	253.23	316.37	167.9	118.43	172.65	146.03	417.77	303.44	400.71	139.07	131.51	223.41	301.33	183.82	189.02	241.19	143.01	208.38	83.45	166.73	120.1	277.2	173.85	117.6	109.66	167.9	150.17	215.77	246.28	133.36	141.02	115.16	189.02	178.77	161.02	318.57	136.19	105.15	275.28	194.36	255.0	144.01	111.21	121.79	94.01	162.14	281.09	93.35	68.55	356.05	205.5	185.11	85.22	209.84	320.8	112.77	497.0	74.58	131.51	220.32	111.21	105.89	193.01	144.01	376.41	287.01	242.88	265.87	255.0	153.34	412.0	180.02	131.51	253.23	190.34	190.34	156.59	138.1	120.94	265.87	202.66	656.11	414.87	232.94	112.77	305.55	379.04	195.72	144.01	323.03	93.35	156.59	318.57	172.65	241.19	152.28	303.44	195.72	193.01	111.21	249.73	102.97	108.14	147.06	152.28	221.86	218.79	116.78	182.55	124.37	138.1	140.04	148.09	158.79	361.04	193.01	157.68
TANK	603.67	551.56	339.14	277.2	540.19	620.67	559.28	738.29	493.56	764.36	493.56	536.45	547.75	529.06	819.3	547.75	575.03	591.22	457.25	518.15	603.67	400.71	567.1	665.29	409.15	674.59	275.28	423.61	293.07	595.34	409.15	429.54	551.56	483.38	435.55	403.5	450.94	483.38	406.31	366.09	587.13	518.15	376.41	791.35	444.72	660.68	514.56	441.64	543.96	555.41	444.72	633.73	547.75	583.07	547.75	387.02	312.0	536.45	518.15	503.95	368.65	559.28	769.69	470.14	603.67	503.95	559.28	490.14	356.05	341.51	547.75	567.1	371.22	514.56	543.96	551.56	514.56	551.56	583.07	363.56	384.34	733.19	470.14	629.35	351.14	363.56	438.59	555.41	500.46	536.45	684.02	518.15	400.71	460.44	595.34	438.59	248.0	500.46	281.09	470.14	629.35	412.0	638.15	518.15	684.02	463.65	723.08	417.77	480.04	389.72	559.28	543.96	486.75	454.09	486.75	457.25	493.56	476.71	341.51	503.95	480.04	348.71	514.56	529.06	511.0
TAOK1	291.04	332.14	66.18	111.99	181.28	397.93	140.04	356.05	149.12	547.75	115.16	121.79	146.03	143.01	409.15	358.54	387.02	137.14	194.36	214.27	435.55	118.43	144.01	392.44	163.28	190.34	113.56	129.69	98.73	206.94	153.34	171.45	151.22	142.01	175.07	165.57	226.54	224.97	108.9	145.02	177.53	169.07	144.01	285.03	135.24	181.28	329.84	176.29	171.45	164.42	149.12	228.13	154.42	189.02	265.87	89.51	87.65	497.0	201.25	128.79	110.43	149.12	441.64	157.68	256.78	108.14	170.25	206.94	138.1	109.66	190.34	154.42	269.6	316.37	320.8	253.23	273.37	201.25	251.48	140.04	124.37	336.79	214.27	258.57	126.12	143.01	126.12	144.01	139.07	264.03	395.18	262.2	98.73	371.22	420.68	191.67	138.1	320.8	92.7	161.02	341.51	145.02	194.36	204.07	387.02	165.57	334.46	120.94	141.02	108.9	220.32	170.25	260.38	242.88	159.9	128.79	172.65	127.89	147.06	182.55	125.24	205.5	223.41	181.28	122.64
TDRD6	169.07	414.87	9.85	35.0	155.5	131.51	32.13	248.0	19.53	145.02	18.29	14.78	53.95	15.8	409.15	75.11	99.43	36.01	89.51	150.17	118.43	27.05	51.35	161.02	11.82	19.25	31.22	23.42	47.84	146.03	22.92	49.21	40.36	32.59	25.91	33.3	61.25	78.89	47.17	29.48	151.22	53.19	40.64	65.26	29.27	36.27	153.34	45.85	24.28	56.68	12.45	25.72	82.29	70.51	271.48	38.12	29.27	246.28	68.07	43.63	29.48	32.13	215.77	63.89	376.41	17.9	43.94	175.07	17.9	47.84	85.82	43.94	35.25	236.21	242.88	143.01	46.18	46.18	177.53	25.72	70.51	54.33	218.79	147.06	36.01	20.41	26.67	31.9	158.79	24.11	273.37	89.51	22.59	162.14	81.14	105.15	76.17	256.78	37.05	108.14	312.0	109.66	144.01	181.28	125.24	56.68	64.8	55.1	49.21	13.52	28.65	45.21	82.29	47.84	18.97	37.32	103.69	47.5	94.01	47.17	61.68	116.78	149.12	40.93	27.64
TMEM30A	1733.13	1674.06	514.56	1104.13	1427.22	1331.57	1030.12	2400.97	1651.0	2319.15	785.88	476.71	1127.35	1191.69	2591.27	1594.73	1617.0	1030.12	1417.35	1313.23	1794.29	599.49	1159.07	2075.59	743.43	813.63	595.34	1427.22	624.99	1199.98	2090.03	1143.1	1225.22	1369.04	1143.1	1066.48	1340.84	1183.45	1037.29	1378.57	1407.55	1540.37	1605.83	1167.14	2119.22	995.0	1794.29	961.07	1340.84	1127.35	947.83	1350.18	764.36	1242.34	1628.26	514.56	808.0	2104.58	1096.5	1844.76	1073.91	928.3	2209.26	1250.98	1437.15	563.18	1001.93	1639.59	860.08	981.29	1322.37	1583.71	1519.15	1662.49	1909.85	1733.13	1832.01	1250.98	1388.16	785.88	1066.48	1427.22	1457.23	1519.15	995.0	1143.1	1498.22	529.06	2193.99	1594.73	2163.77	1183.45	967.76	1417.35	1674.06	1378.57	1008.9	1844.76	571.05	1059.11	2193.99	1015.93	1259.69	1143.1	2047.0	1225.22	2209.26	902.89	1191.69	507.46	909.17	1508.65	1572.76	1923.14	830.75	1199.98	1286.18	1529.73	713.11	1023.0	1259.69	1119.56	1242.34	1059.11	1359.57
TOP2B	1832.01	2240.11	1605.83	2209.26	2224.63	2664.15	1794.29	3372.43	1167.14	2739.08	1674.06	1806.78	1697.45	1883.54	2739.08	3103.19	2485.67	1883.54	1540.37	2303.12	2758.13	2591.27	1844.76	3081.75	1572.76	1896.65	1617.0	1721.16	1551.09	2004.85	1909.85	1769.57	1794.29	1819.35	1936.53	1551.09	1769.57	3039.3	1286.18	2004.85	2119.22	1709.26	1685.71	2645.74	1697.45	1883.54	2384.37	1832.01	2090.03	2178.83	1819.35	2018.8	2004.85	1639.59	2758.13	1417.35	1674.06	2319.15	2178.83	1628.26	1295.13	2119.22	3060.45	2573.36	2468.49	1605.83	1583.71	2555.58	1923.14	1870.53	1883.54	2061.24	1963.57	2609.3	2303.12	2178.83	1697.45	1378.57	4239.45	1378.57	1617.0	2004.85	2485.67	2090.03	1662.49	1447.15	1909.85	1651.0	2047.0	2701.35	3257.52	2935.74	2178.83	2319.15	2090.03	1870.53	1583.71	2701.35	1427.22	2335.28	2384.37	1369.04	2796.65	1936.53	2720.15	1936.53	2645.74	1498.22	1769.57	2240.11	2061.24	2224.63	2758.13	1923.14	1806.78	1519.15	2573.36	1697.45	1583.71	2119.22	1794.29	1870.53	3768.09	2240.11	1832.01
TP53BP1	525.39	567.1	376.41	470.14	483.38	679.29	447.82	669.92	336.79	595.34	387.02	417.77	476.71	447.82	591.22	665.29	718.08	346.29	423.61	381.68	579.04	273.37	412.0	638.15	307.69	409.15	295.11	500.46	384.34	603.67	476.71	432.53	444.72	432.53	450.94	460.44	432.53	532.74	325.29	334.46	493.56	444.72	389.72	579.04	438.59	336.79	540.19	559.28	403.5	567.1	486.75	368.65	497.0	486.75	603.67	358.54	366.09	624.99	607.87	395.18	267.73	547.75	616.37	463.65	642.59	429.54	463.65	426.57	483.38	463.65	381.68	400.71	785.88	503.95	559.28	551.56	366.09	318.57	536.45	444.72	438.59	785.88	483.38	525.39	466.88	429.54	414.87	432.53	447.82	669.92	567.1	638.15	438.59	669.92	665.29	435.55	158.79	642.59	329.84	507.46	486.75	381.68	466.88	389.72	503.95	423.61	518.15	395.18	450.94	348.71	432.53	466.88	420.68	500.46	463.65	305.55	497.0	358.54	532.74	486.75	417.77	363.56	500.46	426.57	353.59
TSPYL4	457.25	633.73	155.5	249.73	575.03	703.28	307.69	743.43	361.04	587.13	303.44	194.36	567.1	438.59	698.41	656.11	543.96	249.73	420.68	486.75	753.83	144.01	297.17	669.92	463.65	353.59	170.25	312.0	181.28	674.59	414.87	414.87	289.02	547.75	332.14	341.51	389.72	842.36	249.73	312.0	595.34	389.72	323.03	441.64	358.54	253.23	595.34	316.37	318.57	429.54	486.75	373.81	341.51	441.64	642.59	127.89	185.11	599.49	769.69	258.57	164.42	381.68	718.08	438.59	785.88	155.5	295.11	941.27	144.01	371.22	420.68	363.56	842.36	490.14	642.59	616.37	454.09	312.0	647.07	295.11	384.34	514.56	738.29	728.11	214.27	454.09	363.56	171.45	409.15	629.35	595.34	363.56	358.54	525.39	483.38	493.56	187.71	563.18	150.17	454.09	624.99	476.71	769.69	486.75	642.59	483.38	603.67	217.27	473.41	262.2	285.03	551.56	438.59	353.59	426.57	336.79	403.5	341.51	223.41	555.41	567.1	303.44	563.18	579.04	403.5
TWSG1	579.04	708.18	193.01	353.59	660.68	651.58	414.87	1259.69	208.38	1378.57	129.69	435.55	753.83	595.34	1030.12	674.59	698.41	583.07	679.29	665.29	642.59	400.71	409.15	896.64	255.0	651.58	376.41	392.44	287.01	693.58	406.31	332.14	753.83	674.59	470.14	579.04	373.81	616.37	325.29	409.15	759.08	633.73	384.34	860.08	463.65	379.04	974.5	381.68	329.84	180.02	277.2	214.27	314.17	454.09	642.59	84.04	316.37	1331.57	483.38	796.86	368.65	295.11	988.12	607.87	974.5	287.01	500.46	785.88	743.43	412.0	483.38	738.29	693.58	587.13	759.08	638.15	688.78	483.38	698.41	316.37	348.71	463.65	493.56	500.46	287.01	231.32	476.71	309.83	543.96	543.96	860.08	503.95	318.57	599.49	684.02	376.41	450.94	684.02	358.54	373.81	872.1	507.46	540.19	642.59	866.07	629.35	890.44	314.17	497.0	234.57	366.09	638.15	947.83	665.29	234.57	400.71	769.69	457.25	703.28	368.65	660.68	473.41	620.67	603.67	669.92
UBXN2A	127.89	150.17	109.66	55.89	140.04	187.71	149.12	242.88	105.89	244.57	96.68	145.02	141.02	122.64	215.77	187.71	180.02	172.65	180.02	138.1	172.65	104.42	112.77	208.38	113.56	172.65	135.24	140.04	81.14	135.24	122.64	147.06	131.51	129.69	153.34	127.89	150.17	183.82	108.9	115.97	248.0	120.94	111.99	183.82	145.02	133.36	183.82	122.64	133.36	121.79	131.51	135.24	143.01	183.82	186.4	90.14	105.15	262.2	140.04	133.36	136.19	113.56	221.86	133.36	182.55	159.9	115.97	175.07	156.59	109.66	147.06	135.24	180.02	169.07	176.29	173.85	128.79	122.64	154.42	115.97	119.26	173.85	140.04	148.09	141.02	105.89	134.3	149.12	121.79	143.01	209.84	137.14	117.6	125.24	220.32	119.26	173.85	155.5	105.15	114.36	191.67	128.79	151.22	178.77	191.67	125.24	176.29	153.34	120.94	115.16	154.42	152.28	163.28	189.02	119.26	136.19	153.34	125.24	127.89	120.1	111.21	123.5	158.79	171.45	152.28
UBXN4	2240.11	2255.7	961.07	1208.34	1594.73	1781.89	1242.34	2468.49	1639.59	2255.7	878.17	743.43	1561.89	1447.15	2468.49	1806.78	2148.82	1447.15	1359.57	1583.71	2255.7	698.41	1397.83	2319.15	1259.69	1909.85	665.29	1407.55	559.28	1407.55	1487.87	1250.98	1427.22	1183.45	1008.9	1388.16	1781.89	1191.69	1277.29	1378.57	1794.29	1417.35	1407.55	1477.58	1674.06	808.0	2119.22	1594.73	1551.09	1628.26	1417.35	1769.57	1322.37	1583.71	1977.24	463.65	769.69	1977.24	1583.71	1427.22	813.63	1304.15	2335.28	1388.16	1909.85	1407.55	1447.15	1757.34	802.41	1066.48	1617.0	1498.22	2178.83	1286.18	1977.24	2004.85	1923.14	1806.78	2047.0	1051.79	1331.57	2271.4	1628.26	1977.24	921.88	1277.29	1119.56	848.22	2104.58	1950.0	2485.67	1674.06	961.07	1721.16	2133.97	1561.89	660.68	1819.35	769.69	1540.37	2255.7	1662.49	1417.35	1467.37	1844.76	1350.18	1963.57	748.61	1286.18	1088.92	1369.04	1388.16	1709.26	2018.8	1304.15	1059.11	1674.06	1135.2	1369.04	1388.16	1697.45	1651.0	1963.57	1331.57	1359.57
UGGT1	454.09	466.88	329.84	231.32	438.59	460.44	214.27	525.39	397.93	591.22	204.07	57.89	403.5	346.29	547.75	511.0	738.29	199.85	389.72	353.59	674.59	120.94	229.72	583.07	403.5	297.17	155.5	376.41	206.94	312.0	387.02	327.56	226.54	363.56	249.73	438.59	490.14	142.01	285.03	406.31	303.44	381.68	381.68	267.73	241.19	155.5	698.41	567.1	289.02	329.84	208.38	161.02	157.68	237.86	559.28	136.19	297.17	536.45	480.04	353.59	183.82	262.2	595.34	312.0	420.68	384.34	409.15	551.56	146.03	218.79	400.71	255.0	466.88	476.71	493.56	624.99	429.54	234.57	483.38	231.32	379.04	536.45	473.41	435.55	167.9	297.17	262.2	334.46	318.57	435.55	713.11	483.38	231.32	563.18	660.68	412.0	144.01	547.75	214.27	476.71	708.18	201.25	258.57	237.86	429.54	291.04	429.54	158.79	226.54	191.67	221.86	389.72	423.61	493.56	320.8	269.6	363.56	205.5	224.97	253.23	332.14	400.71	406.31	305.55	234.57
