	TCGA.BJ.A45C.01A.11R.A23W.07	TCGA.DJ.A3V3.01A.11R.A22U.07	TCGA.EL.A4JV.01A.11R.A250.07	TCGA.BJ.A0Z2.01A.11R.A10U.07	TCGA.L6.A4ET.01A.11R.A250.07	TCGA.BJ.A45F.01A.12R.A23W.07	TCGA.QD.A8IV.01A.11R.A39I.07	TCGA.MK.A84Z.01A.11R.A39I.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.BJ.A3F0.01A.11R.A206.07	TCGA.EL.A3ZR.01A.11R.A23N.07	TCGA.ET.A40R.01A.11R.A23N.07	TCGA.BJ.A3PT.01A.12R.A220.07	TCGA.EL.A4K2.01A.11R.A250.07	TCGA.EL.A3D4.01A.11R.A19O.07	TCGA.DJ.A3VG.01A.11R.A23N.07	TCGA.BJ.A18Y.01A.11R.A13Y.07	TCGA.EL.A3TA.01A.12R.A22L.07	TCGA.EM.A3AI.01A.11R.A206.07	TCGA.EL.A3ZN.01A.11R.A23N.07	TCGA.EM.A1YE.01A.11R.A14Y.07	TCGA.EM.A2CK.01A.11R.A180.07	TCGA.BJ.A45K.01A.11R.A23W.07	TCGA.EM.A3AP.01A.12R.A20F.07	TCGA.DJ.A3V0.01A.11R.A22U.07	TCGA.DJ.A3UT.01A.11R.A22L.07	TCGA.BJ.A2N9.01A.11R.A18C.07	TCGA.EL.A3MW.11A.11R.A20F.07	TCGA.EL.A3GZ.11A.11R.A20F.07	TCGA.EL.A3MX.11A.11R.A21D.07	TCGA.EL.A3N3.11A.11R.A20F.07	TCGA.EM.A1CW.11A.12R.A13Y.07	GTEX.Y111.1926.SM.4SOIS	GTEX.RM2N.0526.SM.2TF4N	GTEX.OIZH.2626.SM.2HMJM	GTEX.W5X1.0426.SM.3GILB	GTEX.14ASI.0726.SM.5Q5DC	GTEX.14ABY.0926.SM.5Q5DY	GTEX.13NZA.1026.SM.5MR48	GTEX.SUCS.0226.SM.32PLQ	GTEX.WH7G.0526.SM.3NMBI	GTEX.YEC4.0626.SM.5CVLU	GTEX.S341.0226.SM.5S2VG	GTEX.11GS4.0826.SM.5986J	GTEX.13OW8.0126.SM.5IJE5	GTEX.ZVP2.0426.SM.57WC2	GTEX.131XH.0526.SM.5DUX7	GTEX.13FLV.0226.SM.5J2OF	GTEX.ZTX8.0626.SM.59HKC	GTEX.QDVJ.0226.SM.2I5FV	GTEX.12ZZZ.1226.SM.59HK1	GTEX.OIZI.0726.SM.2XCEI	GTEX.13N1W.0826.SM.5MR5J	GTEX.ZYFC.0926.SM.5GZWW	GTEX.OHPM.2626.SM.33HC5	GTEX.11EM3.0126.SM.5985K	GTEX.1313W.0726.SM.5EGK1	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Y5V6.0526.SM.4VBRV	GTEX.1122O.0226.SM.5N9DA	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.13X6J.0826.SM.5LU32	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZQG8.0926.SM.57WFF	GTEX.WVLH.0626.SM.3MJG7	GTEX.ZYFG.0626.SM.5GZYA	GTEX.11EI6.0726.SM.59866	GTEX.WL46.0126.SM.3TW8I	GTEX.131YS.0726.SM.5P9G9	GTEX.XLM4.0726.SM.4AT64	GTEX.12WSC.0826.SM.5EQ5Q	GTEX.13JVG.0926.SM.5IJE1	GTEX.P78B.0526.SM.2I5F7	GTEX.RVPV.1226.SM.2TF73	GTEX.1399U.0326.SM.5P9G5	GTEX.S7SE.0726.SM.2XCD7	GTEX.13113.0126.SM.5LZVX	GTEX.ZLWG.0526.SM.4WWFB	GTEX.132NY.1026.SM.5P9IY	GTEX.WY7C.0226.SM.3NB37	GTEX.139YR.1226.SM.5IFEU	GTEX.SJXC.0726.SM.2XCFJ	GTEX.11TTK.0826.SM.5N9EG	GTEX.VJYA.0426.SM.3GIJK	GTEX.11P7K.0226.SM.5986Z	GTEX.YEC3.0826.SM.4WWFP	GTEX.13FLW.0326.SM.5J2M4	GTEX.ZAK1.0726.SM.5HL8Q	GTEX.R55C.0626.SM.2TF4Q	GTEX.WK11.0926.SM.3NMAU	GTEX.139T6.0326.SM.5J2LY	GTEX.T2IS.0626.SM.32QP6	GTEX.V955.0426.SM.3GAEL	GTEX.OOBK.2626.SM.2HMKY	GTEX.12WSN.0726.SM.5GCMS	GTEX.11OF3.0626.SM.5BC4Y	GTEX.YFCO.0326.SM.4W1ZP	GTEX.ZY6K.0226.SM.5SIAY	GTEX.1192W.0126.SM.5EGGS	GTEX.ZA64.0426.SM.5HL96	GTEX.12BJ1.0426.SM.5FQSO	GTEX.1212Z.0426.SM.5FQT6	GTEX.OHPK.2626.SM.2HMK9	GTEX.QLQ7.0726.SM.2I5G2	GTEX.T6MO.0226.SM.32QOL	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.13D11.0226.SM.5LZXL	GTEX.11VI4.0226.SM.5GU6C	GTEX.WFG8.0426.SM.3GILD	GTEX.UJMC.0326.SM.3GAE2	GTEX.ZVZP.1026.SM.5GICI	GTEX.S4P3.0226.SM.3K2BD	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.OXRP.0326.SM.33HBJ	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.13VXU.0826.SM.5KLZ2	GTEX.Z9EW.0226.SM.5CVM7	GTEX.13O21.2226.SM.5MR3L	GTEX.111FC.1026.SM.5GZX1
TRAM1	1369.04	1250.98	1819.35	2664.15	1073.91	1397.83	2061.24	1457.23	988.12	1304.15	1322.37	1175.27	1437.15	2075.59	995.0	1498.22	2303.12	1208.34	1427.22	1066.48	2090.03	2032.85	1639.59	2976.74	1127.35	1757.34	753.83	3060.45	2956.17	2255.7	3168.41	3540.14	2335.28	4607.24	4123.49	3124.78	2875.3	4450.27	2018.8	2609.3	3982.99	2875.3	3039.3	2240.11	1977.24	3716.2	2664.15	2271.4	2758.13	2163.77	3515.68	3874.05	1977.24	2537.92	6699.25	3491.39	2240.11	2271.4	2061.24	5403.7	2303.12	3168.41	2976.74	3124.78	2835.7	3060.45	1991.0	2609.3	2287.2	2032.85	1844.76	2018.8	2451.44	2468.49	4066.71	2591.27	2701.35	2935.74	1651.0	3515.68	2384.37	3081.75	4802.93	4210.15	1806.78	4639.29	2004.85	1857.6	2384.37	1909.85	3742.05	3039.3	3190.46	3515.68	4268.94	3847.29	2417.67	3955.48	3716.2	3982.99	2090.03	2997.45	3564.78	2209.26	2193.99	4239.45	6471.02	3690.52	2875.3	3372.43	3060.45	3325.99	3540.14	2915.45	2645.74	2061.24	2835.7	3168.41	3820.7	2119.22	3716.2	3820.7	2555.58	2468.49
TRIM23	152.28	82.29	123.5	124.37	91.41	130.6	148.09	110.43	70.01	78.89	107.38	92.05	94.67	109.66	77.25	108.14	115.97	90.14	120.94	103.69	69.03	132.44	96.68	197.09	81.14	87.65	81.14	239.52	229.72	153.34	167.9	234.57	127.89	265.87	161.02	223.41	127.89	212.78	102.25	141.02	163.28	161.02	172.65	145.02	122.64	150.17	157.68	143.01	253.23	153.34	146.03	368.65	154.42	92.05	346.29	164.42	155.5	139.07	138.1	185.11	121.79	189.02	117.6	156.59	136.19	201.25	113.56	182.55	137.14	124.37	152.28	102.97	121.79	136.19	172.65	157.68	149.12	157.68	103.69	130.6	132.44	220.32	291.04	220.32	133.36	239.52	152.28	107.38	126.12	94.67	214.27	146.03	145.02	197.09	228.13	149.12	170.25	242.88	120.1	123.5	170.25	205.5	183.82	154.42	122.64	182.55	175.07	98.73	161.02	113.56	151.22	195.72	211.31	154.42	182.55	138.1	115.16	138.1	108.14	114.36	154.42	157.68	183.82	126.12
TRIP12	713.11	775.05	842.36	1001.93	665.29	651.58	988.12	665.29	684.02	612.11	665.29	591.22	595.34	769.69	915.51	642.59	1015.93	703.28	679.29	633.73	412.0	1030.12	743.43	1350.18	660.68	642.59	532.74	1457.23	1277.29	1051.79	1709.26	1322.37	830.75	1583.71	1286.18	1151.06	708.18	1023.0	547.75	1104.13	1143.1	954.43	1127.35	995.0	921.88	1119.56	1151.06	1295.13	1651.0	1498.22	854.13	1950.0	1963.57	1088.92	1477.58	1572.76	723.08	1059.11	1044.52	967.76	830.75	1104.13	1001.93	733.19	915.51	1208.34	860.08	1191.69	769.69	878.17	713.11	854.13	902.89	1030.12	941.27	1044.52	1295.13	902.89	1127.35	1051.79	836.53	1225.22	1519.15	1477.58	981.29	1617.0	1242.34	915.51	780.44	902.89	1397.83	785.88	1331.57	842.36	1051.79	1286.18	1369.04	1277.29	638.15	1167.14	988.12	1350.18	1225.22	1286.18	1127.35	1697.45	1111.82	819.3	1096.5	825.0	1111.82	1540.37	1427.22	1359.57	1127.35	1051.79	769.69	1135.2	896.64	693.58	872.1	1388.16	1143.1	961.07
TSNAX	334.46	312.0	490.14	392.44	303.44	514.56	567.1	540.19	305.55	384.34	356.05	409.15	493.56	435.55	339.14	406.31	490.14	327.56	423.61	318.57	305.55	514.56	426.57	748.61	281.09	414.87	366.09	748.61	693.58	476.71	775.05	723.08	532.74	718.08	651.58	718.08	591.22	896.64	444.72	503.95	718.08	642.59	629.35	656.11	483.38	647.07	688.78	591.22	616.37	536.45	836.53	909.17	432.53	684.02	688.78	660.68	551.56	529.06	647.07	607.87	575.03	624.99	583.07	748.61	642.59	808.0	460.44	629.35	525.39	454.09	563.18	414.87	647.07	466.88	575.03	638.15	669.92	616.37	389.72	651.58	543.96	629.35	624.99	1104.13	435.55	1023.0	532.74	514.56	514.56	525.39	660.68	660.68	629.35	669.92	708.18	563.18	616.37	854.13	603.67	647.07	559.28	638.15	563.18	473.41	559.28	769.69	587.13	567.1	543.96	540.19	660.68	902.89	995.0	603.67	503.95	656.11	457.25	426.57	371.22	563.18	723.08	616.37	633.73	629.35
TTC33	166.73	115.97	164.42	194.36	109.66	143.01	173.85	154.42	80.01	131.51	141.02	114.36	113.56	148.09	97.36	145.02	178.77	113.56	170.25	127.0	120.1	195.72	171.45	255.0	116.78	128.79	104.42	318.57	312.0	229.72	275.28	327.56	208.38	376.41	269.6	363.56	208.38	358.54	205.5	215.77	287.01	256.78	249.73	215.77	209.84	343.89	214.27	162.14	283.05	231.32	295.11	463.65	163.28	232.94	511.0	264.03	251.48	218.79	177.53	323.03	206.94	260.38	177.53	204.07	199.85	314.17	215.77	269.6	285.03	151.22	178.77	172.65	190.34	256.78	299.25	228.13	211.31	211.31	191.67	241.19	195.72	314.17	329.84	371.22	165.57	199.85	223.41	185.11	193.01	215.77	339.14	212.78	260.38	248.0	336.79	147.06	279.14	603.67	267.73	279.14	271.48	237.86	334.46	253.23	211.31	297.17	339.14	205.5	215.77	190.34	204.07	351.14	450.94	291.04	232.94	256.78	281.09	332.14	209.84	209.84	173.85	226.54	242.88	217.27
TVP23B	647.07	743.43	825.0	808.0	759.08	866.07	1044.52	830.75	679.29	651.58	764.36	642.59	703.28	764.36	708.18	693.58	896.64	698.41	1104.13	555.41	909.17	1023.0	830.75	1397.83	638.15	748.61	607.87	1427.22	1191.69	1104.13	1225.22	1427.22	848.22	1427.22	1277.29	1216.75	1304.15	1561.89	981.29	1037.29	1208.34	1378.57	1378.57	1073.91	1119.56	1268.46	1304.15	1191.69	1322.37	1096.5	1769.57	1794.29	1030.12	1350.18	1662.49	1183.45	1151.06	819.3	890.44	1487.87	1081.39	947.83	1199.98	1216.75	1167.14	1175.27	808.0	1143.1	988.12	954.43	830.75	836.53	954.43	1151.06	1467.37	1111.82	1286.18	1286.18	753.83	1331.57	1359.57	1135.2	1529.73	1883.54	775.05	2193.99	1417.35	796.86	967.76	995.0	1583.71	1143.1	1242.34	1277.29	1583.71	1104.13	1088.92	1427.22	1159.07	1340.84	1151.06	1104.13	1467.37	1104.13	1023.0	1639.59	1175.27	967.76	1508.65	1304.15	1030.12	1277.29	1427.22	1322.37	961.07	934.76	1233.75	1340.84	1135.2	981.29	1331.57	1437.15	1119.56	1001.93
UBR7	366.09	275.28	323.03	379.04	269.6	301.33	314.17	283.05	253.23	273.37	361.04	249.73	256.78	289.02	325.29	299.25	339.14	293.07	379.04	248.0	297.17	332.14	218.79	423.61	273.37	267.73	251.48	414.87	397.93	392.44	466.88	521.76	460.44	476.71	353.59	450.94	412.0	551.56	305.55	438.59	450.94	358.54	363.56	339.14	361.04	480.04	490.14	285.03	389.72	327.56	490.14	599.49	264.03	389.72	473.41	339.14	387.02	303.44	371.22	403.5	346.29	371.22	336.79	466.88	420.68	409.15	376.41	400.71	420.68	435.55	353.59	392.44	400.71	305.55	426.57	470.14	368.65	518.15	299.25	373.81	329.84	463.65	483.38	579.04	371.22	514.56	346.29	295.11	463.65	332.14	473.41	414.87	409.15	507.46	607.87	361.04	371.22	466.88	351.14	358.54	332.14	412.0	395.18	346.29	441.64	441.64	379.04	363.56	454.09	392.44	426.57	457.25	454.09	389.72	339.14	379.04	339.14	366.09	285.03	409.15	486.75	376.41	387.02	457.25
UEVLD	120.94	117.6	131.51	165.57	81.14	137.14	183.82	151.22	97.36	129.69	170.25	114.36	124.37	152.28	101.54	136.19	156.59	104.42	116.78	105.15	144.01	153.34	161.02	242.88	119.26	122.64	102.97	265.87	237.86	172.65	228.13	287.01	191.67	251.48	267.73	329.84	214.27	281.09	155.5	214.27	218.79	198.47	211.31	187.71	147.06	229.72	221.86	181.28	214.27	262.2	273.37	332.14	80.01	208.38	429.54	190.34	236.21	201.25	186.4	287.01	187.71	198.47	194.36	248.0	199.85	260.38	147.06	229.72	206.94	164.42	183.82	139.07	208.38	189.02	237.86	175.07	215.77	229.72	169.07	211.31	221.86	215.77	318.57	303.44	167.9	339.14	154.42	191.67	226.54	138.1	336.79	177.53	202.66	232.94	281.09	215.77	246.28	287.01	206.94	262.2	212.78	183.82	211.31	185.11	193.01	229.72	226.54	90.14	214.27	185.11	255.0	253.23	373.81	224.97	201.25	215.77	178.77	181.28	189.02	202.66	220.32	228.13	220.32	244.57
UFL1	289.02	228.13	325.29	412.0	242.88	314.17	387.02	341.51	173.85	251.48	260.38	260.38	253.23	371.22	122.64	426.57	356.05	209.84	293.07	283.05	244.57	371.22	281.09	540.19	232.94	343.89	183.82	507.46	490.14	318.57	486.75	551.56	316.37	571.05	470.14	493.56	379.04	532.74	307.69	397.93	480.04	420.68	483.38	376.41	353.59	423.61	438.59	438.59	470.14	358.54	400.71	738.29	532.74	403.5	647.07	525.39	341.51	490.14	420.68	543.96	409.15	420.68	473.41	438.59	397.93	536.45	299.25	500.46	301.33	301.33	400.71	314.17	320.8	583.07	423.61	373.81	518.15	441.64	381.68	429.54	529.06	473.41	441.64	748.61	348.71	830.75	373.81	389.72	332.14	423.61	607.87	373.81	450.94	403.5	483.38	400.71	493.56	555.41	423.61	532.74	463.65	466.88	483.38	473.41	371.22	503.95	587.13	454.09	521.76	348.71	616.37	555.41	612.11	457.25	470.14	438.59	353.59	353.59	271.48	376.41	460.44	563.18	400.71	343.89
USP1	239.52	199.85	226.54	289.02	218.79	204.07	275.28	205.5	206.94	180.02	170.25	217.27	198.47	260.38	189.02	185.11	255.0	223.41	201.25	195.72	138.1	285.03	187.71	368.65	214.27	186.4	212.78	429.54	441.64	320.8	497.0	497.0	346.29	532.74	392.44	417.77	381.68	555.41	305.55	363.56	414.87	351.14	332.14	299.25	293.07	429.54	387.02	248.0	420.68	285.03	423.61	669.92	215.77	332.14	813.63	387.02	246.28	305.55	318.57	420.68	303.44	387.02	305.55	414.87	417.77	384.34	327.56	373.81	406.31	299.25	299.25	273.37	249.73	295.11	438.59	361.04	420.68	414.87	246.28	412.0	264.03	454.09	514.56	629.35	351.14	547.75	287.01	246.28	351.14	307.69	543.96	450.94	361.04	435.55	525.39	332.14	368.65	543.96	334.46	341.51	376.41	356.05	447.82	332.14	348.71	483.38	371.22	323.03	334.46	371.22	358.54	555.41	514.56	341.51	414.87	348.71	289.02	438.59	262.2	320.8	397.93	373.81	368.65	384.34
USP38	99.43	95.34	156.59	173.85	94.01	120.1	163.28	136.19	76.17	99.43	105.89	102.25	104.42	124.37	94.01	98.04	143.01	92.7	95.34	98.73	97.36	148.09	99.43	234.57	88.26	117.6	83.45	204.07	206.94	185.11	212.78	202.66	173.85	234.57	244.57	229.72	193.01	251.48	120.94	150.17	198.47	181.28	163.28	136.19	127.0	195.72	166.73	147.06	204.07	187.71	201.25	277.2	138.1	127.89	320.8	171.45	155.5	123.5	147.06	198.47	146.03	186.4	125.24	181.28	194.36	172.65	108.9	170.25	138.1	141.02	126.12	144.01	127.89	136.19	260.38	147.06	171.45	183.82	109.66	220.32	120.94	214.27	281.09	277.2	158.79	320.8	129.69	121.79	142.01	109.66	205.5	165.57	177.53	190.34	262.2	244.57	187.71	236.21	150.17	155.5	130.6	183.82	220.32	138.1	161.02	279.14	193.01	164.42	150.17	180.02	183.82	215.77	249.73	186.4	135.24	128.79	154.42	197.09	155.5	129.69	175.07	211.31	172.65	156.59
UTP14C	77.79	108.14	173.85	186.4	106.63	169.07	234.57	147.06	103.69	81.71	141.02	118.43	132.44	170.25	137.14	113.56	206.94	99.43	137.14	95.34	115.97	180.02	183.82	320.8	89.51	148.09	55.1	281.09	356.05	269.6	271.48	343.89	244.57	381.68	432.53	384.34	291.04	414.87	126.12	305.55	309.83	269.6	293.07	256.78	223.41	339.14	327.56	218.79	343.89	316.37	291.04	444.72	119.26	242.88	473.41	262.2	246.28	195.72	258.57	392.44	239.52	256.78	253.23	307.69	271.48	309.83	206.94	289.02	291.04	226.54	273.37	161.02	236.21	149.12	423.61	269.6	295.11	403.5	158.79	283.05	283.05	332.14	432.53	486.75	180.02	595.34	305.55	176.29	220.32	204.07	381.68	309.83	309.83	279.14	412.0	363.56	232.94	332.14	273.37	320.8	224.97	279.14	271.48	194.36	297.17	389.72	281.09	217.27	249.73	281.09	287.01	366.09	503.95	356.05	239.52	291.04	185.11	229.72	180.02	241.19	400.71	325.29	281.09	325.29
VPS35	591.22	563.18	713.11	902.89	591.22	616.37	647.07	583.07	518.15	616.37	540.19	457.25	497.0	651.58	563.18	507.46	791.35	507.46	813.63	457.25	624.99	693.58	490.14	1044.52	684.02	518.15	651.58	866.07	848.22	759.08	819.3	1104.13	579.04	988.12	866.07	915.51	884.29	974.5	713.11	764.36	743.43	775.05	796.86	693.58	660.68	860.08	872.1	651.58	775.05	896.64	921.88	1167.14	518.15	713.11	1369.04	764.36	595.34	665.29	718.08	902.89	620.67	866.07	842.36	836.53	1037.29	902.89	616.37	791.35	693.58	713.11	674.59	624.99	591.22	651.58	981.29	961.07	642.59	934.76	547.75	759.08	759.08	947.83	1233.75	1096.5	647.07	1111.82	559.28	693.58	748.61	633.73	1008.9	808.0	769.69	934.76	1167.14	947.83	813.63	890.44	780.44	909.17	688.78	718.08	769.69	728.11	660.68	1037.29	785.88	612.11	934.76	775.05	902.89	928.3	836.53	748.61	753.83	698.41	708.18	785.88	819.3	669.92	854.13	813.63	890.44	796.86
VPS4B	301.33	379.04	457.25	521.76	303.44	414.87	540.19	392.44	305.55	417.77	426.57	341.51	348.71	432.53	327.56	351.14	521.76	316.37	376.41	314.17	267.73	490.14	423.61	733.19	299.25	341.51	275.28	819.3	802.41	563.18	796.86	743.43	555.41	854.13	620.67	830.75	651.58	780.44	389.72	679.29	713.11	713.11	624.99	514.56	444.72	796.86	603.67	514.56	791.35	733.19	647.07	1081.39	371.22	454.09	941.27	769.69	521.76	669.92	698.41	775.05	555.41	743.43	595.34	607.87	651.58	785.88	486.75	780.44	591.22	525.39	532.74	473.41	603.67	476.71	723.08	624.99	703.28	748.61	616.37	647.07	595.34	902.89	866.07	941.27	447.82	1008.9	647.07	486.75	521.76	432.53	1088.92	638.15	665.29	674.59	738.29	583.07	703.28	796.86	607.87	591.22	595.34	728.11	738.29	518.15	728.11	860.08	693.58	518.15	759.08	775.05	748.61	988.12	915.51	693.58	698.41	684.02	500.46	490.14	392.44	563.18	607.87	713.11	708.18	629.35
WDR3	92.05	86.43	100.13	88.26	50.98	105.89	175.07	72.52	50.98	76.17	90.14	72.01	59.13	94.67	88.88	54.33	142.01	71.5	92.7	57.49	47.84	112.77	94.01	191.67	64.34	72.01	50.98	236.21	244.57	175.07	221.86	248.0	136.19	237.86	234.57	242.88	161.02	232.94	74.58	197.09	191.67	229.72	217.27	136.19	102.25	226.54	189.02	111.99	211.31	167.9	177.53	186.4	94.01	124.37	132.44	223.41	109.66	120.1	177.53	214.27	144.01	251.48	281.09	143.01	189.02	214.27	87.03	177.53	151.22	182.55	142.01	115.97	133.36	71.5	228.13	130.6	202.66	228.13	115.97	279.14	111.99	208.38	325.29	253.23	142.01	361.04	186.4	141.02	152.28	84.63	158.79	136.19	223.41	163.28	356.05	246.28	201.25	185.11	86.43	209.84	144.01	206.94	226.54	175.07	211.31	305.55	151.22	59.55	172.65	193.01	189.02	249.73	176.29	234.57	107.38	142.01	84.63	105.89	137.14	114.36	159.9	260.38	170.25	149.12
WDR82	961.07	909.17	915.51	1023.0	819.3	733.19	1037.29	842.36	693.58	718.08	848.22	878.17	819.3	813.63	1044.52	967.76	1015.93	884.29	748.61	872.1	808.0	967.76	1167.14	1572.76	791.35	738.29	575.03	1407.55	1369.04	1059.11	1340.84	1350.18	1175.27	1277.29	1250.98	1111.82	1286.18	1529.73	819.3	1304.15	1350.18	1340.84	1167.14	1183.45	1030.12	1498.22	1551.09	947.83	1427.22	780.44	1561.89	1286.18	896.64	1104.13	1304.15	1369.04	1015.93	860.08	1191.69	1167.14	1096.5	1295.13	1119.56	1417.35	1183.45	1183.45	1037.29	1268.46	1322.37	1111.82	1081.39	848.22	1259.69	688.78	1417.35	1073.91	1175.27	1304.15	854.13	1437.15	974.5	1242.34	1628.26	1447.15	995.0	1519.15	1175.27	860.08	1135.2	1008.9	1250.98	1216.75	1437.15	1233.75	1359.57	1295.13	1159.07	1233.75	884.29	1096.5	909.17	1277.29	1304.15	1208.34	1250.98	1498.22	1277.29	902.89	1081.39	1119.56	1250.98	1242.34	1350.18	1378.57	902.89	1008.9	890.44	1008.9	967.76	1216.75	1605.83	1259.69	1135.2	1286.18
XRCC5	2047.0	2434.5	2148.82	2758.13	2384.37	1896.65	2451.44	2163.77	2271.4	1991.0	1551.09	2303.12	2061.24	2434.5	2090.03	2287.2	2502.97	2434.5	2090.03	1733.13	1781.89	2591.27	1991.0	2997.45	2520.38	2240.11	2104.58	3103.19	3235.01	2502.97	3589.58	4268.94	2178.83	3467.27	3395.89	3190.46	2816.11	3146.52	2148.82	2502.97	2935.74	3257.52	3124.78	3039.3	2287.2	3018.3	3419.52	2485.67	3395.89	3168.41	2956.17	4736.79	2287.2	2720.15	3742.05	3325.99	2193.99	2502.97	2645.74	2855.44	2555.58	2664.15	3491.39	2739.08	2976.74	2935.74	2468.49	3212.66	2451.44	2178.83	2417.67	2240.11	2417.67	2104.58	2915.45	3146.52	3060.45	2875.3	2018.8	3491.39	2451.44	2816.11	3081.75	4268.94	2319.15	4869.99	2537.92	2720.15	2573.36	2047.0	3325.99	2591.27	2997.45	2777.33	3039.3	3794.3	2816.11	2835.7	2537.92	2956.17	2303.12	3212.66	3018.3	2485.67	3419.52	4123.49	3280.18	2796.65	2935.74	2777.33	3124.78	4298.64	3901.01	2976.74	2777.33	2682.69	2609.3	2682.69	2104.58	2537.92	3018.3	3419.52	2915.45	2627.46
YIPF5	351.14	297.17	389.72	361.04	267.73	267.73	444.72	314.17	279.14	305.55	281.09	332.14	295.11	329.84	262.2	279.14	371.22	256.78	397.93	242.88	283.05	414.87	414.87	759.08	293.07	376.41	312.0	575.03	642.59	575.03	651.58	651.58	356.05	708.18	738.29	629.35	473.41	688.78	450.94	483.38	679.29	713.11	665.29	450.94	426.57	718.08	490.14	361.04	708.18	547.75	633.73	713.11	371.22	429.54	854.13	753.83	406.31	525.39	493.56	718.08	587.13	703.28	665.29	583.07	624.99	624.99	373.81	599.49	521.76	409.15	406.31	414.87	435.55	423.61	728.11	518.15	785.88	591.22	447.82	796.86	447.82	563.18	665.29	743.43	409.15	974.5	616.37	497.0	409.15	409.15	759.08	473.41	703.28	511.0	708.18	607.87	521.76	587.13	642.59	718.08	414.87	713.11	624.99	414.87	612.11	902.89	688.78	669.92	713.11	595.34	521.76	764.36	836.53	708.18	435.55	444.72	426.57	426.57	521.76	473.41	571.05	669.92	647.07	490.14
YIPF6	279.14	218.79	387.02	387.02	229.72	336.79	426.57	299.25	232.94	323.03	275.28	239.52	260.38	323.03	229.72	299.25	339.14	234.57	269.6	260.38	323.03	384.34	336.79	620.67	237.86	314.17	251.48	514.56	497.0	400.71	493.56	511.0	299.25	629.35	583.07	490.14	540.19	703.28	309.83	363.56	483.38	387.02	450.94	532.74	387.02	403.5	616.37	447.82	435.55	525.39	679.29	642.59	376.41	429.54	603.67	400.71	361.04	373.81	341.51	616.37	341.51	447.82	366.09	483.38	457.25	476.71	371.22	493.56	450.94	299.25	348.71	323.03	426.57	476.71	540.19	412.0	438.59	432.53	273.37	414.87	511.0	269.6	738.29	780.44	309.83	693.58	412.0	309.83	325.29	283.05	759.08	497.0	426.57	426.57	559.28	595.34	376.41	575.03	473.41	571.05	343.89	381.68	503.95	454.09	373.81	642.59	551.56	318.57	417.77	454.09	466.88	486.75	543.96	441.64	384.34	371.22	339.14	470.14	395.18	301.33	518.15	591.22	381.68	497.0
YME1L1	890.44	775.05	1015.93	1030.12	665.29	941.27	1119.56	909.17	743.43	884.29	723.08	780.44	813.63	981.29	872.1	813.63	1104.13	780.44	796.86	647.07	974.5	1051.79	854.13	1540.37	785.88	860.08	571.05	1388.16	1331.57	1143.1	1519.15	1498.22	1119.56	1572.76	1397.83	1594.73	1540.37	1721.16	1044.52	1081.39	1250.98	1277.29	1127.35	1191.69	1175.27	1295.13	1583.71	1001.93	1259.69	1225.22	1781.89	1832.01	1008.9	1350.18	1794.29	1295.13	1051.79	995.0	981.29	1540.37	928.3	967.76	1208.34	1447.15	1191.69	1183.45	1044.52	1277.29	1216.75	988.12	1001.93	1051.79	1167.14	896.64	1286.18	1295.13	1175.27	1268.46	733.19	1259.69	1037.29	1277.29	1572.76	1883.54	1111.82	2061.24	921.88	909.17	1175.27	1001.93	1508.65	1277.29	1313.23	1331.57	1378.57	1313.23	1159.07	1540.37	974.5	1457.23	902.89	1191.69	1268.46	1183.45	1127.35	1733.13	1359.57	1104.13	1191.69	1183.45	1208.34	1662.49	1487.87	1277.29	947.83	1073.91	1143.1	1628.26	1286.18	1044.52	1561.89	1447.15	1135.2	1331.57
ZHX1	866.07	400.71	476.71	603.67	258.57	423.61	563.18	567.1	287.01	454.09	438.59	376.41	432.53	476.71	293.07	493.56	511.0	301.33	432.53	420.68	591.22	563.18	493.56	759.08	366.09	518.15	327.56	825.0	764.36	579.04	748.61	947.83	703.28	1096.5	967.76	693.58	679.29	1081.39	486.75	551.56	854.13	555.41	629.35	647.07	665.29	693.58	718.08	500.46	674.59	679.29	1104.13	981.29	748.61	819.3	1417.35	444.72	575.03	423.61	595.34	909.17	486.75	612.11	514.56	753.83	603.67	718.08	450.94	612.11	733.19	525.39	529.06	503.95	587.13	698.41	896.64	759.08	476.71	753.83	612.11	665.29	616.37	866.07	872.1	1286.18	629.35	1143.1	587.13	679.29	660.68	647.07	890.44	679.29	547.75	836.53	1051.79	595.34	878.17	974.5	638.15	591.22	638.15	555.41	567.1	638.15	316.37	684.02	988.12	660.68	723.08	514.56	624.99	802.41	819.3	743.43	543.96	616.37	723.08	1037.29	483.38	518.15	860.08	698.41	518.15	1059.11
