	TCGA.T9.A92H.01A.11R.A37K.07	TCGA.NH.A50T.01A.11R.A28H.07	TCGA.CA.6715.01A.21R.1839.07	TCGA.5M.AAT4.01A.11R.A41B.07	TCGA.QG.A5YW.01A.11R.A28H.07	TCGA.QG.A5YX.01A.11R.A28H.07	TCGA.AY.6386.01A.21R.1723.07	TCGA.AM.5821.01A.01R.1653.07	GTEX.13111.0726.SM.5DUVE	GTEX.131XE.0826.SM.5HL9W	GTEX.11P7K.1526.SM.5EGI7	GTEX.1399R.2226.SM.5P9JB	GTEX.PLZ5.1126.SM.3P613	GTEX.139TS.1926.SM.5IJFO	GTEX.QLQW.0426.SM.447A7	GTEX.S7SF.1926.SM.4AT5B	GTEX.ZPU1.1926.SM.57WDT	GTEX.P4QT.1426.SM.3NMCX	GTEX.1399U.1926.SM.5IFH7	GTEX.Q734.1126.SM.48TZY	GTEX.11P82.1026.SM.5BC5J	GTEX.U4B1.1126.SM.4DXV3	GTEX.Q2AI.0926.SM.48U1F	GTEX.146FQ.1926.SM.5NQBY	GTEX.ZY6K.1226.SM.5GZYL	GTEX.R55G.1226.SM.48FDC	GTEX.14E6E.1526.SM.5RQIG	GTEX.YB5E.1626.SM.5IFIQ	GTEX.R53T.1326.SM.48FCQ	GTEX.WFG7.1526.SM.4LVMG	GTEX.13S86.1626.SM.5Q5C5	GTEX.PLZ6.0926.SM.3P5ZQ	GTEX.145MN.1726.SM.5SIA6	GTEX.111CU.1426.SM.5GZYP	GTEX.PWOO.1326.SM.48TCJ	GTEX.ZYWO.1626.SM.5E44H	GTEX.ZF2S.1926.SM.4WWAN	GTEX.1399S.1926.SM.5J2M5	GTEX.13D11.0826.SM.5KLZJ	GTEX.SNMC.1126.SM.4DM5M	GTEX.132AR.2726.SM.5PNVN	GTEX.UPIC.1726.SM.4IHKG	GTEX.QV31.0826.SM.4R1KR	GTEX.P4PP.1426.SM.3NM9L	GTEX.11EM3.1526.SM.5A5KN	GTEX.YEC3.2426.SM.5IFJR	GTEX.QDVN.1326.SM.48TZ3	GTEX.12BJ1.2126.SM.5BC5O	GTEX.117YW.1826.SM.5PNY5	GTEX.UJHI.1126.SM.4IHLN	GTEX.Y5LM.1526.SM.4VDTA	GTEX.O5YT.1426.SM.3MJHC	GTEX.13FHP.2426.SM.5KLZ5	GTEX.R55D.1826.SM.48FEF	GTEX.139YR.2126.SM.5KM11	GTEX.13FTW.1826.SM.5IJEN	GTEX.1122O.1526.SM.5N9CL	GTEX.13PL7.2526.SM.5IFGR	GTEX.W5WG.2426.SM.4LMI6	GTEX.OHPM.1426.SM.3TW8Y	GTEX.Y8E4.2426.SM.4WWDN	GTEX.U3ZN.2126.SM.4DXU1	GTEX.13OW6.2126.SM.5N9GL	GTEX.XBED.1526.SM.4AT5W	GTEX.S4UY.0826.SM.4AD4Z	GTEX.ZZ64.0726.SM.5GZX4	GTEX.131XG.1826.SM.5LZV4	GTEX.XUZC.1326.SM.4BRV2	GTEX.11DXZ.1726.SM.5H12M	GTEX.13OVJ.1726.SM.5IJDZ	GTEX.XV7Q.2126.SM.4BRVX	GTEX.WOFM.2026.SM.4OOSQ	GTEX.RM2N.0926.SM.48FD1	GTEX.T5JW.1126.SM.4DM5V	GTEX.11NSD.1626.SM.5986U	GTEX.ZGAY.2126.SM.4YCFB	GTEX.144GN.1126.SM.5LU33	GTEX.QCQG.1626.SM.48U26	GTEX.ZV7C.1526.SM.5NQ72	GTEX.Y3IK.1826.SM.4WWDS	GTEX.QMRM.1226.SM.447C6	GTEX.QEL4.1926.SM.4R1JI	GTEX.Q2AH.1226.SM.48TZL	GTEX.ZLV1.1226.SM.4WWBX	GTEX.ZT9W.1826.SM.51MQX	GTEX.YB5E.0326.SM.5IFHU	GTEX.13FLV.0326.SM.5N9DJ	GTEX.Y5LM.0426.SM.4VBRO	GTEX.PX3G.0826.SM.48TZS	GTEX.145MF.0826.SM.5QGQA	GTEX.139TS.1426.SM.5IFJD	GTEX.1269C.0626.SM.5FQSS	GTEX.12KS4.1326.SM.5LUB3	GTEX.11ZVC.0726.SM.5FQT9	GTEX.1399T.0826.SM.5IFES	GTEX.13OW6.2626.SM.5IFF2	GTEX.13O3O.1826.SM.5IFGW	TCGA.38.4625.01A.01R.1206.07	TCGA.38.4625.01A.01R.1206.07.1	TCGA.AH.6897.01A.11R.1928.07	GTEX.QXCU.1926.SM.48FE4	GTEX.Q2AI.0826.SM.48TZO
SEPSECS	61.25	59.97	94.67	68.55	42.41	142.01	85.82	65.72	214.27	111.99	237.86	100.13	178.77	123.5	199.85	231.32	135.24	198.47	204.07	140.04	295.11	145.02	141.02	127.89	125.24	195.72	211.31	239.52	139.07	195.72	67.12	193.01	251.48	138.1	105.15	204.07	181.28	208.38	186.4	100.83	169.07	256.78	187.71	237.86	189.02	155.5	115.16	277.2	81.14	173.85	256.78	172.65	119.26	234.57	185.11	209.84	287.01	182.55	208.38	182.55	128.79	236.21	151.22	166.73	206.94	116.78	161.02	231.32	307.69	136.19	116.78	244.57	301.33	156.59	138.1	163.28	152.28	166.73	301.33	181.28	104.42	150.17	159.9	341.51	191.67	176.29	273.37	447.82	358.54	567.1	275.28	249.73	237.86	529.06	698.41	480.04	96.01	0.0	0.28	63.0	156.59	111.21
SGK223	59.13	100.83	52.82	51.35	101.54	384.34	264.03	139.07	497.0	316.37	409.15	483.38	438.59	318.57	351.14	409.15	229.72	547.75	412.0	423.61	753.83	336.79	423.61	214.27	285.03	457.25	571.05	392.44	363.56	353.59	205.5	466.88	381.68	253.23	181.28	438.59	579.04	529.06	460.44	186.4	438.59	559.28	497.0	395.18	595.34	221.86	232.94	444.72	587.13	603.67	483.38	205.5	157.68	285.03	287.01	525.39	490.14	454.09	406.31	358.54	361.04	555.41	169.07	307.69	551.56	217.27	563.18	305.55	665.29	186.4	239.52	547.75	381.68	269.6	285.03	379.04	283.05	406.31	400.71	466.88	228.13	397.93	397.93	412.0	426.57	142.01	37.05	22.43	37.59	36.01	20.11	13.12	90.14	29.27	41.81	141.02	19.11	31.45	73.03	109.66	79.45	181.28
SHROOM1	656.11	234.57	785.88	426.57	486.75	132.44	423.61	42.71	1304.15	1208.34	1127.35	1397.83	1059.11	884.29	1268.46	1340.84	819.3	1216.75	1096.5	1199.98	1250.98	1015.93	947.83	764.36	713.11	1044.52	1369.04	1030.12	848.22	813.63	718.08	1151.06	1073.91	660.68	995.0	1331.57	1104.13	1096.5	1119.56	441.64	1605.83	1457.23	1096.5	974.5	1030.12	454.09	476.71	854.13	532.74	1268.46	1407.55	825.0	432.53	1191.69	988.12	1044.52	1175.27	1167.14	1233.75	872.1	872.1	1437.15	551.56	1088.92	1268.46	490.14	1008.9	1096.5	1883.54	521.76	915.51	1096.5	1127.35	748.61	698.41	759.08	866.07	988.12	961.07	1037.29	620.67	872.1	1081.39	1259.69	1037.29	299.25	376.41	723.08	327.56	743.43	1088.92	1104.13	656.11	1199.98	679.29	669.92	1709.26	178.77	212.78	181.28	180.02	366.09
SLC17A4	3.56	31.0	10.55	0.0	6.11	98.04	0.0	0.0	1540.37	1111.82	2104.58	1242.34	1540.37	693.58	1216.75	1199.98	674.59	1350.18	2209.26	974.5	2255.7	791.35	1191.69	503.95	1250.98	1794.29	3419.52	1551.09	373.81	928.3	368.65	1378.57	1498.22	1304.15	312.0	1331.57	1540.37	2104.58	1832.01	332.14	1143.1	1639.59	1794.29	1697.45	1467.37	325.29	279.14	1286.18	470.14	1923.14	1757.34	503.95	52.08	1745.2	1037.29	1594.73	3081.75	1733.13	1551.09	1407.55	981.29	1437.15	368.65	660.68	1883.54	620.67	1407.55	1628.26	2997.45	115.16	144.01	1233.75	1639.59	483.38	454.09	1233.75	967.76	547.75	2400.97	723.08	493.56	1159.07	1359.57	1457.23	1781.89	206.94	642.59	426.57	486.75	571.05	273.37	122.64	387.02	490.14	2061.24	2018.8	70.51	0.0	0.0	7.4	0.0	82.87
SLC1A1	65.72	90.77	28.45	46.18	31.67	133.36	8.06	66.65	563.18	65.26	1397.83	305.55	669.92	214.27	1096.5	579.04	164.42	656.11	1119.56	511.0	2178.83	80.57	460.44	277.2	559.28	1225.22	3372.43	1277.29	152.28	454.09	258.57	830.75	1268.46	1350.18	199.85	1407.55	769.69	698.41	1191.69	201.25	866.07	718.08	759.08	1191.69	836.53	193.01	256.78	591.22	85.82	775.05	1662.49	607.87	205.5	1268.46	543.96	764.36	2303.12	1651.0	780.44	693.58	334.46	866.07	147.06	607.87	878.17	473.41	1447.15	947.83	995.0	242.88	194.36	1216.75	651.58	420.68	226.54	1008.9	381.68	273.37	1857.6	194.36	260.38	460.44	759.08	1397.83	1044.52	426.57	348.71	3212.66	567.1	348.71	753.83	2976.74	1519.15	2104.58	299.25	141.02	728.11	0.0	0.07	50.63	275.28	343.89
SLC22A23	136.19	51.35	124.37	83.45	251.48	297.17	181.28	5.28	1008.9	802.41	1457.23	848.22	1143.1	954.43	796.86	1225.22	769.69	988.12	878.17	1369.04	1143.1	854.13	928.3	660.68	674.59	1175.27	1044.52	1111.82	1111.82	1199.98	1119.56	961.07	1096.5	733.19	638.15	1183.45	1151.06	1151.06	1037.29	460.44	1477.58	878.17	961.07	988.12	967.76	638.15	480.04	1037.29	759.08	1104.13	1242.34	460.44	224.97	1225.22	1457.23	1104.13	1167.14	1167.14	947.83	1397.83	679.29	1151.06	543.96	738.29	1081.39	559.28	902.89	896.64	1331.57	444.72	753.83	1119.56	1111.82	791.35	860.08	620.67	791.35	1051.79	1119.56	819.3	473.41	1135.2	748.61	1242.34	796.86	135.24	265.87	62.12	353.59	110.43	293.07	191.67	291.04	264.03	318.57	167.9	59.55	0.0	0.52	86.43	269.6	470.14
SLC26A2	281.09	563.18	441.64	175.07	947.83	878.17	68.07	3.89	13872.08	12076.21	13492.72	16269.83	18689.27	10296.45	13968.57	20030.74	7911.95	20170.07	13872.08	16383.0	23330.64	17804.06	16269.83	4152.18	9540.5	30785.28	31432.17	16611.71	12589.08	11909.94	10883.59	12160.22	17078.76	10883.59	1167.14	22380.2	21026.65	17437.64	19214.73	3419.52	20030.74	17681.08	7857.29	20170.07	17197.56	5594.3	1277.29	22072.07	3564.78	11664.82	17317.18	4607.24	540.19	16269.83	19754.96	20170.07	18052.61	17078.76	13492.72	15607.02	8658.09	22380.2	2335.28	9945.68	14163.58	6561.36	16383.0	13776.25	24832.5	775.05	9279.58	15499.21	15934.98	8247.98	9151.82	11112.3	3039.3	9409.14	18431.96	13968.57	7331.05	13968.57	11035.54	17558.94	13306.94	28.86	10.96	17.77	19.53	8.65	13.83	19.39	15.45	12.27	19.11	10.47	6.57	0.0	0.33	1923.14	59.55	163.28
SLC26A3	493.56	208.38	67.59	35.25	1119.56	1143.1	30.78	1.48	155870.75	68318.04	218912.29	163620.18	231394.29	48982.22	237899.7	145432.49	92680.9	179048.63	263966.36	95949.32	307450.64	208544.12	273275.14	65990.84	95949.32	218912.29	509950.32	184082.4	58250.19	80683.28	71714.63	133825.1	161367.56	244588.0	27745.15	368165.8	292889.12	320506.81	280957.98	9876.98	228208.61	244588.0	138544.47	254974.66	174152.51	17558.94	21468.49	211455.3	48643.87	153724.82	201440.3	111755.56	3847.29	140478.49	111755.56	189257.69	221968.2	254974.66	124863.17	117311.73	85876.94	163620.18	3794.3	110983.6	229795.93	113315.62	301123.38	193234.41	139508.13	7749.1	59474.18	201440.3	179048.63	57448.23	37379.55	104271.56	65535.0	55491.3	246289.25	72213.45	53973.86	93325.55	132900.7	208544.12	244588.0	44.89	1.1	12.83	5.77	2.23	0.47	4.35	1.68	2.05	3.76	26.47	14.78	0.0	0.02	961.07	406.31	2502.97
SLC36A1	93.35	85.82	218.79	72.52	115.16	137.14	66.65	27.44	651.58	429.54	791.35	599.49	583.07	429.54	525.39	579.04	387.02	647.07	808.0	780.44	947.83	642.59	674.59	441.64	518.15	884.29	1143.1	1081.39	713.11	743.43	414.87	728.11	753.83	426.57	379.04	693.58	780.44	775.05	607.87	343.89	813.63	909.17	708.18	915.51	974.5	312.0	273.37	796.86	260.38	486.75	791.35	336.79	223.41	679.29	607.87	967.76	890.44	780.44	728.11	780.44	521.76	624.99	242.88	334.46	1044.52	426.57	629.35	813.63	1427.22	295.11	426.57	693.58	698.41	251.48	493.56	575.03	607.87	540.19	1135.2	583.07	323.03	571.05	532.74	785.88	660.68	78.89	17.77	35.25	23.08	22.26	23.93	30.34	34.51	24.63	24.11	15.56	9.13	0.0	0.39	154.42	68.55	126.12
SLC3A1	182.55	153.34	379.04	10.96	23.08	1617.0	143.01	0.0	819.3	409.15	2645.74	1167.14	1991.0	591.22	785.88	890.44	669.92	2047.0	2537.92	1369.04	2047.0	656.11	1617.0	231.32	1008.9	4869.99	5831.91	2255.7	563.18	1208.34	371.22	2032.85	1674.06	1628.26	246.28	1044.52	1417.35	1745.2	1628.26	198.47	2047.0	1037.29	1259.69	1806.78	1721.16	426.57	204.07	2271.4	275.28	2163.77	2240.11	780.44	34.75	1437.15	1073.91	2148.82	5292.48	2193.99	1617.0	2855.44	376.41	1819.35	152.28	713.11	2555.58	518.15	1883.54	2148.82	2178.83	108.9	249.73	2573.36	1487.87	974.5	470.14	866.07	1044.52	1008.9	2591.27	780.44	332.14	967.76	723.08	2645.74	1832.01	3768.09	291.04	1594.73	32.13	318.57	353.59	214.27	226.54	842.36	144.01	7642.41	158.79	0.0	0.28	121.79	12.09	61.68
SLC45A2	1.95	0.23	6.57	0.0	1.97	1.08	0.0	0.78	10.08	0.0	33.3	3.82	6.11	5.36	4.74	13.22	5.11	20.26	13.22	14.03	17.51	7.06	19.25	2.29	28.04	7.82	6.84	11.21	4.54	3.41	3.89	7.69	5.87	5.68	2.58	6.06	4.66	20.56	17.9	2.18	13.32	22.26	3.47	23.42	6.46	4.9	2.32	8.13	0.87	14.78	12.18	3.11	3.69	6.16	7.51	9.2	20.41	9.78	9.93	6.11	8.19	10.24	1.19	4.74	17.64	4.58	13.22	9.06	24.99	0.0	1.95	14.35	10.88	0.0	4.98	6.78	3.59	6.84	31.45	5.92	2.97	6.67	5.23	23.59	12.64	1.87	82.87	1.08	9.56	4.46	23.76	7.11	5.23	34.75	7.28	11.04	2.76	0.0	0.08	1.0	0.58	22.26
SLC4A4	5.54	0.0	0.35	0.0	30.12	0.85	0.75	0.07	3280.18	1561.89	4769.75	1832.01	2935.74	1883.54	3081.75	2701.35	2485.67	2855.44	2976.74	1896.65	6471.02	4038.61	3639.7	1844.76	1781.89	3614.55	5292.48	3018.3	2104.58	2835.7	1216.75	1757.34	3639.7	3168.41	753.83	4298.64	4639.29	3349.13	3212.66	480.04	3372.43	3372.43	3146.52	3419.52	3901.01	1059.11	620.67	4298.64	2485.67	2777.33	3690.52	848.22	258.57	2627.46	3039.3	3325.99	2935.74	2645.74	2609.3	1857.6	1870.53	3467.27	836.53	2148.82	2271.4	1331.57	3847.29	2915.45	3665.02	329.84	1417.35	2664.15	2335.28	2555.58	1369.04	1936.53	1191.69	2004.85	3372.43	2956.17	1378.57	2451.44	1977.24	2855.44	2796.65	112.77	242.88	336.79	244.57	194.36	603.67	242.88	182.55	269.6	414.87	320.8	102.97	0.0	0.12	0.0	156.59	137.14
SMAD7	176.29	187.71	264.03	165.57	152.28	161.02	202.66	204.07	698.41	808.0	708.18	497.0	743.43	698.41	679.29	551.56	376.41	514.56	848.22	532.74	753.83	780.44	480.04	511.0	713.11	587.13	1066.48	884.29	555.41	493.56	616.37	612.11	733.19	647.07	412.0	497.0	684.02	830.75	723.08	444.72	463.65	723.08	463.65	921.88	583.07	384.34	547.75	878.17	1096.5	698.41	551.56	441.64	587.13	563.18	878.17	808.0	1008.9	733.19	656.11	595.34	842.36	480.04	529.06	312.0	460.44	909.17	543.96	866.07	1119.56	638.15	473.41	297.17	896.64	476.71	624.99	791.35	423.61	420.68	836.53	651.58	490.14	813.63	563.18	842.36	620.67	81.14	400.71	220.32	426.57	102.97	166.73	137.14	660.68	206.94	244.57	204.07	38.4	169.07	872.1	209.84	281.09	236.21
SMPDL3A	130.6	15.45	26.47	35.5	329.84	125.24	162.14	67.59	2796.65	1745.2	6164.49	2287.2	3742.05	1628.26	3303.0	3039.3	1936.53	2976.74	4358.66	2895.31	4152.18	3018.3	3847.29	1498.22	1991.0	5041.77	9088.59	4607.24	2061.24	3257.52	1769.57	3716.2	4210.15	4123.49	1583.71	4450.27	3372.43	5441.3	5292.48	1023.0	5995.9	3820.7	2935.74	5517.27	3395.89	1322.37	1407.55	4095.0	2255.7	3614.55	7180.15	2520.38	860.08	3419.52	3190.46	4239.45	4512.4	4769.75	3982.99	4388.98	1662.49	3564.78	1015.93	2271.4	4066.71	1819.35	4038.61	4419.52	3564.78	1498.22	1685.71	4419.52	4704.07	2835.7	1583.71	2119.22	2591.27	2682.69	5954.47	2875.3	1540.37	2739.08	2664.15	4575.41	3467.27	642.59	854.13	1963.57	447.82	947.83	1427.22	769.69	878.17	551.56	620.67	2319.15	226.54	0.0	0.61	39.79	348.71	684.02
SOWAHA	26.1	5.92	164.42	1.5	0.0	32.82	12.74	0.01	521.76	285.03	684.02	460.44	507.46	503.95	595.34	579.04	336.79	571.05	728.11	466.88	967.76	500.46	656.11	214.27	420.68	995.0	1233.75	688.78	287.01	543.96	346.29	536.45	796.86	454.09	226.54	551.56	595.34	775.05	718.08	202.66	612.11	743.43	563.18	836.53	723.08	185.11	223.41	967.76	559.28	738.29	684.02	371.22	77.79	890.44	555.41	638.15	1111.82	684.02	493.56	656.11	269.6	759.08	231.32	521.76	703.28	334.46	775.05	842.36	660.68	194.36	316.37	1030.12	825.0	603.67	339.14	563.18	305.55	368.65	728.11	470.14	295.11	379.04	483.38	728.11	785.88	52.82	70.01	21.32	46.84	38.4	2.01	34.02	85.82	25.54	84.04	26.67	14.56	0.0	0.06	13.12	249.73	155.5
SRC	967.76	1340.84	2090.03	1277.29	1183.45	1639.59	1331.57	379.04	1561.89	1896.65	2119.22	1183.45	1896.65	1457.23	1651.0	1991.0	1674.06	1819.35	1857.6	2148.82	1242.34	1467.37	1991.0	1594.73	1733.13	2061.24	1923.14	1594.73	1551.09	1709.26	1806.78	2075.59	1896.65	1832.01	2468.49	1388.16	1617.0	2591.27	1857.6	1225.22	2935.74	1936.53	1963.57	1498.22	1322.37	1135.2	1183.45	1397.83	1540.37	2287.2	2287.2	1397.83	872.1	2351.53	1950.0	1832.01	2384.37	1909.85	2061.24	2303.12	1651.0	2148.82	1096.5	1662.49	2061.24	1151.06	1883.54	1909.85	2193.99	941.27	1199.98	1963.57	2255.7	1096.5	1662.49	1242.34	1540.37	1769.57	2303.12	1378.57	1191.69	1697.45	1769.57	2573.36	1250.98	94.01	209.84	34.26	156.59	54.33	57.89	94.67	178.77	47.5	420.68	147.06	28.65	0.0	0.67	1143.1	1277.29	2224.63
STK38	1135.2	748.61	928.3	738.29	1104.13	934.76	769.69	295.11	1617.0	1286.18	1572.76	1477.58	1572.76	1233.75	1191.69	1286.18	1427.22	1397.83	1745.2	1359.57	1583.71	1487.87	1277.29	1008.9	1208.34	1950.0	2287.2	1674.06	1313.23	1697.45	1331.57	1242.34	1963.57	1096.5	981.29	1487.87	1529.73	1467.37	1674.06	1104.13	1794.29	1233.75	1457.23	1427.22	974.5	1119.56	884.29	1662.49	441.64	1447.15	1551.09	1135.2	753.83	1781.89	1477.58	1487.87	1745.2	1519.15	1617.0	1359.57	981.29	1583.71	1008.9	1191.69	1359.57	860.08	1208.34	1519.15	1896.65	723.08	1313.23	1350.18	1674.06	1233.75	1191.69	961.07	1135.2	1397.83	1733.13	1191.69	954.43	1277.29	1322.37	1963.57	1662.49	417.77	325.29	432.53	348.71	151.22	400.71	620.67	507.46	447.82	392.44	305.55	107.38	447.82	124.37	629.35	176.29	432.53
SYTL2	450.94	109.66	85.82	603.67	454.09	620.67	1233.75	27.05	2367.9	1977.24	2664.15	2047.0	2367.9	1651.0	2351.53	2816.11	1963.57	2384.37	3018.3	2090.03	3491.39	2573.36	1883.54	1605.83	1909.85	3467.27	3235.01	3467.27	1605.83	2047.0	1088.92	2573.36	2956.17	2271.4	1628.26	2351.53	2895.31	3614.55	2319.15	934.76	2855.44	2758.13	2796.65	2758.13	2573.36	1216.75	1340.84	3235.01	2004.85	3257.52	3303.0	1540.37	1143.1	2163.77	2303.12	2855.44	3901.01	2997.45	2855.44	2468.49	1832.01	3325.99	934.76	2148.82	2935.74	1225.22	2645.74	2976.74	3847.29	2148.82	1427.22	3325.99	3060.45	2104.58	1721.16	1769.57	1651.0	2720.15	3146.52	2193.99	1250.98	2240.11	1757.34	3716.2	2384.37	82.29	108.9	57.89	59.13	102.25	110.43	163.28	366.09	145.02	146.03	171.45	53.57	0.0	0.62	41.81	961.07	429.54
SYTL5	30.56	0.85	3.0	55.49	80.01	23.59	145.02	0.79	110.43	115.16	273.37	118.43	131.51	65.26	143.01	125.24	145.02	109.66	183.82	149.12	150.17	205.5	204.07	159.9	75.64	189.02	291.04	251.48	97.36	82.29	53.19	150.17	348.71	170.25	190.34	191.67	127.0	397.93	132.44	46.5	295.11	159.9	262.2	291.04	133.36	53.95	81.14	195.72	86.43	206.94	325.29	173.85	28.04	100.13	166.73	129.69	314.17	166.73	163.28	161.02	147.06	139.07	15.8	84.63	149.12	47.17	205.5	251.48	166.73	82.29	60.39	205.5	234.57	71.0	88.26	59.55	140.04	212.78	332.14	136.19	94.67	116.78	108.14	169.07	198.47	146.03	50.98	26.47	48.87	14.56	20.56	244.57	81.71	74.58	104.42	81.71	13.62	0.0	0.01	9.41	82.29	80.01
TCP10	0.0	2.71	2.2	0.0	0.0	2.61	2.27	0.0	3.0	6.78	33.3	3.44	21.16	5.82	12.27	25.91	3.0	14.56	24.99	15.8	5.59	16.15	20.56	2.81	8.32	30.12	36.53	25.35	2.78	18.7	0.0	23.08	8.99	10.88	7.0	4.39	18.29	24.81	11.82	10.55	5.87	44.25	13.32	24.11	16.39	8.13	7.94	19.39	0.0	17.13	36.53	0.0	0.0	33.06	13.72	41.81	44.25	3.92	30.12	14.78	7.88	15.45	4.98	6.57	35.0	12.09	28.24	10.24	30.78	3.63	2.07	20.41	11.73	5.02	6.89	13.22	4.94	8.65	49.21	11.21	2.78	3.63	14.24	10.08	17.9	0.34	2.81	0.0	7.4	0.0	0.39	0.0	0.0	0.0	5.15	0.0	0.0	0.0	0.0	0.0	0.0	1.1
TMEM127	543.96	381.68	669.92	612.11	579.04	791.35	629.35	518.15	1023.0	1044.52	1844.76	1304.15	1199.98	860.08	1397.83	1397.83	1268.46	1111.82	1208.34	1388.16	1628.26	1111.82	1721.16	902.89	1277.29	1674.06	2061.24	1233.75	1023.0	1233.75	1088.92	1437.15	1340.84	1529.73	769.69	1709.26	1487.87	1870.53	1487.87	1191.69	2133.97	1487.87	1250.98	1417.35	1407.55	775.05	934.76	1225.22	884.29	1561.89	1757.34	1191.69	748.61	1397.83	1208.34	1350.18	2287.2	1583.71	1331.57	1697.45	1447.15	1397.83	775.05	1369.04	1709.26	1487.87	1844.76	1350.18	1447.15	764.36	902.89	1359.57	1685.71	723.08	1313.23	1340.84	1175.27	909.17	1457.23	967.76	1037.29	1191.69	1191.69	1417.35	1183.45	514.56	414.87	518.15	688.78	497.0	688.78	651.58	587.13	511.0	587.13	336.79	555.41	0.0	0.51	616.37	1407.55	1498.22
TMEM236	6.06	9.56	15.11	2.53	19.25	77.79	0.61	0.0	733.19	620.67	1104.13	66.65	438.59	82.29	743.43	785.88	432.53	679.29	1088.92	587.13	728.11	476.71	769.69	231.32	738.29	1674.06	373.81	878.17	389.72	518.15	713.11	460.44	1259.69	890.44	58.71	575.03	1111.82	759.08	988.12	151.22	1286.18	896.64	571.05	872.1	723.08	223.41	231.32	583.07	316.37	629.35	483.38	476.71	26.28	1268.46	165.57	728.11	1023.0	941.27	723.08	921.88	256.78	1331.57	125.24	525.39	575.03	258.57	180.02	1529.73	1081.39	72.01	358.54	567.1	1216.75	348.71	312.0	90.14	438.59	314.17	1322.37	642.59	387.02	444.72	1135.2	1286.18	796.86	3.53	1.5	0.66	0.26	0.52	0.0	1.39	1.03	2.12	0.23	0.0	0.0	0.0	0.01	18.43	8.0	19.39
TMIGD1	6.26	0.0	0.0	0.0	0.0	3.5	0.0	0.0	5872.48	3491.39	15285.81	8538.88	8134.41	3060.45	7130.55	7433.4	4481.23	13586.57	10368.08	8778.97	23492.92	6983.79	10014.87	4123.49	8022.41	27938.14	31870.96	16269.83	2997.45	5441.3	2720.15	9673.69	11424.74	10296.45	934.76	6792.79	10808.41	10512.82	14867.79	718.08	11664.82	10225.32	11827.67	17197.56	13215.02	1151.06	470.14	13306.94	2627.46	17197.56	17558.94	3419.52	400.71	12676.65	7589.61	10883.59	30361.44	13776.25	10368.08	17078.76	3716.2	12676.65	214.27	5329.3	17317.18	2875.3	13215.02	18178.19	13968.57	327.56	1143.1	14867.79	14461.21	4903.87	2956.17	8718.32	4123.49	3564.78	20310.37	5711.87	3146.52	8247.98	7537.18	17078.76	12853.63	1.55	0.0	0.0	0.0	0.0	0.0	0.0	1.36	0.0	2.25	0.99	1.41	0.0	0.01	0.0	7.63	34.26
TNIP2	698.41	688.78	728.11	1066.48	567.1	698.41	866.07	995.0	896.64	1008.9	1073.91	995.0	1015.93	954.43	1167.14	1044.52	802.41	988.12	1127.35	1119.56	693.58	791.35	1216.75	842.36	1111.82	1044.52	1437.15	1250.98	1044.52	848.22	1225.22	974.5	1081.39	934.76	921.88	1059.11	872.1	1286.18	1051.79	759.08	1073.91	1662.49	934.76	1081.39	988.12	791.35	830.75	860.08	669.92	1073.91	1340.84	1096.5	808.0	1151.06	1037.29	1081.39	1369.04	915.51	1059.11	1216.75	802.41	934.76	825.0	934.76	1073.91	825.0	1073.91	1051.79	954.43	1001.93	941.27	1191.69	1295.13	743.43	915.51	703.28	954.43	830.75	1250.98	733.19	1175.27	974.5	884.29	1250.98	884.29	426.57	348.71	341.51	309.83	226.54	397.93	444.72	647.07	480.04	363.56	387.02	1135.2	0.0	0.71	1119.56	679.29	703.28
TNS3	371.22	441.64	432.53	417.77	329.84	397.93	624.99	332.14	884.29	738.29	872.1	633.73	693.58	708.18	612.11	651.58	612.11	629.35	1015.93	728.11	872.1	660.68	688.78	579.04	591.22	738.29	785.88	825.0	764.36	708.18	607.87	775.05	660.68	633.73	470.14	819.3	934.76	1096.5	848.22	525.39	896.64	842.36	813.63	753.83	718.08	511.0	607.87	638.15	575.03	836.53	896.64	511.0	808.0	718.08	753.83	848.22	915.51	785.88	780.44	775.05	684.02	860.08	665.29	647.07	713.11	473.41	884.29	674.59	974.5	748.61	583.07	718.08	748.61	507.46	563.18	607.87	780.44	698.41	941.27	591.22	429.54	743.43	872.1	896.64	723.08	400.71	480.04	633.73	1151.06	454.09	902.89	909.17	1216.75	813.63	941.27	559.28	1540.37	0.0	0.68	343.89	454.09	848.22
