	GTEX.S32W.1126.SM.4AD5V	GTEX.TMMY.1526.SM.4DXST	GTEX.U3ZM.0826.SM.4DXU6	GTEX.SE5C.1026.SM.4BRUG	TCGA.XF.AAN4.01A.11R.A42T.07	TCGA.CU.A0YN.11A.11R.A10U.07	TCGA.BT.A20N.11A.11R.A14Y.07	TCGA.CU.A0YR.11A.13R.A10U.07	TCGA.BL.A13J.11A.13R.A10U.07	TCGA.BT.A20R.11A.11R.A16R.07	TCGA.BT.A20Q.11A.11R.A14Y.07	TCGA.HM.A3JJ.11A.12R.A21T.07	TCGA.AZ.6605.11A.01R.1839.07	TCGA.L5.A88S.01A.11R.A36D.31	TCGA.LN.A9FP.01A.31R.A38D.31	TCGA.L5.A4OQ.11A.12R.A260.31	TCGA.IG.A3I8.11A.11R.A24K.31	TCGA.L5.A4OO.11A.12R.A260.31	GTEX.WEY5.1126.SM.4LMIE	GTEX.1399R.0926.SM.5J2N8	GTEX.14E7W.1926.SM.5S2R9	GTEX.12WSD.2026.SM.5HL7D	GTEX.13U4I.1326.SM.5KM25	GTEX.Y3IK.1326.SM.4YCD8	GTEX.11DXZ.1026.SM.5N9D5	GTEX.13W3W.1826.SM.5IJDE	GTEX.ZF2S.1326.SM.4WWAZ	GTEX.12696.1526.SM.5EGL6	GTEX.13VXT.1826.SM.5KM2F	GTEX.XQ3S.1026.SM.4BOPJ	GTEX.13OW6.1626.SM.5IJD5	GTEX.14DAQ.1626.SM.5S2R1	GTEX.XQ8I.1826.SM.4BOOJ	GTEX.WYVS.0826.SM.4RTXB	GTEX.ZYFC.1726.SM.5GZYX	GTEX.13G51.1026.SM.5K7YQ	GTEX.SNMC.0426.SM.4DM5Y	GTEX.U3ZH.1126.SM.4DXUG	GTEX.12WSD.1926.SM.5GCOV	GTEX.QLQW.0626.SM.447A6	GTEX.146FQ.1126.SM.5NQBM	GTEX.P78B.1126.SM.3P615	GTEX.WRHK.0426.SM.4MVOG	GTEX.ZAB5.1026.SM.5HL91	GTEX.14BMV.1426.SM.5S2WA	GTEX.XQ3S.1226.SM.4BOPP	GTEX.PX3G.0726.SM.48TZT	GTEX.YECK.1726.SM.5IFI3	GTEX.145MH.1226.SM.5RQJT	GTEX.XBEW.1426.SM.4AT4J	GTEX.ZEX8.1326.SM.4WWEW	GTEX.ZYT6.1226.SM.5E44Q	GTEX.U3ZN.1826.SM.4DXUY	GTEX.WZTO.1526.SM.4PQYQ	GTEX.T2IS.0926.SM.4DM5B	GTEX.13O21.0826.SM.5J2NU	GTEX.13111.0926.SM.5DUVQ	TCGA.EJ.7783.11A.01R.2118.07	TCGA.EJ.7123.11A.01R.1965.07	GTEX.12BJ1.1226.SM.5LUAE	GTEX.13RTJ.2126.SM.5S2PZ	GTEX.14C5O.2826.SM.5RQI6	GTEX.13111.1326.SM.5GCNO	GTEX.OOBK.2025.SM.3LK5S	GTEX.XPVG.2026.SM.4B65E	GTEX.WK11.2626.SM.4OOSK	GTEX.ZVP2.0826.SM.59HJ6	GTEX.11EQ9.1726.SM.5HL6U	GTEX.S3XE.1326.SM.4AD4H	GTEX.12696.2226.SM.5EQ65	GTEX.14E6E.1126.SM.5S2R4	TCGA.BR.8371.01A.11R.2343.13	TCGA.FP.7735.11A.01R.2055.13	TCGA.FP.7829.11A.01R.2055.13	GTEX.146FH.2126.SM.5SI9U	GTEX.S4P3.0726.SM.4AD57	GTEX.ZV6S.0926.SM.57WGB	GTEX.WH7G.1526.SM.4LVMX	GTEX.UJHI.1026.SM.4IHJP	GTEX.R55D.1526.SM.48FEJ	TCGA.AX.A2HC.11A.11R.A32Y.07	TCGA.BK.A4ZD.11A.12R.A27V.07	TCGA.FL.A1YG.11A.12R.A16F.07	TCGA.BG.A3EW.11A.22R.A22K.07	GTEX.T5JW.1526.SM.4DM5E	GTEX.ZP4G.0726.SM.4WWF2	GTEX.PWN1.2026.SM.48TD9	GTEX.11ZTT.1726.SM.5EQL4	GTEX.Y114.1826.SM.4TT87	GTEX.XUJ4.1526.SM.4BONU	GTEX.POMQ.1226.SM.3P61F	GTEX.11EM3.1926.SM.5987U	GTEX.S341.1026.SM.4AD71	GTEX.RU1J.1026.SM.46MUR	GTEX.YJ8O.1126.SM.5P9IS	GTEX.R55G.1626.SM.48FF4	GTEX.WEY5.0726.SM.4LMID	GTEX.S32W.1426.SM.4AD66	GTEX.T2IS.2226.SM.4DM65	GTEX.145ME.1326.SM.5O98Q	GTEX.13QBU.1626.SM.5LU4S	GTEX.ZYWO.2126.SM.5GZXF
RP11-295P9.3	103.69	44.25	90.77	69.52	191.67	96.01	65.26	126.12	103.69	78.89	60.82	163.28	312.0	198.47	212.78	346.29	181.28	351.14	423.61	346.29	599.49	808.0	325.29	514.56	309.83	713.11	414.87	571.05	309.83	669.92	674.59	595.34	708.18	503.95	651.58	1151.06	332.14	511.0	400.71	239.52	181.28	567.1	275.28	381.68	728.11	669.92	432.53	988.12	503.95	466.88	202.66	511.0	426.57	884.29	563.18	206.94	387.02	105.89	102.25	59.13	40.36	42.71	74.58	55.49	99.43	41.22	63.0	71.5	50.98	42.41	51.71	403.5	162.14	221.86	75.11	69.03	23.93	63.45	122.64	67.12	81.14	271.48	115.97	157.68	198.47	102.97	114.36	191.67	173.85	299.25	63.0	182.55	167.9	215.77	567.1	69.52	124.37	336.79	100.83	182.55	236.21	88.26
RP11-793H13.10	27.84	27.44	10.71	18.84	87.65	12.36	6.26	14.78	17.0	5.36	10.63	84.04	92.7	118.43	78.89	256.78	54.72	159.9	134.3	115.97	265.87	244.57	138.1	120.1	92.05	291.04	127.0	236.21	138.1	379.04	231.32	255.0	417.77	134.3	283.05	295.11	131.51	318.57	159.9	60.82	69.03	148.09	94.01	118.43	167.9	366.09	105.89	327.56	185.11	285.03	72.01	182.55	102.97	368.65	351.14	73.03	110.43	24.11	16.51	11.38	10.16	12.36	9.2	22.43	21.47	17.0	6.89	11.04	16.75	9.41	12.83	107.38	55.49	69.52	35.5	27.64	6.52	26.1	64.8	101.54	16.51	120.94	16.39	62.12	40.93	23.42	29.7	43.32	49.21	49.56	38.67	16.27	66.18	81.14	105.89	23.42	26.86	64.34	84.04	54.33	48.18	17.25
RTEL1-TNFRSF6B	55.89	46.18	86.43	31.22	76.17	34.26	42.11	29.48	24.46	56.28	33.54	71.5	79.45	277.2	169.07	256.78	144.01	182.55	293.07	146.03	368.65	490.14	239.52	178.77	260.38	559.28	143.01	647.07	224.97	309.83	346.29	283.05	373.81	176.29	255.0	361.04	127.0	314.17	318.57	291.04	108.9	173.85	260.38	114.36	376.41	255.0	289.02	406.31	305.55	199.85	193.01	283.05	218.79	271.48	256.78	137.14	218.79	60.82	25.91	21.78	31.45	54.33	65.26	23.76	44.89	45.53	13.93	15.45	35.0	51.71	17.13	226.54	104.42	118.43	53.95	148.09	41.81	47.84	93.35	85.82	24.11	110.43	88.26	90.77	143.01	77.25	52.08	171.45	206.94	154.42	64.8	64.34	76.17	76.71	198.47	92.05	84.04	59.55	78.89	88.26	262.2	34.02
SAP25	68.55	5.92	4.78	7.82	92.7	0.0	10.71	19.25	6.57	0.93	6.67	70.01	12.83	13.03	33.78	69.03	30.56	96.68	57.89	117.6	68.07	105.89	104.42	21.63	26.47	59.97	170.25	49.21	119.26	287.01	59.55	129.69	708.18	85.82	89.51	332.14	18.56	229.72	53.19	36.01	27.64	61.68	28.86	130.6	58.71	293.07	45.85	176.29	194.36	55.49	24.99	242.88	66.65	384.34	346.29	80.01	80.01	26.67	0.0	8.51	9.93	6.57	5.06	7.69	8.0	10.55	0.0	10.08	1.46	0.0	7.0	87.03	26.28	55.1	5.23	1.75	0.45	1.69	4.54	10.0	0.0	48.87	44.89	87.03	18.16	16.15	10.55	29.7	5.63	72.01	38.95	17.9	17.25	34.51	58.3	19.97	17.38	90.77	59.55	17.9	0.75	26.1
SAPCD1	12.0	7.22	36.53	27.84	72.52	27.64	7.17	31.0	8.78	12.83	24.28	197.09	21.63	107.38	78.89	87.65	38.67	86.43	56.68	43.02	206.94	161.02	67.59	45.85	92.05	109.66	57.08	111.99	121.79	92.05	90.77	71.5	97.36	71.0	251.48	351.14	76.71	161.02	170.25	54.72	38.67	68.07	55.89	44.57	187.71	163.28	94.67	248.0	166.73	78.89	44.57	100.83	70.51	183.82	202.66	69.03	105.89	38.4	24.63	7.82	26.1	11.47	31.0	10.55	27.64	16.15	24.81	38.4	5.92	16.39	2.53	105.15	19.53	16.63	12.45	17.51	1.45	7.75	14.14	7.94	51.35	99.43	79.45	56.68	101.54	76.71	61.25	205.5	54.72	88.88	43.32	57.08	120.94	64.34	181.28	71.5	50.98	126.12	121.79	64.8	190.34	9.93
SCNN1D	15.11	75.11	87.03	42.41	37.59	13.32	33.78	26.67	19.25	33.3	52.08	46.84	49.21	68.07	85.82	105.89	86.43	143.01	116.78	223.41	409.15	249.73	142.01	136.19	156.59	187.71	186.4	37.85	180.02	190.34	346.29	224.97	361.04	193.01	915.51	497.0	146.03	229.72	237.86	211.31	84.63	221.86	78.34	83.45	297.17	334.46	264.03	521.76	551.56	224.97	127.0	353.59	163.28	536.45	503.95	218.79	106.63	35.0	15.68	20.41	57.08	50.98	38.95	24.46	27.05	37.05	18.29	27.84	4.7	1.81	8.13	57.49	59.55	57.49	36.53	51.35	22.59	6.36	45.85	54.33	17.38	75.11	83.45	131.51	156.59	58.71	22.26	100.13	62.56	262.2	32.36	64.34	38.67	67.12	202.66	52.08	99.43	63.89	120.1	77.25	106.63	15.91
SEC31B	30.12	40.36	44.57	75.11	76.71	28.04	43.94	50.63	47.84	26.1	42.11	113.56	143.01	138.1	237.86	444.72	154.42	368.65	356.05	262.2	529.06	624.99	346.29	460.44	353.59	620.67	329.84	595.34	447.82	599.49	567.1	518.15	688.78	343.89	575.03	878.17	420.68	612.11	518.15	497.0	135.24	389.72	267.73	242.88	656.11	651.58	348.71	660.68	599.49	587.13	212.78	409.15	314.17	684.02	567.1	258.57	414.87	74.58	39.5	40.36	27.84	65.72	52.45	26.28	56.68	22.75	17.64	37.85	38.95	19.25	13.83	198.47	121.79	108.14	46.5	96.01	70.01	81.14	80.01	295.11	19.82	239.52	56.68	71.5	80.01	38.95	29.27	148.09	111.21	157.68	64.8	54.72	78.34	78.89	175.07	28.04	45.21	87.65	56.68	105.15	112.77	13.62
SFI1	155.5	162.14	198.47	98.73	312.0	132.44	103.69	177.53	131.51	94.67	159.9	201.25	283.05	343.89	547.75	423.61	173.85	463.65	320.8	368.65	836.53	723.08	392.44	373.81	379.04	698.41	314.17	688.78	480.04	624.99	656.11	647.07	718.08	379.04	780.44	866.07	447.82	559.28	559.28	518.15	320.8	438.59	253.23	303.44	738.29	713.11	395.18	967.76	638.15	660.68	309.83	591.22	323.03	769.69	587.13	314.17	454.09	237.86	175.07	198.47	214.27	248.0	205.5	149.12	262.2	156.59	115.97	138.1	149.12	130.6	82.87	791.35	234.57	255.0	269.6	381.68	85.82	108.9	647.07	336.79	182.55	318.57	231.32	251.48	217.27	166.73	123.5	275.28	201.25	325.29	269.6	205.5	226.54	205.5	429.54	193.01	153.34	323.03	248.0	260.38	389.72	180.02
SFSWAP	426.57	551.56	525.39	309.83	567.1	381.68	406.31	486.75	435.55	384.34	473.41	607.87	759.08	723.08	825.0	785.88	551.56	713.11	684.02	555.41	1151.06	954.43	656.11	612.11	718.08	872.1	629.35	1088.92	796.86	718.08	878.17	764.36	780.44	587.13	1030.12	928.3	633.73	713.11	802.41	620.67	567.1	674.59	651.58	503.95	693.58	775.05	753.83	1143.1	967.76	743.43	633.73	872.1	532.74	934.76	1059.11	587.13	713.11	438.59	356.05	529.06	403.5	417.77	373.81	297.17	503.95	536.45	301.33	417.77	314.17	426.57	242.88	743.43	575.03	521.76	343.89	426.57	346.29	403.5	473.41	536.45	376.41	819.3	669.92	620.67	633.73	547.75	457.25	708.18	743.43	669.92	532.74	559.28	497.0	638.15	813.63	426.57	529.06	547.75	603.67	669.92	713.11	466.88
SH2B1	525.39	595.34	1127.35	802.41	607.87	660.68	764.36	961.07	878.17	563.18	808.0	941.27	988.12	825.0	921.88	1001.93	1096.5	1059.11	1216.75	1313.23	1844.76	1733.13	1651.0	1143.1	1295.13	1583.71	1259.69	1651.0	1295.13	1697.45	1378.57	1721.16	2351.53	1286.18	2047.0	1950.0	1096.5	1936.53	1225.22	1529.73	1159.07	1508.65	890.44	1225.22	1259.69	1721.16	1477.58	2061.24	2018.8	1259.69	1250.98	1551.09	1135.2	1950.0	2104.58	1066.48	1208.34	1015.93	733.19	738.29	1044.52	753.83	902.89	808.0	941.27	961.07	633.73	802.41	543.96	638.15	555.41	830.75	995.0	1008.9	417.77	444.72	400.71	460.44	669.92	753.83	674.59	1167.14	1369.04	1540.37	890.44	830.75	733.19	1417.35	698.41	1359.57	1268.46	902.89	1037.29	1023.0	1950.0	665.29	1008.9	1529.73	1950.0	1151.06	981.29	698.41
SLC25A27	64.34	212.78	209.84	111.99	285.03	96.68	154.42	171.45	256.78	94.67	119.26	320.8	470.14	507.46	802.41	2271.4	698.41	2384.37	2032.85	1175.27	3982.99	4181.07	1277.29	1781.89	1044.52	2701.35	1286.18	3325.99	1015.93	2148.82	2664.15	1870.53	5329.3	1322.37	2193.99	2537.92	954.43	2133.97	1628.26	3491.39	432.53	1340.84	1388.16	713.11	2104.58	2303.12	1250.98	1923.14	1295.13	1572.76	486.75	1175.27	587.13	2271.4	2319.15	693.58	1359.57	231.32	185.11	78.89	256.78	603.67	301.33	70.01	61.68	170.25	90.14	140.04	67.12	80.01	69.03	633.73	426.57	525.39	142.01	116.78	95.34	194.36	211.31	476.71	77.79	599.49	236.21	309.83	297.17	150.17	127.0	543.96	218.79	674.59	137.14	444.72	279.14	320.8	1051.79	67.59	242.88	305.55	217.27	279.14	896.64	130.6
SPG7	547.75	728.11	934.76	679.29	1104.13	698.41	743.43	995.0	836.53	551.56	723.08	1015.93	1397.83	1143.1	1023.0	1313.23	909.17	1519.15	1605.83	967.76	2451.44	1583.71	1277.29	1081.39	1340.84	2032.85	1135.2	3124.78	1447.15	1639.59	1950.0	1909.85	1857.6	1397.83	2701.35	2976.74	1233.75	1806.78	1709.26	1757.34	1051.79	1662.49	995.0	1096.5	2240.11	2163.77	1583.71	3395.89	2178.83	1583.71	1259.69	1819.35	1111.82	2451.44	2417.67	1259.69	1477.58	915.51	1066.48	669.92	738.29	808.0	909.17	759.08	1151.06	796.86	753.83	825.0	718.08	909.17	414.87	1477.58	995.0	995.0	507.46	607.87	400.71	409.15	612.11	884.29	860.08	1437.15	1183.45	995.0	1066.48	1044.52	728.11	1583.71	1259.69	1519.15	884.29	603.67	718.08	1059.11	1844.76	860.08	915.51	1331.57	1437.15	1143.1	1844.76	748.61
SPIN2A	6.21	5.19	3.66	5.11	10.08	11.38	4.43	16.63	2.63	1.35	7.06	13.52	21.63	9.2	15.0	13.83	16.63	15.22	23.08	13.83	45.53	33.54	33.54	21.32	31.0	31.9	26.86	35.5	16.88	42.71	37.59	37.32	40.36	29.48	47.5	44.89	31.22	36.27	20.26	18.03	19.82	20.11	17.38	25.72	20.11	44.25	31.67	49.91	34.75	34.75	13.12	32.36	17.13	55.49	49.91	17.64	15.8	13.93	11.73	5.77	2.63	4.03	6.21	4.94	3.82	7.94	2.86	0.48	1.23	5.11	3.53	8.45	9.48	16.39	11.91	9.56	2.73	6.46	6.21	8.71	15.0	17.38	9.06	29.27	5.11	14.67	11.64	17.13	8.0	12.93	11.13	7.28	10.16	21.16	36.53	8.92	6.52	21.47	33.54	20.86	27.84	7.17
STK11IP	220.32	187.71	218.79	195.72	256.78	165.57	214.27	205.5	211.31	136.19	258.57	301.33	332.14	518.15	409.15	351.14	343.89	438.59	351.14	392.44	674.59	638.15	470.14	429.54	435.55	595.34	325.29	665.29	429.54	718.08	660.68	713.11	743.43	503.95	825.0	830.75	406.31	748.61	698.41	698.41	277.2	567.1	366.09	503.95	775.05	819.3	389.72	836.53	665.29	607.87	351.14	414.87	463.65	866.07	660.68	414.87	466.88	260.38	231.32	150.17	199.85	165.57	211.31	267.73	285.03	170.25	163.28	178.77	190.34	208.38	139.07	212.78	214.27	285.03	260.38	256.78	127.0	191.67	232.94	316.37	217.27	432.53	246.28	256.78	309.83	204.07	162.14	295.11	279.14	426.57	246.28	202.66	173.85	412.0	629.35	253.23	221.86	429.54	209.84	279.14	483.38	237.86
STRADA	432.53	346.29	438.59	406.31	551.56	483.38	444.72	555.41	392.44	341.51	429.54	642.59	802.41	759.08	660.68	764.36	571.05	759.08	1059.11	633.73	1487.87	1151.06	780.44	791.35	819.3	1135.2	718.08	1561.89	934.76	890.44	1066.48	902.89	1250.98	884.29	1225.22	1437.15	802.41	981.29	848.22	915.51	599.49	733.19	660.68	587.13	1073.91	1037.29	769.69	1295.13	909.17	928.3	629.35	934.76	595.34	1322.37	890.44	669.92	713.11	616.37	525.39	403.5	633.73	395.18	624.99	435.55	567.1	486.75	358.54	497.0	381.68	567.1	366.09	660.68	612.11	633.73	583.07	486.75	406.31	412.0	529.06	651.58	603.67	780.44	583.07	521.76	540.19	486.75	283.05	967.76	555.41	896.64	507.46	392.44	493.56	674.59	902.89	480.04	503.95	669.92	703.28	708.18	890.44	343.89
STX16	406.31	587.13	669.92	457.25	656.11	480.04	688.78	540.19	595.34	796.86	514.56	769.69	830.75	1051.79	1674.06	1594.73	1096.5	1259.69	1721.16	1183.45	1923.14	2240.11	1498.22	1605.83	1286.18	2148.82	1359.57	1721.16	1437.15	1806.78	2032.85	1936.53	2682.69	1721.16	2032.85	2555.58	1135.2	2351.53	1745.2	1175.27	796.86	1617.0	1001.93	1477.58	2335.28	2178.83	1388.16	2335.28	2240.11	1870.53	1023.0	1407.55	1378.57	2148.82	1950.0	1127.35	1745.2	612.11	599.49	493.56	493.56	438.59	599.49	483.38	660.68	567.1	373.81	346.29	373.81	397.93	423.61	934.76	753.83	866.07	447.82	432.53	205.5	379.04	551.56	1143.1	363.56	1199.98	620.67	624.99	819.3	500.46	454.09	995.0	486.75	909.17	460.44	551.56	656.11	688.78	1427.22	473.41	400.71	934.76	624.99	718.08	988.12	423.61
SUPT7L	525.39	432.53	392.44	348.71	555.41	444.72	438.59	454.09	463.65	381.68	395.18	620.67	669.92	728.11	825.0	780.44	642.59	656.11	723.08	718.08	915.51	915.51	660.68	728.11	693.58	878.17	764.36	759.08	698.41	713.11	842.36	791.35	1073.91	791.35	785.88	921.88	679.29	785.88	785.88	688.78	543.96	728.11	660.68	743.43	775.05	866.07	612.11	915.51	738.29	854.13	642.59	738.29	638.15	836.53	819.3	728.11	679.29	551.56	536.45	392.44	444.72	371.22	457.25	432.53	480.04	414.87	438.59	426.57	414.87	373.81	379.04	612.11	583.07	551.56	529.06	503.95	412.0	381.68	435.55	612.11	503.95	743.43	607.87	480.04	647.07	551.56	397.93	748.61	563.18	842.36	460.44	603.67	503.95	669.92	830.75	473.41	540.19	743.43	529.06	551.56	791.35	454.09
SUV420H2	78.34	93.35	127.0	62.56	198.47	84.04	57.49	87.03	77.79	23.42	98.73	202.66	199.85	708.18	244.57	151.22	109.66	181.28	204.07	201.25	429.54	381.68	180.02	267.73	212.78	275.28	198.47	447.82	171.45	536.45	332.14	403.5	379.04	214.27	591.22	417.77	194.36	429.54	283.05	189.02	129.69	224.97	120.1	148.09	368.65	511.0	267.73	536.45	366.09	291.04	202.66	224.97	162.14	579.04	454.09	194.36	182.55	117.6	73.03	92.05	124.37	76.17	135.24	96.68	157.68	99.43	78.34	80.01	66.18	70.01	59.13	232.94	205.5	171.45	117.6	126.12	77.79	78.34	88.26	155.5	90.14	185.11	171.45	166.73	187.71	138.1	87.65	224.97	163.28	176.29	185.11	108.14	110.43	186.4	325.29	87.65	104.42	229.72	258.57	138.1	204.07	105.15
TAF1C	376.41	435.55	323.03	305.55	638.15	336.79	353.59	466.88	343.89	358.54	363.56	583.07	743.43	1233.75	1044.52	1369.04	591.22	1051.79	1427.22	974.5	1242.34	1651.0	1059.11	842.36	1151.06	1870.53	995.0	1844.76	1259.69	1487.87	1437.15	1295.13	1977.24	981.29	1397.83	1594.73	1159.07	1427.22	1104.13	1199.98	551.56	995.0	1023.0	934.76	1199.98	1697.45	872.1	2018.8	981.29	1639.59	633.73	1175.27	928.3	1225.22	1225.22	698.41	1295.13	480.04	384.34	483.38	241.19	371.22	351.14	325.29	599.49	371.22	256.78	395.18	432.53	295.11	232.94	796.86	595.34	748.61	392.44	454.09	301.33	392.44	447.82	567.1	432.53	1051.79	703.28	642.59	759.08	525.39	669.92	836.53	921.88	1081.39	738.29	693.58	595.34	703.28	665.29	647.07	808.0	802.41	575.03	961.07	896.64	412.0
TAS2R5	4.9	0.58	2.36	2.76	7.51	5.73	2.71	7.75	6.94	3.56	2.68	15.8	15.22	10.55	8.85	31.67	11.21	17.77	18.56	27.44	71.5	92.7	22.92	30.12	22.1	69.52	48.52	31.67	16.88	66.65	78.89	47.5	87.03	20.56	36.79	96.01	12.45	43.94	52.45	15.34	18.43	29.48	4.86	17.38	48.18	38.67	15.91	64.8	54.33	32.13	9.78	26.1	12.83	53.19	49.91	16.51	11.13	5.45	3.53	6.01	2.2	1.5	1.62	4.98	6.36	1.97	13.42	2.84	5.73	2.53	2.71	19.68	11.82	7.82	4.43	2.76	0.83	1.3	12.18	6.94	2.43	35.76	5.92	5.02	13.72	7.34	3.53	18.03	8.58	12.83	7.94	6.78	11.04	22.75	49.56	4.13	4.58	38.95	12.27	13.52	5.19	8.38
TAZ	277.2	346.29	327.56	339.14	651.58	241.19	289.02	426.57	291.04	246.28	301.33	551.56	563.18	1183.45	780.44	583.07	473.41	684.02	802.41	603.67	1242.34	1104.13	624.99	638.15	728.11	1001.93	638.15	1044.52	819.3	1135.2	1037.29	1015.93	1477.58	651.58	1216.75	1331.57	708.18	1015.93	928.3	775.05	500.46	764.36	525.39	698.41	890.44	1175.27	698.41	1457.23	1143.1	947.83	497.0	988.12	647.07	1437.15	1159.07	563.18	587.13	417.77	303.44	242.88	376.41	312.0	277.2	269.6	305.55	316.37	180.02	253.23	182.55	215.77	176.29	624.99	389.72	447.82	457.25	371.22	218.79	336.79	403.5	559.28	327.56	684.02	444.72	543.96	466.88	329.84	316.37	429.54	312.0	629.35	373.81	267.73	366.09	412.0	660.68	279.14	289.02	457.25	384.34	316.37	483.38	336.79
TCERG1	483.38	423.61	583.07	395.18	688.78	397.93	460.44	420.68	490.14	473.41	525.39	579.04	728.11	819.3	830.75	1044.52	728.11	1096.5	1066.48	703.28	1359.57	1304.15	802.41	1059.11	872.1	1340.84	866.07	1350.18	1143.1	1059.11	1277.29	1030.12	1015.93	1143.1	1407.55	1745.2	860.08	1015.93	1037.29	848.22	547.75	759.08	748.61	723.08	1529.73	1159.07	860.08	1508.65	1096.5	860.08	775.05	1208.34	808.0	1175.27	1059.11	633.73	1066.48	547.75	420.68	429.54	376.41	275.28	358.54	293.07	414.87	414.87	432.53	336.79	503.95	503.95	281.09	934.76	543.96	540.19	521.76	420.68	279.14	395.18	563.18	785.88	299.25	1208.34	669.92	476.71	651.58	551.56	587.13	878.17	708.18	974.5	403.5	543.96	575.03	629.35	753.83	483.38	536.45	848.22	607.87	748.61	981.29	403.5
TFAP2E	6.26	6.84	8.99	24.99	20.41	2.68	4.46	10.16	2.63	4.43	6.62	10.31	11.73	21.16	27.44	24.11	11.47	15.11	43.02	26.47	81.71	56.68	19.11	11.82	17.64	34.26	27.25	64.34	45.53	56.68	39.79	27.25	44.89	23.42	44.57	84.63	20.26	33.78	26.1	17.38	8.85	18.16	10.47	11.91	24.81	45.85	19.53	71.5	48.87	49.56	15.45	20.56	9.93	49.56	74.58	17.51	28.86	5.54	5.41	5.36	7.57	10.63	6.41	3.47	5.02	4.54	6.11	9.85	4.1	4.7	2.63	25.35	6.16	10.55	3.99	6.84	4.31	4.13	6.84	10.79	5.77	23.93	18.43	26.67	8.32	5.5	10.31	24.99	11.13	15.11	9.13	10.16	22.75	16.63	31.22	3.35	16.75	23.42	23.08	13.32	16.39	8.78
THEM4	208.38	154.42	154.42	102.97	339.14	229.72	209.84	256.78	220.32	201.25	246.28	251.48	291.04	356.05	224.97	265.87	211.31	291.04	271.48	297.17	480.04	307.69	371.22	314.17	361.04	403.5	348.71	432.53	387.02	312.0	412.0	361.04	603.67	381.68	536.45	679.29	318.57	638.15	336.79	281.09	234.57	379.04	285.03	236.21	283.05	403.5	366.09	559.28	409.15	406.31	275.28	384.34	353.59	384.34	651.58	260.38	299.25	244.57	206.94	218.79	183.82	156.59	190.34	237.86	258.57	249.73	265.87	183.82	214.27	189.02	239.52	463.65	246.28	228.13	178.77	132.44	115.16	123.5	226.54	277.2	211.31	395.18	273.37	253.23	312.0	197.09	215.77	543.96	373.81	511.0	161.02	191.67	406.31	249.73	521.76	255.0	189.02	785.88	616.37	316.37	384.34	267.73
THOC1	454.09	279.14	414.87	212.78	497.0	267.73	327.56	327.56	351.14	325.29	320.8	470.14	466.88	470.14	679.29	796.86	551.56	785.88	579.04	688.78	1870.53	1313.23	769.69	836.53	607.87	1081.39	679.29	1233.75	854.13	1216.75	1519.15	1135.2	1322.37	1015.93	1407.55	1769.57	555.41	1044.52	836.53	764.36	457.25	753.83	417.77	555.41	1508.65	1242.34	612.11	1369.04	1059.11	866.07	476.71	1008.9	555.41	1617.0	1191.69	432.53	660.68	356.05	253.23	281.09	325.29	312.0	242.88	228.13	301.33	371.22	299.25	253.23	271.48	236.21	198.47	684.02	348.71	397.93	351.14	226.54	142.01	195.72	231.32	373.81	246.28	802.41	463.65	571.05	444.72	356.05	323.03	703.28	511.0	624.99	371.22	373.81	379.04	463.65	802.41	368.65	332.14	698.41	507.46	583.07	651.58	392.44
TMEM234	231.32	132.44	162.14	155.5	258.57	215.77	186.4	244.57	124.37	110.43	166.73	379.04	251.48	454.09	246.28	309.83	195.72	289.02	400.71	366.09	629.35	656.11	346.29	507.46	486.75	450.94	400.71	441.64	353.59	551.56	624.99	543.96	738.29	414.87	463.65	507.46	248.0	470.14	476.71	529.06	314.17	332.14	198.47	265.87	476.71	507.46	397.93	595.34	412.0	353.59	277.2	387.02	346.29	432.53	525.39	320.8	361.04	289.02	204.07	183.82	351.14	171.45	336.79	236.21	307.69	327.56	248.0	145.02	162.14	249.73	202.66	314.17	228.13	218.79	318.57	348.71	126.12	172.65	212.78	320.8	215.77	403.5	409.15	327.56	403.5	258.57	239.52	406.31	256.78	507.46	334.46	241.19	212.78	299.25	718.08	236.21	223.41	460.44	361.04	258.57	575.03	208.38
TNFRSF25	82.29	94.01	108.9	37.59	220.32	26.86	38.67	75.11	69.52	19.82	29.7	120.1	47.17	775.05	473.41	406.31	158.79	183.82	131.51	283.05	454.09	400.71	329.84	217.27	214.27	220.32	264.03	191.67	241.19	463.65	417.77	551.56	287.01	346.29	599.49	616.37	197.09	466.88	299.25	182.55	111.21	303.44	102.25	187.71	226.54	457.25	224.97	466.88	420.68	215.77	155.5	363.56	228.13	616.37	503.95	82.87	191.67	131.51	43.63	60.39	31.45	56.68	40.07	33.3	75.11	69.03	32.59	60.39	23.93	11.73	14.14	275.28	81.71	99.43	105.89	48.52	35.0	37.59	177.53	169.07	36.01	194.36	133.36	199.85	124.37	84.63	53.19	130.6	56.68	88.26	171.45	112.77	180.02	134.3	476.71	82.29	127.0	231.32	260.38	111.21	143.01	97.36
