	TCGA.GI.A2C8.11A.22R.A16F.07	GTEX.132AR.0826.SM.5EGK6	GTEX.XV7Q.2326.SM.4BRVZ	TCGA.CV.7406.11A.01R.2081.07	TCGA.H7.A6C4.11A.21R.A466.07	TCGA.CV.7091.11A.01R.2016.07	TCGA.CV.6939.11A.01R.1915.07	GTEX.QDVN.1626.SM.48TZC	GTEX.P4QS.1126.SM.3NMD5	TCGA.B2.5639.01A.01R.1541.07	TCGA.CZ.5470.01A.01R.1503.07	TCGA.B8.A54E.01A.11R.A266.07	TCGA.CJ.5677.01A.11R.1541.07	TCGA.B2.4098.01A.02R.1325.07	TCGA.B4.5835.01A.11R.1672.07	TCGA.B0.5701.01A.11R.1541.07	TCGA.CZ.4859.01A.02R.1426.07	TCGA.CZ.5462.01A.01R.1503.07	TCGA.UZ.A9PZ.01A.11R.A42S.07	TCGA.P4.A5EB.01A.11R.A28H.07	TCGA.DW.7841.01A.11R.A32Z.07	TCGA.HE.A5NF.01A.11R.A26U.07	TCGA.B9.4617.01A.01R.1193.07	TCGA.A4.A57E.01A.11R.A26U.07	TCGA.PJ.A5Z9.01A.11R.A28H.07	TCGA.A4.8518.01A.11R.2404.07	TCGA.P4.A5E8.01A.11R.A28H.07	TCGA.A4.7732.01A.11R.2139.07	TCGA.SX.A7SO.01A.11R.A355.07	TCGA.BQ.7062.01A.11R.1965.07	TCGA.UZ.A9PV.01A.11R.A42S.07	TCGA.BQ.5893.01A.11R.1592.07	TCGA.SX.A7SR.01A.12R.A36F.07	TCGA.IA.A83W.01A.11R.A355.07	TCGA.UZ.A9PU.01A.11R.A42S.07	TCGA.EV.5902.01A.11R.1592.07	TCGA.2Z.A9JR.01A.12R.A42S.07	TCGA.2Z.A9J1.01A.11R.A38C.07	TCGA.BQ.5890.01A.11R.1592.07	TCGA.UN.AAZ9.01A.11R.A38C.07	TCGA.Y8.A897.01A.11R.A36F.07	TCGA.SX.A7SN.01A.11R.A355.07	TCGA.AL.3471.01A.02R.1351.07	TCGA.DW.5561.01A.01R.1592.07	TCGA.5P.A9K3.01A.11R.A42S.07	TCGA.A4.8311.01A.11R.2404.07	TCGA.BQ.7045.01A.31R.1965.07	TCGA.F9.A8NY.01A.11R.A36F.07	TCGA.B3.A6W5.01A.12R.A33Z.07	TCGA.UZ.A9PP.01A.11R.A42S.07	TCGA.UZ.A9PJ.01A.11R.A38C.07	TCGA.BQ.7058.01A.11R.1965.07	TCGA.BQ.7044.01A.11R.1965.07	TCGA.UZ.A9PM.01A.21R.A38C.07	TCGA.5P.A9K0.01A.11R.A42S.07	TCGA.5P.A9KA.01A.11R.A42S.07	TCGA.A4.8098.01A.11R.2404.07	TCGA.A4.7584.01A.11R.2139.07	TCGA.SX.A71V.01A.11R.A33Z.07	TCGA.2Z.A9JL.01A.11R.A42S.07	TCGA.BQ.7046.01A.11R.1965.07	TCGA.HE.A5NL.01A.11R.A26U.07	TCGA.A4.A48D.01A.11R.A24Z.07	TCGA.A4.8516.01A.11R.2404.07	TCGA.IZ.8195.01A.31R.2404.07	TCGA.AL.3466.01A.02R.1351.07	TCGA.GL.8500.01A.11R.2404.07	TCGA.B1.A655.01A.11R.A31O.07	TCGA.A4.8630.01A.11R.2404.07	TCGA.P4.A5E7.01A.31R.A28H.07	TCGA.B3.4103.01A.02R.1351.07	TCGA.A4.8310.01A.11R.2404.07	TCGA.F9.A7Q0.01A.11R.A36F.07	TCGA.2Z.A9J6.01A.11R.A38C.07	TCGA.SX.A7SU.01A.11R.A36F.07	TCGA.G7.7502.01A.11R.2204.07	TCGA.A4.7585.01A.11R.2139.07	TCGA.AL.3468.01A.02R.1351.07	TCGA.AT.A5NU.01A.11R.A28H.07	TCGA.GL.A4EM.01A.11R.A24Z.07	TCGA.BQ.7051.01A.12R.1965.07	TCGA.A4.A5DU.01A.11R.A28H.07	TCGA.Y8.A8RY.01A.11R.A37K.07	TCGA.B9.A8YI.01A.21R.A37K.07	TCGA.BQ.7060.01A.11R.1965.07	TCGA.GL.A9DC.01A.11R.A37K.07	TCGA.A4.A5Y0.01A.11R.A31O.07	TCGA.G7.6790.01A.11R.1965.07	TCGA.5P.A9KF.01A.11R.A42S.07	TCGA.HE.A5NK.01A.11R.A26U.07	TCGA.A4.7583.01A.11R.A32Z.07	TCGA.A4.8515.01A.11R.2404.07	TCGA.SX.A71W.01A.12R.A355.07	TCGA.B9.A5W8.01A.11R.A28H.07	TCGA.MH.A55W.01A.11R.A26U.07	TCGA.Y8.A8S1.01A.11R.A37K.07	TCGA.P4.AAVM.01A.11R.A42S.07	TCGA.A4.A772.01A.11R.A33Z.07	TCGA.J7.8537.01A.11R.2404.07	TCGA.5P.A9KE.01A.11R.A42S.07	TCGA.BQ.5880.01A.11R.1592.07	TCGA.F9.A97G.01A.11R.A38C.07	TCGA.B1.5398.01A.02R.1592.07	TCGA.IA.A40X.01A.11R.A24Z.07	TCGA.A4.7286.01A.11R.A32Z.07	TCGA.A4.A5XZ.01A.11R.A31O.07	TCGA.G7.A8LE.01A.11R.A36F.07	TCGA.UZ.A9PX.01A.11R.A42S.07	TCGA.BQ.7050.01A.11R.1965.07	TCGA.B9.A8YH.01A.11R.A37K.07	TCGA.SX.A71U.01A.12R.A33Z.07	TCGA.B9.4113.01A.01R.1193.07	TCGA.B9.4116.01A.02R.1351.07	TCGA.SX.A7SP.01A.11R.A355.07	TCGA.UZ.A9PS.01A.11R.A42S.07	TCGA.SX.A7SL.01A.11R.A355.07	TCGA.IA.A83S.01A.11R.A355.07	TCGA.BQ.5887.01A.11R.1965.07	TCGA.DZ.6134.01A.11R.1965.07	TCGA.B1.A657.01A.11R.A31O.07	TCGA.BQ.5884.01A.11R.1592.07	TCGA.2Z.A9JM.01A.12R.A42S.07	TCGA.UZ.A9Q1.01A.11R.A42S.07	TCGA.DW.7838.01A.11R.2139.07	TCGA.Y8.A8RZ.01A.11R.A37K.07	TCGA.A4.8517.01A.11R.2404.07	TCGA.O9.A75Z.01A.11R.A33Z.07	TCGA.A4.A4ZT.01A.11R.A26U.07	TCGA.5P.A9K6.01A.11R.A42S.07	TCGA.GL.A59T.01A.21R.A28H.07	TCGA.P4.AAVO.01A.11R.A42S.07	TCGA.Y8.A895.01A.11R.A36F.07	TCGA.BQ.7048.01A.11R.1965.07	TCGA.DW.7963.01B.11R.A28H.07	TCGA.Y8.A8S0.01A.11R.A37K.07	GTEX.ZQG8.2126.SM.4YCF1	GTEX.13NYC.2626.SM.5K7VN	GTEX.131XF.2826.SM.5EGKH	GTEX.ZC5H.2726.SM.5KLZW	GTEX.13CF2.2426.SM.5LZYL	GTEX.1399T.0126.SM.5KM15	GTEX.OXRO.1226.SM.48TDL	GTEX.132AR.1526.SM.5KM1L
NRF1	158.79	186.4	251.48	190.34	137.14	186.4	176.29	157.68	171.45	149.12	149.12	122.64	189.02	241.19	150.17	101.54	206.94	171.45	457.25	113.56	206.94	132.44	202.66	171.45	194.36	66.18	97.36	332.14	173.85	212.78	303.44	151.22	287.01	223.41	307.69	191.67	376.41	191.67	136.19	183.82	187.71	339.14	358.54	303.44	107.38	318.57	167.9	120.94	269.6	191.67	255.0	74.58	172.65	152.28	237.86	236.21	202.66	206.94	176.29	301.33	148.09	244.57	104.42	211.31	124.37	343.89	171.45	108.14	191.67	273.37	287.01	125.24	301.33	198.47	669.92	301.33	108.9	307.69	204.07	102.25	173.85	297.17	376.41	97.36	176.29	173.85	106.63	113.56	269.6	147.06	178.77	169.07	244.57	149.12	202.66	117.6	94.67	232.94	152.28	137.14	103.69	119.26	136.19	163.28	91.41	165.57	351.14	312.0	156.59	307.69	223.41	339.14	1313.23	273.37	142.01	121.79	96.68	108.14	195.72	226.54	159.9	251.48	167.9	178.77	153.34	215.77	309.83	237.86	249.73	127.89	91.41	277.2	147.06	120.94	271.48	104.42	251.48	194.36	198.47	226.54	316.37	309.83	483.38
OXR1	1175.27	255.0	587.13	543.96	532.74	884.29	759.08	358.54	163.28	638.15	866.07	218.79	356.05	1081.39	281.09	412.0	358.54	1388.16	1369.04	361.04	1388.16	412.0	915.51	503.95	366.09	116.78	392.44	3235.01	748.61	872.1	2627.46	629.35	2645.74	1066.48	1477.58	3081.75	1051.79	1111.82	358.54	563.18	1477.58	909.17	3589.58	1322.37	273.37	2835.7	409.15	463.65	961.07	1216.75	3614.55	120.1	733.19	239.52	1073.91	1674.06	674.59	1304.15	620.67	2627.46	764.36	1059.11	141.02	988.12	1066.48	1923.14	796.86	441.64	1963.57	808.0	2255.7	1745.2	473.41	842.36	1870.53	1340.84	718.08	813.63	1225.22	127.0	1001.93	1359.57	1487.87	325.29	473.41	1073.91	813.63	191.67	1551.09	423.61	878.17	1143.1	1143.1	341.51	1350.18	43.02	169.07	915.51	426.57	273.37	258.57	878.17	111.99	336.79	229.72	1088.92	3212.66	2061.24	567.1	2271.4	3515.68	2004.85	1427.22	967.76	1467.37	1457.23	543.96	171.45	406.31	819.3	199.85	1008.9	414.87	346.29	536.45	1794.29	1639.59	981.29	660.68	281.09	325.29	1832.01	1551.09	356.05	3540.14	490.14	327.56	316.37	325.29	376.41	429.54	212.78	314.17
PAN2	241.19	941.27	389.72	154.42	248.0	171.45	169.07	277.2	231.32	303.44	447.82	384.34	228.13	1225.22	211.31	287.01	409.15	414.87	1605.83	486.75	1697.45	575.03	748.61	878.17	808.0	412.0	346.29	2555.58	599.49	733.19	1628.26	155.5	1487.87	1806.78	1508.65	896.64	1081.39	896.64	336.79	599.49	775.05	954.43	3018.3	1757.34	409.15	2163.77	341.51	525.39	1233.75	1388.16	934.76	251.48	483.38	320.8	1066.48	1313.23	775.05	1457.23	1378.57	1806.78	514.56	1819.35	206.94	1322.37	463.65	1397.83	555.41	228.13	1151.06	819.3	1794.29	981.29	1191.69	1572.76	1991.0	967.76	395.18	2287.2	1304.15	277.2	587.13	2018.8	1605.83	256.78	389.72	1111.82	371.22	251.48	2018.8	412.0	934.76	718.08	1127.35	547.75	802.41	142.01	255.0	1167.14	237.86	454.09	182.55	136.19	264.03	414.87	607.87	624.99	1111.82	1909.85	525.39	2047.0	1697.45	2163.77	1175.27	842.36	1008.9	988.12	387.02	139.07	320.8	825.0	244.57	1135.2	389.72	237.86	555.41	872.1	1037.29	1359.57	647.07	599.49	323.03	1551.09	343.89	563.18	1167.14	67.59	460.44	305.55	376.41	246.28	1909.85	4903.87	1896.65
PASK	8.25	57.08	57.08	20.11	43.63	15.45	17.0	81.71	46.5	54.33	81.14	33.78	49.56	182.55	43.02	50.98	43.02	37.05	281.09	84.04	205.5	104.42	166.73	156.59	191.67	50.63	102.97	242.88	63.0	104.42	204.07	94.01	214.27	176.29	189.02	135.24	186.4	159.9	81.71	220.32	202.66	205.5	587.13	329.84	74.06	329.84	53.19	76.71	241.19	121.79	114.36	47.84	91.41	58.3	149.12	220.32	183.82	162.14	161.02	289.02	169.07	201.25	47.5	127.0	53.57	361.04	94.01	55.1	166.73	117.6	246.28	97.36	212.78	187.71	260.38	307.69	58.3	244.57	248.0	70.01	96.68	358.54	199.85	68.07	76.71	121.79	32.59	98.73	381.68	87.03	223.41	103.69	173.85	81.71	197.09	79.45	56.28	156.59	70.51	71.5	57.08	59.97	83.45	111.21	81.71	132.44	194.36	201.25	97.36	202.66	193.01	211.31	381.68	139.07	138.1	180.02	91.41	22.43	98.73	228.13	41.52	151.22	64.8	91.41	37.59	88.26	159.9	237.86	122.64	111.99	61.25	202.66	42.41	100.83	156.59	8.65	65.72	37.05	32.59	30.56	591.22	633.73	171.45
PCSK4	10.79	15.91	9.93	11.13	9.48	19.68	12.18	75.11	25.91	34.02	18.03	54.33	45.53	195.72	24.46	15.45	99.43	60.82	624.99	100.13	206.94	105.15	185.11	191.67	209.84	41.52	172.65	236.21	125.24	140.04	480.04	59.55	426.57	246.28	381.68	334.46	309.83	187.71	93.35	212.78	283.05	406.31	473.41	258.57	106.63	438.59	123.5	155.5	246.28	262.2	194.36	132.44	251.48	94.01	221.86	189.02	148.09	180.02	201.25	241.19	135.24	348.71	94.01	150.17	246.28	131.51	334.46	52.45	283.05	273.37	211.31	128.79	426.57	232.94	403.5	177.53	41.22	231.32	603.67	52.08	130.6	400.71	480.04	53.57	90.14	185.11	165.57	102.97	400.71	199.85	511.0	224.97	289.02	307.69	361.04	55.89	74.58	251.48	43.63	198.47	82.29	31.67	92.05	112.77	186.4	185.11	253.23	258.57	120.94	251.48	426.57	320.8	450.94	190.34	144.01	358.54	74.58	40.36	50.27	251.48	55.49	166.73	90.14	68.07	102.97	204.07	258.57	303.44	146.03	212.78	218.79	559.28	148.09	70.51	281.09	2.73	8.71	6.89	18.43	4.06	281.09	212.78	195.72
PDZD3	0.0	0.79	9.2	8.0	0.55	0.0	0.0	497.0	967.76	91.41	127.0	262.2	214.27	163.28	108.9	118.43	83.45	450.94	872.1	305.55	890.44	158.79	775.05	529.06	532.74	842.36	3.14	1159.07	351.14	305.55	1051.79	14.14	738.29	647.07	842.36	351.14	728.11	454.09	128.79	346.29	454.09	426.57	1259.69	1066.48	186.4	651.58	75.11	255.0	536.45	591.22	450.94	403.5	204.07	161.02	518.15	507.46	642.59	718.08	579.04	669.92	412.0	1059.11	208.38	842.36	146.03	688.78	718.08	128.79	748.61	171.45	764.36	620.67	323.03	1295.13	967.76	559.28	420.68	1781.89	351.14	102.97	890.44	1551.09	988.12	307.69	204.07	587.13	144.01	454.09	2004.85	198.47	591.22	583.07	406.31	620.67	397.93	12.55	409.15	872.1	206.94	248.0	217.27	97.36	122.64	283.05	525.39	543.96	412.0	1519.15	248.0	1088.92	878.17	669.92	244.57	403.5	155.5	403.5	212.78	13.12	152.28	748.61	209.84	503.95	248.0	55.89	536.45	454.09	159.9	656.11	454.09	314.17	206.94	802.41	74.58	366.09	334.46	0.0	1.17	2.1	0.52	3.53	2.76	0.52	0.87
PIGL	109.66	70.01	202.66	151.22	153.34	69.52	77.25	185.11	108.14	183.82	242.88	323.03	142.01	371.22	193.01	183.82	218.79	202.66	638.15	246.28	718.08	358.54	476.71	183.82	371.22	244.57	285.03	884.29	334.46	348.71	802.41	447.82	473.41	336.79	633.73	234.57	490.14	343.89	211.31	363.56	244.57	521.76	1183.45	1268.46	265.87	698.41	283.05	476.71	387.02	595.34	476.71	110.43	198.47	172.65	583.07	320.8	293.07	591.22	620.67	450.94	503.95	595.34	92.05	392.44	299.25	314.17	348.71	156.59	559.28	395.18	591.22	555.41	575.03	571.05	934.76	450.94	251.48	981.29	603.67	176.29	429.54	679.29	669.92	205.5	226.54	500.46	283.05	264.03	607.87	241.19	423.61	392.44	414.87	248.0	460.44	88.88	161.02	361.04	223.41	312.0	224.97	136.19	82.87	198.47	281.09	316.37	624.99	490.14	287.01	703.28	674.59	532.74	389.72	543.96	540.19	406.31	166.73	265.87	246.28	397.93	146.03	486.75	170.25	187.71	305.55	376.41	457.25	395.18	497.0	346.29	291.04	684.02	251.48	314.17	620.67	45.53	193.01	120.94	99.43	130.6	473.41	283.05	136.19
PILRB	228.13	275.28	693.58	173.85	336.79	153.34	96.68	638.15	309.83	275.28	656.11	316.37	441.64	1242.34	241.19	305.55	75.64	1066.48	5219.6	444.72	1844.76	351.14	2119.22	1447.15	1781.89	158.79	320.8	5255.91	647.07	748.61	1950.0	212.78	4358.66	4066.71	2935.74	928.3	3955.48	1378.57	299.25	753.83	1044.52	5954.47	2701.35	3235.01	842.36	4388.98	325.29	551.56	1685.71	1487.87	1674.06	320.8	713.11	351.14	1331.57	1950.0	1008.9	1769.57	954.43	4388.98	934.76	5403.7	175.07	988.12	242.88	1697.45	988.12	186.4	1175.27	2271.4	1561.89	981.29	2090.03	1583.71	5594.3	2303.12	180.02	1936.53	2682.69	201.25	866.07	2609.3	4903.87	529.06	220.32	842.36	260.38	127.0	2682.69	1286.18	1857.6	698.41	1540.37	1015.93	1991.0	152.28	221.86	1721.16	325.29	738.29	189.02	669.92	248.0	1417.35	307.69	647.07	1781.89	2591.27	438.59	4607.24	2119.22	5366.37	5517.27	3540.14	688.78	3901.01	400.71	158.79	125.24	1757.34	145.02	2178.83	169.07	214.27	1551.09	679.29	7382.04	1697.45	1639.59	947.83	334.46	3639.7	293.07	753.83	1769.57	20.41	253.23	149.12	366.09	128.79	1216.75	2178.83	1175.27
PLA2G6	167.9	733.19	1662.49	147.06	237.86	220.32	202.66	447.82	151.22	56.68	145.02	224.97	110.43	295.11	191.67	189.02	65.26	172.65	2047.0	159.9	748.61	255.0	291.04	373.81	466.88	119.26	323.03	961.07	1709.26	438.59	1277.29	170.25	1407.55	2148.82	1159.07	341.51	825.0	476.71	87.65	323.03	723.08	860.08	2255.7	808.0	231.32	2271.4	220.32	246.28	718.08	651.58	753.83	205.5	142.01	124.37	441.64	738.29	301.33	612.11	1037.29	1015.93	397.93	1081.39	103.69	414.87	237.86	642.59	432.53	115.16	1051.79	624.99	791.35	486.75	854.13	723.08	1561.89	961.07	285.03	753.83	1572.76	146.03	325.29	1561.89	1388.16	249.73	156.59	819.3	111.21	158.79	1369.04	389.72	796.86	500.46	825.0	379.04	764.36	84.04	163.28	1233.75	159.9	255.0	110.43	123.5	112.77	642.59	368.65	363.56	1127.35	1023.0	1447.15	1191.69	1617.0	1073.91	1651.0	1508.65	532.74	620.67	208.38	351.14	123.5	723.08	59.13	463.65	152.28	100.83	147.06	323.03	921.88	603.67	301.33	532.74	224.97	1350.18	239.52	237.86	759.08	37.32	159.9	239.52	301.33	148.09	2976.74	1806.78	819.3
PLEKHH2	25.54	24.11	85.82	21.94	22.92	26.47	24.46	22.92	26.47	47.5	51.35	6.57	38.4	343.89	7.88	121.79	66.18	173.85	2032.85	162.14	1268.46	262.2	2303.12	25.17	638.15	47.5	111.99	2875.3	202.66	743.43	1001.93	197.09	1183.45	679.29	1096.5	629.35	575.03	285.03	26.1	3515.68	514.56	775.05	4836.35	3103.19	10.79	2384.37	202.66	145.02	1388.16	780.44	1572.76	53.19	237.86	81.14	607.87	802.41	642.59	633.73	603.67	1340.84	339.14	1286.18	26.28	854.13	267.73	1159.07	583.07	183.82	872.1	575.03	1096.5	400.71	4038.61	753.83	2148.82	775.05	16.75	2209.26	1697.45	10.16	293.07	1685.71	1991.0	23.42	309.83	921.88	197.09	177.53	1331.57	567.1	1225.22	738.29	854.13	400.71	1685.71	4.58	56.28	358.54	35.5	177.53	16.51	12.45	17.64	173.85	144.01	909.17	1685.71	540.19	301.33	2032.85	507.46	1977.24	1674.06	258.57	902.89	688.78	95.34	36.53	193.01	521.76	25.72	728.11	43.94	202.66	50.63	295.11	1073.91	1721.16	397.93	234.57	76.17	1044.52	87.03	224.97	1059.11	0.89	84.63	24.28	77.79	42.11	166.73	59.55	307.69
POLG2	122.64	283.05	140.04	75.64	94.01	109.66	98.73	84.63	78.34	119.26	166.73	226.54	115.97	341.51	307.69	244.57	105.89	153.34	638.15	157.68	409.15	248.0	214.27	293.07	316.37	183.82	150.17	476.71	232.94	199.85	612.11	215.77	426.57	320.8	540.19	258.57	366.09	305.55	181.28	234.57	214.27	473.41	825.0	327.56	336.79	567.1	197.09	381.68	277.2	351.14	412.0	156.59	135.24	206.94	397.93	269.6	759.08	351.14	299.25	314.17	258.57	387.02	81.71	309.83	198.47	2451.44	201.25	185.11	532.74	297.17	497.0	323.03	314.17	373.81	866.07	249.73	224.97	587.13	420.68	140.04	267.73	395.18	473.41	135.24	173.85	341.51	275.28	92.05	579.04	181.28	237.86	260.38	371.22	198.47	275.28	73.03	153.34	346.29	251.48	265.87	111.21	156.59	111.21	169.07	143.01	190.34	480.04	563.18	155.5	406.31	463.65	507.46	444.72	295.11	303.44	429.54	115.97	83.45	118.43	363.56	132.44	414.87	115.16	151.22	248.0	262.2	486.75	406.31	293.07	312.0	172.65	473.41	139.07	204.07	457.25	34.51	141.02	139.07	163.28	97.36	438.59	476.71	591.22
PPP1R12C	246.28	954.43	2004.85	738.29	866.07	1059.11	954.43	633.73	1037.29	896.64	1066.48	1143.1	878.17	1225.22	514.56	1127.35	525.39	915.51	2777.33	947.83	2682.69	1417.35	2047.0	1331.57	1697.45	1135.2	1023.0	2367.9	1417.35	1819.35	2417.67	693.58	2796.65	1870.53	2193.99	1923.14	2485.67	2335.28	1199.98	1313.23	1870.53	2271.4	2119.22	2119.22	941.27	2796.65	1073.91	1250.98	1159.07	2061.24	1757.34	1151.06	1159.07	1457.23	2148.82	2485.67	1159.07	1977.24	1617.0	2090.03	1651.0	2178.83	1407.55	1896.65	1286.18	1572.76	1304.15	1191.69	1617.0	1208.34	1721.16	1487.87	2335.28	2384.37	3589.58	1662.49	1081.39	2367.9	2351.53	1277.29	1175.27	2758.13	2502.97	1096.5	1350.18	1617.0	1104.13	1143.1	2645.74	1437.15	1991.0	1313.23	1857.6	2133.97	1685.71	1617.0	1233.75	2400.97	1051.79	1844.76	1477.58	884.29	1037.29	2287.2	1733.13	1233.75	2319.15	2133.97	1340.84	2178.83	2367.9	2209.26	2739.08	2193.99	1417.35	2351.53	1208.34	1159.07	1295.13	2434.5	1508.65	2255.7	1143.1	902.89	1359.57	2018.8	2133.97	1870.53	2004.85	1081.39	1233.75	2701.35	616.37	1651.0	2417.67	395.18	1277.29	1119.56	954.43	1662.49	1378.57	1662.49	3515.68
PPT2-EGFL8	13.12	19.11	42.71	43.63	36.01	14.56	13.42	3.89	13.42	12.74	21.78	16.27	7.46	89.51	11.55	16.63	7.57	18.43	423.61	15.45	119.26	18.03	76.71	38.4	85.22	10.71	12.09	253.23	37.32	48.18	305.55	24.11	187.71	156.59	237.86	58.71	186.4	104.42	29.06	51.35	95.34	224.97	157.68	327.56	71.5	389.72	52.45	51.71	82.87	100.83	148.09	27.44	31.67	23.59	155.5	162.14	110.43	78.89	96.68	194.36	49.91	241.19	10.08	63.89	20.41	141.02	61.68	19.25	99.43	99.43	177.53	108.9	110.43	115.16	521.76	141.02	18.7	116.78	217.27	9.93	54.72	193.01	249.73	12.18	15.8	68.55	42.11	20.86	279.14	53.19	135.24	72.52	195.72	67.12	96.01	15.34	16.39	182.55	52.08	63.0	16.88	16.51	10.0	25.72	18.56	39.22	166.73	205.5	30.78	177.53	194.36	201.25	146.03	162.14	175.07	142.01	38.12	3.86	8.32	150.17	14.56	102.97	18.84	9.34	50.63	74.58	201.25	72.52	114.36	25.17	34.02	299.25	19.82	55.1	202.66	11.04	80.01	45.53	72.01	57.49	61.68	90.14	178.77
PRKRIP1	271.48	239.52	363.56	339.14	412.0	323.03	389.72	540.19	262.2	414.87	497.0	651.58	595.34	616.37	603.67	612.11	301.33	490.14	2119.22	403.5	954.43	444.72	848.22	728.11	738.29	283.05	438.59	1498.22	743.43	470.14	1175.27	351.14	1088.92	1015.93	1088.92	559.28	1066.48	848.22	387.02	559.28	647.07	1277.29	854.13	1104.13	511.0	1529.73	603.67	764.36	1096.5	599.49	733.19	264.03	723.08	808.0	813.63	830.75	620.67	642.59	723.08	961.07	507.46	836.53	264.03	555.41	387.02	591.22	660.68	293.07	620.67	1127.35	624.99	934.76	902.89	780.44	2061.24	1104.13	400.71	633.73	995.0	384.34	450.94	1104.13	1721.16	426.57	358.54	620.67	368.65	332.14	1001.93	769.69	583.07	567.1	995.0	624.99	1030.12	358.54	325.29	902.89	417.77	595.34	379.04	503.95	536.45	738.29	493.56	642.59	974.5	1225.22	583.07	1304.15	1023.0	1674.06	4869.99	1081.39	486.75	1008.9	470.14	555.41	336.79	748.61	629.35	1350.18	454.09	591.22	503.95	514.56	1477.58	836.53	860.08	791.35	563.18	1183.45	470.14	503.95	902.89	170.25	307.69	293.07	285.03	281.09	769.69	525.39	406.31
PROCA1	7.11	34.75	29.91	19.11	34.51	22.75	25.54	98.73	31.0	55.1	29.06	41.52	18.84	57.08	46.5	23.08	25.72	16.51	486.75	46.84	186.4	88.88	163.28	218.79	201.25	43.94	57.08	392.44	60.39	102.25	363.56	30.34	540.19	98.04	309.83	194.36	332.14	206.94	63.45	40.93	74.06	269.6	217.27	224.97	73.54	316.37	78.34	170.25	163.28	129.69	307.69	30.34	80.57	102.25	218.79	104.42	60.39	279.14	119.26	69.52	80.01	275.28	17.9	215.77	87.65	202.66	96.68	21.16	164.42	129.69	158.79	143.01	152.28	248.0	764.36	164.42	27.44	400.71	143.01	20.41	92.05	454.09	460.44	11.64	47.84	264.03	96.01	35.5	115.16	66.65	55.89	147.06	231.32	31.45	141.02	21.16	15.91	255.0	50.63	139.07	19.97	21.78	12.93	53.19	80.57	50.98	346.29	176.29	36.01	303.44	258.57	466.88	81.14	226.54	125.24	279.14	43.32	13.42	58.71	178.77	17.51	271.48	39.79	49.56	48.87	85.22	246.28	145.02	202.66	112.77	96.68	454.09	28.04	63.0	289.02	5.82	22.26	19.82	71.5	29.06	47.17	55.1	90.77
PRPF40B	320.8	127.0	303.44	246.28	305.55	307.69	318.57	262.2	198.47	111.99	149.12	197.09	120.1	406.31	111.21	205.5	120.94	171.45	753.83	267.73	703.28	237.86	503.95	221.86	450.94	171.45	231.32	1059.11	356.05	460.44	775.05	149.12	633.73	728.11	497.0	514.56	470.14	599.49	218.79	529.06	400.71	476.71	981.29	915.51	163.28	775.05	244.57	244.57	728.11	603.67	521.76	159.9	305.55	198.47	629.35	616.37	547.75	540.19	571.05	854.13	318.57	738.29	155.5	473.41	320.8	796.86	271.48	193.01	432.53	363.56	457.25	507.46	769.69	579.04	825.0	647.07	195.72	748.61	743.43	273.37	204.07	842.36	988.12	211.31	189.02	540.19	293.07	146.03	490.14	229.72	376.41	234.57	713.11	323.03	723.08	153.34	189.02	567.1	256.78	283.05	162.14	176.29	185.11	460.44	351.14	341.51	684.02	796.86	329.84	743.43	595.34	769.69	620.67	483.38	361.04	514.56	303.44	115.16	148.09	373.81	171.45	616.37	248.0	186.4	305.55	366.09	563.18	559.28	332.14	414.87	277.2	688.78	271.48	283.05	486.75	47.5	237.86	336.79	234.57	205.5	890.44	669.92	406.31
PRSS42	38.95	3.32	0.82	5.11	9.2	9.63	0.0	1.79	1.41	0.0	0.79	0.77	0.82	8.51	3.47	0.0	0.0	2.84	32.59	1.95	7.0	5.82	23.08	2.61	5.92	3.41	0.0	22.26	3.69	5.77	27.84	0.41	12.0	7.06	28.86	8.19	24.81	8.45	4.43	1.33	4.86	21.63	28.04	6.26	2.46	48.52	0.0	0.66	11.04	2.97	17.0	3.14	6.94	0.77	7.28	2.2	8.99	16.03	12.09	5.41	8.65	30.34	0.84	4.35	6.16	1.68	3.32	0.0	24.63	7.63	16.88	2.86	4.86	18.29	23.42	9.48	3.06	20.41	14.45	0.0	4.78	31.0	33.78	0.0	3.23	12.09	0.47	1.73	14.45	1.53	4.82	5.19	9.06	5.02	7.46	1.17	1.17	15.45	1.1	3.32	0.97	1.77	0.42	3.72	5.77	0.75	16.63	21.63	3.06	27.25	17.77	41.22	6.11	23.08	11.73	13.93	5.92	0.0	2.07	15.56	0.0	6.94	2.81	2.16	0.79	0.82	12.0	6.84	7.82	7.0	7.69	44.57	0.82	9.41	13.52	0.27	2.73	1.13	2.66	10.39	3.56	3.47	1.28
