	TCGA.A7.A26I.01A.11R.A169.07.1	TCGA.B8.5552.11A.01R.1672.07	TCGA.38.4625.01A.01R.1206.07	TCGA.38.4625.01A.01R.1206.07.1	TCGA.CH.5739.01A.11R.1580.07	TCGA.EJ.7331.01A.11R.2118.07	TCGA.CH.5765.01A.11R.1580.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.XK.AAJ3.01A.11R.A41O.07	TCGA.G9.6385.01A.11R.1789.07	TCGA.EJ.5526.01A.01R.1580.07	TCGA.KK.A7AV.01A.11R.A32O.07	TCGA.EJ.5524.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.5527.01A.01R.1580.07	TCGA.TP.A8TV.01A.11R.A41O.07	TCGA.VN.A88R.01A.11R.A36G.07	TCGA.G9.6351.01A.21R.1965.07	TCGA.J4.A67T.01A.11R.A311.07	TCGA.EJ.5516.01A.01R.1580.07	TCGA.KK.A8I7.01A.21R.A36G.07	TCGA.EJ.A65E.01A.11R.A29R.07	TCGA.HC.A8D1.01A.11R.A36G.07	TCGA.HC.7748.01A.11R.2118.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.CH.5750.01A.11R.1580.07	TCGA.HC.7212.01A.11R.2118.07	TCGA.YL.A9WI.01A.11R.A37L.07	TCGA.EJ.A46I.01A.12R.A26U.07	TCGA.EJ.5508.01A.02R.1580.07	TCGA.EJ.7317.01A.31R.2118.07	TCGA.V1.A9Z9.01A.21R.A41O.07	TCGA.HC.8260.01A.11R.2263.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.YL.A8SO.01B.31R.A37L.07	TCGA.Y6.A8TL.01A.21R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.CH.5746.01A.11R.1580.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.YL.A8SI.01A.11R.A41O.07	TCGA.YL.A8SH.01B.11R.A37L.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.EJ.A6RC.01A.11R.A32O.07	TCGA.CH.5763.01A.11R.1580.07	TCGA.HC.7738.01A.11R.2118.07	TCGA.CH.5753.01A.11R.1580.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.EJ.8470.01A.11R.2403.07	TCGA.J4.A83L.01A.11R.A352.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.EJ.5512.01A.01R.1580.07	TCGA.YL.A9WK.01A.11R.A37L.07	TCGA.V1.A9OF.01A.11R.A41O.07	TCGA.CH.5768.01A.11R.1580.07	TCGA.EJ.5517.01A.01R.1580.07	TCGA.EJ.5505.01A.01R.1580.07	TCGA.VN.A88O.01A.11R.A352.07	TCGA.WW.A8ZI.01A.11R.A37L.07	TCGA.V1.A8MG.01A.11R.A36G.07	TCGA.EJ.A8FU.01A.11R.A36G.07	TCGA.YL.A8SQ.01B.11R.A37L.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.HC.7080.01A.11R.1965.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.EJ.A8FS.01A.11R.A352.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.HC.8261.01A.11R.2263.07	TCGA.J4.8198.01A.11R.2263.07	TCGA.EJ.5522.01A.01R.1580.07	TCGA.2A.A8VV.01A.11R.A37L.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.ZG.A9L6.01A.11R.A41O.07	TCGA.H9.7775.01A.11R.2118.07	TCGA.XK.AAJR.01A.11R.A41O.07	TCGA.KK.A59X.01A.11R.A29R.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.G9.7509.01A.11R.A41O.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.CH.5790.01A.11R.1580.07	TCGA.CH.5772.01A.11R.1580.07	TCGA.EJ.7115.01A.11R.2118.07	TCGA.YL.A8SB.01A.31R.A37L.07	TCGA.EJ.5496.01A.01R.1580.07	TCGA.HC.7819.01A.11R.2118.07	TCGA.J4.A83K.01A.11R.A352.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.HC.8262.01A.11R.2263.07	TCGA.EJ.7789.01A.11R.2118.07	TCGA.YL.A8S9.01A.11R.A37L.07	TCGA.EJ.7793.01A.31R.2263.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.XA.A8JR.01A.11R.A36G.07	TCGA.XK.AAJP.01A.11R.A41O.07	TCGA.HC.8213.01A.11R.A29R.07	TCGA.EJ.5542.01A.01R.1580.07	TCGA.EJ.5515.01A.01R.1580.07	TCGA.CH.5789.01A.11R.1580.07	TCGA.EJ.7792.01A.11R.2118.07	TCGA.EJ.A6RA.01A.11R.A33R.07	TCGA.EJ.7791.01A.11R.2118.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.EJ.5497.01A.02R.1580.07	TCGA.VP.A875.01A.31R.A352.07	TCGA.EJ.5498.01A.01R.1580.07	TCGA.V1.A8MK.01A.11R.A36G.07	TCGA.CH.5762.01A.11R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.EJ.A46B.01A.31R.A250.07	TCGA.HC.7078.01A.11R.2118.07	TCGA.ZG.A9ND.01A.11R.A41O.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.HC.8258.01A.11R.2263.07	TCGA.KK.A8I6.01A.11R.A36G.07	TCGA.EJ.7125.01A.11R.1965.07	TCGA.EJ.A8FP.01A.21R.A36G.07	TCGA.EJ.5502.01A.01R.1580.07	TCGA.2A.A8VO.01A.11R.A37L.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.KK.A6E5.01A.11R.A311.07	TCGA.EJ.7321.01A.31R.2263.07	TCGA.EJ.A7NH.01A.12R.A33R.07	TCGA.J4.A83N.01A.11R.A352.07	TCGA.EJ.A7NF.01A.11R.A33R.07	TCGA.EJ.7327.11A.01R.2118.07	TCGA.EJ.7786.11A.01R.2118.07	TCGA.HC.7819.11A.01R.2118.07	TCGA.EJ.7784.11A.01R.2118.07	TCGA.EJ.7115.11A.01R.2118.07	TCGA.HC.8260.11A.01R.2263.07	TCGA.EJ.7792.11A.01R.2118.07	TCGA.G9.6384.11A.01R.1858.07	TCGA.EJ.7317.11A.01R.2118.07	TCGA.EJ.7321.11A.01R.2263.07	TCGA.EJ.7314.11A.01R.2118.07	TCGA.HC.8259.11A.01R.2263.07	TCGA.G9.6342.11A.02R.1965.07	TCGA.EJ.7793.11A.01R.2263.07	TCGA.EJ.7331.11A.01R.2118.07	TCGA.BK.A26L.01A.11R.A277.07
SGSM3	813.63	500.46	0.0	1.1	2104.58	2609.3	2367.9	5255.91	5076.84	3018.3	1883.54	4736.79	1697.45	4388.98	1498.22	5147.73	4388.98	3018.3	3768.09	1088.92	3820.7	3955.48	2664.15	2209.26	3443.31	2701.35	1674.06	4543.8	4268.94	1909.85	2976.74	4152.18	3847.29	5147.73	7537.18	4543.8	8963.45	2682.69	4210.15	3639.7	5479.15	2502.97	3901.01	1844.76	3443.31	1605.83	5183.54	2384.37	3103.19	3395.89	4671.57	5292.48	2537.92	3212.66	4123.49	2255.7	2032.85	2502.97	5183.54	7081.29	3955.48	3103.19	3690.52	7331.05	5112.16	3955.48	4937.99	2835.7	4575.41	2573.36	2178.83	3515.68	6250.56	2935.74	3257.52	3768.09	3794.3	4152.18	4512.4	3280.18	4152.18	2502.97	1806.78	3419.52	3395.89	2090.03	2915.45	3235.01	3212.66	3443.31	3928.15	3280.18	2400.97	3982.99	1721.16	3768.09	5292.48	4123.49	3443.31	1467.37	1883.54	2645.74	2520.38	4358.66	2271.4	3372.43	5076.84	3794.3	1733.13	3395.89	1551.09	3146.52	1594.73	4671.57	3847.29	3928.15	4388.98	3039.3	4388.98	3235.01	3564.78	3124.78	3303.0	5711.87	9540.5	5672.41	2240.11	5292.48	3515.68	3168.41	2400.97	1487.87	2224.63	1857.6	2434.5	3395.89	2163.77	2367.9	2417.67	2956.17	1950.0	2855.44	2796.65	1923.14	1561.89	351.14
SLC2A4RG	271.48	532.74	0.0	0.83	1498.22	1304.15	2351.53	3124.78	3874.05	2451.44	1008.9	2956.17	1870.53	2537.92	1167.14	4639.29	2400.97	2367.9	1551.09	1304.15	2319.15	3124.78	2573.36	1909.85	2816.11	1551.09	2004.85	3190.46	3212.66	1378.57	1963.57	3257.52	2400.97	3372.43	3820.7	2976.74	6121.9	1674.06	3235.01	2609.3	4010.71	2451.44	2468.49	1208.34	2502.97	1709.26	3081.75	1551.09	1030.12	2047.0	2855.44	3168.41	1605.83	3443.31	3928.15	1561.89	1745.2	2224.63	2777.33	3742.05	2758.13	2664.15	4358.66	5292.48	4419.52	3794.3	2417.67	3018.3	2627.46	2004.85	1407.55	2224.63	3491.39	3190.46	1498.22	2163.77	4512.4	1662.49	4419.52	2758.13	1909.85	2075.59	2451.44	3372.43	3146.52	1781.89	2351.53	2537.92	2209.26	2664.15	2777.33	2417.67	2018.8	3212.66	1104.13	3039.3	1963.57	3716.2	2090.03	1359.57	1540.37	1819.35	1857.6	3955.48	2075.59	2682.69	3540.14	2163.77	1709.26	3419.52	1304.15	3124.78	1572.76	4268.94	2720.15	3280.18	3491.39	1662.49	2434.5	3303.0	2224.63	2434.5	1857.6	3419.52	3982.99	2319.15	1832.01	3794.3	2627.46	3039.3	2224.63	1561.89	2835.7	1498.22	2178.83	2645.74	1769.57	1844.76	2367.9	2004.85	1977.24	2367.9	1685.71	1605.83	1540.37	420.68
SMDT1	137.14	1540.37	2287.2	283.05	4419.52	4358.66	4268.94	8479.89	6699.25	5594.3	2555.58	5479.15	3928.15	5366.37	3372.43	7081.29	9344.14	6561.36	5006.93	2739.08	5403.7	5329.3	5791.62	2816.11	6426.31	4512.4	3168.41	4575.41	5006.93	4481.23	4937.99	4869.99	4543.8	7280.4	8421.31	6935.54	7485.11	4869.99	4836.35	6792.79	7032.37	6792.79	5751.61	3349.13	5366.37	1709.26	7537.18	5633.22	4736.79	4802.93	5751.61	8134.41	5292.48	4239.45	5831.91	4328.55	5633.22	4903.87	7695.57	2645.74	4575.41	4736.79	4358.66	6745.86	4388.98	9151.82	4450.27	8479.89	6337.83	4769.75	3955.48	5517.27	9025.81	4388.98	5791.62	4268.94	7966.99	6079.61	6745.86	5517.27	6792.79	3235.01	4066.71	5329.3	4671.57	5255.91	4671.57	6079.61	4388.98	3847.29	3491.39	5672.41	5183.54	7280.4	1870.53	6840.04	6516.03	7803.01	7230.1	3768.09	4575.41	3982.99	3874.05	8305.36	3955.48	4268.94	9540.5	4736.79	4210.15	4869.99	4298.64	5954.47	2835.7	7081.29	5751.61	5633.22	5711.87	5006.93	5479.15	5751.61	4575.41	4419.52	2835.7	7803.01	5112.16	8078.22	5633.22	6935.54	5831.91	8363.13	5479.15	2645.74	4358.66	3665.02	5112.16	4937.99	3665.02	5517.27	4543.8	4239.45	3467.27	5751.61	5751.61	4010.71	4298.64	947.83
SMIM1	39.79	56.28	0.0	0.17	228.13	198.47	202.66	316.37	518.15	205.5	159.9	490.14	187.71	291.04	182.55	361.04	490.14	307.69	323.03	161.02	301.33	356.05	248.0	201.25	521.76	199.85	181.28	629.35	299.25	177.53	420.68	490.14	148.09	483.38	599.49	587.13	808.0	141.02	305.55	403.5	633.73	226.54	397.93	122.64	271.48	150.17	651.58	277.2	283.05	346.29	514.56	486.75	173.85	567.1	406.31	237.86	289.02	229.72	629.35	323.03	620.67	167.9	555.41	500.46	267.73	848.22	486.75	438.59	521.76	158.79	120.1	341.51	1259.69	293.07	191.67	361.04	836.53	373.81	532.74	269.6	435.55	236.21	264.03	551.56	265.87	173.85	325.29	384.34	251.48	291.04	629.35	373.81	295.11	507.46	212.78	400.71	264.03	674.59	392.44	128.79	104.42	73.03	363.56	473.41	237.86	444.72	796.86	201.25	197.09	327.56	162.14	285.03	128.79	674.59	361.04	525.39	215.77	237.86	334.46	343.89	307.69	241.19	341.51	571.05	218.79	500.46	253.23	403.5	368.65	426.57	209.84	281.09	293.07	140.04	314.17	191.67	137.14	195.72	161.02	244.57	285.03	149.12	262.2	314.17	258.57	3.99
SMUG1	432.53	417.77	0.0	0.0	713.11	688.78	703.28	1331.57	1457.23	1159.07	791.35	1340.84	555.41	1135.2	713.11	1378.57	1529.73	1111.82	954.43	620.67	1216.75	1519.15	921.88	759.08	1378.57	665.29	559.28	1268.46	1059.11	728.11	1088.92	1991.0	947.83	1639.59	1806.78	1617.0	1639.59	791.35	1407.55	1191.69	1561.89	1143.1	1388.16	708.18	988.12	733.19	1378.57	967.76	1167.14	1369.04	1447.15	1066.48	866.07	1259.69	1427.22	759.08	1015.93	1088.92	1096.5	1457.23	1529.73	947.83	1561.89	1233.75	1167.14	1844.76	1104.13	1963.57	1498.22	802.41	656.11	1059.11	2520.38	1199.98	878.17	1111.82	1605.83	1159.07	1313.23	967.76	1340.84	780.44	1051.79	1088.92	1119.56	718.08	708.18	941.27	1199.98	974.5	1111.82	1044.52	921.88	1487.87	836.53	1081.39	1191.69	1639.59	1135.2	723.08	854.13	674.59	934.76	1457.23	1119.56	896.64	1721.16	1066.48	759.08	909.17	698.41	1216.75	872.1	1709.26	1216.75	1175.27	1447.15	1088.92	1216.75	1073.91	915.51	967.76	872.1	1508.65	1304.15	1594.73	575.03	1111.82	961.07	854.13	1159.07	679.29	921.88	738.29	1037.29	909.17	860.08	769.69	830.75	791.35	718.08	1088.92	1498.22	896.64	860.08	551.56
STRA13	1059.11	412.0	0.0	0.85	2976.74	3168.41	2119.22	5954.47	9474.59	4481.23	2075.59	5479.15	2047.0	5147.73	2224.63	7230.1	6381.92	4010.71	4388.98	2573.36	5255.91	4903.87	3325.99	3103.19	6079.61	3060.45	3146.52	5006.93	4607.24	2271.4	5441.3	5479.15	4010.71	5076.84	7032.37	7911.95	11189.6	2855.44	4543.8	5517.27	6471.02	4671.57	4450.27	2018.8	5076.84	2119.22	7803.01	4543.8	2997.45	3820.7	5633.22	6745.86	2796.65	4769.75	7180.15	2816.11	3665.02	3443.31	7485.11	5219.6	4358.66	2935.74	4298.64	9606.86	3639.7	6935.54	5006.93	8963.45	5366.37	2956.17	2400.97	3768.09	6652.97	5041.77	3168.41	4671.57	4210.15	4388.98	5006.93	4769.75	4671.57	2384.37	3564.78	4543.8	3146.52	2384.37	3257.52	3280.18	3901.01	4123.49	4358.66	4038.61	3690.52	6426.31	2271.4	8718.32	4903.87	7857.29	4095.0	2047.0	2664.15	2255.7	2520.38	4769.75	3280.18	4268.94	8538.88	3901.01	2956.17	3124.78	1844.76	4512.4	1857.6	6516.03	4802.93	4736.79	6079.61	3768.09	4769.75	6294.04	3820.7	4095.0	2935.74	6294.04	4575.41	7911.95	2468.49	5147.73	5076.84	4802.93	3768.09	1781.89	3146.52	1991.0	3639.7	4066.71	2609.3	3742.05	3235.01	2163.77	2367.9	4328.55	3081.75	2287.2	2701.35	336.79
TAF10	500.46	1923.14	0.0	0.77	3491.39	3060.45	3589.58	6294.04	5112.16	4388.98	2956.17	4802.93	3081.75	4481.23	3081.75	5555.65	8022.41	3614.55	3820.7	2875.3	4543.8	3257.52	3235.01	2915.45	2875.3	2956.17	3190.46	6561.36	2915.45	3280.18	4419.52	5441.3	3820.7	4328.55	7130.55	4639.29	5954.47	3419.52	4481.23	4298.64	4802.93	4450.27	4769.75	3395.89	4038.61	2664.15	4123.49	3794.3	4095.0	3395.89	4268.94	4152.18	3742.05	4268.94	4481.23	3742.05	4123.49	2976.74	4802.93	4481.23	3768.09	2976.74	3235.01	5076.84	4704.07	6337.83	4268.94	7180.15	4869.99	3349.13	2935.74	5006.93	4769.75	4210.15	3820.7	4066.71	4937.99	5183.54	4268.94	4181.07	4736.79	3874.05	4152.18	3847.29	4328.55	4152.18	4066.71	4010.71	3515.68	4736.79	4095.0	3847.29	3768.09	5329.3	2777.33	5076.84	4512.4	4903.87	4388.98	2835.7	2645.74	2997.45	3235.01	4903.87	3235.01	3928.15	7331.05	4239.45	3081.75	3491.39	2956.17	4181.07	2796.65	7331.05	3515.68	4607.24	5147.73	3168.41	4419.52	4607.24	3589.58	3257.52	2976.74	5076.84	4736.79	4481.23	3443.31	4095.0	5076.84	5366.37	3190.46	2090.03	3081.75	2537.92	3419.52	3540.14	3212.66	3491.39	2855.44	2935.74	2555.58	4575.41	3614.55	3060.45	2417.67	1662.49
TEX264	358.54	1233.75	0.0	0.09	2287.2	1991.0	1417.35	4802.93	3212.66	3716.2	1457.23	3212.66	1286.18	2935.74	1662.49	3349.13	4937.99	3639.7	2816.11	1709.26	3039.3	3742.05	2148.82	1674.06	4736.79	2004.85	1594.73	3820.7	2627.46	1508.65	3847.29	3515.68	2682.69	3257.52	3589.58	3874.05	3349.13	1806.78	2816.11	2720.15	3665.02	4123.49	3081.75	1950.0	2915.45	802.41	3372.43	3303.0	2319.15	2915.45	3928.15	3467.27	2400.97	3467.27	3467.27	2075.59	2835.7	2997.45	2816.11	2645.74	3081.75	1963.57	1757.34	3955.48	3349.13	3982.99	3564.78	4181.07	3395.89	2335.28	1447.15	2104.58	5441.3	3081.75	2591.27	2468.49	5672.41	3467.27	3372.43	2434.5	3467.27	1745.2	2701.35	2956.17	2720.15	1963.57	2417.67	2148.82	2855.44	1977.24	2520.38	2319.15	2915.45	4123.49	1519.15	2935.74	2915.45	3690.52	2555.58	1857.6	2163.77	2090.03	1991.0	3103.19	2255.7	3419.52	3982.99	2739.08	1806.78	2119.22	1806.78	3103.19	1697.45	4210.15	3665.02	3614.55	4210.15	2645.74	3395.89	2148.82	2468.49	2591.27	1963.57	2976.74	3349.13	3847.29	1936.53	2915.45	2956.17	2777.33	2645.74	1709.26	2915.45	2133.97	2895.31	3540.14	2367.9	3540.14	2895.31	2367.9	1819.35	3190.46	4152.18	2133.97	2303.12	624.99
TMEM238	31.45	23.08	0.0	0.01	121.79	154.42	113.56	1015.93	713.11	124.37	49.21	409.15	73.03	633.73	76.71	1001.93	392.44	81.14	163.28	50.27	373.81	194.36	281.09	100.13	189.02	123.5	110.43	603.67	125.24	74.06	275.28	503.95	105.89	232.94	536.45	575.03	934.76	138.1	234.57	612.11	591.22	217.27	483.38	38.12	293.07	74.58	633.73	159.9	89.51	395.18	808.0	543.96	161.02	275.28	571.05	167.9	102.25	140.04	595.34	389.72	423.61	255.0	450.94	341.51	493.56	583.07	406.31	620.67	234.57	117.6	94.01	307.69	303.44	314.17	244.57	279.14	460.44	295.11	289.02	356.05	373.81	106.63	122.64	221.86	351.14	139.07	167.9	463.65	94.67	91.41	139.07	473.41	170.25	669.92	73.54	819.3	514.56	656.11	156.59	48.18	40.93	96.01	122.64	529.06	176.29	267.73	808.0	154.42	103.69	299.25	69.52	463.65	55.89	728.11	181.28	318.57	379.04	106.63	198.47	409.15	389.72	341.51	198.47	497.0	460.44	191.67	77.25	551.56	395.18	336.79	90.14	62.56	157.68	87.65	96.01	108.9	54.72	74.06	165.57	154.42	100.83	43.63	148.09	50.63	31.67	10.63
TMEM42	111.21	267.73	0.0	0.17	450.94	500.46	713.11	1340.84	878.17	607.87	514.56	860.08	327.56	629.35	470.14	854.13	1388.16	674.59	420.68	441.64	995.0	878.17	669.92	500.46	872.1	366.09	555.41	1037.29	551.56	543.96	679.29	764.36	633.73	785.88	1073.91	599.49	616.37	514.56	638.15	647.07	703.28	733.19	679.29	507.46	616.37	242.88	1015.93	660.68	808.0	571.05	902.89	775.05	511.0	1322.37	733.19	599.49	759.08	551.56	651.58	97.36	1008.9	583.07	470.14	1159.07	995.0	309.83	1259.69	866.07	575.03	698.41	493.56	791.35	1030.12	656.11	567.1	669.92	1721.16	1340.84	656.11	842.36	896.64	521.76	723.08	587.13	651.58	543.96	540.19	764.36	848.22	708.18	1127.35	825.0	638.15	796.86	540.19	780.44	607.87	890.44	698.41	358.54	514.56	470.14	563.18	579.04	579.04	500.46	1233.75	624.99	460.44	19.11	426.57	728.11	521.76	1104.13	769.69	878.17	748.61	500.46	669.92	769.69	684.02	624.99	612.11	703.28	1295.13	780.44	460.44	802.41	688.78	728.11	591.22	460.44	591.22	612.11	693.58	674.59	583.07	483.38	575.03	607.87	463.65	693.58	884.29	567.1	532.74	172.65
TSR3	802.41	525.39	0.0	0.34	1378.57	1044.52	1015.93	1991.0	2163.77	2018.8	769.69	1757.34	974.5	1457.23	928.3	1870.53	1950.0	1685.71	1250.98	808.0	1936.53	1721.16	1457.23	1066.48	1709.26	1111.82	1175.27	1936.53	1794.29	974.5	1806.78	1685.71	1286.18	1447.15	2816.11	1819.35	2400.97	1216.75	1594.73	1991.0	1794.29	1794.29	1857.6	872.1	1529.73	848.22	1651.0	1639.59	1015.93	1350.18	1909.85	1909.85	1378.57	1674.06	1769.57	1259.69	981.29	1081.39	1733.13	1447.15	1605.83	1447.15	1781.89	1709.26	1721.16	2502.97	1572.76	2224.63	1781.89	1216.75	981.29	1417.35	1923.14	1685.71	1487.87	1417.35	1977.24	1651.0	2287.2	1313.23	1498.22	1159.07	1127.35	1794.29	1605.83	1143.1	1350.18	1733.13	1250.98	1322.37	1096.5	1397.83	1572.76	2032.85	934.76	1832.01	1781.89	1477.58	1498.22	825.0	1059.11	921.88	1313.23	2104.58	1397.83	1651.0	2104.58	1447.15	981.29	1651.0	1066.48	1721.16	1111.82	2018.8	1870.53	1697.45	1757.34	1167.14	1628.26	1709.26	1191.69	1583.71	1369.04	1936.53	1674.06	2061.24	1388.16	1769.57	1529.73	1857.6	1286.18	1081.39	1561.89	1259.69	1447.15	1417.35	1350.18	1832.01	1359.57	1397.83	1242.34	1407.55	1697.45	1322.37	1487.87	228.13
TST	361.04	738.29	0.0	0.0	872.1	1350.18	780.44	2915.45	1457.23	1331.57	612.11	981.29	575.03	1561.89	813.63	2591.27	3060.45	1175.27	1199.98	518.15	1697.45	1519.15	1008.9	738.29	1909.85	1199.98	791.35	3212.66	1508.65	785.88	1857.6	1397.83	733.19	928.3	1757.34	1583.71	2255.7	928.3	1191.69	1674.06	1909.85	1225.22	1594.73	947.83	2061.24	384.34	2255.7	2271.4	1066.48	1104.13	2163.77	1709.26	738.29	616.37	1127.35	1487.87	988.12	1111.82	1233.75	432.53	1378.57	1081.39	1127.35	2163.77	1519.15	2384.37	1819.35	2835.7	1697.45	785.88	567.1	1135.2	1572.76	1051.79	1286.18	1594.73	1594.73	1427.22	1477.58	1037.29	1175.27	603.67	842.36	1674.06	934.76	718.08	1277.29	1096.5	842.36	967.76	1277.29	1286.18	1023.0	2956.17	743.43	1909.85	1268.46	2875.3	1407.55	738.29	967.76	769.69	915.51	1806.78	1304.15	1697.45	2627.46	947.83	860.08	1277.29	647.07	1015.93	547.75	1963.57	1304.15	1096.5	2104.58	1369.04	1950.0	1388.16	1037.29	1216.75	1225.22	1417.35	1883.54	1304.15	1151.06	1216.75	1340.84	1250.98	974.5	607.87	1135.2	1037.29	1487.87	748.61	1175.27	1127.35	1159.07	1208.34	753.83	764.36	1498.22	743.43	974.5	267.73
YBEY	334.46	209.84	0.0	0.27	543.96	511.0	579.04	1519.15	1135.2	733.19	616.37	995.0	669.92	1127.35	567.1	1487.87	1551.09	1015.93	698.41	511.0	802.41	928.3	775.05	287.01	1143.1	612.11	518.15	1407.55	723.08	414.87	854.13	1008.9	775.05	486.75	1340.84	1498.22	1685.71	607.87	723.08	1143.1	954.43	599.49	753.83	460.44	872.1	423.61	1104.13	669.92	796.86	802.41	934.76	1051.79	842.36	884.29	1225.22	825.0	679.29	728.11	1225.22	836.53	947.83	802.41	1044.52	848.22	1023.0	543.96	612.11	1242.34	1225.22	791.35	753.83	954.43	1242.34	603.67	848.22	995.0	1216.75	1286.18	808.0	928.3	890.44	638.15	703.28	791.35	813.63	583.07	656.11	848.22	579.04	674.59	1051.79	1119.56	764.36	836.53	470.14	1088.92	896.64	1088.92	785.88	612.11	371.22	397.93	629.35	1119.56	607.87	775.05	1508.65	1037.29	599.49	813.63	432.53	802.41	358.54	1250.98	620.67	1397.83	1427.22	791.35	1030.12	842.36	591.22	775.05	426.57	1119.56	780.44	1304.15	769.69	450.94	796.86	684.02	583.07	336.79	514.56	403.5	540.19	620.67	521.76	466.88	483.38	444.72	366.09	688.78	802.41	607.87	392.44	147.06
