	TCGA.50.8460.01A.11R.2326.07	GTEX.W5X1.0526.SM.3GILH	GTEX.T8EM.0326.SM.3DB7F	TCGA.J8.A3YH.01A.11R.A22U.07	TCGA.EM.A3AQ.01A.11R.A20F.07	TCGA.BJ.A3EZ.01A.11R.A206.07	TCGA.ET.A3DT.01A.11R.A19O.07	TCGA.FY.A3YR.01A.11R.A22U.07	TCGA.EM.A3FM.01A.11R.A21D.07	TCGA.EL.A3GZ.01A.11R.A20F.07	TCGA.DJ.A3V3.01A.11R.A22U.07	TCGA.KS.A4I7.01A.11R.A250.07	TCGA.DJ.A2Q6.01A.11R.A18C.07	TCGA.E3.A3E2.01A.11R.A20F.07	TCGA.DJ.A2PQ.01A.11R.A18C.07	TCGA.DJ.A2PY.01A.11R.A18C.07	TCGA.DJ.A2PS.01A.11R.A18C.07	TCGA.DJ.A13P.01A.11R.A10U.07	TCGA.IM.A41Y.01A.11R.A23W.07	TCGA.BJ.A45J.01A.11R.A23W.07	TCGA.L6.A4ET.01A.11R.A250.07	TCGA.ET.A3BP.01A.21R.A19O.07	TCGA.E8.A44K.01A.21R.A23W.07	TCGA.EL.A3MW.01A.11R.A20F.07	TCGA.EM.A1CV.01A.11R.A13Y.07	TCGA.BJ.A0Z5.01A.11R.A10U.07	TCGA.ET.A25R.01A.11R.A16R.07	TCGA.FK.A3SG.01A.11R.A22L.07	TCGA.E3.A3E5.01A.11R.A20F.07	TCGA.EM.A3AN.01A.11R.A206.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.DJ.A2Q5.01A.11R.A18C.07	TCGA.FE.A234.01A.11R.A14Y.07	TCGA.EM.A3FJ.01A.11R.A21D.07	TCGA.EM.A2OX.01A.11R.A206.07	TCGA.FE.A232.01A.11R.A14Y.07	TCGA.BJ.A0ZE.01A.11R.A10U.07	TCGA.EL.A3CP.01A.11R.A19O.07	TCGA.DJ.A3VB.01A.11R.A23N.07	TCGA.EL.A3CU.01A.11R.A19O.07	TCGA.DJ.A2PO.01A.21R.A19O.07	TCGA.DJ.A3V7.01A.11R.A23N.07	TCGA.DJ.A3UO.01A.11R.A22L.07	TCGA.EL.A4JZ.01A.11R.A250.07	TCGA.EM.A3AK.01A.11R.A206.07	TCGA.EM.A2P0.01A.11R.A206.07	TCGA.ET.A2N4.01A.12R.A19O.07	TCGA.FE.A3PD.01A.11R.A220.07	TCGA.BJ.A0ZH.01A.11R.A10U.07	TCGA.EL.A3N2.01A.11R.A20F.07	TCGA.EL.A3D4.01A.11R.A19O.07	TCGA.DE.A69J.01A.21R.A39I.07	TCGA.EL.A3H8.01A.11R.A20F.07	TCGA.E3.A3DY.01A.11R.A20F.07	TCGA.DJ.A1QI.01A.11R.A14Y.07	TCGA.DJ.A3UN.01A.11R.A22L.07	TCGA.DJ.A1QN.01A.11R.A14Y.07	TCGA.ET.A40Q.01A.11R.A23N.07	TCGA.J8.A3NZ.01A.11R.A21D.07	TCGA.EM.A4FM.01A.11R.A250.07	TCGA.CE.A483.01A.11R.A23W.07	TCGA.DJ.A1QF.01A.12R.A14Y.07	TCGA.FK.A3S3.01A.11R.A22L.07	TCGA.KS.A4I9.01A.11R.A250.07	TCGA.EM.A4FQ.01A.11R.A250.07	TCGA.EL.A3ZG.01A.11R.A23N.07	TCGA.GE.A2C6.01A.11R.A16R.07	TCGA.DJ.A13V.01A.11R.A10U.07	TCGA.DJ.A1QH.01A.21R.A14Y.07	TCGA.EL.A3GQ.01A.11R.A206.07	TCGA.DE.A69K.01A.11R.A39I.07	TCGA.DJ.A4V4.01A.11R.A250.07	TCGA.FY.A3R8.01A.11R.A220.07	TCGA.DJ.A3V0.01A.11R.A22U.07	TCGA.DO.A1K0.01A.11R.A13Y.07	TCGA.J8.A42S.01A.11R.A23N.07	TCGA.EL.A3GV.01A.11R.A21D.07	TCGA.ET.A3BW.01A.11R.A19O.07	TCGA.DJ.A3VJ.01A.11R.A23N.07	TCGA.BJ.A45H.01A.12R.A23W.07	TCGA.DJ.A2Q3.01A.11R.A18C.07	TCGA.E8.A418.01A.11R.A23N.07	TCGA.EM.A22M.01A.11R.A32Y.07	TCGA.DJ.A3V2.01A.11R.A22U.07
UHMK1	395.18	738.29	769.69	236.21	229.72	463.65	460.44	277.2	169.07	334.46	237.86	297.17	395.18	318.57	287.01	444.72	438.59	332.14	214.27	295.11	181.28	285.03	265.87	327.56	353.59	320.8	251.48	237.86	285.03	297.17	176.29	366.09	486.75	273.37	301.33	260.38	327.56	381.68	325.29	466.88	368.65	218.79	264.03	353.59	303.44	395.18	269.6	255.0	316.37	361.04	189.02	387.02	366.09	356.05	406.31	246.28	412.0	297.17	406.31	275.28	334.46	395.18	206.94	305.55	295.11	217.27	351.14	303.44	409.15	356.05	299.25	275.28	371.22	194.36	361.04	204.07	507.46	316.37	281.09	277.2	460.44	297.17	262.2	307.69
USP24	244.57	363.56	483.38	166.73	178.77	287.01	287.01	244.57	141.02	190.34	175.07	177.53	256.78	223.41	198.47	295.11	265.87	197.09	166.73	153.34	144.01	190.34	190.34	215.77	244.57	215.77	283.05	119.26	205.5	223.41	144.01	283.05	307.69	214.27	204.07	187.71	136.19	299.25	173.85	351.14	269.6	182.55	208.38	264.03	223.41	305.55	177.53	202.66	191.67	314.17	134.3	269.6	279.14	262.2	255.0	201.25	249.73	204.07	265.87	197.09	251.48	348.71	148.09	241.19	208.38	157.68	323.03	198.47	299.25	420.68	264.03	197.09	281.09	172.65	329.84	163.28	301.33	262.2	159.9	199.85	303.44	187.71	241.19	218.79
USP37	33.54	193.01	96.68	30.56	15.8	66.18	81.71	38.12	11.91	48.18	25.54	22.59	73.54	36.53	50.63	73.03	86.43	51.71	16.51	19.11	18.03	27.84	19.82	46.5	88.26	30.34	54.33	13.03	32.82	35.25	12.36	61.68	80.01	44.57	64.34	42.71	35.0	84.63	13.22	88.88	87.65	24.11	42.71	36.53	57.49	88.88	29.06	16.27	20.11	71.5	15.91	75.64	95.34	69.03	88.88	44.57	72.52	30.34	77.79	18.97	56.68	96.01	22.1	22.1	17.0	20.71	74.06	46.18	63.45	102.25	57.08	26.47	43.32	16.51	98.73	30.78	94.67	82.87	30.78	39.5	77.25	38.67	16.27	29.06
USP38	154.42	307.69	507.46	109.66	97.36	178.77	190.34	130.6	85.82	161.02	95.34	130.6	182.55	134.3	146.03	194.36	189.02	162.14	98.04	90.77	94.01	155.5	105.15	140.04	198.47	123.5	137.14	108.14	134.3	157.68	76.17	145.02	197.09	148.09	130.6	143.01	141.02	175.07	108.14	217.27	173.85	113.56	123.5	127.89	165.57	186.4	125.24	135.24	125.24	181.28	94.01	167.9	187.71	181.28	220.32	123.5	197.09	115.16	195.72	120.1	146.03	218.79	101.54	140.04	111.21	120.1	156.59	140.04	187.71	223.41	148.09	126.12	157.68	88.26	234.57	108.9	242.88	193.01	111.21	114.36	180.02	142.01	100.83	115.97
USP46	157.68	320.8	228.13	117.6	65.72	159.9	153.34	139.07	54.33	117.6	93.35	109.66	166.73	95.34	127.89	152.28	189.02	146.03	88.88	76.71	78.89	120.94	90.77	120.1	143.01	115.16	107.38	63.45	88.26	129.69	79.45	135.24	169.07	87.65	131.51	148.09	150.17	158.79	72.01	198.47	177.53	100.13	83.45	96.68	115.97	186.4	110.43	92.7	74.58	130.6	88.88	171.45	198.47	146.03	189.02	99.43	146.03	115.16	161.02	94.01	155.5	211.31	106.63	106.63	74.58	108.14	124.37	108.9	148.09	205.5	124.37	122.64	125.24	81.71	191.67	75.64	183.82	134.3	106.63	126.12	189.02	123.5	86.43	94.01
UTP23	167.9	264.03	500.46	191.67	143.01	204.07	273.37	172.65	87.65	232.94	170.25	152.28	291.04	193.01	226.54	241.19	297.17	267.73	134.3	132.44	134.3	162.14	167.9	239.52	260.38	134.3	155.5	136.19	151.22	206.94	102.97	215.77	164.42	197.09	171.45	172.65	122.64	260.38	115.16	281.09	239.52	156.59	149.12	177.53	206.94	244.57	149.12	169.07	120.1	229.72	134.3	189.02	242.88	220.32	264.03	178.77	212.78	125.24	185.11	110.43	229.72	277.2	162.14	153.34	137.14	146.03	214.27	237.86	253.23	343.89	218.79	151.22	173.85	118.43	246.28	159.9	289.02	301.33	158.79	195.72	218.79	150.17	118.43	180.02
VTA1	397.93	780.44	1030.12	307.69	260.38	376.41	529.06	403.5	236.21	389.72	256.78	253.23	438.59	392.44	426.57	457.25	476.71	406.31	218.79	281.09	249.73	353.59	260.38	336.79	420.68	275.28	353.59	255.0	273.37	447.82	262.2	420.68	389.72	309.83	348.71	351.14	299.25	417.77	279.14	543.96	420.68	341.51	358.54	295.11	329.84	444.72	323.03	316.37	264.03	366.09	275.28	441.64	460.44	403.5	414.87	348.71	376.41	339.14	412.0	256.78	441.64	463.65	309.83	303.44	223.41	348.71	423.61	358.54	400.71	540.19	363.56	314.17	409.15	256.78	389.72	295.11	444.72	426.57	395.18	343.89	457.25	371.22	279.14	373.81
VTI1A	132.44	444.72	334.46	181.28	142.01	180.02	251.48	180.02	180.02	204.07	161.02	164.42	214.27	167.9	228.13	248.0	228.13	221.86	190.34	183.82	157.68	204.07	131.51	183.82	237.86	167.9	194.36	177.53	182.55	195.72	138.1	206.94	249.73	187.71	164.42	183.82	169.07	224.97	166.73	202.66	256.78	169.07	182.55	186.4	208.38	229.72	183.82	155.5	157.68	208.38	180.02	228.13	226.54	262.2	204.07	226.54	205.5	162.14	201.25	155.5	215.77	267.73	180.02	170.25	134.3	159.9	228.13	185.11	218.79	301.33	180.02	178.77	209.84	147.06	256.78	204.07	220.32	209.84	201.25	169.07	204.07	158.79	171.45	189.02
WDFY1	251.48	808.0	947.83	371.22	351.14	555.41	796.86	583.07	289.02	460.44	387.02	379.04	591.22	432.53	525.39	684.02	587.13	563.18	441.64	348.71	348.71	507.46	417.77	486.75	551.56	450.94	507.46	323.03	441.64	571.05	327.56	571.05	669.92	447.82	483.38	476.71	426.57	567.1	486.75	848.22	656.11	409.15	379.04	483.38	511.0	633.73	454.09	387.02	450.94	629.35	248.0	547.75	684.02	595.34	688.78	381.68	518.15	476.71	708.18	412.0	521.76	791.35	351.14	518.15	406.31	417.77	543.96	473.41	638.15	669.92	476.71	438.59	497.0	366.09	674.59	341.51	624.99	551.56	429.54	420.68	759.08	463.65	426.57	420.68
WDR36	94.01	185.11	255.0	99.43	98.04	164.42	176.29	125.24	60.82	131.51	104.42	105.89	181.28	135.24	152.28	194.36	170.25	125.24	74.58	98.73	93.35	122.64	103.69	129.69	166.73	115.16	122.64	72.52	102.97	146.03	69.52	153.34	163.28	128.79	115.16	107.38	105.89	177.53	92.05	206.94	154.42	103.69	87.65	123.5	135.24	156.59	97.36	126.12	114.36	130.6	65.72	163.28	158.79	144.01	169.07	82.87	120.94	99.43	152.28	105.15	138.1	172.65	87.65	136.19	97.36	105.15	109.66	135.24	156.59	183.82	143.01	127.0	148.09	86.43	162.14	94.01	202.66	177.53	111.99	121.79	166.73	119.26	93.35	117.6
WDR43	255.0	318.57	785.88	211.31	185.11	299.25	336.79	249.73	183.82	303.44	220.32	199.85	371.22	269.6	289.02	366.09	356.05	275.28	176.29	189.02	181.28	232.94	202.66	262.2	316.37	209.84	297.17	194.36	187.71	303.44	149.12	285.03	323.03	269.6	232.94	194.36	193.01	316.37	209.84	336.79	246.28	218.79	226.54	251.48	305.55	334.46	251.48	234.57	228.13	291.04	165.57	275.28	334.46	334.46	339.14	206.94	287.01	220.32	336.79	178.77	320.8	325.29	224.97	224.97	167.9	226.54	271.48	258.57	325.29	373.81	295.11	228.13	289.02	165.57	336.79	232.94	379.04	299.25	231.32	228.13	320.8	246.28	167.9	214.27
YES1	351.14	444.72	842.36	217.27	198.47	392.44	271.48	307.69	152.28	283.05	198.47	212.78	366.09	220.32	332.14	397.93	343.89	291.04	199.85	180.02	206.94	204.07	232.94	256.78	366.09	329.84	301.33	229.72	273.37	327.56	172.65	303.44	387.02	295.11	273.37	309.83	307.69	409.15	251.48	460.44	325.29	269.6	271.48	305.55	283.05	384.34	212.78	260.38	269.6	351.14	226.54	376.41	389.72	334.46	334.46	194.36	343.89	236.21	353.59	279.14	353.59	368.65	258.57	397.93	251.48	332.14	312.0	241.19	368.65	503.95	309.83	297.17	281.09	249.73	361.04	269.6	470.14	353.59	248.0	255.0	414.87	271.48	176.29	215.77
YME1L1	961.07	1340.84	2178.83	890.44	713.11	1143.1	1268.46	1030.12	813.63	1088.92	775.05	830.75	1175.27	872.1	1030.12	1407.55	1286.18	974.5	802.41	896.64	665.29	854.13	878.17	890.44	1183.45	896.64	988.12	802.41	819.3	988.12	743.43	1143.1	1340.84	848.22	1051.79	1015.93	1059.11	1167.14	688.78	1407.55	1135.2	872.1	1023.0	884.29	1059.11	1369.04	836.53	819.3	860.08	1104.13	872.1	1340.84	1259.69	1127.35	1250.98	988.12	1104.13	872.1	1242.34	775.05	1096.5	1295.13	854.13	934.76	802.41	890.44	1088.92	921.88	1304.15	1498.22	1088.92	860.08	1051.79	785.88	1322.37	890.44	1340.84	1225.22	1096.5	1008.9	1397.83	1096.5	872.1	872.1
YTHDF3	291.04	775.05	1023.0	312.0	277.2	435.55	486.75	314.17	143.01	379.04	260.38	293.07	476.71	334.46	403.5	503.95	521.76	336.79	242.88	297.17	246.28	327.56	262.2	309.83	551.56	309.83	356.05	264.03	323.03	341.51	197.09	368.65	486.75	348.71	358.54	289.02	343.89	463.65	221.86	500.46	417.77	283.05	256.78	336.79	389.72	470.14	323.03	316.37	285.03	423.61	211.31	420.68	454.09	389.72	511.0	256.78	435.55	297.17	444.72	237.86	397.93	536.45	246.28	353.59	269.6	279.14	387.02	329.84	412.0	575.03	395.18	320.8	426.57	201.25	497.0	287.01	514.56	486.75	316.37	339.14	473.41	316.37	271.48	289.02
ZBTB1	251.48	708.18	397.93	376.41	251.48	476.71	521.76	414.87	152.28	423.61	309.83	332.14	575.03	392.44	454.09	503.95	624.99	397.93	251.48	253.23	283.05	346.29	293.07	368.65	583.07	277.2	403.5	134.3	309.83	392.44	251.48	463.65	493.56	426.57	409.15	366.09	253.23	503.95	189.02	629.35	460.44	336.79	327.56	373.81	500.46	638.15	307.69	356.05	303.44	466.88	273.37	490.14	536.45	441.64	571.05	356.05	444.72	363.56	521.76	239.52	497.0	629.35	241.19	379.04	289.02	289.02	417.77	336.79	480.04	802.41	529.06	356.05	490.14	314.17	536.45	327.56	525.39	555.41	329.84	366.09	540.19	318.57	281.09	417.77
ZBTB11	142.01	303.44	215.77	126.12	124.37	190.34	198.47	158.79	62.56	164.42	121.79	109.66	201.25	134.3	170.25	209.84	221.86	154.42	126.12	104.42	101.54	141.02	125.24	143.01	211.31	139.07	157.68	76.17	144.01	173.85	88.88	154.42	217.27	133.36	153.34	118.43	97.36	195.72	110.43	231.32	176.29	130.6	123.5	144.01	166.73	191.67	128.79	157.68	123.5	199.85	84.63	176.29	217.27	166.73	218.79	126.12	172.65	142.01	162.14	117.6	180.02	201.25	96.01	143.01	127.89	128.79	162.14	151.22	195.72	221.86	155.5	136.19	197.09	109.66	229.72	124.37	186.4	212.78	159.9	141.02	190.34	165.57	102.25	132.44
ZBTB24	85.82	167.9	147.06	57.89	48.87	90.77	106.63	67.12	46.84	68.07	56.68	58.71	82.87	67.59	69.52	88.88	89.51	70.01	58.71	37.32	47.84	60.82	62.12	72.01	70.51	66.18	77.25	17.13	49.91	76.71	44.89	85.22	80.01	76.17	65.72	60.39	60.39	94.01	47.17	109.66	88.88	46.5	57.08	69.03	70.51	87.65	53.95	58.3	55.49	89.51	51.35	72.52	82.29	76.71	80.01	50.63	64.34	57.89	94.01	57.49	62.56	92.7	40.93	68.55	58.71	55.49	68.07	63.89	78.34	102.97	87.65	74.58	74.58	50.27	87.03	46.18	97.36	90.77	34.51	71.5	108.9	57.08	65.72	63.45
ZBTB41	104.42	205.5	120.1	63.89	63.0	120.94	111.99	92.05	34.51	83.45	64.8	70.01	121.79	70.51	127.89	145.02	141.02	104.42	76.71	64.8	67.59	70.51	50.98	88.26	111.99	66.18	68.55	71.0	73.54	107.38	47.5	87.65	125.24	68.07	87.03	55.89	68.07	127.89	70.01	151.22	111.99	74.58	63.0	78.34	105.15	120.94	62.12	82.87	55.49	106.63	41.52	115.97	145.02	108.9	149.12	63.45	102.97	77.79	117.6	54.33	84.63	122.64	65.72	90.14	59.55	67.12	75.64	88.26	114.36	130.6	105.89	68.07	98.73	57.49	124.37	70.51	136.19	116.78	75.11	75.64	130.6	80.01	57.49	71.5
ZBTB6	42.71	163.28	151.22	81.14	63.0	109.66	125.24	81.71	25.72	94.01	55.49	77.25	115.97	83.45	98.04	134.3	138.1	103.69	57.08	58.71	63.0	82.87	60.82	95.34	105.89	71.5	50.98	19.53	75.64	82.87	44.57	98.04	108.9	96.68	90.14	77.79	64.34	127.89	38.95	137.14	104.42	58.3	57.89	86.43	98.73	119.26	80.01	73.03	62.12	109.66	53.95	99.43	123.5	94.67	129.69	66.18	113.56	69.52	127.0	57.49	104.42	95.34	58.3	73.03	66.18	57.08	74.06	81.71	99.43	135.24	100.83	73.54	95.34	48.87	105.89	55.1	149.12	147.06	62.12	84.04	108.14	70.51	66.65	81.14
ZFP91	392.44	684.02	1199.98	409.15	361.04	624.99	642.59	559.28	316.37	493.56	373.81	414.87	656.11	429.54	555.41	684.02	620.67	575.03	379.04	387.02	373.81	426.57	414.87	518.15	656.11	497.0	563.18	392.44	397.93	551.56	343.89	579.04	642.59	463.65	591.22	460.44	473.41	629.35	363.56	769.69	599.49	441.64	463.65	460.44	603.67	674.59	444.72	389.72	387.02	647.07	332.14	603.67	660.68	616.37	665.29	507.46	612.11	457.25	607.87	429.54	583.07	819.3	473.41	500.46	373.81	540.19	607.87	547.75	698.41	743.43	532.74	454.09	551.56	379.04	759.08	454.09	748.61	616.37	466.88	476.71	679.29	518.15	341.51	420.68
ZMYM4	285.03	941.27	974.5	293.07	273.37	400.71	463.65	287.01	198.47	381.68	283.05	303.44	470.14	318.57	381.68	447.82	417.77	341.51	195.72	228.13	237.86	269.6	229.72	353.59	463.65	277.2	343.89	232.94	316.37	400.71	208.38	409.15	400.71	301.33	327.56	262.2	237.86	493.56	211.31	466.88	392.44	244.57	265.87	307.69	325.29	486.75	305.55	323.03	256.78	339.14	241.19	397.93	420.68	429.54	432.53	339.14	400.71	242.88	356.05	242.88	336.79	450.94	265.87	283.05	221.86	218.79	392.44	358.54	403.5	547.75	363.56	275.28	318.57	241.19	473.41	289.02	423.61	457.25	269.6	309.83	395.18	234.57	249.73	287.01
ZNF254	186.4	412.0	212.78	224.97	172.65	277.2	309.83	205.5	112.77	312.0	177.53	232.94	275.28	198.47	265.87	387.02	435.55	241.19	155.5	183.82	144.01	228.13	156.59	283.05	320.8	241.19	215.77	171.45	229.72	253.23	105.89	246.28	312.0	236.21	228.13	153.34	132.44	334.46	166.73	269.6	260.38	195.72	195.72	183.82	232.94	314.17	187.71	232.94	195.72	336.79	115.16	246.28	297.17	265.87	253.23	218.79	297.17	208.38	273.37	162.14	236.21	307.69	183.82	198.47	198.47	172.65	269.6	264.03	239.52	450.94	253.23	180.02	244.57	164.42	341.51	183.82	353.59	289.02	217.27	244.57	318.57	201.25	166.73	197.09
ZNF33A	223.41	612.11	435.55	248.0	246.28	366.09	454.09	249.73	206.94	312.0	271.48	199.85	379.04	279.14	366.09	444.72	457.25	301.33	208.38	275.28	183.82	234.57	220.32	318.57	373.81	214.27	318.57	242.88	242.88	299.25	197.09	339.14	320.8	248.0	312.0	195.72	186.4	429.54	248.0	353.59	332.14	258.57	258.57	275.28	297.17	371.22	226.54	226.54	218.79	353.59	173.85	366.09	366.09	384.34	429.54	289.02	325.29	251.48	287.01	186.4	291.04	341.51	204.07	226.54	177.53	194.36	363.56	341.51	312.0	511.0	271.48	206.94	309.83	204.07	379.04	239.52	336.79	414.87	279.14	269.6	373.81	187.71	217.27	258.57
ZNF701	77.25	197.09	61.25	71.5	42.41	104.42	134.3	105.89	53.57	83.45	52.82	72.52	120.94	90.77	99.43	108.9	111.21	68.55	63.89	65.26	53.95	80.01	86.43	85.22	95.34	116.78	107.38	39.79	74.58	65.26	46.84	98.04	108.14	62.56	64.8	84.63	39.5	115.97	60.39	165.57	97.36	83.45	81.14	65.26	82.29	105.15	67.12	51.71	78.89	96.68	63.89	109.66	107.38	105.15	88.26	89.51	82.87	73.54	100.83	54.33	103.69	128.79	39.5	93.35	64.34	74.58	88.88	90.14	96.01	194.36	94.67	81.14	109.66	77.25	128.79	56.28	83.45	84.04	62.56	80.01	114.36	90.14	49.91	62.56
ZNF845	42.11	121.79	60.82	40.07	24.63	64.34	86.43	47.5	16.15	40.07	32.82	28.65	81.14	41.52	41.81	76.71	76.71	49.21	23.76	20.11	28.04	43.02	37.59	45.21	48.52	37.59	51.71	13.42	28.45	39.79	32.59	56.68	55.49	35.25	43.94	52.82	25.72	67.12	23.08	100.83	55.1	29.27	33.06	35.0	45.21	72.01	33.3	22.75	31.9	53.95	30.12	55.1	69.52	48.52	89.51	61.25	50.63	33.3	80.01	20.26	54.72	82.29	29.27	33.54	30.78	25.91	60.82	43.32	72.52	107.38	47.84	39.79	48.52	34.75	75.11	28.04	85.82	65.72	26.86	41.81	68.55	35.0	34.51	38.67
