	TCGA.FD.A3SM.01A.11R.A22U.07	TCGA.AR.A1AO.01A.11R.A12P.07	TCGA.A8.A08H.01A.21R.A00Z.07	GTEX.W5X1.2326.SM.3GIL6	TCGA.B8.A54E.01A.11R.A266.07	TCGA.HE.7128.01A.11R.1965.07	TCGA.2K.A9WE.01A.11R.A38C.07	TCGA.KV.A6GD.01A.11R.A31O.07	TCGA.4A.A93Y.01A.11R.A37K.07	TCGA.A4.A48D.01A.11R.A24Z.07	TCGA.DZ.6132.01A.11R.1965.07	TCGA.GL.A4EM.01A.11R.A24Z.07	TCGA.Y8.A8S1.01A.11R.A37K.07	TCGA.F9.A97G.01A.11R.A38C.07	TCGA.GL.A9DD.01A.11R.A37K.07	TCGA.B1.5398.01A.02R.1592.07	TCGA.5P.A9KC.01A.11R.A42S.07	TCGA.IA.A83V.01A.11R.A355.07	TCGA.BQ.7059.01A.11R.1965.07	TCGA.DW.7838.01A.11R.2139.07	TCGA.IA.A83T.01A.11R.A355.07	TCGA.DD.AAEE.01A.11R.A41C.07	TCGA.2Y.A9GW.01A.11R.A38B.07	TCGA.G3.A5SM.01A.12R.A28V.07	TCGA.DD.A4NQ.01A.21R.A28V.07	TCGA.DD.A1EG.01A.11R.A213.07	TCGA.DD.AAEI.01A.11R.A41C.07	TCGA.DD.AACL.01A.11R.A41C.07	TCGA.DD.A4NO.01A.11R.A28V.07	TCGA.G3.AAV3.01A.11R.A37K.07	TCGA.DD.AAE1.01A.11R.A41C.07	TCGA.EP.A3JL.01A.11R.A213.07	TCGA.FV.A2QQ.01A.11R.A22L.07	TCGA.DD.A4NR.01A.11R.A311.07	TCGA.G3.A7M7.01A.12R.A352.07	TCGA.K7.A5RG.01A.11R.A28V.07	TCGA.DD.AACQ.01A.11R.A41C.07	TCGA.ZS.A9CD.01A.11R.A37K.07	TCGA.DD.AACZ.01A.11R.A41C.07	TCGA.CC.A3MC.01A.11R.A22L.07	TCGA.CC.5262.01A.01R.A131.07	TCGA.DD.A73A.01A.12R.A32O.07	TCGA.EP.A2KB.01A.11R.A180.07	TCGA.T1.A6J8.01A.11R.A32O.07	TCGA.DD.AACT.01A.11R.A41C.07	TCGA.O8.A75V.01A.11R.A32O.07	TCGA.BD.A3EP.01A.11R.A22L.07	TCGA.G3.A25V.01A.11R.A16W.07	TCGA.CC.A7IK.01A.12R.A33R.07	TCGA.DD.A39Y.01A.11R.A213.07	TCGA.MI.A75H.01A.11R.A32O.07	TCGA.DD.AAC8.01A.11R.A41C.07	TCGA.HP.A5MZ.01A.21R.A27V.07	TCGA.G3.AAV5.01A.11R.A37K.07	TCGA.EP.A2KC.01A.11R.A213.07	TCGA.GJ.A3OU.01A.31R.A38B.07	TCGA.UB.A7MD.01A.12R.A352.07	TCGA.MI.A75E.01A.11R.A32O.07	TCGA.DD.A3A8.11A.11R.A22L.07	TCGA.DD.A113.11A.12R.A131.07	GTEX.13FLV.0326.SM.5N9DJ	GTEX.YFC4.1526.SM.5IFJS	GTEX.X4EO.1126.SM.4QARQ	GTEX.ZYT6.0626.SM.5E45V	GTEX.13N11.0926.SM.5IJG2	GTEX.145MF.0826.SM.5QGQA	GTEX.139TS.1426.SM.5IFJD	GTEX.P78B.1326.SM.3P611	GTEX.13QJC.0726.SM.5RQJK	GTEX.12WSG.0626.SM.5FQTQ	GTEX.1399R.1226.SM.5P9GF	GTEX.RN64.1826.SM.48FDV	GTEX.Q734.0326.SM.48U15	GTEX.REY6.1226.SM.48FDR	GTEX.R53T.0326.SM.48FEC	TCGA.L4.A4E6.01A.11R.A24H.07	TCGA.95.7043.01A.11R.1949.07	TCGA.38.4632.11A.01R.1755.07	GTEX.YF7O.0626.SM.4W21R	GTEX.13D11.0326.SM.5LZXX	GTEX.1313W.0926.SM.5EQ56	GTEX.O5YT.0526.SM.32PK8	GTEX.ZZPU.0526.SM.5E44U	GTEX.13RTJ.1126.SM.5S2UJ	GTEX.QV44.0926.SM.2S1RH	GTEX.P4QR.1026.SM.2I5GP	GTEX.ZT9X.0326.SM.51MTE	GTEX.ZTTD.1126.SM.51MRP	GTEX.S4Q7.0426.SM.3K2BJ	GTEX.R55C.0526.SM.3GIKA	GTEX.YB5E.0726.SM.4VDSH	GTEX.139YR.0926.SM.5LZYB	GTEX.O5YV.0526.SM.2I5GE	GTEX.ZAB4.0626.SM.5CVN3	GTEX.139T6.0426.SM.5IJEM	GTEX.R55G.0826.SM.2TC5U	GTEX.U3ZN.0626.SM.3DB7U	GTEX.P78B.0926.SM.2I5FA	GTEX.132QS.0726.SM.5IJE9	GTEX.PWOO.0726.SM.2I3EB	GTEX.WH7G.0726.SM.3NMBM	GTEX.Y8E4.0526.SM.4V6GC	GTEX.ZPIC.0626.SM.57WDY	GTEX.131XE.0726.SM.5HL9K	GTEX.11P81.0226.SM.5HL5M	GTEX.T8EM.0326.SM.3DB7F	GTEX.XBED.0826.SM.47JYC	GTEX.SUCS.0626.SM.32PM5	GTEX.13OW8.1726.SM.5L3GO	GTEX.14A6H.0526.SM.5NQAZ	TCGA.77.8007.11A.01R.2187.07
SNX19	518.15	738.29	796.86	743.43	616.37	679.29	376.41	356.05	567.1	480.04	995.0	454.09	231.32	291.04	518.15	748.61	723.08	356.05	842.36	466.88	389.72	371.22	417.77	387.02	348.71	267.73	258.57	165.57	441.64	323.03	289.02	251.48	256.78	325.29	312.0	287.01	460.44	269.6	65.26	236.21	316.37	283.05	185.11	403.5	314.17	242.88	521.76	309.83	325.29	113.56	248.0	295.11	314.17	221.86	323.03	387.02	409.15	420.68	237.86	299.25	483.38	234.57	262.2	198.47	228.13	208.38	220.32	312.0	212.78	381.68	406.31	218.79	518.15	145.02	426.57	595.34	438.59	403.5	638.15	723.08	406.31	420.68	1023.0	381.68	638.15	620.67	612.11	1081.39	409.15	1437.15	358.54	684.02	1225.22	591.22	547.75	591.22	1259.69	497.0	547.75	258.57	555.41	551.56	759.08	473.41	507.46	532.74	934.76	651.58	403.5	540.19	476.71
SNX6	1674.06	1697.45	2303.12	3467.27	974.5	1594.73	1073.91	808.0	1340.84	665.29	1295.13	860.08	450.94	1651.0	1096.5	1015.93	1437.15	764.36	1304.15	1104.13	674.59	470.14	547.75	497.0	414.87	447.82	327.56	518.15	463.65	603.67	543.96	412.0	480.04	748.61	351.14	848.22	392.44	366.09	890.44	423.61	638.15	511.0	450.94	532.74	426.57	463.65	915.51	435.55	759.08	381.68	368.65	819.3	575.03	447.82	551.56	941.27	599.49	503.95	248.0	381.68	497.0	366.09	339.14	435.55	884.29	356.05	483.38	444.72	358.54	698.41	738.29	273.37	708.18	329.84	759.08	1051.79	1159.07	2047.0	1519.15	1781.89	878.17	1467.37	1769.57	1540.37	1617.0	1199.98	2351.53	1066.48	1467.37	1991.0	1242.34	1331.57	1883.54	1857.6	1277.29	1508.65	2032.85	954.43	988.12	884.29	1639.59	1250.98	1857.6	1340.84	1697.45	3039.3	1369.04	884.29	884.29	1498.22	1844.76
SREK1	403.5	575.03	679.29	1457.23	616.37	595.34	514.56	497.0	212.78	170.25	532.74	123.5	43.94	271.48	555.41	155.5	521.76	221.86	316.37	555.41	96.68	336.79	460.44	291.04	536.45	281.09	211.31	285.03	547.75	316.37	414.87	253.23	246.28	490.14	209.84	521.76	343.89	309.83	466.88	289.02	133.36	438.59	521.76	262.2	303.44	187.71	521.76	305.55	529.06	289.02	291.04	406.31	500.46	285.03	555.41	366.09	303.44	234.57	66.65	316.37	348.71	325.29	275.28	236.21	507.46	180.02	183.82	303.44	226.54	688.78	149.12	312.0	231.32	249.73	206.94	796.86	447.82	325.29	435.55	511.0	480.04	825.0	612.11	403.5	518.15	503.95	454.09	575.03	395.18	1030.12	371.22	599.49	547.75	759.08	629.35	497.0	1208.34	587.13	796.86	376.41	521.76	733.19	547.75	444.72	802.41	1143.1	656.11	497.0	493.56	493.56	460.44
SRI	3325.99	3443.31	3212.66	3955.48	2739.08	2895.31	3928.15	3081.75	2875.3	1662.49	4512.4	2591.27	2061.24	1467.37	4095.0	1950.0	5479.15	3928.15	3395.89	5112.16	3768.09	866.07	2061.24	1745.2	2701.35	497.0	1605.83	1340.84	1467.37	688.78	1896.65	2004.85	1208.34	1896.65	769.69	1477.58	575.03	1487.87	2682.69	748.61	624.99	1008.9	1388.16	713.11	1757.34	1407.55	1991.0	470.14	988.12	3901.01	536.45	860.08	1963.57	2384.37	1896.65	1819.35	1143.1	1277.29	738.29	890.44	1870.53	1051.79	191.67	638.15	1369.04	309.83	249.73	1617.0	791.35	1388.16	1709.26	273.37	2104.58	403.5	1175.27	2591.27	9088.59	3467.27	4181.07	6250.56	10512.82	3589.58	4010.71	5441.3	1991.0	2400.97	4802.93	2701.35	2956.17	3928.15	3124.78	2739.08	3928.15	3395.89	2627.46	3467.27	5183.54	3280.18	3060.45	3690.52	4181.07	2018.8	4481.23	3146.52	4181.07	5219.6	2018.8	3039.3	1806.78	3515.68	3589.58
SRSF10	1259.69	1498.22	1407.55	2573.36	1096.5	878.17	890.44	753.83	629.35	497.0	928.3	571.05	346.29	1175.27	836.53	698.41	830.75	620.67	764.36	703.28	414.87	785.88	884.29	660.68	1268.46	753.83	753.83	896.64	733.19	733.19	698.41	656.11	665.29	1096.5	733.19	1167.14	733.19	738.29	1259.69	842.36	688.78	1225.22	514.56	629.35	708.18	503.95	785.88	808.0	1331.57	785.88	638.15	629.35	1081.39	638.15	775.05	878.17	808.0	688.78	514.56	848.22	941.27	941.27	961.07	703.28	808.0	633.73	738.29	890.44	825.0	669.92	703.28	764.36	848.22	486.75	780.44	1322.37	1030.12	1119.56	988.12	1030.12	1143.1	1950.0	967.76	974.5	1073.91	1127.35	854.13	981.29	713.11	2319.15	941.27	836.53	1233.75	1359.57	988.12	1008.9	1477.58	1104.13	890.44	723.08	1015.93	1111.82	1001.93	1001.93	1322.37	2502.97	995.0	1059.11	1313.23	1447.15	1183.45
STAM	258.57	339.14	363.56	1151.06	536.45	423.61	287.01	211.31	309.83	283.05	336.79	232.94	162.14	341.51	271.48	381.68	229.72	217.27	366.09	356.05	173.85	156.59	119.26	151.22	215.77	127.0	106.63	110.43	189.02	150.17	126.12	96.68	97.36	171.45	134.3	175.07	109.66	105.15	312.0	148.09	155.5	135.24	214.27	165.57	127.0	88.26	193.01	98.04	236.21	78.89	119.26	195.72	157.68	132.44	130.6	244.57	111.21	108.14	97.36	99.43	115.97	83.45	102.25	83.45	169.07	87.65	84.63	88.26	100.13	214.27	128.79	36.27	156.59	147.06	142.01	341.51	279.14	429.54	603.67	376.41	412.0	575.03	423.61	256.78	511.0	460.44	258.57	395.18	334.46	684.02	237.86	785.88	447.82	400.71	358.54	497.0	848.22	429.54	954.43	336.79	412.0	438.59	387.02	381.68	497.0	848.22	486.75	563.18	587.13	334.46	381.68
SWAP70	366.09	1286.18	988.12	1769.57	412.0	1015.93	493.56	381.68	708.18	299.25	698.41	303.44	358.54	483.38	463.65	490.14	454.09	403.5	669.92	503.95	417.77	140.04	209.84	314.17	262.2	287.01	149.12	113.56	214.27	129.69	155.5	121.79	125.24	234.57	118.43	358.54	170.25	195.72	343.89	180.02	204.07	148.09	127.0	202.66	121.79	142.01	395.18	158.79	181.28	123.5	86.43	204.07	265.87	75.64	182.55	470.14	239.52	127.0	63.89	96.01	180.02	73.54	96.01	33.54	156.59	61.68	66.65	105.15	66.65	190.34	149.12	50.27	193.01	102.25	117.6	612.11	400.71	651.58	612.11	796.86	555.41	698.41	780.44	490.14	688.78	878.17	547.75	503.95	595.34	902.89	521.76	769.69	1551.09	934.76	748.61	1259.69	1167.14	587.13	1551.09	289.02	780.44	414.87	595.34	718.08	674.59	728.11	733.19	540.19	599.49	595.34	616.37
TAF1B	368.65	183.82	279.14	361.04	120.94	127.0	105.89	194.36	100.13	104.42	148.09	84.04	23.59	220.32	137.14	82.87	120.1	73.03	141.02	264.03	27.25	69.52	74.58	55.1	92.7	127.0	68.07	120.94	82.29	43.02	92.05	63.89	92.7	94.67	86.43	108.14	68.55	72.01	151.22	62.12	62.12	66.65	109.66	91.41	64.34	52.82	101.54	94.67	159.9	74.58	67.59	56.28	88.88	54.33	73.54	104.42	84.04	50.63	22.43	59.55	50.27	64.34	96.01	47.5	105.15	49.91	40.36	77.25	46.18	164.42	64.34	50.27	73.03	49.21	67.59	132.44	156.59	148.09	211.31	289.02	190.34	232.94	205.5	139.07	264.03	191.67	277.2	138.1	246.28	379.04	111.99	277.2	267.73	293.07	231.32	226.54	423.61	180.02	205.5	99.43	220.32	249.73	241.19	197.09	220.32	480.04	172.65	137.14	53.57	287.01	205.5
TBC1D9	220.32	915.51	1135.2	231.32	88.26	417.77	236.21	150.17	353.59	94.01	376.41	122.64	108.14	157.68	277.2	187.71	162.14	149.12	258.57	186.4	129.69	223.41	205.5	123.5	109.66	139.07	161.02	34.51	139.07	320.8	59.13	139.07	152.28	120.94	117.6	140.04	127.0	177.53	118.43	97.36	176.29	113.56	117.6	78.89	115.97	175.07	189.02	182.55	204.07	96.68	224.97	123.5	211.31	146.03	265.87	291.04	209.84	100.83	72.01	129.69	269.6	36.27	44.25	226.54	167.9	84.63	151.22	191.67	88.88	139.07	273.37	518.15	358.54	72.01	231.32	339.14	305.55	289.02	555.41	447.82	493.56	267.73	346.29	490.14	279.14	620.67	295.11	403.5	392.44	575.03	368.65	441.64	698.41	454.09	435.55	708.18	748.61	536.45	629.35	115.97	450.94	260.38	358.54	327.56	612.11	435.55	743.43	587.13	954.43	361.04	258.57
TLR3	130.6	110.43	156.59	775.05	237.86	358.54	102.97	79.45	100.83	105.89	208.38	74.58	27.25	118.43	125.24	155.5	60.39	126.12	205.5	224.97	55.89	52.82	27.64	45.85	121.79	24.46	49.56	9.85	30.78	60.82	28.45	20.11	17.38	96.68	22.75	65.26	30.12	22.59	21.01	78.34	57.49	53.57	13.12	26.47	60.82	26.67	24.11	56.68	19.11	18.56	17.51	7.51	59.97	16.88	55.49	46.5	87.65	46.84	38.12	71.5	173.85	38.95	24.63	78.89	158.79	92.05	62.56	76.71	59.55	62.12	329.84	57.49	220.32	40.36	287.01	107.38	46.18	150.17	339.14	559.28	55.49	241.19	381.68	55.1	98.73	312.0	183.82	100.13	332.14	830.75	128.79	595.34	332.14	198.47	199.85	409.15	780.44	387.02	387.02	49.56	633.73	214.27	575.03	224.97	361.04	503.95	555.41	204.07	65.72	180.02	228.13
TMEM9B	1498.22	1498.22	1151.06	1467.37	1427.22	1250.98	1242.34	1208.34	1295.13	1437.15	1467.37	967.76	1259.69	1143.1	1216.75	1119.56	1066.48	1259.69	1594.73	1397.83	1487.87	647.07	854.13	896.64	848.22	785.88	708.18	579.04	872.1	607.87	819.3	591.22	607.87	660.68	579.04	825.0	1151.06	698.41	633.73	718.08	759.08	1037.29	503.95	872.1	981.29	612.11	1030.12	813.63	403.5	791.35	555.41	629.35	830.75	674.59	629.35	1096.5	688.78	825.0	551.56	521.76	470.14	507.46	660.68	470.14	1008.9	412.0	638.15	450.94	764.36	723.08	647.07	500.46	665.29	915.51	665.29	1457.23	1277.29	2018.8	3589.58	2163.77	1583.71	2061.24	2591.27	1001.93	1757.34	1167.14	1583.71	1674.06	1977.24	2976.74	2061.24	1467.37	1407.55	1167.14	1583.71	1870.53	2520.38	1896.65	1857.6	902.89	2537.92	1857.6	2075.59	1551.09	1417.35	2645.74	2739.08	1883.54	1277.29	1709.26	1561.89
TNPO1	708.18	713.11	967.76	1268.46	928.3	796.86	343.89	194.36	303.44	381.68	567.1	366.09	193.01	642.59	361.04	743.43	703.28	221.86	432.53	486.75	158.79	244.57	275.28	244.57	414.87	215.77	198.47	281.09	329.84	236.21	132.44	157.68	204.07	237.86	231.32	373.81	175.07	195.72	490.14	281.09	269.6	368.65	145.02	264.03	152.28	127.0	414.87	255.0	603.67	279.14	178.77	373.81	303.44	341.51	305.55	389.72	420.68	198.47	116.78	275.28	156.59	246.28	236.21	163.28	237.86	204.07	161.02	255.0	155.5	279.14	256.78	132.44	305.55	164.42	454.09	332.14	684.02	444.72	262.2	493.56	536.45	791.35	480.04	305.55	595.34	764.36	629.35	441.64	353.59	629.35	234.57	769.69	1259.69	728.11	356.05	785.88	1242.34	395.18	356.05	264.03	417.77	356.05	368.65	343.89	540.19	1030.12	555.41	269.6	389.72	387.02	395.18
TRNT1	291.04	397.93	353.59	500.46	412.0	379.04	329.84	356.05	180.02	447.82	297.17	432.53	148.09	417.77	563.18	199.85	281.09	295.11	237.86	599.49	165.57	327.56	226.54	157.68	181.28	175.07	139.07	264.03	201.25	204.07	256.78	172.65	341.51	253.23	172.65	221.86	136.19	158.79	301.33	185.11	287.01	218.79	129.69	301.33	182.55	165.57	229.72	165.57	209.84	229.72	167.9	226.54	234.57	182.55	214.27	248.0	138.1	209.84	111.21	202.66	84.04	183.82	297.17	97.36	262.2	94.67	151.22	123.5	128.79	255.0	128.79	146.03	159.9	99.43	191.67	275.28	269.6	323.03	244.57	246.28	206.94	521.76	232.94	161.02	563.18	170.25	260.38	353.59	343.89	490.14	190.34	232.94	397.93	237.86	204.07	287.01	476.71	269.6	189.02	198.47	211.31	444.72	151.22	327.56	277.2	466.88	273.37	173.85	170.25	389.72	327.56
TSPAN3	1369.04	4152.18	3589.58	4328.55	6607.01	4607.24	4152.18	3589.58	4671.57	4210.15	4607.24	4802.93	3395.89	5954.47	4937.99	2555.58	5403.7	6699.25	5633.22	6294.04	4836.35	2319.15	1639.59	961.07	1359.57	1044.52	450.94	1605.83	1870.53	1066.48	1277.29	1519.15	1551.09	2664.15	1757.34	1572.76	2609.3	1498.22	1175.27	1923.14	2090.03	2075.59	890.44	872.1	981.29	2193.99	2417.67	1685.71	669.92	1143.1	511.0	854.13	2384.37	723.08	1151.06	2287.2	974.5	934.76	1639.59	1651.0	1583.71	540.19	2004.85	473.41	2520.38	1191.69	1073.91	1151.06	748.61	3235.01	2335.28	567.1	1467.37	1674.06	2367.9	6164.49	4769.75	6607.01	16496.96	13776.25	8479.89	9215.48	10368.08	8078.22	5672.41	6164.49	5872.48	4671.57	11112.3	20170.07	6079.61	9409.14	8778.97	5006.93	10883.59	14163.58	17078.76	5751.61	16383.0	6607.01	14361.31	5366.37	13215.02	3081.75	8078.22	18052.61	20451.65	11267.44	7589.61	5995.9	7966.99
TTC5	323.03	220.32	178.77	429.54	193.01	239.52	165.57	127.0	165.57	180.02	176.29	177.53	215.77	275.28	193.01	241.19	186.4	255.0	206.94	141.02	269.6	111.99	98.04	81.71	85.22	82.29	56.68	104.42	59.55	92.05	87.03	85.22	77.25	77.79	80.57	224.97	178.77	70.01	78.34	57.89	113.56	89.51	53.95	93.35	97.36	70.01	204.07	83.45	166.73	52.82	80.57	120.1	73.03	100.13	120.94	121.79	112.77	95.34	90.77	50.27	91.41	106.63	67.12	55.1	117.6	77.25	96.01	68.55	96.68	80.57	96.68	81.71	104.42	55.89	49.91	111.21	348.71	231.32	262.2	291.04	92.7	221.86	316.37	180.02	329.84	283.05	214.27	281.09	198.47	221.86	205.5	271.48	271.48	237.86	241.19	312.0	320.8	285.03	181.28	299.25	275.28	293.07	476.71	406.31	336.79	157.68	223.41	214.27	80.57	246.28	209.84
TUBGCP5	191.67	177.53	204.07	368.65	228.13	132.44	134.3	103.69	111.99	98.73	152.28	115.97	52.45	181.28	108.9	73.54	162.14	52.82	111.99	164.42	74.58	165.57	109.66	158.79	98.04	110.43	54.72	49.21	128.79	133.36	84.63	59.55	121.79	135.24	113.56	173.85	148.09	106.63	148.09	159.9	83.45	127.0	60.82	159.9	96.68	69.52	144.01	120.1	116.78	56.68	111.21	144.01	107.38	120.94	162.14	94.67	152.28	120.94	68.07	84.04	101.54	100.13	154.42	91.41	150.17	84.04	48.52	101.54	24.28	171.45	71.5	137.14	45.21	76.71	56.28	189.02	255.0	137.14	181.28	166.73	72.52	271.48	198.47	133.36	218.79	130.6	146.03	236.21	164.42	260.38	156.59	92.7	150.17	171.45	170.25	178.77	105.15	167.9	148.09	137.14	158.79	214.27	199.85	167.9	195.72	255.0	236.21	183.82	135.24	177.53	158.79
TXNDC9	842.36	703.28	967.76	848.22	941.27	532.74	497.0	819.3	426.57	529.06	579.04	476.71	220.32	669.92	607.87	379.04	651.58	384.34	457.25	890.44	285.03	563.18	389.72	521.76	743.43	563.18	312.0	559.28	571.05	366.09	363.56	295.11	486.75	579.04	521.76	497.0	273.37	384.34	1081.39	507.46	624.99	409.15	307.69	363.56	269.6	389.72	400.71	567.1	748.61	457.25	327.56	575.03	493.56	397.93	353.59	591.22	518.15	457.25	140.04	273.37	277.2	316.37	289.02	281.09	435.55	215.77	269.6	400.71	255.0	409.15	303.44	209.84	358.54	273.37	389.72	514.56	884.29	974.5	1008.9	1008.9	420.68	1096.5	842.36	426.57	748.61	460.44	954.43	616.37	854.13	1167.14	616.37	633.73	854.13	591.22	616.37	723.08	1015.93	669.92	629.35	536.45	780.44	759.08	813.63	723.08	651.58	1059.11	708.18	518.15	273.37	679.29	934.76
UBA3	1135.2	866.07	872.1	2163.77	854.13	791.35	743.43	842.36	500.46	836.53	688.78	532.74	325.29	819.3	884.29	470.14	624.99	490.14	583.07	1119.56	414.87	476.71	389.72	395.18	633.73	361.04	301.33	493.56	329.84	529.06	373.81	316.37	339.14	454.09	318.57	703.28	318.57	289.02	591.22	351.14	432.53	368.65	358.54	397.93	339.14	267.73	423.61	429.54	713.11	343.89	341.51	412.0	500.46	236.21	423.61	629.35	397.93	334.46	212.78	318.57	289.02	327.56	271.48	307.69	497.0	301.33	358.54	353.59	363.56	373.81	307.69	316.37	366.09	236.21	366.09	738.29	651.58	1151.06	1216.75	1104.13	825.0	1119.56	1199.98	703.28	1001.93	674.59	679.29	1143.1	1037.29	1605.83	769.69	733.19	1111.82	1059.11	802.41	1088.92	1487.87	1104.13	607.87	397.93	1151.06	1250.98	854.13	854.13	1208.34	1551.09	1051.79	775.05	450.94	836.53	1135.2
USP46	273.37	246.28	209.84	529.06	152.28	163.28	70.01	48.18	105.15	67.59	115.97	85.22	57.49	189.02	108.14	109.66	114.36	59.13	126.12	72.52	51.71	54.72	60.82	52.82	106.63	51.35	36.27	34.02	81.71	57.49	63.89	39.79	39.22	89.51	34.51	107.38	48.52	38.67	85.22	49.21	46.18	54.33	31.45	75.11	47.84	27.84	62.12	50.98	80.57	34.51	38.67	61.68	72.01	45.53	62.56	57.49	54.33	50.98	21.32	41.52	44.25	22.59	11.38	41.22	63.0	19.68	19.97	47.84	36.53	48.87	46.18	40.36	57.49	16.39	70.51	116.78	76.71	111.21	124.37	201.25	94.01	211.31	175.07	111.99	281.09	98.73	78.34	162.14	121.79	262.2	69.52	96.68	249.73	145.02	132.44	215.77	244.57	212.78	121.79	81.71	138.1	206.94	214.27	150.17	166.73	228.13	163.28	116.78	53.57	176.29	82.87
UTP14C	246.28	255.0	212.78	660.68	217.27	255.0	131.51	107.38	154.42	100.83	267.73	118.43	54.33	202.66	181.28	176.29	208.38	99.43	187.71	194.36	82.87	71.5	125.24	72.01	52.82	105.89	47.17	36.01	115.97	173.85	105.89	72.01	90.14	71.5	64.34	111.99	65.72	75.64	128.79	55.49	74.06	106.63	81.71	147.06	120.94	90.77	170.25	108.14	208.38	23.76	72.52	131.51	87.65	82.29	165.57	98.73	119.26	103.69	70.01	114.36	104.42	169.07	53.19	136.19	87.03	120.1	128.79	133.36	126.12	129.69	249.73	156.59	223.41	95.34	237.86	159.9	223.41	165.57	341.51	287.01	111.99	223.41	332.14	140.04	307.69	264.03	244.57	214.27	221.86	332.14	209.84	234.57	356.05	199.85	279.14	384.34	423.61	253.23	241.19	120.94	262.2	256.78	309.83	265.87	283.05	228.13	285.03	244.57	95.34	214.27	161.02
VWA9	902.89	791.35	780.44	872.1	693.58	429.54	457.25	417.77	497.0	438.59	536.45	406.31	293.07	607.87	463.65	312.0	559.28	540.19	540.19	493.56	525.39	341.51	346.29	295.11	237.86	429.54	323.03	262.2	454.09	503.95	271.48	318.57	361.04	438.59	309.83	426.57	470.14	325.29	435.55	303.44	368.65	395.18	353.59	406.31	343.89	356.05	403.5	363.56	291.04	287.01	343.89	277.2	368.65	312.0	406.31	381.68	387.02	409.15	316.37	361.04	361.04	329.84	325.29	361.04	551.56	435.55	320.8	395.18	281.09	536.45	441.64	368.65	351.14	341.51	435.55	529.06	698.41	571.05	830.75	656.11	348.71	759.08	775.05	511.0	684.02	423.61	656.11	642.59	642.59	860.08	684.02	518.15	638.15	591.22	587.13	638.15	764.36	579.04	660.68	514.56	679.29	665.29	743.43	559.28	660.68	928.3	728.11	723.08	536.45	603.67	647.07
WBP4	358.54	223.41	265.87	525.39	297.17	154.42	131.51	166.73	141.02	72.01	164.42	68.07	33.78	157.68	157.68	104.42	130.6	92.7	126.12	119.26	51.71	120.1	232.94	130.6	164.42	236.21	128.79	107.38	123.5	142.01	189.02	206.94	165.57	107.38	163.28	138.1	78.89	151.22	223.41	123.5	108.14	141.02	127.89	161.02	164.42	164.42	208.38	223.41	143.01	104.42	124.37	132.44	194.36	116.78	186.4	145.02	220.32	157.68	52.45	173.85	193.01	177.53	118.43	167.9	193.01	163.28	173.85	156.59	89.51	137.14	211.31	150.17	183.82	102.25	114.36	189.02	189.02	208.38	289.02	279.14	249.73	327.56	409.15	246.28	209.84	271.48	262.2	177.53	287.01	486.75	293.07	175.07	208.38	231.32	281.09	299.25	403.5	269.6	285.03	120.1	343.89	267.73	236.21	220.32	403.5	299.25	279.14	303.44	215.77	309.83	224.97
WDR47	231.32	169.07	154.42	470.14	120.94	173.85	115.16	86.43	98.04	115.97	166.73	109.66	70.01	255.0	151.22	126.12	131.51	110.43	136.19	71.5	73.54	43.63	45.21	32.82	50.98	37.85	27.44	27.64	51.71	29.7	26.1	29.06	22.26	52.45	23.25	65.26	36.01	31.9	76.17	31.22	30.34	34.51	24.46	26.67	35.25	23.25	56.28	28.45	95.34	27.84	21.94	41.22	61.68	16.63	34.02	75.11	46.5	33.78	19.25	28.04	33.78	35.25	23.59	33.06	35.0	13.22	16.39	20.41	40.07	42.41	21.94	33.78	36.01	13.03	32.59	120.1	87.65	106.63	209.84	195.72	111.21	191.67	221.86	137.14	170.25	249.73	150.17	133.36	111.99	301.33	153.34	155.5	215.77	127.89	148.09	167.9	334.46	176.29	147.06	92.7	154.42	198.47	162.14	197.09	229.72	155.5	158.79	148.09	138.1	176.29	108.9
XPO4	136.19	142.01	162.14	379.04	122.64	138.1	68.07	56.68	90.77	54.72	133.36	78.34	42.11	135.24	81.14	139.07	105.89	45.85	99.43	95.34	55.1	24.99	67.59	37.05	55.89	61.25	52.08	67.12	56.68	45.21	63.89	41.22	53.57	65.72	36.53	78.34	57.08	38.95	101.54	36.01	28.24	53.95	45.53	51.35	40.07	35.0	84.04	51.71	92.05	50.27	35.25	34.51	52.82	36.79	65.26	60.39	75.11	38.12	37.32	38.12	37.32	45.85	61.68	41.81	65.26	24.99	24.11	39.22	30.78	121.79	46.5	38.4	71.0	28.45	73.54	129.69	85.22	90.14	198.47	157.68	116.78	206.94	171.45	87.03	135.24	165.57	120.94	220.32	123.5	400.71	107.38	142.01	178.77	127.89	138.1	191.67	325.29	167.9	126.12	81.14	159.9	217.27	172.65	166.73	165.57	373.81	242.88	140.04	128.79	162.14	93.35
